full_name,ranking,points,date
Novak Djokovic,1,13845,2015-05-25
Roger Federer,2,9235,2015-05-25
Andy Murray,3,7040,2015-05-25
Tomas Berdych,4,5230,2015-05-25
Kei Nishikori,5,5220,2015-05-25
Milos Raonic,6,4800,2015-05-25
Rafael Nadal,7,4570,2015-05-25
David Ferrer,8,4490,2015-05-25
Stan Wawrinka,9,3845,2015-05-25
Marin Cilic,10,3370,2015-05-25
Grigor Dimitrov,11,2760,2015-05-25
Feliciano Lopez,12,2280,2015-05-25
Gilles Simon,13,2210,2015-05-25
Gael Monfils,14,2065,2015-05-25
Jo-Wilfried Tsonga,15,2045,2015-05-25
John Isner,16,1980,2015-05-25
Kevin Anderson,17,1970,2015-05-25
David Goffin,18,1835,2015-05-25
Tommy Robredo,19,1755,2015-05-25
Roberto Bautista Agut,20,1750,2015-05-25
Richard Gasquet,21,1625,2015-05-25
Leonardo Mayer,22,1580,2015-05-25
Pablo Cuevas,23,1502,2015-05-25
Guillermo Garcia-Lopez,24,1335,2015-05-25
Ivo Karlovic,25,1330,2015-05-25
Bernard Tomic,26,1320,2015-05-25
Fabio Fognini,27,1295,2015-05-25
Philipp Kohlschreiber,28,1285,2015-05-25
Ernests Gulbis,29,1275,2015-05-25
Nick Kyrgios,30,1250,2015-05-25
Dominic Thiem,31,1225,2015-05-25
Adrian Mannarino,32,1223,2015-05-25
Viktor Troicki,33,1217,2015-05-25
Fernando Verdasco,34,1180,2015-05-25
Juan Monaco,35,1170,2015-05-25
Martin Klizan,36,1170,2015-05-25
Jack Sock,37,1125,2015-05-25
Sam Querrey,38,1115,2015-05-25
Andreas Seppi,39,1100,2015-05-25
Thomaz Bellucci,40,1065,2015-05-25
Jiri Vesely,41,1053,2015-05-25
Pablo Andujar,42,1050,2015-05-25
Lukas Rosol,43,1035,2015-05-25
Joao Sousa,44,1008,2015-05-25
Jeremy Chardy,45,985,2015-05-25
Borna Coric,46,970,2015-05-25
Julien Benneteau,47,965,2015-05-25
Benjamin Becker,48,965,2015-05-25
Victor Estrella Burgos,49,945,2015-05-25
Jerzy Janowicz,50,940,2015-05-25
Andreas Haider-Maurer,51,926,2015-05-25
Donald Young,52,910,2015-05-25
Vasek Pospisil,53,895,2015-05-25
Sergiy Stakhovsky,54,894,2015-05-25
Gilles Muller,55,868,2015-05-25
Steve Johnson,56,850,2015-05-25
Marcel Granollers,57,845,2015-05-25
Mikhail Kukushkin,58,842,2015-05-25
Marcos Baghdatis,59,832,2015-05-25
Simone Bolelli,60,826,2015-05-25
Pablo Carreno Busta,61,825,2015-05-25
Diego Schwartzman,62,785,2015-05-25
Albert Ramos-Vinolas,63,780,2015-05-25
Santiago Giraldo,64,755,2015-05-25
Yen-Hsun Lu,65,754,2015-05-25
Daniel Gimeno-Traver,66,746,2015-05-25
Dusan Lajovic,67,730,2015-05-25
Mikhail Youzhny,68,720,2015-05-25
Alexandr Dolgopolov,69,705,2015-05-25
Hyeon Chung,70,703,2015-05-25
Benoit Paire,71,698,2015-05-25
Sam Groth,72,691,2015-05-25
Tim Smyczek,73,688,2015-05-25
Teymuraz Gabashvili,74,677,2015-05-25
Aljaz Bedene,75,668,2015-05-25
Steve Darcis,76,664,2015-05-25
Denis Istomin,77,655,2015-05-25
Joao Souza,78,650,2015-05-25
Blaz Kavcic,79,649,2015-05-25
Robin Haase,80,647,2015-05-25
Marsel Ilhan,81,647,2015-05-25
Federico Delbonis,82,627,2015-05-25
James Duckworth,83,626,2015-05-25
Thanasi Kokkinakis,84,619,2015-05-25
Malek Jaziri,85,618,2015-05-25
Paolo Lorenzi,86,617,2015-05-25
Jarkko Nieminen,87,603,2015-05-25
Damir Dzumhur,88,601,2015-05-25
Alexander Zverev,89,601,2015-05-25
Lucas Pouille,90,581,2015-05-25
Dudi Sela,91,580,2015-05-25
Go Soeda,92,575,2015-05-25
Ricardas Berankis,93,573,2015-05-25
Lukas Lacko,94,567,2015-05-25
Ruben Bemelmans,95,546,2015-05-25
Facundo Bagnis,96,536,2015-05-25
Blaz Rola,97,534,2015-05-25
Jan-Lennard Struff,98,533,2015-05-25
Filip Krajinovic,99,527,2015-05-25
Marinko Matosevic,100,526,2015-05-25
Dustin Brown,101,507,2015-05-25
Luca Vanni,102,505,2015-05-25
Norbert Gombos,103,504,2015-05-25
James Ward,104,503,2015-05-25
Alejandro Gonzalez,105,499,2015-05-25
Tatsuma Ito,106,494,2015-05-25
Kimmer Coppejans,107,494,2015-05-25
Lleyton Hewitt,108,485,2015-05-25
Alejandro Falla,109,485,2015-05-25
Jurgen Melzer,110,480,2015-05-25
Carlos Berlocq,111,480,2015-05-25
Adrian Menendez-Maceiras,112,476,2015-05-25
Guido Pella,113,474,2015-05-25
Maximo Gonzalez,114,471,2015-05-25
Aleksandr Nedovyesov,115,469,2015-05-25
Nicolas Mahut,116,469,2015-05-25
Tobias Kamke,117,468,2015-05-25
Austin Krajicek,118,468,2015-05-25
Ivan Dodig,119,466,2015-05-25
Andrey Kuznetsov,120,465,2015-05-25
Kyle Edmund,121,447,2015-05-25
Marco Cecchinato,122,445,2015-05-25
Edouard Roger-Vasselin,123,432,2015-05-25
Matthias Bachinger,124,431,2015-05-25
Paul-Henri Mathieu,125,429,2015-05-25
Ryan Harrison,126,429,2015-05-25
Illya Marchenko,127,427,2015-05-25
Farrukh Dustov,128,425,2015-05-25
Radek Stepanek,129,422,2015-05-25
Radu Albot,130,419,2015-05-25
Alexander Kudryavtsev,131,416,2015-05-25
John Millman,132,415,2015-05-25
Thiemo de Bakker,133,406,2015-05-25
Daniel Munoz de la Nava,134,390,2015-05-25
Andrey Golubev,135,386,2015-05-25
Denis Kudla,136,386,2015-05-25
Facundo Arguello,137,385,2015-05-25
Michal Przysiezny,138,382,2015-05-25
Kenny De Schepper,139,381,2015-05-25
Andre Ghem,140,379,2015-05-25
Jurgen Zopp,141,376,2015-05-25
Horacio Zeballos,142,374,2015-05-25
Pierre-Hugues Herbert,143,371,2015-05-25
Peter Gojowczyk,144,369,2015-05-25
Michael Berrer,145,361,2015-05-25
Yoshihito Nishioka,146,360,2015-05-25
Rajeev Ram,147,360,2015-05-25
Yuichi Sugita,148,356,2015-05-25
Bjorn Fratangelo,149,349,2015-05-25
Konstantin Kravchuk,150,348,2015-05-25
Jimmy Wang,151,346,2015-05-25
Gastao Elias,152,342,2015-05-25
Jared Donaldson,153,337,2015-05-25
Nicolas Almagro,154,335,2015-05-25
Albert Montanes,155,335,2015-05-25
Yuki Bhambri,156,329,2015-05-25
James McGee,157,329,2015-05-25
Niels Desein,158,327,2015-05-25
Frank Dancevic,159,323,2015-05-25
Nikoloz Basilashvili,160,323,2015-05-25
Jason Kubler,161,321,2015-05-25
John-Patrick Smith,162,318,2015-05-25
Gerald Melzer,163,317,2015-05-25
Inigo Cervantes,164,315,2015-05-25
Andreas Beck,165,311,2015-05-25
Igor Sijsling,166,311,2015-05-25
Marton Fucsovics,167,304,2015-05-25
Taro Daniel,168,303,2015-05-25
Somdev Devvarman,169,298,2015-05-25
Renzo Olivo,170,298,2015-05-25
Hiroki Moriya,171,295,2015-05-25
Guilherme Clezar,172,288,2015-05-25
Aslan Karatsev,173,286,2015-05-25
Maxime Authom,174,285,2015-05-25
Elias Ymer,175,283,2015-05-25
Liam Broady,176,282,2015-05-25
Evgeny Donskoy,177,281,2015-05-25
Roberto Carballes Baena,178,281,2015-05-25
Thomas Fabbiano,179,275,2015-05-25
Guido Andreozzi,180,273,2015-05-25
Nicolas Jarry,181,271,2015-05-25
Chase Buchanan,182,267,2015-05-25
Ze Zhang,183,266,2015-05-25
Dennis Novikov,184,263,2015-05-25
Adam Pavlasek,185,263,2015-05-25
Victor Hanescu,186,262,2015-05-25
