full_name,ranking,points,date
Jannik Sinner,1,9890,2024-07-08
Novak Djokovic,2,8360,2024-07-08
Carlos Alcaraz,3,8130,2024-07-08
Alexander Zverev,4,6905,2024-07-08
Daniil Medvedev,5,6445,2024-07-08
Andrey Rublev,6,4420,2024-07-08
Hubert Hurkacz,7,4235,2024-07-08
Casper Ruud,8,4025,2024-07-08
Alex de Minaur,9,3830,2024-07-08
Grigor Dimitrov,10,3750,2024-07-08
Stefanos Tsitsipas,11,3745,2024-07-08
Taylor Fritz,12,3350,2024-07-08
Tommy Paul,13,3100,2024-07-08
Ben Shelton,14,2595,2024-07-08
Holger Rune,15,2370,2024-07-08
Ugo Humbert,16,2300,2024-07-08
Felix Auger-Aliassime,17,2075,2024-07-08
Sebastian Baez,18,2020,2024-07-08
Alejandro Tabilo,19,1904,2024-07-08
Nicolas Jarry,20,1825,2024-07-08
Sebastian Korda,21,1795,2024-07-08
Karen Khachanov,22,1780,2024-07-08
Alexander Bublik,23,1730,2024-07-08
Adrian Mannarino,24,1625,2024-07-08
Lorenzo Musetti,25,1620,2024-07-08
Jiri Lehecka,26,1585,2024-07-08
Tallon Griekspoor,27,1470,2024-07-08
Jack Draper,28,1461,2024-07-08
Frances Tiafoe,29,1355,2024-07-08
Francisco Cerundolo,30,1315,2024-07-08
Tomas Martin Etcheverry,31,1290,2024-07-08
Mariano Navone,32,1282,2024-07-08
Gael Monfils,33,1260,2024-07-08
Arthur Fils,34,1250,2024-07-08
Matteo Arnaldi,35,1245,2024-07-08
Alejandro Davidovich Fokina,36,1240,2024-07-08
Luciano Darderi,37,1236,2024-07-08
Zhizhen Zhang,38,1221,2024-07-08
Tomas Machac,39,1214,2024-07-08
Jordan Thompson,40,1206,2024-07-08
Jan-Lennard Struff,41,1135,2024-07-08
Cameron Norrie,42,1070,2024-07-08
Fabian Marozsan,43,1047,2024-07-08
Roman Safiullin,44,1045,2024-07-08
Sebastian Ofner,45,1038,2024-07-08
Marcos Giron,46,1020,2024-07-08
Alexei Popyrin,47,981,2024-07-08
Flavio Cobolli,48,980,2024-07-08
Pedro Martinez,49,975,2024-07-08
Nuno Borges,50,936,2024-07-08
Laslo Djere,51,936,2024-07-08
Miomir Kecmanovic,52,925,2024-07-08
Pavel Kotov,53,893,2024-07-08
Lorenzo Sonego,54,881,2024-07-08
Alex Michelsen,55,881,2024-07-08
Dusan Lajovic,56,871,2024-07-08
Alexander Shevchenko,57,860,2024-07-08
Giovanni Mpetshi Perricard,58,853,2024-07-08
Matteo Berrettini,59,845,2024-07-08
Daniel Evans,60,844,2024-07-08
Corentin Moutet,61,843,2024-07-08
Christopher Eubanks,62,835,2024-07-08
Jaume Munar,63,835,2024-07-08
Roberto Carballes Baena,64,826,2024-07-08
Brandon Nakashima,65,825,2024-07-08
Dominik Koepfer,66,821,2024-07-08
Facundo Diaz Acosta,67,808,2024-07-08
Max Purcell,68,795,2024-07-08
Aleksandar Vukic,69,789,2024-07-08
Marton Fucsovics,70,785,2024-07-08
Hugo Gaston,71,783,2024-07-08
Federico Coria,72,776,2024-07-08
Sumit Nagal,73,768,2024-07-08
Thiago Seyboth Wild,74,767,2024-07-08
Luca Nardi,75,760,2024-07-08
Arthur Rinderknech,76,754,2024-07-08
Rinky Hijikata,77,751,2024-07-08
Jakub Mensik,78,738,2024-07-08
Christopher O'Connell,79,733,2024-07-08
Daniel Altmaier,80,731,2024-07-08
James Duckworth,81,728,2024-07-08
Zizou Bergs,82,722,2024-07-08
David Goffin,83,694,2024-07-08
Taro Daniel,84,692,2024-07-08
Maximilian Marterer,85,692,2024-07-08
Thiago Monteiro,86,690,2024-07-08
Emil Ruusuvuori,87,683,2024-07-08
Aleksandar Kovacevic,88,681,2024-07-08
Borna Coric,89,664,2024-07-08
Yoshihito Nishioka,90,659,2024-07-08
Juncheng Shang,91,658,2024-07-08
Constant Lestienne,92,650,2024-07-08
Thanasi Kokkinakis,93,639,2024-07-08
Fabio Fognini,94,635,2024-07-08
Stan Wawrinka,95,633,2024-07-08
Mackenzie McDonald,96,626,2024-07-08
Botic van de Zandschulp,97,618,2024-07-08
Arthur Cazaux,98,616,2024-07-08
Aslan Karatsev,99,615,2024-07-08
Camilo Ugo Carabelli,100,608,2024-07-08
Adam Walton,101,607,2024-07-08
Alexandre Muller,102,601,2024-07-08
Daniel Elahi Galan,103,592,2024-07-08
Luca Van Assche,104,585,2024-07-08
Damir Dzumhur,105,580,2024-07-08
