full_name,ranking,points,date
Novak Djokovic,1,14840,2016-08-22
Andy Murray,2,9305,2016-08-22
Stan Wawrinka,3,4980,2016-08-22
Roger Federer,4,4945,2016-08-22
Rafael Nadal,5,4850,2016-08-22
Milos Raonic,6,4805,2016-08-22
Kei Nishikori,7,4165,2016-08-22
Tomas Berdych,8,3570,2016-08-22
Marin Cilic,9,3515,2016-08-22
Dominic Thiem,10,3205,2016-08-22
Jo-Wilfried Tsonga,11,2895,2016-08-22
Gael Monfils,12,2835,2016-08-22
David Ferrer,13,2660,2016-08-22
David Goffin,14,2565,2016-08-22
Richard Gasquet,15,2185,2016-08-22
Nick Kyrgios,16,2060,2016-08-22
Roberto Bautista Agut,17,1980,2016-08-22
Feliciano Lopez,18,1840,2016-08-22
Bernard Tomic,19,1780,2016-08-22
Pablo Cuevas,20,1745,2016-08-22
Steve Johnson,21,1680,2016-08-22
John Isner,22,1645,2016-08-22
Ivo Karlovic,23,1570,2016-08-22
Grigor Dimitrov,24,1555,2016-08-22
Kevin Anderson,25,1505,2016-08-22
Lucas Pouille,26,1481,2016-08-22
Philipp Kohlschreiber,27,1475,2016-08-22
Jack Sock,28,1450,2016-08-22
Alexander Zverev,29,1415,2016-08-22
Martin Klizan,30,1405,2016-08-22
Sam Querrey,31,1400,2016-08-22
Gilles Simon,32,1385,2016-08-22
Albert Ramos-Vinolas,33,1330,2016-08-22
Benoit Paire,34,1305,2016-08-22
Viktor Troicki,35,1270,2016-08-22
Joao Sousa,36,1215,2016-08-22
Gilles Muller,37,1175,2016-08-22
Fabio Fognini,38,1155,2016-08-22
Paolo Lorenzi,39,1110,2016-08-22
Borna Coric,40,1070,2016-08-22
Nicolas Mahut,41,1038,2016-08-22
Andrey Kuznetsov,42,1033,2016-08-22
Federico Delbonis,43,1015,2016-08-22
Marcos Baghdatis,44,1015,2016-08-22
Marcel Granollers,45,1011,2016-08-22
Nicolas Almagro,46,987,2016-08-22
Fernando Verdasco,47,985,2016-08-22
Jiri Vesely,48,928,2016-08-22
Pablo Carreno Busta,49,905,2016-08-22
Guillermo Garcia-Lopez,50,900,2016-08-22
Guido Pella,51,898,2016-08-22
Stephane Robert,52,844,2016-08-22
Malek Jaziri,53,829,2016-08-22
Taylor Fritz,54,829,2016-08-22
Adrian Mannarino,55,826,2016-08-22
Jeremy Chardy,56,825,2016-08-22
Donald Young,57,817,2016-08-22
Alexandr Dolgopolov,58,815,2016-08-22
Florian Mayer,59,813,2016-08-22
Dusan Lajovic,60,806,2016-08-22
Gastao Elias,61,806,2016-08-22
Thomaz Bellucci,62,805,2016-08-22
Mikhail Youzhny,63,801,2016-08-22
Robin Haase,64,798,2016-08-22
Illya Marchenko,65,795,2016-08-22
Mikhail Kukushkin,66,769,2016-08-22
Daniel Evans,67,765,2016-08-22
Diego Schwartzman,68,746,2016-08-22
Paul-Henri Mathieu,69,741,2016-08-22
