full_name,ranking,points,date
Pete Sampras,1,5388,1997-08-04
Michael Chang,2,3739,1997-08-04
Goran Ivanisevic,3,2788,1997-08-04
Thomas Muster,4,2414,1997-08-04
Alex Corretja,5,2409,1997-08-04
Yevgeny Kafelnikov,6,2383,1997-08-04
Thomas Enqvist,7,2276,1997-08-04
Sergi Bruguera,8,2275,1997-08-04
Carlos Moya,9,2247,1997-08-04
Gustavo Kuerten,10,2162,1997-08-04
Marcelo Rios,11,2143,1997-08-04
Felix Mantilla,12,2003,1997-08-04
Mark Philippoussis,13,1924,1997-08-04
Boris Becker,14,1918,1997-08-04
Richard Krajicek,15,1710,1997-08-04
Petr Korda,16,1677,1997-08-04
Albert Costa,17,1658,1997-08-04
Tim Henman,18,1584,1997-08-04
Patrick Rafter,19,1560,1997-08-04
Todd Woodbridge,20,1539,1997-08-04
Andrei Medvedev,21,1535,1997-08-04
Jim Courier,22,1467,1997-08-04
Cedric Pioline,23,1440,1997-08-04
Greg Rusedski,24,1433,1997-08-04
Jonas Bjorkman,25,1431,1997-08-04
Magnus Norman,26,1391,1997-08-04
Wayne Ferreira,27,1383,1997-08-04
Alberto Berasategui,28,1382,1997-08-04
Marc Rosset,29,1341,1997-08-04
Chris Woodruff,30,1273,1997-08-04
Bohdan Ulihrach,31,1194,1997-08-04
Alex O'Brien,32,1181,1997-08-04
Andre Agassi,33,1178,1997-08-04
Karol Kucera,34,1174,1997-08-04
Todd Martin,35,1166,1997-08-04
Jan Siemerink,36,1121,1997-08-04
Thomas Johansson,37,1080,1997-08-04
Magnus Larsson,38,1064,1997-08-04
Javier Sanchez,39,1039,1997-08-04
Arnaud Boetsch,40,1029,1997-08-04
Albert Portas,41,1004,1997-08-04
Hicham Arazi,42,994,1997-08-04
Fabrice Santoro,43,985,1997-08-04
Marc-Kevin Goellner,44,982,1997-08-04
Filip Dewulf,45,964,1997-08-04
Marcelo Filippini,46,958,1997-08-04
Slava Dosedel,47,957,1997-08-04
Dominik Hrbaty,48,923,1997-08-04
David Prinosil,49,911,1997-08-04
Martin Damm,50,889,1997-08-04
Michael Stich,51,877,1997-08-04
Christian Ruud,52,868,1997-08-04
Karim Alami,53,850,1997-08-04
Mark Woodforde,54,847,1997-08-04
Francisco Clavet,55,817,1997-08-04
Jason Stoltenberg,56,809,1997-08-04
Galo Blanco,57,799,1997-08-04
Richey Reneberg,58,797,1997-08-04
Magnus Gustafsson,59,789,1997-08-04
Jeff Tarango,60,771,1997-08-04
Guillaume Raoux,61,770,1997-08-04
Daniel Vacek,62,759,1997-08-04
Byron Black,63,752,1997-08-04
Brett Steven,64,740,1997-08-04
Mikael Tillstrom,65,740,1997-08-04
Jiri Novak,66,735,1997-08-04
Juan Albert Viloca-Puig,67,717,1997-08-04
Jonathan Stark,68,714,1997-08-04
Scott Draper,69,714,1997-08-04
Hendrik Dreekmann,70,703,1997-08-04
Sargis Sargsian,71,697,1997-08-04
Tommy Haas,72,692,1997-08-04
Lionel Roux,73,683,1997-08-04
Stefan Edberg,74,672,1997-08-04
Nicolas Kiefer,75,670,1997-08-04
Hernan Gumy,76,669,1997-08-04
Johan Van Herck,77,650,1997-08-04
Paul Haarhuis,78,646,1997-08-04
