full_name,ranking,points,date
Novak Djokovic,1,12280,2012-07-02
Rafael Nadal,2,10060,2012-07-02
Roger Federer,3,9435,2012-07-02
Andy Murray,4,6980,2012-07-02
David Ferrer,5,5250,2012-07-02
Jo-Wilfried Tsonga,6,5230,2012-07-02
Tomas Berdych,7,4685,2012-07-02
Janko Tipsarevic,8,3200,2012-07-02
Juan Martin del Potro,9,3180,2012-07-02
John Isner,10,2655,2012-07-02
Nicolas Almagro,11,2605,2012-07-02
Mardy Fish,12,2535,2012-07-02
Gilles Simon,13,2525,2012-07-02
Juan Monaco,14,2115,2012-07-02
Gael Monfils,15,1805,2012-07-02
Fernando Verdasco,16,1765,2012-07-02
Feliciano Lopez,17,1725,2012-07-02
Marin Cilic,18,1655,2012-07-02
Richard Gasquet,19,1600,2012-07-02
Kei Nishikori,20,1600,2012-07-02
Alexandr Dolgopolov,21,1585,2012-07-02
Milos Raonic,22,1540,2012-07-02
Marcel Granollers,23,1530,2012-07-02
Stan Wawrinka,24,1505,2012-07-02
Andy Roddick,25,1395,2012-07-02
Andreas Seppi,26,1390,2012-07-02
Radek Stepanek,27,1340,2012-07-02
Bernard Tomic,28,1255,2012-07-02
Florian Mayer,29,1230,2012-07-02
Philipp Kohlschreiber,30,1220,2012-07-02
Kevin Anderson,31,1215,2012-07-02
Julien Benneteau,32,1210,2012-07-02
Mikhail Youzhny,33,1210,2012-07-02
Viktor Troicki,34,1190,2012-07-02
Jurgen Melzer,35,1147,2012-07-02
Pablo Andujar,36,1115,2012-07-02
Carlos Berlocq,37,1050,2012-07-02
Juan Carlos Ferrero,38,1035,2012-07-02
Denis Istomin,39,1032,2012-07-02
David Nalbandian,40,1015,2012-07-02
Robin Haase,41,1010,2012-07-02
Marcos Baghdatis,42,945,2012-07-02
Albert Ramos-Vinolas,43,935,2012-07-02
Jarkko Nieminen,44,932,2012-07-02
Santiago Giraldo,45,923,2012-07-02
Alex Bogomolov Jr.,46,910,2012-07-02
Nikolay Davydenko,47,885,2012-07-02
Ryan Harrison,48,871,2012-07-02
Lukasz Kubot,49,855,2012-07-02
Tommy Haas,50,848,2012-07-02
Donald Young,51,834,2012-07-02
Mikhail Kukushkin,52,833,2012-07-02
Gilles Muller,53,826,2012-07-02
Michael Llodra,54,810,2012-07-02
Benoit Paire,55,800,2012-07-02
Yen-Hsun Lu,56,795,2012-07-02
Jeremy Chardy,57,794,2012-07-02
Go Soeda,58,787,2012-07-02
Ivo Karlovic,59,786,2012-07-02
Lukas Lacko,60,763,2012-07-02
Leonardo Mayer,61,738,2012-07-02
Martin Klizan,62,728,2012-07-02
Steve Darcis,63,725,2012-07-02
Sam Querrey,64,705,2012-07-02
Tatsuma Ito,65,701,2012-07-02
Olivier Rochus,66,700,2012-07-02
Edouard Roger-Vasselin,67,697,2012-07-02
Fabio Fognini,68,695,2012-07-02
Grigor Dimitrov,69,691,2012-07-02
David Goffin,70,688,2012-07-02
Nicolas Mahut,71,684,2012-07-02
Marinko Matosevic,72,673,2012-07-02
Alejandro Falla,73,664,2012-07-02
Blaz Kavcic,74,657,2012-07-02
Xavier Malisse,75,651,2012-07-02
Matthew Ebden,76,647,2012-07-02
Cedrik-Marcel Stebe,77,645,2012-07-02
Malek Jaziri,78,633,2012-07-02
Filippo Volandri,79,630,2012-07-02
Thomaz Bellucci,80,627,2012-07-02
Adrian Ungur,81,625,2012-07-02
Ruben Ramirez Hidalgo,82,622,2012-07-02
Juan Ignacio Chela,83,620,2012-07-02
Tobias Kamke,84,605,2012-07-02
Sergiy Stakhovsky,85,603,2012-07-02
Paolo Lorenzi,86,598,2012-07-02
Ernests Gulbis,87,596,2012-07-02
Bjorn Phau,88,595,2012-07-02
Flavio Cipolla,89,591,2012-07-02
Albert Montanes,90,585,2012-07-02
James Blake,91,582,2012-07-02
Guillermo Garcia-Lopez,92,581,2012-07-02
Igor Andreev,93,575,2012-07-02
Karol Beck,94,568,2012-07-02
Jurgen Zopp,95,565,2012-07-02
Rui Machado,96,561,2012-07-02
Potito Starace,97,558,2012-07-02
Horacio Zeballos,98,557,2012-07-02
Ivan Dodig,99,555,2012-07-02
Lukas Rosol,100,553,2012-07-02
Philipp Petzschner,101,534,2012-07-02
Daniel Brands,102,525,2012-07-02
Daniel Gimeno-Traver,103,524,2012-07-02
Vasek Pospisil,104,522,2012-07-02
Jan Hajek,105,522,2012-07-02
Jesse Levine,106,521,2012-07-02
Igor Sijsling,107,520,2012-07-02
