full_name,ranking,points,date
Novak Djokovic,1,9045,2018-12-10
Rafael Nadal,2,7480,2018-12-10
Roger Federer,3,6420,2018-12-10
Alexander Zverev,4,6385,2018-12-10
Juan Martin del Potro,5,5300,2018-12-10
Kevin Anderson,6,4710,2018-12-10
Marin Cilic,7,4250,2018-12-10
Dominic Thiem,8,4095,2018-12-10
Kei Nishikori,9,3590,2018-12-10
John Isner,10,3155,2018-12-10
Karen Khachanov,11,2835,2018-12-10
Borna Coric,12,2480,2018-12-10
Fabio Fognini,13,2315,2018-12-10
Kyle Edmund,14,2150,2018-12-10
Stefanos Tsitsipas,15,2095,2018-12-10
Daniil Medvedev,16,1977,2018-12-10
Diego Schwartzman,17,1880,2018-12-10
Milos Raonic,18,1855,2018-12-10
Grigor Dimitrov,19,1835,2018-12-10
Marco Cecchinato,20,1819,2018-12-10
Nikoloz Basilashvili,21,1795,2018-12-10
David Goffin,22,1785,2018-12-10
Pablo Carreno Busta,23,1705,2018-12-10
Roberto Bautista Agut,24,1605,2018-12-10
Hyeon Chung,25,1585,2018-12-10
Richard Gasquet,26,1535,2018-12-10
Denis Shapovalov,27,1440,2018-12-10
Fernando Verdasco,28,1410,2018-12-10
Gael Monfils,29,1400,2018-12-10
Gilles Simon,30,1370,2018-12-10
Alex de Minaur,31,1298,2018-12-10
Lucas Pouille,32,1245,2018-12-10
Steve Johnson,33,1190,2018-12-10
Philipp Kohlschreiber,34,1125,2018-12-10
Nick Kyrgios,35,1125,2018-12-10
Marton Fucsovics,36,1122,2018-12-10
Andreas Seppi,37,1106,2018-12-10
John Millman,38,1083,2018-12-10
Frances Tiafoe,39,1080,2018-12-10
Jeremy Chardy,40,1050,2018-12-10
Martin Klizan,41,1048,2018-12-10
Adrian Mannarino,42,1045,2018-12-10
Nicolas Jarry,43,1022,2018-12-10
Joao Sousa,44,1017,2018-12-10
Malek Jaziri,45,1014,2018-12-10
Matthew Ebden,46,1001,2018-12-10
Damir Dzumhur,47,985,2018-12-10
Dusan Lajovic,48,985,2018-12-10
Taylor Fritz,49,974,2018-12-10
Robin Haase,50,965,2018-12-10
Sam Querrey,51,955,2018-12-10
Benoit Paire,52,935,2018-12-10
Mikhail Kukushkin,53,935,2018-12-10
Matteo Berrettini,54,932,2018-12-10
Pierre-Hugues Herbert,55,903,2018-12-10
Leonardo Mayer,56,895,2018-12-10
Jan-Lennard Struff,57,875,2018-12-10
Guido Pella,58,860,2018-12-10
Peter Gojowczyk,59,855,2018-12-10
Marius Copil,60,823,2018-12-10
Tennys Sandgren,61,814,2018-12-10
Ryan Harrison,62,810,2018-12-10
Denis Kudla,63,810,2018-12-10
Feliciano Lopez,64,795,2018-12-10
Albert Ramos-Vinolas,65,790,2018-12-10
Stan Wawrinka,66,785,2018-12-10
Aljaz Bedene,67,780,2018-12-10
Andrey Rublev,68,760,2018-12-10
Mischa Zverev,69,750,2018-12-10
Vasek Pospisil,70,716,2018-12-10
Tomas Berdych,71,715,2018-12-10
Jordan Thompson,72,715,2018-12-10
Roberto Carballes Baena,73,714,2018-12-10
Maximilian Marterer,74,706,2018-12-10
Yoshihito Nishioka,75,701,2018-12-10
Bradley Klahn,76,699,2018-12-10
Taro Daniel,77,691,2018-12-10
Mackenzie McDonald,78,688,2018-12-10
Guido Andreozzi,79,680,2018-12-10
Federico Delbonis,80,678,2018-12-10
Jaume Munar,81,661,2018-12-10
Pablo Andujar,82,656,2018-12-10
Bernard Tomic,83,655,2018-12-10
Ugo Humbert,84,653,2018-12-10
Cristian Garin,85,648,2018-12-10
Jozef Kovalik,86,637,2018-12-10
Hubert Hurkacz,87,636,2018-12-10
Mirza Basic,88,635,2018-12-10
Pablo Cuevas,89,630,2018-12-10
Jiri Vesely,90,629,2018-12-10
Cameron Norrie,91,627,2018-12-10
Ilya Ivashka,92,622,2018-12-10
Denis Istomin,93,622,2018-12-10
Laslo Djere,94,621,2018-12-10
Filip Krajinovic,95,620,2018-12-10
Ernests Gulbis,96,611,2018-12-10
Marcel Granollers,97,598,2018-12-10
Evgeny Donskoy,98,594,2018-12-10
Radu Albot,99,592,2018-12-10
Reilly Opelka,100,590,2018-12-10
Ivo Karlovic,101,589,2018-12-10
Thomas Fabbiano,102,573,2018-12-10
Michael Mmoh,103,563,2018-12-10
Pedro Sousa,104,548,2018-12-10
Guillermo Garcia-Lopez,105,543,2018-12-10
Jack Sock,106,540,2018-12-10
Prajnesh Gunneswaran,107,538,2018-12-10
Lorenzo Sonego,108,530,2018-12-10
Felix Auger-Aliassime,109,525,2018-12-10
Paolo Lorenzi,110,523,2018-12-10
Jared Donaldson,111,520,2018-12-10
Lloyd Harris,112,520,2018-12-10
Casper Ruud,113,518,2018-12-10
Jason Kubler,114,515,2018-12-10
Lukas Lacko,115,514,2018-12-10
Elias Ymer,116,510,2018-12-10
Ricardas Berankis,117,507,2018-12-10
Hugo Dellien,118,504,2018-12-10
Ruben Bemelmans,119,496,2018-12-10
Juan Ignacio Londero,120,490,2018-12-10
Peter Polansky,121,482,2018-12-10
Marco Trungelliti,122,482,2018-12-10
Thiago Monteiro,123,473,2018-12-10
Jason Jung,124,470,2018-12-10
Marcos Baghdatis,125,460,2018-12-10
David Ferrer,126,460,2018-12-10
Yannick Maden,127,460,2018-12-10
Quentin Halys,128,444,2018-12-10
Adrian Menendez-Maceiras,129,440,2018-12-10
Matthias Bachinger,130,439,2018-12-10
Noah Rubin,131,434,2018-12-10
Miomir Kecmanovic,132,433,2018-12-10
Ramkumar Ramanathan,133,432,2018-12-10
Stefano Travaglia,134,426,2018-12-10
Sergiy Stakhovsky,135,422,2018-12-10
Bjorn Fratangelo,136,421,2018-12-10
Yuki Bhambri,137,420,2018-12-10
Gilles Muller,138,413,2018-12-10
Carlos Berlocq,139,410,2018-12-10
Julien Benneteau,140,407,2018-12-10
Gregoire Barrere,141,407,2018-12-10
Lukas Rosol,142,407,2018-12-10
Dennis Novak,143,401,2018-12-10
Marc Polmans,144,398,2018-12-10
Antoine Hoang,145,390,2018-12-10
Simone Bolelli,146,382,2018-12-10
Gianluigi Quinzi,147,380,2018-12-10
Jurgen Zopp,148,371,2018-12-10
Corentin Moutet,149,370,2018-12-10
Yuichi Sugita,150,369,2018-12-10
Thanasi Kokkinakis,151,367,2018-12-10
Alexei Popyrin,152,365,2018-12-10
Pedro Martinez,153,365,2018-12-10
Tatsuma Ito,154,363,2018-12-10
Dominik Koepfer,155,360,2018-12-10
Mats Moraing,156,359,2018-12-10
Constant Lestienne,157,356,2018-12-10
Yannick Hanfmann,158,354,2018-12-10
Alex Bolt,159,351,2018-12-10
Sergio Gutierrez-Ferrol,160,351,2018-12-10
Facundo Bagnis,161,350,2018-12-10
Luca Vanni,162,337,2018-12-10
Salvatore Caruso,163,332,2018-12-10
Egor Gerasimov,164,332,2018-12-10
Rogerio Dutra Silva,165,330,2018-12-10
Alessandro Giannessi,166,330,2018-12-10
Christopher Eubanks,167,322,2018-12-10
