full_name,ranking,points,date
Roger Federer,1,6050,2005-03-07
Lleyton Hewitt,2,3990,2005-03-07
Andy Roddick,3,3855,2005-03-07
Marat Safin,4,3360,2005-03-07
Guillermo Coria,5,2410,2005-03-07
Tim Henman,6,2380,2005-03-07
Carlos Moya,7,2175,2005-03-07
Gaston Gaudio,8,2150,2005-03-07
Andre Agassi,9,1995,2005-03-07
David Nalbandian,10,1945,2005-03-07
Joachim Johansson,11,1755,2005-03-07
Tommy Robredo,12,1595,2005-03-07
Ivan Ljubicic,13,1575,2005-03-07
Guillermo Canas,14,1509,2005-03-07
Nikolay Davydenko,15,1455,2005-03-07
Tommy Haas,16,1420,2005-03-07
Fernando Gonzalez,17,1350,2005-03-07
Nicolas Massu,18,1350,2005-03-07
Mikhail Youzhny,19,1310,2005-03-07
Mario Ancic,20,1236,2005-03-07
Vincent Spadea,21,1220,2005-03-07
Andrei Pavel,22,1175,2005-03-07
Juan Ignacio Chela,23,1175,2005-03-07
Thomas Johansson,24,1173,2005-03-07
Feliciano Lopez,25,1170,2005-03-07
Radek Stepanek,26,1165,2005-03-07
Jiri Novak,27,1165,2005-03-07
Sebastien Grosjean,28,1160,2005-03-07
Dominik Hrbaty,29,1151,2005-03-07
Rafael Nadal,30,1100,2005-03-07
Nicolas Kiefer,31,1070,2005-03-07
Taylor Dent,32,1025,2005-03-07
Paradorn Srichaphan,33,1015,2005-03-07
Jurgen Melzer,34,1005,2005-03-07
Xavier Malisse,35,978,2005-03-07
Robin Soderling,36,955,2005-03-07
Max Mirnyi,37,950,2005-03-07
Rainer Schuettler,38,915,2005-03-07
Olivier Rochus,39,905,2005-03-07
Filippo Volandri,40,885,2005-03-07
Luis Horna,41,875,2005-03-07
Karol Beck,42,867,2005-03-07
Florian Mayer,43,854,2005-03-07
Greg Rusedski,44,845,2005-03-07
Fernando Verdasco,45,803,2005-03-07
Igor Andreev,46,796,2005-03-07
David Ferrer,47,795,2005-03-07
Tomas Berdych,48,793,2005-03-07
Mardy Fish,49,785,2005-03-07
Cyril Saulnier,50,779,2005-03-07
Mariano Zabaleta,51,770,2005-03-07
Michael Llodra,52,745,2005-03-07
Ricardo Mello,53,736,2005-03-07
Fabrice Santoro,54,732,2005-03-07
Albert Costa,55,720,2005-03-07
Kenneth Carlsen,56,710,2005-03-07
Alberto Martin,57,690,2005-03-07
Hyung-Taik Lee,58,641,2005-03-07
Agustin Calleri,59,630,2005-03-07
Mariano Puerta,60,626,2005-03-07
Ivo Karlovic,61,615,2005-03-07
Albert Montanes,62,596,2005-03-07
Wayne Arthurs,63,583,2005-03-07
Kevin Kim,64,582,2005-03-07
Potito Starace,65,579,2005-03-07
Jose Acasuso,66,571,2005-03-07
Gilles Muller,67,571,2005-03-07
Christophe Rochus,68,552,2005-03-07
Philipp Kohlschreiber,69,548,2005-03-07
Stefan Koubek,70,547,2005-03-07
Martin Verkerk,71,544,2005-03-07
Irakli Labadze,72,540,2005-03-07
Robby Ginepri,73,530,2005-03-07
Jan Hernych,74,525,2005-03-07
Santiago Ventura,75,525,2005-03-07
Peter Wessels,76,518,2005-03-07
Alex Calatrava,77,484,2005-03-07
Guillermo Garcia-Lopez,78,477,2005-03-07
Sjeng Schalken,79,475,2005-03-07
Tomas Zib,80,474,2005-03-07
Sargis Sargsian,81,468,2005-03-07
Julien Benneteau,82,468,2005-03-07
Felix Mantilla,83,468,2005-03-07
Nicolas Almagro,84,463,2005-03-07
Lars Burgsmuller,85,461,2005-03-07
Gustavo Kuerten,86,460,2005-03-07
Jerome Haehnel,87,459,2005-03-07
Juan Monaco,88,458,2005-03-07
Jonas Bjorkman,89,455,2005-03-07
Raemon Sluiter,90,452,2005-03-07
Jiri Vanek,91,452,2005-03-07
Marcos Baghdatis,92,449,2005-03-07
Juan Carlos Ferrero,93,440,2005-03-07
David Sanchez,94,438,2005-03-07
Oscar Hernandez,95,437,2005-03-07
Paul-Henri Mathieu,96,436,2005-03-07
Thomas Enqvist,97,433,2005-03-07
Janko Tipsarevic,98,432,2005-03-07
Davide Sanguinetti,99,428,2005-03-07
Edgardo Massa,100,428,2005-03-07
Victor Hanescu,101,417,2005-03-07
Michal Tabara,102,415,2005-03-07
Jean-Rene Lisnard,103,412,2005-03-07
Bohdan Ulihrach,104,408,2005-03-07
Kristof Vliegen,105,408,2005-03-07
Olivier Mutis,106,407,2005-03-07
Bjorn Phau,107,394,2005-03-07
Jeff Morrison,108,390,2005-03-07
Ivo Minar,109,387,2005-03-07
Alexander Popp,110,380,2005-03-07
Peter Luczak,111,379,2005-03-07
Antony Dupuis,112,378,2005-03-07
Adrian Garcia,113,378,2005-03-07
Giovanni Lapentti,114,375,2005-03-07
