full_name,ranking,points,date
John McEnroe,1,0,1984-11-19
Ivan Lendl,2,0,1984-11-19
Jimmy Connors,3,0,1984-11-19
Mats Wilander,4,0,1984-11-19
Andres Gomez,5,0,1984-11-19
Anders Jarryd,6,0,1984-11-19
Henrik Sundstrom,7,0,1984-11-19
Joakim Nystrom,8,0,1984-11-19
Johan Kriek,9,0,1984-11-19
Jimmy Arias,10,0,1984-11-19
Pat Cash,11,0,1984-11-19
Yannick Noah,12,0,1984-11-19
Aaron Krickstein,13,0,1984-11-19
Eliot Teltscher,14,0,1984-11-19
Tomas Smid,15,0,1984-11-19
Gene Mayer,16,0,1984-11-19
Vitas Gerulaitis,17,0,1984-11-19
Juan Aguilera,18,0,1984-11-19
Tim Mayotte,19,0,1984-11-19
Jose Higueras,20,0,1984-11-19
Stefan Edberg,21,0,1984-11-19
Kevin Curren,22,0,1984-11-19
Guillermo Vilas,23,0,1984-11-19
Libor Pimek,24,0,1984-11-19
John Lloyd,25,0,1984-11-19
Francesco Cancellotti,26,0,1984-11-19
Henri Leconte,27,0,1984-11-19
Ramesh Krishnan,28,0,1984-11-19
Brad Gilbert,29,0,1984-11-19
Mike Bauer,30,0,1984-11-19
Heinz Gunthardt,31,0,1984-11-19
Tim Wilkison,32,0,1984-11-19
Victor Pecci,33,0,1984-11-19
Terry Moor,34,0,1984-11-19
Ben Testerman,35,0,1984-11-19
Vijay Amritraj,36,0,1984-11-19
Diego Perez,37,0,1984-11-19
Miloslav Mecir Sr.,38,0,1984-11-19
Jose-Luis Clerc,39,0,1984-11-19
Brian Teacher,40,0,1984-11-19
Pavel Slozil,41,0,1984-11-19
Balazs Taroczy,42,0,1984-11-19
John Sadri,43,0,1984-11-19
Guy Forget,44,0,1984-11-19
Wojtek Fibak,45,0,1984-11-19
David Pate,46,0,1984-11-19
Jan Gunnarsson,47,0,1984-11-19
Pablo Arraya,48,0,1984-11-19
Bob Green,49,0,1984-11-19
Peter Fleming,50,0,1984-11-19
Paul McNamee,51,0,1984-11-19
Mark Dickson,52,0,1984-11-19
Marty Davis,53,0,1984-11-19
Hans Gildemeister,54,0,1984-11-19
Leif Shiras,55,0,1984-11-19
Scott Davis,56,0,1984-11-19
Cassio Motta,57,0,1984-11-19
Zoltan Kuharszky,58,0,1984-11-19
Blaine Willenborg,59,0,1984-11-19
Danie Visser,60,0,1984-11-19
Bill Scanlon,61,0,1984-11-19
John Fitzgerald,62,0,1984-11-19
Mel Purcell,63,0,1984-11-19
Matt Mitchell,64,0,1984-11-19
Thierry Tulasne,65,0,1984-11-19
Alejandro Ganzabal,66,0,1984-11-19
Martin Jaite,67,0,1984-11-19
Wally Masur,68,0,1984-11-19
Trevor Allan,69,0,1984-11-19
Fernando Luna,70,0,1984-11-19
Greg Holmes,71,0,1984-11-19
Tom Gullikson,72,0,1984-11-19
Pedro Rebolledo,73,0,1984-11-19
Michiel Schapers,74,0,1984-11-19
Brad Drewett,75,0,1984-11-19
Shlomo Glickstein,76,0,1984-11-19
Hans Schwaier,77,0,1984-11-19
Tim Gullikson,78,0,1984-11-19
Tarik Benhabiles,79,0,1984-11-19
Eddie Edwards,80,0,1984-11-19
Shahar Perkiss,81,0,1984-11-19
Jay Lapidus,82,0,1984-11-19
John Frawley,83,0,1984-11-19
Sammy Giammalva Jr.,84,0,1984-11-19
Mike Leach,85,0,1984-11-19
Francisco Gonzalez,86,0,1984-11-19
Brian Gottfried,87,0,1984-11-19
Jakob Hlasek,87,0,1984-11-19
Chris Lewis,89,0,1984-11-19
Thomas Hogstedt,90,0,1984-11-19
Michael Westphal,91,0,1984-11-19
Jimmy Brown,92,0,1984-11-19
Claudio Panatta,93,0,1984-11-19
Chip Hooper,94,0,1984-11-19
Paul Annacone,95,0,1984-11-19
Rodney Harmon,96,0,1984-11-19
Steve Meister,97,0,1984-11-19
Todd Nelson,98,0,1984-11-19
Marcel Freeman,99,0,1984-11-19
Lloyd Bourne,100,0,1984-11-19
Dan Goldie,101,0,1984-11-19
Vincent Van Patten,101,0,1984-11-19
