full_name,ranking,points,date
Roger Federer,1,6725,2005-11-28
Rafael Nadal,2,4765,2005-11-28
Andy Roddick,3,3085,2005-11-28
Lleyton Hewitt,4,2490,2005-11-28
Nikolay Davydenko,5,2390,2005-11-28
David Nalbandian,6,2370,2005-11-28
Andre Agassi,7,2275,2005-11-28
Guillermo Coria,8,2190,2005-11-28
Ivan Ljubicic,9,2180,2005-11-28
Gaston Gaudio,10,2050,2005-11-28
Fernando Gonzalez,11,1790,2005-11-28
Mariano Puerta,12,1762,2005-11-28
Marat Safin,13,1730,2005-11-28
Thomas Johansson,14,1645,2005-11-28
David Ferrer,15,1620,2005-11-28
Robby Ginepri,16,1520,2005-11-28
Richard Gasquet,17,1506,2005-11-28
Juan Carlos Ferrero,18,1500,2005-11-28
Dominik Hrbaty,19,1490,2005-11-28
Tommy Robredo,20,1490,2005-11-28
Radek Stepanek,21,1440,2005-11-28
Mario Ancic,22,1360,2005-11-28
Nicolas Kiefer,23,1250,2005-11-28
James Blake,24,1230,2005-11-28
Tomas Berdych,25,1200,2005-11-28
Sebastien Grosjean,26,1135,2005-11-28
Igor Andreev,27,1120,2005-11-28
Olivier Rochus,28,1110,2005-11-28
Jarkko Nieminen,29,1045,2005-11-28
Taylor Dent,30,1025,2005-11-28
Gael Monfils,31,979,2005-11-28
Carlos Moya,32,940,2005-11-28
Fernando Verdasco,33,935,2005-11-28
Feliciano Lopez,34,910,2005-11-28
Max Mirnyi,35,905,2005-11-28
Victor Hanescu,36,856,2005-11-28
Tim Henman,37,850,2005-11-28
Greg Rusedski,38,840,2005-11-28
Filippo Volandri,39,836,2005-11-28
Juan Ignacio Chela,40,815,2005-11-28
Jose Acasuso,41,803,2005-11-28
Christophe Rochus,42,795,2005-11-28
Paradorn Srichaphan,43,785,2005-11-28
Davide Sanguinetti,44,781,2005-11-28
Mikhail Youzhny,45,775,2005-11-28
Tommy Haas,46,755,2005-11-28
Paul-Henri Mathieu,47,738,2005-11-28
Xavier Malisse,48,731,2005-11-28
Jiri Novak,49,725,2005-11-28
Florent Serra,50,712,2005-11-28
Alberto Martin,51,711,2005-11-28
Agustin Calleri,52,692,2005-11-28
Jurgen Melzer,53,690,2005-11-28
Joachim Johansson,54,680,2005-11-28
Stan Wawrinka,55,675,2005-11-28
Marcos Baghdatis,56,634,2005-11-28
Karol Beck,57,615,2005-11-28
Fabrice Santoro,58,615,2005-11-28
Tomas Zib,59,611,2005-11-28
Dmitry Tursunov,60,600,2005-11-28
Kenneth Carlsen,61,600,2005-11-28
Robin Vik,62,599,2005-11-28
Jonas Bjorkman,63,588,2005-11-28
Andy Murray,64,587,2005-11-28
Wesley Moodie,65,583,2005-11-28
Nicolas Massu,66,565,2005-11-28
Andrei Pavel,67,565,2005-11-28
Paul Goldstein,68,564,2005-11-28
Andreas Seppi,69,563,2005-11-28
Arnaud Clement,70,558,2005-11-28
Ivo Karlovic,71,550,2005-11-28
Daniele Bracciali,72,547,2005-11-28
Albert Montanes,73,536,2005-11-28
Nicolas Lapentti,74,525,2005-11-28
Florian Mayer,75,519,2005-11-28
Ivo Minar,76,519,2005-11-28
Jan Hernych,77,515,2005-11-28
Vincent Spadea,78,515,2005-11-28
Tomas Behrend,79,507,2005-11-28
Gilles Muller,80,506,2005-11-28
Robin Soderling,81,505,2005-11-28
Novak Djokovic,82,502,2005-11-28
Carlos Berlocq,83,502,2005-11-28
Boris Pashanski,84,498,2005-11-28
Mariano Zabaleta,85,495,2005-11-28
Luis Horna,86,492,2005-11-28
Bjorn Phau,87,479,2005-11-28
Juan Monaco,88,477,2005-11-28
Philipp Kohlschreiber,89,470,2005-11-28
Hyung-Taik Lee,90,464,2005-11-28
Rainer Schuettler,91,463,2005-11-28
Cyril Saulnier,92,460,2005-11-28
Guillermo Garcia-Lopez,93,460,2005-11-28
Dick Norman,94,449,2005-11-28
Lukas Dlouhy,95,445,2005-11-28
Kristof Vliegen,96,442,2005-11-28
Marcos Daniel,97,440,2005-11-28
Bobby Reynolds,98,435,2005-11-28
Thierry Ascione,99,431,2005-11-28
Jiri Vanek,100,431,2005-11-28
Wayne Arthurs,101,430,2005-11-28
Jimmy Wang,102,423,2005-11-28
Kevin Kim,103,421,2005-11-28
Alexander Waske,104,418,2005-11-28
Guillermo Canas,105,415,2005-11-28
Jean-Rene Lisnard,106,408,2005-11-28
Potito Starace,107,408,2005-11-28
Raemon Sluiter,108,407,2005-11-28
Flavio Saretta,109,402,2005-11-28
Fernando Vicente,110,400,2005-11-28
George Bastl,111,399,2005-11-28
Nicolas Almagro,112,398,2005-11-28
Ricardo Mello,113,398,2005-11-28
Razvan Sabau,114,398,2005-11-28
Juan Antonio Marin,115,395,2005-11-28
Ruben Ramirez Hidalgo,116,394,2005-11-28
Justin Gimelstob,117,391,2005-11-28
Oscar Hernandez,118,385,2005-11-28
Albert Costa,119,380,2005-11-28
Felix Mantilla,120,375,2005-11-28
Vasilis Mazarakis,121,375,2005-11-28
Albert Portas,122,373,2005-11-28
Simon Greul,123,373,2005-11-28
Danai Udomchoke,124,370,2005-11-28
Marc Gicquel,125,366,2005-11-28
Gilles Simon,126,365,2005-11-28
Alessio Di Mauro,127,364,2005-11-28
Michael Berrer,128,356,2005-11-28
Ramon Delgado,129,355,2005-11-28
Oliver Marach,130,343,2005-11-28
Igor Kunitsyn,131,334,2005-11-28
Teymuraz Gabashvili,132,332,2005-11-28
Jerome Haehnel,133,321,2005-11-28
Thomas Enqvist,134,319,2005-11-28
Lukasz Kubot,135,318,2005-11-28
Nicolas Mahut,136,309,2005-11-28
Michael Llodra,137,303,2005-11-28
David Sanchez,138,302,2005-11-28
Ivan Navarro,139,301,2005-11-28
Janko Tipsarevic,140,299,2005-11-28
Irakli Labadze,141,296,2005-11-28
Lars Burgsmuller,142,295,2005-11-28
Melle Van Gemerden,143,293,2005-11-28
Santiago Ventura,144,290,2005-11-28
Peter Wessels,145,288,2005-11-28
Paul Capdeville,146,288,2005-11-28
Peter Luczak,147,286,2005-11-28
Daniel Koellerer,148,284,2005-11-28
Adrian Garcia,149,278,2005-11-28
Antony Dupuis,150,277,2005-11-28
Olivier Patience,151,275,2005-11-28
Thiago Alves,152,271,2005-11-28
Steve Darcis,153,271,2005-11-28
Jeff Morrison,154,270,2005-11-28
Chris Guccione,155,265,2005-11-28
Brian Vahaly,156,265,2005-11-28
Juan Martin del Potro,157,265,2005-11-28
Yen-Hsun Lu,158,264,2005-11-28
Julio Silva,159,264,2005-11-28
Juan Pablo Brzezicki,160,261,2005-11-28
Kristian Pless,161,261,2005-11-28
Stefan Koubek,162,250,2005-11-28
Michal Tabara,163,244,2005-11-28
Roko Karanusic,164,244,2005-11-28
Michal Mertinak,165,242,2005-11-28
Gilles Elseneer,166,241,2005-11-28
Amer Delic,167,237,2005-11-28
Julien Benneteau,168,235,2005-11-28
Francesco Aldi,169,234,2005-11-28
Gregory Carraz,170,233,2005-11-28
Sergio Roitman,171,232,2005-11-28
Alex Bogdanovic,172,231,2005-11-28
