full_name,ranking,points,date
Novak Djokovic,1,13630,2012-02-20
Rafael Nadal,2,10435,2012-02-20
Roger Federer,3,8330,2012-02-20
Andy Murray,4,7150,2012-02-20
David Ferrer,5,4595,2012-02-20
Jo-Wilfried Tsonga,6,4410,2012-02-20
Tomas Berdych,7,3950,2012-02-20
Mardy Fish,8,2915,2012-02-20
Janko Tipsarevic,9,2770,2012-02-20
Juan Martin del Potro,10,2705,2012-02-20
Nicolas Almagro,11,2220,2012-02-20
Gilles Simon,12,2050,2012-02-20
John Isner,13,2025,2012-02-20
Gael Monfils,14,1970,2012-02-20
Richard Gasquet,15,1900,2012-02-20
Feliciano Lopez,16,1890,2012-02-20
Kei Nishikori,17,1710,2012-02-20
Alexandr Dolgopolov,18,1655,2012-02-20
Florian Mayer,19,1585,2012-02-20
Juan Monaco,20,1505,2012-02-20
Marin Cilic,21,1485,2012-02-20
Viktor Troicki,22,1460,2012-02-20
Marcel Granollers,23,1350,2012-02-20
Robin Soderling,24,1340,2012-02-20
Fernando Verdasco,25,1320,2012-02-20
Stan Wawrinka,26,1300,2012-02-20
Andy Roddick,27,1290,2012-02-20
Radek Stepanek,28,1195,2012-02-20
Julien Benneteau,29,1190,2012-02-20
Philipp Kohlschreiber,30,1185,2012-02-20
Juan Ignacio Chela,31,1165,2012-02-20
Mikhail Youzhny,32,1140,2012-02-20
Alex Bogomolov Jr.,33,1123,2012-02-20
Thomaz Bellucci,34,1090,2012-02-20
Milos Raonic,35,1090,2012-02-20
Kevin Anderson,36,1065,2012-02-20
Bernard Tomic,37,1061,2012-02-20
Jurgen Melzer,38,1052,2012-02-20
Ivo Karlovic,39,1017,2012-02-20
Nikolay Davydenko,40,1010,2012-02-20
Donald Young,41,1000,2012-02-20
Ivan Ljubicic,42,995,2012-02-20
Carlos Berlocq,43,991,2012-02-20
Andreas Seppi,44,980,2012-02-20
Jarkko Nieminen,45,978,2012-02-20
Marcos Baghdatis,46,975,2012-02-20
Juan Carlos Ferrero,47,960,2012-02-20
Pablo Andujar,48,910,2012-02-20
Denis Istomin,49,907,2012-02-20
Michael Llodra,50,870,2012-02-20
Olivier Rochus,51,867,2012-02-20
Albert Montanes,52,860,2012-02-20
Fabio Fognini,53,845,2012-02-20
Lukasz Kubot,54,832,2012-02-20
Robin Haase,55,826,2012-02-20
Filippo Volandri,56,826,2012-02-20
Philipp Petzschner,57,811,2012-02-20
Ivan Dodig,58,795,2012-02-20
Albert Ramos-Vinolas,59,782,2012-02-20
Alejandro Falla,60,776,2012-02-20
James Blake,61,769,2012-02-20
Mikhail Kukushkin,62,768,2012-02-20
Dmitry Tursunov,63,768,2012-02-20
Yen-Hsun Lu,64,760,2012-02-20
Jeremy Chardy,65,744,2012-02-20
Steve Darcis,66,720,2012-02-20
Santiago Giraldo,67,715,2012-02-20
Sergiy Stakhovsky,68,710,2012-02-20
Gilles Muller,69,710,2012-02-20
Ernests Gulbis,70,695,2012-02-20
Potito Starace,71,690,2012-02-20
Cedrik-Marcel Stebe,72,688,2012-02-20
Ryan Harrison,73,686,2012-02-20
Dudi Sela,74,685,2012-02-20
Xavier Malisse,75,680,2012-02-20
Leonardo Mayer,76,672,2012-02-20
Lukas Lacko,77,661,2012-02-20
Ryan Sweeting,78,656,2012-02-20
Lukas Rosol,79,656,2012-02-20
Rui Machado,80,649,2012-02-20
Igor Kunitsyn,81,647,2012-02-20
Go Soeda,82,645,2012-02-20
Grigor Dimitrov,83,641,2012-02-20
Nicolas Mahut,84,636,2012-02-20
David Nalbandian,85,630,2012-02-20
Matthew Ebden,86,626,2012-02-20
Flavio Cipolla,87,620,2012-02-20
Fred Gil,88,619,2012-02-20
Tobias Kamke,89,613,2012-02-20
Pere Riba,90,612,2012-02-20
Guillermo Garcia-Lopez,91,605,2012-02-20
Matthias Bachinger,92,604,2012-02-20
Victor Hanescu,93,600,2012-02-20
Karol Beck,94,596,2012-02-20
Edouard Roger-Vasselin,95,584,2012-02-20
Andreas Beck,96,576,2012-02-20
Joao Souza,97,552,2012-02-20
Benoit Paire,98,551,2012-02-20
Sam Querrey,99,550,2012-02-20
Daniel Gimeno-Traver,100,547,2012-02-20
Adrian Ungur,101,541,2012-02-20
Paolo Lorenzi,102,537,2012-02-20
Eric Prodon,103,534,2012-02-20
Malek Jaziri,104,528,2012-02-20
Tatsuma Ito,105,528,2012-02-20
Marsel Ilhan,106,513,2012-02-20
Wayne Odesnik,107,511,2012-02-20
Bjorn Phau,108,509,2012-02-20
Rogerio Dutra Silva,109,503,2012-02-20
Blaz Kavcic,110,501,2012-02-20
Vasek Pospisil,111,500,2012-02-20
Diego Junqueira,112,499,2012-02-20
Andreas Haider-Maurer,113,490,2012-02-20
Stephane Robert,114,489,2012-02-20
Michael Berrer,115,487,2012-02-20
Horacio Zeballos,116,486,2012-02-20
Bobby Reynolds,117,485,2012-02-20
Igor Andreev,118,481,2012-02-20
Martin Klizan,119,474,2012-02-20
Ricardo Mello,120,471,2012-02-20
Rik De Voest,121,465,2012-02-20
Somdev Devvarman,122,464,2012-02-20
Ruben Ramirez Hidalgo,123,460,2012-02-20
Jurgen Zopp,124,460,2012-02-20
Maximo Gonzalez,125,457,2012-02-20
Adrian Mannarino,126,454,2012-02-20
Paul Capdeville,127,444,2012-02-20
Michael Russell,128,441,2012-02-20
Daniel Brands,129,437,2012-02-20
Izak Van der Merwe,130,436,2012-02-20
Grega Zemlja,131,430,2012-02-20
Rainer Schuettler,132,426,2012-02-20
Andrey Golubev,133,422,2012-02-20
Simone Bolelli,134,422,2012-02-20
Jesse Levine,135,407,2012-02-20
Ruben Bemelmans,136,404,2012-02-20
Teymuraz Gabashvili,137,400,2012-02-20
Evgeny Donskoy,138,399,2012-02-20
Thomas Schoorel,139,398,2012-02-20
Alessandro Giannessi,140,395,2012-02-20
Daniel Munoz de la Nava,141,381,2012-02-20
Marc Gicquel,142,378,2012-02-20
Florent Serra,143,373,2012-02-20
Matteo Viola,144,373,2012-02-20
Alexander Kudryavtsev,145,365,2012-02-20
Jan Hajek,146,364,2012-02-20
Igor Sijsling,147,355,2012-02-20
Pablo Carreno Busta,148,355,2012-02-20
Julio Silva,149,352,2012-02-20
Federico Delbonis,150,352,2012-02-20
Rajeev Ram,151,347,2012-02-20
Tommy Robredo,152,345,2012-02-20
Arnau Brugues-Davi,153,342,2012-02-20
Pablo Cuevas,154,340,2012-02-20
Arnaud Clement,155,333,2012-02-20
James Ward,156,330,2012-02-20
Ricardas Berankis,157,325,2012-02-20
Sergei Bubka,158,324,2012-02-20
Ivo Minar,159,319,2012-02-20
Augustin Gensse,160,318,2012-02-20
Roberto Bautista Agut,161,318,2012-02-20
Facundo Bagnis,162,318,2012-02-20
Eduardo Schwank,163,315,2012-02-20
David Goffin,164,315,2012-02-20
Marinko Matosevic,165,305,2012-02-20
Kenny De Schepper,166,305,2012-02-20
Tommy Haas,167,302,2012-02-20
Simone Vagnozzi,168,302,2012-02-20
Aljaz Bedene,169,301,2012-02-20
Lleyton Hewitt,170,300,2012-02-20
Maxime Teixeira,171,298,2012-02-20
Dustin Brown,172,294,2012-02-20
Yuichi Sugita,173,291,2012-02-20
Frank Dancevic,174,285,2012-02-20
Danai Udomchoke,175,285,2012-02-20
