full_name,ranking,points,date
Pete Sampras,1,3915,1999-01-11
Marcelo Rios,2,3670,1999-01-11
Alex Corretja,3,3398,1999-01-11
Patrick Rafter,4,3315,1999-01-11
Carlos Moya,5,3159,1999-01-11
Andre Agassi,6,2879,1999-01-11
Tim Henman,7,2742,1999-01-11
Karol Kucera,8,2579,1999-01-11
Greg Rusedski,9,2568,1999-01-11
Richard Krajicek,10,2548,1999-01-11
Yevgeny Kafelnikov,11,2515,1999-01-11
Goran Ivanisevic,12,2082,1999-01-11
Albert Costa,13,1823,1999-01-11
Cedric Pioline,14,1797,1999-01-11
Mark Philippoussis,15,1792,1999-01-11
Todd Martin,16,1774,1999-01-11
Thomas Johansson,17,1761,1999-01-11
Thomas Enqvist,18,1679,1999-01-11
Jan Siemerink,19,1664,1999-01-11
Felix Mantilla,20,1643,1999-01-11
Petr Korda,21,1633,1999-01-11
Alberto Berasategui,22,1556,1999-01-11
Gustavo Kuerten,23,1475,1999-01-11
Jonas Bjorkman,24,1417,1999-01-11
Thomas Muster,25,1344,1999-01-11
Wayne Ferreira,26,1285,1999-01-11
Byron Black,27,1283,1999-01-11
Michael Chang,28,1242,1999-01-11
Francisco Clavet,29,1216,1999-01-11
Jason Stoltenberg,30,1195,1999-01-11
Magnus Gustafsson,31,1187,1999-01-11
Marc Rosset,32,1165,1999-01-11
Bohdan Ulihrach,33,1077,1999-01-11
Hicham Arazi,34,1069,1999-01-11
Tommy Haas,35,1044,1999-01-11
Nicolas Kiefer,36,1007,1999-01-11
Jan-Michael Gambill,37,983,1999-01-11
Mariano Puerta,38,983,1999-01-11
Richard Fromberg,39,937,1999-01-11
Younes El Aynaoui,40,930,1999-01-11
Nicolas Escude,41,929,1999-01-11
Andrea Gaudenzi,42,926,1999-01-11
Scott Draper,43,906,1999-01-11
Dominik Hrbaty,44,906,1999-01-11
Magnus Larsson,45,903,1999-01-11
Vincent Spadea,46,897,1999-01-11
Daniel Vacek,47,886,1999-01-11
Davide Sanguinetti,48,853,1999-01-11
Marat Safin,49,852,1999-01-11
Jerome Golmard,50,833,1999-01-11
Magnus Norman,51,818,1999-01-11
Fernando Vicente,52,809,1999-01-11
Karim Alami,53,793,1999-01-11
Filip Dewulf,54,789,1999-01-11
Guillaume Raoux,55,788,1999-01-11
Ramon Delgado,56,784,1999-01-11
Slava Dosedel,57,781,1999-01-11
Fernando Meligeni,58,779,1999-01-11
Mariano Zabaleta,59,770,1999-01-11
Franco Squillari,60,766,1999-01-11
Andrew Ilie,61,757,1999-01-11
Mark Woodforde,62,739,1999-01-11
Gianluca Pozzi,63,730,1999-01-11
