full_name,ranking,points,date
Bjorn Borg,1,0,1979-11-19
Jimmy Connors,2,0,1979-11-19
John McEnroe,3,0,1979-11-19
Vitas Gerulaitis,4,0,1979-11-19
Roscoe Tanner,5,0,1979-11-19
Guillermo Vilas,6,0,1979-11-19
Harold Solomon,7,0,1979-11-19
Arthur Ashe,8,0,1979-11-19
Jose Higueras,9,0,1979-11-19
Eddie Dibbs,10,0,1979-11-19
Victor Pecci,11,0,1979-11-19
Peter Fleming,12,0,1979-11-19
Gene Mayer,13,0,1979-11-19
Hans Gildemeister,14,0,1979-11-19
Wojtek Fibak,15,0,1979-11-19
Jose-Luis Clerc,16,0,1979-11-19
Brian Gottfried,17,0,1979-11-19
John Alexander,18,0,1979-11-19
Pat Dupre,19,0,1979-11-19
Manuel Orantes,20,0,1979-11-19
Tim Gullikson,21,0,1979-11-19
Yannick Noah,22,0,1979-11-19
Stan Smith,23,0,1979-11-19
Ulrich Pinner,24,0,1979-11-19
Ivan Lendl,25,0,1979-11-19
Adriano Panatta,26,0,1979-11-19
Tomas Smid,27,0,1979-11-19
Eliot Teltscher,28,0,1979-11-19
Victor Amaya,29T,0,1979-11-19
Corrado Barazzutti,29T,0,1979-11-19
Johan Kriek,31,0,1979-11-19
Buster C. Mottram,32,0,1979-11-19
Robert Lutz,33,0,1979-11-19
Henry Pfister,34,0,1979-11-19
Marty Riessen,35,0,1979-11-19
Vijay Amritraj,36,0,1979-11-19
Gianni Ocleppo,37,0,1979-11-19
Raul Ramirez,38,0,1979-11-19
Terry Moor,39,0,1979-11-19
Peter Feigl,40,0,1979-11-19
Bill Scanlon,41,0,1979-11-19
Vincent Van Patten,42,0,1979-11-19
Sandy Mayer,43,0,1979-11-19
Peter McNamara,44,0,1979-11-19
Balazs Taroczy,45,0,1979-11-19
Butch Walts,46,0,1979-11-19
John Sadri,47,0,1979-11-19
Tim Wilkison,48,0,1979-11-19
Kim Warwick,49,0,1979-11-19
Rolf Gehring,50,0,1979-11-19
Dick Stockton,51,0,1979-11-19
Ilie Nastase,52,0,1979-11-19
Brian Teacher,53,0,1979-11-19
Tom Gorman,54,0,1979-11-19
Heinz Gunthardt,55,0,1979-11-19
Tom Okker,56,0,1979-11-19
Carlos Kirmayr,57,0,1979-11-19
Charles Owens,58,0,1979-11-19
Bernard Mitton,59,0,1979-11-19
Chris Lewis,60,0,1979-11-19
Andres Gomez,61,0,1979-11-19
Billy Martin,62,0,1979-11-19
Geoff Masters,63,0,1979-11-19
Patrice Dominguez,64T,0,1979-11-19
Paul McNamee,64T,0,1979-11-19
Jairo Velasco Sr,66,0,1979-11-19
Dominique Bedel,67T,0,1979-11-19
Jean-Francois Caujolle,67T,0,1979-11-19
Erik Van Dillen,69,0,1979-11-19
Nick Saviano,70,0,1979-11-19
Thomaz Koch,71,0,1979-11-19
Rod Frawley,72,0,1979-11-19
Ross Case,73,0,1979-11-19
Phil Dent,74T,0,1979-11-19
Pascal Portes,74T,0,1979-11-19
Francisco Gonzalez,76T,0,1979-11-19
Pavel Slozil,76T,0,1979-11-19
Colin Dowdeswell,78,0,1979-11-19
Andrew Pattison,79,0,1979-11-19
Bruce Manson,80,0,1979-11-19
Jean-Louis Haillet,81,0,1979-11-19
Zeljko Franulovic,82,0,1979-11-19
Brad Drewett,83,0,1979-11-19
Ferdi Taygan,84,0,1979-11-19
Raymond Moore,85,0,1979-11-19
Alejandro Pierola,86,0,1979-11-19
Carlos Gattiker,87T,0,1979-11-19
Fernando Luna,87T,0,1979-11-19
Jan Kodes,89,0,1979-11-19
Trey Waltke,90,0,1979-11-19
Mark Cox,91,0,1979-11-19
Jiri Hrebec,92,0,1979-11-19
Hans Kary,93T,0,1979-11-19
Patrick Proisy,93T,0,1979-11-19
Stanislav Birner,95,0,1979-11-19
David Schneider,96,0,1979-11-19
Chris Kachel,97,0,1979-11-19
Peter Rennert,98,0,1979-11-19
Mark Edmondson,99,0,1979-11-19
Tom Gullikson,100,0,1979-11-19
