full_name,ranking,points,date
Novak Djokovic,1,9725,2024-04-01
Jannik Sinner,2,8710,2024-04-01
Carlos Alcaraz,3,8645,2024-04-01
Daniil Medvedev,4,7165,2024-04-01
Alexander Zverev,5,5415,2024-04-01
Andrey Rublev,6,4890,2024-04-01
Holger Rune,7,3795,2024-04-01
Casper Ruud,8,3615,2024-04-01
Grigor Dimitrov,9,3540,2024-04-01
Hubert Hurkacz,10,3425,2024-04-01
Alex de Minaur,11,3355,2024-04-01
Stefanos Tsitsipas,12,3175,2024-04-01
Taylor Fritz,13,2765,2024-04-01
Ugo Humbert,14,2425,2024-04-01
Tommy Paul,15,2350,2024-04-01
Ben Shelton,16,2260,2024-04-01
Karen Khachanov,17,2005,2024-04-01
Alexander Bublik,18,1992,2024-04-01
Sebastian Baez,19,1980,2024-04-01
Adrian Mannarino,20,1875,2024-04-01
Frances Tiafoe,21,1770,2024-04-01
Nicolas Jarry,22,1755,2024-04-01
Francisco Cerundolo,23,1715,2024-04-01
Lorenzo Musetti,24,1610,2024-04-01
Tallon Griekspoor,25,1500,2024-04-01
Jan-Lennard Struff,26,1493,2024-04-01
Sebastian Korda,27,1445,2024-04-01
Alejandro Davidovich Fokina,28,1430,2024-04-01
Jiri Lehecka,29,1400,2024-04-01
Tomas Martin Etcheverry,30,1310,2024-04-01
Cameron Norrie,31,1290,2024-04-01
Borna Coric,32,1204,2024-04-01
Jordan Thompson,33,1195,2024-04-01
Laslo Djere,34,1185,2024-04-01
Matteo Arnaldi,35,1171,2024-04-01
Felix Auger-Aliassime,36,1150,2024-04-01
Arthur Fils,37,1130,2024-04-01
Fabian Marozsan,38,1122,2024-04-01
Jack Draper,39,1101,2024-04-01
Roman Safiullin,40,1089,2024-04-01
Christopher Eubanks,41,1087,2024-04-01
Daniel Evans,42,1086,2024-04-01
Tomas Machac,43,1083,2024-04-01
Aslan Karatsev,44,1073,2024-04-01
Gael Monfils,45,1067,2024-04-01
Alexei Popyrin,46,1057,2024-04-01
Sebastian Ofner,47,1056,2024-04-01
Alejandro Tabilo,48,1051,2024-04-01
Zhizhen Zhang,49,1005,2024-04-01
Miomir Kecmanovic,50,995,2024-04-01
Marcos Giron,51,990,2024-04-01
Dominik Koepfer,52,972,2024-04-01
Yannick Hanfmann,53,970,2024-04-01
Daniel Altmaier,54,955,2024-04-01
Facundo Diaz Acosta,55,943,2024-04-01
Alexander Shevchenko,56,934,2024-04-01
Dusan Lajovic,57,922,2024-04-01
Christopher O'Connell,58,915,2024-04-01
Andy Murray,59,910,2024-04-01
Mariano Navone,60,883,2024-04-01
Lorenzo Sonego,61,875,2024-04-01
Nuno Borges,62,871,2024-04-01
Flavio Cobolli,63,865,2024-04-01
Roberto Carballes Baena,64,856,2024-04-01
Emil Ruusuvuori,65,836,2024-04-01
Thiago Seyboth Wild,66,831,2024-04-01
Aleksandar Vukic,67,818,2024-04-01
Pavel Kotov,68,807,2024-04-01
Jakub Mensik,69,791,2024-04-01
Alex Michelsen,70,790,2024-04-01
Yoshihito Nishioka,71,788,2024-04-01
Luciano Darderi,72,781,2024-04-01
Jaume Munar,73,770,2024-04-01
Arthur Cazaux,74,752,2024-04-01
Luca Nardi,75,748,2024-04-01
Mackenzie McDonald,76,745,2024-04-01
Pedro Martinez,77,741,2024-04-01
Pedro Cachin,78,733,2024-04-01
Max Purcell,79,726,2024-04-01
Rinky Hijikata,80,723,2024-04-01
Arthur Rinderknech,81,723,2024-04-01
Stan Wawrinka,82,717,2024-04-01
Daniel Elahi Galan,83,711,2024-04-01
Taro Daniel,84,707,2024-04-01
Marton Fucsovics,85,697,2024-04-01
Alexandre Muller,86,694,2024-04-01
Botic van de Zandschulp,87,690,2024-04-01
Federico Coria,88,687,2024-04-01
Hugo Gaston,89,662,2024-04-01
Constant Lestienne,90,658,2024-04-01
Dominic Thiem,91,655,2024-04-01
Brandon Nakashima,92,655,2024-04-01
Roberto Bautista Agut,93,654,2024-04-01
Luca Van Assche,94,641,2024-04-01
Sumit Nagal,95,633,2024-04-01
J.J. Wolf,96,625,2024-04-01
Maximilian Marterer,97,616,2024-04-01
Aleksandar Kovacevic,98,613,2024-04-01
Corentin Moutet,99,612,2024-04-01
Fabio Fognini,100,599,2024-04-01
Juan Pablo Varillas,101,596,2024-04-01
David Goffin,102,594,2024-04-01
Albert Ramos-Vinolas,103,590,2024-04-01
Thanasi Kokkinakis,104,584,2024-04-01
James Duckworth,105,565,2024-04-01
