full_name,ranking,points,date
Roger Federer,1,6550,2008-03-31
Rafael Nadal,2,5705,2008-03-31
Novak Djokovic,3,5280,2008-03-31
Nikolay Davydenko,4,2710,2008-03-31
David Ferrer,5,2640,2008-03-31
Andy Roddick,6,2160,2008-03-31
David Nalbandian,7,2100,2008-03-31
Richard Gasquet,8,1885,2008-03-31
James Blake,9,1800,2008-03-31
Tomas Berdych,10,1685,2008-03-31
Mikhail Youzhny,11,1545,2008-03-31
Jo-Wilfried Tsonga,12,1534,2008-03-31
Andy Murray,13,1525,2008-03-31
Tommy Robredo,14,1520,2008-03-31
Guillermo Canas,15,1505,2008-03-31
Paul-Henri Mathieu,16,1495,2008-03-31
Marcos Baghdatis,17,1485,2008-03-31
Fernando Gonzalez,18,1445,2008-03-31
Juan Monaco,19,1425,2008-03-31
Ivo Karlovic,20,1425,2008-03-31
Carlos Moya,21,1410,2008-03-31
Lleyton Hewitt,22,1370,2008-03-31
Juan Carlos Ferrero,23,1360,2008-03-31
Ivan Ljubicic,24,1305,2008-03-31
Nicolas Almagro,25,1255,2008-03-31
Jarkko Nieminen,26,1210,2008-03-31
Philipp Kohlschreiber,27,1170,2008-03-31
Radek Stepanek,28,1090,2008-03-31
Stan Wawrinka,29,1080,2008-03-31
Fernando Verdasco,30,1050,2008-03-31
Juan Ignacio Chela,31,1025,2008-03-31
Igor Andreev,32,985,2008-03-31
Feliciano Lopez,33,980,2008-03-31
Gilles Simon,34,970,2008-03-31
Dmitry Tursunov,35,940,2008-03-31
Tommy Haas,36,925,2008-03-31
Potito Starace,37,925,2008-03-31
Michael Llodra,38,853,2008-03-31
Robin Soderling,39,795,2008-03-31
Mardy Fish,40,790,2008-03-31
Janko Tipsarevic,41,781,2008-03-31
Filippo Volandri,42,770,2008-03-31
Nicolas Mahut,43,761,2008-03-31
Marin Cilic,44,760,2008-03-31
Jose Acasuso,45,753,2008-03-31
Andreas Seppi,46,748,2008-03-31
Steve Darcis,47,745,2008-03-31
Hyung-Taik Lee,48,727,2008-03-31
Fabrice Santoro,49,722,2008-03-31
Sam Querrey,50,718,2008-03-31
Nicolas Kiefer,51,710,2008-03-31
Sebastien Grosjean,52,709,2008-03-31
Agustin Calleri,53,675,2008-03-31
Marc Gicquel,54,630,2008-03-31
Simone Bolelli,55,612,2008-03-31
Albert Montanes,56,596,2008-03-31
Jonas Bjorkman,57,595,2008-03-31
Stefan Koubek,58,593,2008-03-31
Robin Haase,59,582,2008-03-31
Thomas Johansson,60,578,2008-03-31
Dudi Sela,61,575,2008-03-31
Guillermo Garcia-Lopez,62,573,2008-03-31
Mario Ancic,63,565,2008-03-31
Michael Berrer,64,564,2008-03-31
Gael Monfils,65,562,2008-03-31
Juan Martin del Potro,66,560,2008-03-31
Oscar Hernandez,67,560,2008-03-31
Chris Guccione,68,553,2008-03-31
Santiago Ventura,69,553,2008-03-31
Victor Hanescu,70,540,2008-03-31
Olivier Rochus,71,536,2008-03-31
Julien Benneteau,72,533,2008-03-31
Peter Luczak,73,533,2008-03-31
Fabio Fognini,74,526,2008-03-31
Arnaud Clement,75,525,2008-03-31
Kristof Vliegen,76,522,2008-03-31
Donald Young,77,511,2008-03-31
Jurgen Melzer,78,509,2008-03-31
Mischa Zverev,79,509,2008-03-31
Sergio Roitman,80,507,2008-03-31
Carlos Berlocq,81,504,2008-03-31
Vincent Spadea,82,503,2008-03-31
Thierry Ascione,83,497,2008-03-31
Werner Eschauer,84,492,2008-03-31
Florian Mayer,85,489,2008-03-31
Ivo Minar,86,488,2008-03-31
John Isner,87,487,2008-03-31
Alejandro Falla,88,481,2008-03-31
Marcel Granollers,89,479,2008-03-31
Marat Safin,90,475,2008-03-31
Ernests Gulbis,91,475,2008-03-31
Rainer Schuettler,92,475,2008-03-31
Robby Ginepri,93,470,2008-03-31
Frank Dancevic,94,466,2008-03-31
Ivan Navarro,95,465,2008-03-31
Pablo Cuevas,96,464,2008-03-31
Andrei Pavel,97,455,2008-03-31
Florent Serra,98,446,2008-03-31
Nicolas Lapentti,99,444,2008-03-31
Jiri Vanek,100,442,2008-03-31
Martin Vassallo Arguello,101,437,2008-03-31
Evgeny Korolev,102,432,2008-03-31
Denis Gremelmayr,103,427,2008-03-31
Bobby Reynolds,104,425,2008-03-31
Boris Pashanski,105,424,2008-03-31
Luis Horna,106,423,2008-03-31
Roko Karanusic,107,419,2008-03-31
Benjamin Becker,108,416,2008-03-31
Nicolas Massu,109,411,2008-03-31
Marcos Daniel,110,409,2008-03-31
Olivier Patience,111,400,2008-03-31
Amer Delic,112,399,2008-03-31
Edouard Roger-Vasselin,113,396,2008-03-31
Yen-Hsun Lu,114,395,2008-03-31
Robert Kendrick,115,391,2008-03-31
Wayne Odesnik,116,384,2008-03-31
Juan Pablo Brzezicki,117,381,2008-03-31
Paul Capdeville,118,378,2008-03-31
Viktor Troicki,119,378,2008-03-31
Kei Nishikori,120,378,2008-03-31
Igor Kunitsyn,121,377,2008-03-31
Kevin Anderson,122,370,2008-03-31
Flavio Cipolla,123,365,2008-03-31
Maximo Gonzalez,124,364,2008-03-31
Philipp Petzschner,125,363,2008-03-31
Eduardo Schwank,126,362,2008-03-31
Yuri Schukin,127,356,2008-03-31
Sergiy Stakhovsky,128,355,2008-03-31
Teymuraz Gabashvili,129,354,2008-03-31
Kristian Pless,130,351,2008-03-31
Rik De Voest,131,350,2008-03-31
Alun Jones,132,347,2008-03-31
Brian Dabul,133,339,2008-03-31
Diego Hartfield,134,335,2008-03-31
Ruben Ramirez Hidalgo,135,332,2008-03-31
Nicolas Devilder,136,331,2008-03-31
Aisam-Ul-Haq Qureshi,137,328,2008-03-31
Alberto Martin,138,327,2008-03-31
Daniel Gimeno-Traver,139,327,2008-03-31
Andrey Golubev,140,325,2008-03-31
Fred Gil,141,322,2008-03-31
Eric Prodon,142,320,2008-03-31
Gilles Muller,143,315,2008-03-31
Thomaz Bellucci,144,310,2008-03-31
Mariano Zabaleta,145,308,2008-03-31
Leonardo Mayer,146,305,2008-03-31
Pablo Andujar,147,305,2008-03-31
Andreas Beck,148,302,2008-03-31
Fernando Vicente,149,297,2008-03-31
Lukas Lacko,150,293,2008-03-31
Kevin Kim,151,291,2008-03-31
Dusan Vemic,152,284,2008-03-31
Jimmy Wang,153,283,2008-03-31
Mikhail Ledovskikh,154,282,2008-03-31
Joseph Sirianni,155,280,2008-03-31
Denis Istomin,156,279,2008-03-31
Sam Warburg,157,278,2008-03-31
Daniel Koellerer,158,278,2008-03-31
Harel Levy,159,277,2008-03-31
Jeremy Chardy,160,272,2008-03-31
Peter Wessels,161,271,2008-03-31
