full_name,ranking,points,date
Novak Djokovic,1,11055,2024-01-08
Carlos Alcaraz,2,8855,2024-01-08
Daniil Medvedev,3,7555,2024-01-08
Jannik Sinner,4,6490,2024-01-08
Andrey Rublev,5,5010,2024-01-08
Alexander Zverev,6,4275,2024-01-08
Stefanos Tsitsipas,7,4025,2024-01-08
Holger Rune,8,3815,2024-01-08
Hubert Hurkacz,9,3320,2024-01-08
Alex de Minaur,10,2950,2024-01-08
Casper Ruud,11,2910,2024-01-08
Taylor Fritz,12,2840,2024-01-08
Grigor Dimitrov,13,2775,2024-01-08
Tommy Paul,14,2665,2024-01-08
Karen Khachanov,15,2475,2024-01-08
Ben Shelton,16,2145,2024-01-08
Frances Tiafoe,17,2100,2024-01-08
Nicolas Jarry,18,1830,2024-01-08
Cameron Norrie,19,1810,2024-01-08
Adrian Mannarino,20,1765,2024-01-08
Ugo Humbert,21,1765,2024-01-08
Francisco Cerundolo,22,1760,2024-01-08
Alejandro Davidovich Fokina,23,1530,2024-01-08
Jan-Lennard Struff,24,1511,2024-01-08
Lorenzo Musetti,25,1435,2024-01-08
Sebastian Baez,26,1435,2024-01-08
Felix Auger-Aliassime,27,1425,2024-01-08
Tallon Griekspoor,28,1410,2024-01-08
Sebastian Korda,29,1380,2024-01-08
Tomas Martin Etcheverry,30,1375,2024-01-08
Alexander Bublik,31,1369,2024-01-08
Jiri Lehecka,32,1337,2024-01-08
Laslo Djere,33,1285,2024-01-08
Christopher Eubanks,34,1235,2024-01-08
Arthur Fils,35,1208,2024-01-08
Roman Safiullin,36,1190,2024-01-08
Sebastian Ofner,37,1132,2024-01-08
Aslan Karatsev,38,1103,2024-01-08
Borna Coric,39,1100,2024-01-08
Daniel Evans,40,1096,2024-01-08
Matteo Arnaldi,41,1062,2024-01-08
Mackenzie McDonald,42,1055,2024-01-08
Alexei Popyrin,43,1052,2024-01-08
Andy Murray,44,1050,2024-01-08
Max Purcell,45,1006,2024-01-08
Lorenzo Sonego,46,990,2024-01-08
Jordan Thompson,47,982,2024-01-08
Alexander Shevchenko,48,961,2024-01-08
Yannick Hanfmann,49,929,2024-01-08
Emil Ruusuvuori,50,921,2024-01-08
Roberto Bautista Agut,51,916,2024-01-08
Dusan Lajovic,52,914,2024-01-08
Zhizhen Zhang,53,911,2024-01-08
J.J. Wolf,54,910,2024-01-08
