full_name,ranking,points,date
Lleyton Hewitt,1,4365,2001-12-03
Gustavo Kuerten,2,3855,2001-12-03
Andre Agassi,3,3520,2001-12-03
Yevgeny Kafelnikov,4,3090,2001-12-03
Juan Carlos Ferrero,5,3040,2001-12-03
Sebastien Grosjean,6,2790,2001-12-03
Patrick Rafter,7,2785,2001-12-03
Tommy Haas,8,2285,2001-12-03
Tim Henman,9,2100,2001-12-03
Pete Sampras,10,1940,2001-12-03
Marat Safin,11,1920,2001-12-03
Goran Ivanisevic,12,1761,2001-12-03
Roger Federer,13,1745,2001-12-03
Andy Roddick,14,1573,2001-12-03
Guillermo Canas,15,1572,2001-12-03
Alex Corretja,16,1525,2001-12-03
Arnaud Clement,17,1475,2001-12-03
Thomas Johansson,18,1375,2001-12-03
Carlos Moya,19,1310,2001-12-03
Albert Portas,20,1220,2001-12-03
Jan-Michael Gambill,21,1215,2001-12-03
Fabrice Santoro,22,1210,2001-12-03
Nicolas Lapentti,23,1170,2001-12-03
Thomas Enqvist,24,1165,2001-12-03
Hicham Arazi,25,1155,2001-12-03
Sjeng Schalken,26,1140,2001-12-03
Nicolas Escude,27,1130,2001-12-03
Andrei Pavel,28,1105,2001-12-03
Jiri Novak,29,1091,2001-12-03
Tommy Robredo,30,1080,2001-12-03
Greg Rusedski,31,1075,2001-12-03
Bohdan Ulihrach,32,1055,2001-12-03
Xavier Malisse,33,1045,2001-12-03
Andreas Vinciguerra,34,1025,2001-12-03
Max Mirnyi,35,1015,2001-12-03
Dominik Hrbaty,36,1005,2001-12-03
Ivan Ljubicic,37,982,2001-12-03
Younes El Aynaoui,38,973,2001-12-03
Marcelo Rios,39,965,2001-12-03
Albert Costa,40,960,2001-12-03
Alberto Martin,41,933,2001-12-03
Nicolas Kiefer,42,920,2001-12-03
Rainer Schuettler,43,885,2001-12-03
Guillermo Coria,44,875,2001-12-03
Felix Mantilla,45,850,2001-12-03
Michel Kratochvil,46,836,2001-12-03
David Nalbandian,47,796,2001-12-03
Gaston Gaudio,48,760,2001-12-03
Magnus Norman,49,740,2001-12-03
Jerome Golmard,50,722,2001-12-03
Francisco Clavet,51,715,2001-12-03
Fernando Vicente,52,715,2001-12-03
Julien Boutter,53,710,2001-12-03
Andrea Gaudenzi,54,701,2001-12-03
Franco Squillari,55,690,2001-12-03
Galo Blanco,56,687,2001-12-03
Todd Martin,57,620,2001-12-03
Mikhail Youzhny,58,616,2001-12-03
Mariano Zabaleta,59,614,2001-12-03
Jonas Bjorkman,60,605,2001-12-03
Jarkko Nieminen,61,603,2001-12-03
Wayne Ferreira,62,600,2001-12-03
Stefan Koubek,63,598,2001-12-03
Michal Tabara,64,591,2001-12-03
Albert Montanes,65,585,2001-12-03
Jan Vacek,66,571,2001-12-03
Andrew Ilie,67,565,2001-12-03
Agustin Calleri,68,562,2001-12-03
Christophe Rochus,69,550,2001-12-03
Juan Ignacio Chela,70,544,2001-12-03
Fernando Meligeni,71,539,2001-12-03
Sargis Sargsian,72,539,2001-12-03
James Blake,73,534,2001-12-03
David Sanchez,74,531,2001-12-03
Markus Hipfl,75,520,2001-12-03
Wayne Arthurs,76,518,2001-12-03
Antony Dupuis,77,518,2001-12-03
Harel Levy,78,515,2001-12-03
Nikolay Davydenko,79,512,2001-12-03
Nicolas Massu,80,510,2001-12-03
Magnus Gustafsson,81,505,2001-12-03
Andrei Stoliarov,82,503,2001-12-03
Lars Burgsmuller,83,501,2001-12-03
Cedric Pioline,84,497,2001-12-03
Kristian Pless,85,497,2001-12-03
Andre Sa,86,481,2001-12-03
Jose Acasuso,87,474,2001-12-03
Michael Russell,88,466,2001-12-03
Jacobo Diaz,89,464,2001-12-03
Michael Llodra,90,464,2001-12-03
Davide Sanguinetti,91,452,2001-12-03
Ramon Delgado,92,450,2001-12-03
Attila Savolt,93,447,2001-12-03
Michael Chang,94,445,2001-12-03
Juan Balcells,95,443,2001-12-03
Federico Luzzi,96,437,2001-12-03
Adrian Voinea,97,425,2001-12-03
Alexandre Simoni,98,425,2001-12-03
Vladimir Voltchkov,99,420,2001-12-03
Alex Calatrava,100,415,2001-12-03
Ota Fukarek,101,414,2001-12-03
Karol Kucera,102,412,2001-12-03
Jiri Vanek,103,411,2001-12-03
Flavio Saretta,104,411,2001-12-03
Axel Pretzsch,105,404,2001-12-03
Mark Philippoussis,106,400,2001-12-03
Martin Lee,107,399,2001-12-03
Ivo Heuberger,108,398,2001-12-03
Sergi Bruguera,109,389,2001-12-03
Irakli Labadze,110,389,2001-12-03
Peter Wessels,111,383,2001-12-03
Cecil Mamiit,112,377,2001-12-03
Olivier Rochus,113,366,2001-12-03
George Bastl,114,366,2001-12-03
Noam Okun,115,363,2001-12-03
Chris Woodruff,116,360,2001-12-03
Marc Rosset,117,359,2001-12-03
Hyung-Taik Lee,118,347,2001-12-03
Dennis van Scheppingen,119,345,2001-12-03
Vincent Spadea,120,345,2001-12-03
Michael Kohlmann,121,337,2001-12-03
Taylor Dent,122,333,2001-12-03
Hugo Armando,123,330,2001-12-03
Marc Lopez,124,320,2001-12-03
Jan Siemerink,125,319,2001-12-03
Neville Godwin,126,317,2001-12-03
Tomas Behrend,127,310,2001-12-03
Julian Knowle,128,310,2001-12-03
Paradorn Srichaphan,129,309,2001-12-03
Juan Antonio Marin,130,305,2001-12-03
Raemon Sluiter,131,304,2001-12-03
David Prinosil,132,299,2001-12-03
John van Lottum,133,299,2001-12-03
Edgardo Massa,134,295,2001-12-03
Magnus Larsson,135,289,2001-12-03
Cyril Saulnier,136,288,2001-12-03
Fernando Gonzalez,137,287,2001-12-03
Stefano Galvani,138,287,2001-12-03
Yuri Schukin,139,281,2001-12-03
Mardy Fish,140,279,2001-12-03
Nicolas Coutelot,141,278,2001-12-03
Luis Horna,142,273,2001-12-03
Arnaud Di Pasquale,143,271,2001-12-03
Jamie Delgado,144,263,2001-12-03
Paul Goldstein,145,263,2001-12-03
Edwin Kempes,146,263,2001-12-03
Oleg Ogorodov,147,261,2001-12-03
Oliver Gross,148,257,2001-12-03
Paul-Henri Mathieu,149,256,2001-12-03
Slava Dosedel,150,253,2001-12-03
Ricardo Mello,151,251,2001-12-03
Kenneth Carlsen,152,249,2001-12-03
Daniel Melo,153,249,2001-12-03
Ruben Ramirez Hidalgo,154,248,2001-12-03
Gianluca Pozzi,155,245,2001-12-03
Andrei Medvedev,156,245,2001-12-03
Vadim Kutsenko,157,245,2001-12-03
German Puentes,158,243,2001-12-03
Feliciano Lopez,159,242,2001-12-03
Wayne Black,160,239,2001-12-03
Gorka Fraile,161,236,2001-12-03
Kevin Kim,162,234,2001-12-03
Gaston Etlis,163,233,2001-12-03
Alexander Popp,164,230,2001-12-03
Dmitry Tursunov,165,230,2001-12-03
Jan Hernych,166,230,2001-12-03
Jurgen Melzer,167,229,2001-12-03
Noam Behr,168,228,2001-12-03
Martin Verkerk,169,227,2001-12-03
Jens Knippschild,170,226,2001-12-03
Vasilis Mazarakis,171,225,2001-12-03
Jan Frode Andersen,172,222,2001-12-03
Zeljko Krajan,173,222,2001-12-03
Dick Norman,174,218,2001-12-03
Christian Vinck,175,217,2001-12-03
Jeff Morrison,176,215,2001-12-03
Robby Ginepri,177,212,2001-12-03
Marc-Kevin Goellner,178,212,2001-12-03
Justin Gimelstob,179,209,2001-12-03
Markus Hantschk,180,209,2001-12-03
Gabriel Trifu,181,208,2001-12-03
Juan Albert Viloca-Puig,182,208,2001-12-03
Bob Bryan,183,207,2001-12-03
Bjorn Phau,184,206,2001-12-03
Todd Larkham,185,205,2001-12-03
Ivo Karlovic,186,205,2001-12-03
Jason Stoltenberg,187,200,2001-12-03
Sebastien De Chaunac,188,200,2001-12-03
Alexander Peya,189,200,2001-12-03
Ronald Agenor,190,199,2001-12-03
Renzo Furlan,191,199,2001-12-03
Giorgio Galimberti,192,199,2001-12-03
Gregory Carraz,193,198,2001-12-03
Andy Ram,194,196,2001-12-03
Jeff Salzenstein,195,196,2001-12-03
Marcos Daniel,196,196,2001-12-03
Byron Black,197,191,2001-12-03
Jack Brasington,198,191,2001-12-03
Oliver Marach,199,189,2001-12-03
Johan Settergren,200,189,2001-12-03
Martin Vassallo Arguello,201,186,2001-12-03
Karim Alami,202,185,2001-12-03
Michael Joyce,203,185,2001-12-03
Nenad Zimonjic,204,184,2001-12-03
Denis Golovanov,205,184,2001-12-03
Gilles Elseneer,206,182,2001-12-03
Justin Bower,207,182,2001-12-03
Todd Woodbridge,208,181,2001-12-03
Arvind Parmar,209,178,2001-12-03
Fredrik Jonsson,210,176,2001-12-03
Victor Hanescu,211,176,2001-12-03
Zbynek Mlynarik,212,176,2001-12-03
Filippo Volandri,213,175,2001-12-03
Alessio Di Mauro,214,174,2001-12-03
David Ferrer,215,174,2001-12-03
Werner Eschauer,216,174,2001-12-03
Nicolas Mahut,217,173,2001-12-03
Robert Kendrick,218,172,2001-12-03
Barry Cowan,219,171,2001-12-03
Daniel Nestor,220,170,2001-12-03
Leonardo Olguin,221,169,2001-12-03
Artem Derepasko,222,166,2001-12-03
