event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_isstatbetter_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_tot_winner,doublefaults_isstatbetter_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS032,R64,01:24:00,,F,2,S402,"7-6(7),6-4",P. Sampras,T. Enqvist,,,USA,SWE,7-6(7),6-4,,,,01:24:00,303,/en/stats/leaderboard?page=serve,,14,55,34,62,82,28,34,64,18,28,50,1,2,11,261,/en/stats/leaderboard?page=serve,7,8,53,37,70,78,29,37,48,16,33,50,2,4,11,74,46,62,36,25,70,54,71,132,64,45,70,26,16,62,46,61,132,A,2,,7,3,,,,,P. Sampras,T. Enqvist,S402,E113,USA,SWE,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS033,R64,00:40:00,,F,2,N250,"6-3,1-0",M. Norman,S. Bruguera,,,SWE,ESP,6-3,1-0,,,,00:40:00,251,/en/stats/leaderboard?page=serve,False,0,41,12,29,83,10,12,47,8,17,67,2,3,5,187,/en/stats/leaderboard?page=serve,1,1,48,12,25,58,7,12,31,4,13,0,0,3,6,62,18,29,56,14,25,59,32,54,44,11,25,38,11,29,41,22,54,A,,,,,,,,,M. Norman,S. Bruguera,N250,B350,SWE,ESP,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS034,R64,01:11:00,,F,2,C487,"6-1,6-4",A. Clement,J. Siemerink,,,FRA,NED,6-1,6-4,,,,01:11:00,235,/en/stats/leaderboard?page=serve,,1,73,49,67,69,34,49,50,9,18,,0,,9,209,/en/stats/leaderboard?page=serve,5,3,40,21,52,67,14,21,42,13,31,67,6,9,8,64,43,67,48,25,52,57,68,119,52,27,52,36,24,67,43,51,119,A,2,,,,,,,,A. Clement,J. Siemerink,C487,S381,FRA,NED,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS035,R64,01:54:00,,F,3,C274,"6-2,4-6,6-3",M. Chang,A. Medvedev,,,USA,UKR,6-2,4-6,6-3,,,01:54:00,256,/en/stats/leaderboard?page=serve,,5,52,53,102,72,38,53,51,25,49,63,5,8,14,227,/en/stats/leaderboard?page=serve,8,5,57,45,79,71,32,45,41,14,34,62,8,13,13,62,63,102,42,33,79,53,96,181,58,46,79,38,39,102,47,85,181,A,2,,,,,,,,M. Chang,A. Medvedev,C274,M475,USA,UKR,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS036,R64,01:53:00,,F,2,C344,"7-6(7),6-4",A. Corretja,M. Woodforde,,,ESP,AUS,7-6(7),6-4,,,,01:53:00,295,/en/stats/leaderboard?page=serve,,4,59,41,69,73,30,41,71,20,28,86,6,7,11,258,/en/stats/leaderboard?page=serve,1,5,67,60,89,68,41,60,38,11,29,80,8,10,11,72,50,69,42,37,89,55,87,158,58,52,89,28,19,69,45,71,158,A,2,,7,1,,,,,A. Corretja,M. Woodforde,C344,W035,ESP,AUS,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS037,R64,01:51:00,,F,3,A203,"6-3,3-6,7-5",K. Alami,A. Gaudenzi,,,MAR,ITA,6-3,3-6,7-5,,,01:51:00,297,/en/stats/leaderboard?page=serve,,4,61,52,85,77,40,52,64,21,33,67,2,3,15,273,/en/stats/leaderboard?page=serve,8,6,57,50,88,74,37,50,58,22,38,60,3,5,15,72,61,85,33,29,88,52,90,173,67,59,88,28,24,85,48,83,173,A,2,,,,,,,,K. Alami,A. Gaudenzi,A203,G254,MAR,ITA,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS038,R64,01:38:00,,F,2,C378,"6-3,6-1",A. Costa,H. Gumy,,,ESP,ARG,6-3,6-1,,,,01:38:00,246,/en/stats/leaderboard?page=serve,,4,66,41,62,71,29,41,57,12,21,,0,,8,199,/en/stats/leaderboard?page=serve,5,1,63,45,72,60,27,45,30,8,27,67,8,12,8,66,41,62,51,37,72,58,78,134,49,35,72,34,21,62,42,56,134,A,2,,,,,,,,A. Costa,H. Gumy,C378,G247,ESP,ARG,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS039,R64,00:51:00,,F,2,D228,"6-2,6-3",F. Dewulf,J. Bjorkman,,,BEL,SWE,6-2,6-3,,,,00:51:00,268,/en/stats/leaderboard?page=serve,,1,73,35,48,80,28,35,54,7,13,,0,,8,224,/en/stats/leaderboard?page=serve,2,2,52,22,42,77,17,22,40,8,20,20,1,5,9,73,35,48,40,17,42,58,52,90,60,25,42,27,13,48,42,38,90,A,2,,,,,,,,F. Dewulf,J. Bjorkman,D228,B446,BEL,SWE,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS040,R64,02:45:00,,F,3,S572,"6-3,6-7(4),6-4",S. Schalken,P. Rafter,,,NED,AUS,6-3,6-7(4),6-4,,,02:45:00,245,/en/stats/leaderboard?page=serve,,4,62,78,125,65,51,78,70,33,47,,0,,15,266,/en/stats/leaderboard?page=serve,8,5,58,60,103,88,53,60,42,18,43,63,5,8,16,67,84,125,31,32,103,51,116,228,69,71,103,33,41,125,49,112,228,A,2,,,,4,7,,,S. Schalken,P. Rafter,S572,R255,NED,AUS,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS041,R64,01:19:00,,F,2,S321,"7-5,6-2",B. Steven,G. Raoux,,,NZL,FRA,7-5,6-2,,,,01:19:00,264,/en/stats/leaderboard?page=serve,,4,66,47,71,68,32,47,67,16,24,,0,,10,244,/en/stats/leaderboard?page=serve,1,1,57,36,63,61,22,36,56,15,27,50,3,6,10,68,48,71,41,26,63,55,74,134,59,37,63,32,23,71,45,60,134,A,1,,,,,,,,B. Steven,G. Raoux,S321,R186,NZL,FRA,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS042,R64,01:06:00,,F,2,C252,"6-2,6-4",F. Clavet,D. Vemic,,,ESP,SRB,6-2,6-4,,,,01:06:00,224,/en/stats/leaderboard?page=serve,,2,68,32,47,75,24,32,80,12,15,0,0,,9,237,/en/stats/leaderboard?page=serve,7,4,58,34,59,68,23,34,48,12,25,25,1,4,9,77,36,47,41,24,59,57,60,106,59,35,59,23,11,47,43,46,106,A,1,,,,,,,,F. Clavet,D. Vemic,C252,V205,ESP,SRB,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS043,R64,01:33:00,,F,3,M605,"6-4,2-6,6-2",C. Moya,G. Blanco,,,ESP,ESP,6-4,2-6,6-2,,,01:33:00,278,/en/stats/leaderboard?page=serve,,9,61,43,70,79,34,43,48,13,27,50,2,4,13,253,/en/stats/leaderboard?page=serve,5,5,56,49,88,80,39,49,41,16,39,50,3,6,13,67,47,70,38,33,88,51,80,158,63,55,88,33,23,70,49,78,158,A,3,,,,,,,,C. Moya,G. Blanco,M605,B518,ESP,ESP,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS044,R64,01:06:00,,F,2,B428,"6-4,6-2",A. Berasategui,G. Galimberti,,,ESP,ITA,6-4,6-2,,,,01:06:00,285,/en/stats/leaderboard?page=serve,,5,70,35,50,80,28,35,47,7,15,0,0,1,9,215,/en/stats/leaderboard?page=serve,4,1,65,43,66,63,27,43,35,8,23,43,3,7,9,70,35,50,47,31,66,57,66,116,53,35,66,30,15,50,43,50,116,A,5,,,,,,,,A. Berasategui,G. Galimberti,B428,G334,ESP,ITA,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS045,R64,00:52:00,,F,2,F196,"6-1,6-1",W. Ferreira,L. Arnold Ker,,,RSA,ARG,6-1,6-1,,,,00:52:00,226,/en/stats/leaderboard?page=serve,False,3,59,20,34,85,17,20,79,11,14,0,0,,7,158,/en/stats/leaderboard?page=serve,5,3,51,24,47,46,11,24,35,8,23,58,7,12,7,82,28,34,60,28,47,69,56,81,40,19,47,18,6,34,31,25,81,A,,,,,,,,,W. Ferreira,L. Arnold Ker,F196,A228,RSA,ARG,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS046,R64,01:19:00,,F,2,G319,"6-4,6-1",J. Golmard,J. Tarango,,,FRA,USA,6-4,6-1,,,,01:19:00,290,/en/stats/leaderboard?page=serve,,6,64,37,58,73,27,37,62,13,21,75,3,4,9,206,/en/stats/leaderboard?page=serve,4,4,56,32,57,56,18,32,44,11,25,43,3,7,8,69,40,58,49,28,57,59,68,115,51,29,57,31,18,58,41,47,115,A,3,,,,,,,,J. Golmard,J. Tarango,G319,T136,FRA,USA,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS047,R64,01:34:00,,F,2,U032,"7-5,7-6(10)",B. Ulihrach,G. Rusedski,,,CZE,GBR,7-5,7-6(10),,,,01:34:00,270,/en/stats/leaderboard?page=serve,,3,69,59,85,73,43,59,50,13,26,75,6,8,12,244,/en/stats/leaderboard?page=serve,8,9,49,38,78,76,29,38,43,17,40,40,2,5,12,66,56,85,41,32,78,54,88,163,59,46,78,34,29,85,46,75,163,A,8,,,,10,8,,,B. Ulihrach,G. Rusedski,U032,R237,CZE,GBR,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS048,R64,01:30:00,,F,2,K267,"7-6(7),6-2",Y. Kafelnikov,T. Johansson,,,RUS,SWE,7-6(7),6-2,,,,01:30:00,262,/en/stats/leaderboard?page=serve,,4,51,35,69,89,31,35,44,15,34,78,7,9,10,231,/en/stats/leaderboard?page=serve,6,9,41,28,68,82,23,28,45,18,40,33,2,6,10,67,46,69,40,27,68,53,73,137,60,41,68,33,23,69,47,64,137,A,6,,7,5,,,,,Y. Kafelnikov,T. Johansson,K267,J129,RUS,SWE,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS049,R64,02:20:00,,F,3,M442,"5-7,7-6(7),6-4",T. Martin,A. Portas,,,USA,ESP,5-7,7-6(7),6-4,,,02:20:00,254,/en/stats/leaderboard?page=serve,,12,62,71,115,68,48,71,48,21,44,69,11,16,17,243,/en/stats/leaderboard?page=serve,2,6,57,60,105,72,43,60,40,18,45,50,5,10,17,60,69,115,42,44,105,51,113,220,58,61,105,40,46,115,49,107,220,A,6,,,,7,2,,,T. Martin,A. Portas,M442,P305,USA,ESP,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS050,R64,02:13:00,,F,3,E140,"3-6,7-5,6-3",N. Escude,R. Fromberg,,,FRA,AUS,3-6,7-5,6-3,,,02:13:00,252,/en/stats/leaderboard?page=serve,,1,51,50,99,66,33,50,57,28,49,73,8,11,15,264,/en/stats/leaderboard?page=serve,1,10,63,63,100,70,44,63,49,18,37,69,9,13,15,62,61,99,38,38,100,50,99,199,62,62,100,38,38,99,50,100,199,A,3,,,,,,,,N. Escude,R. Fromberg,E140,F164,FRA,AUS,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS051,R64,01:52:00,,F,3,K214,"5-7,7-6(7),6-1",R. Krajicek,M. Philippoussis,,,NED,AUS,5-7,7-6(7),6-1,,,01:52:00,298,/en/stats/leaderboard?page=serve,,22,66,63,95,79,50,63,47,15,32,33,1,3,16,266,/en/stats/leaderboard?page=serve,2,5,39,31,79,81,25,31,63,30,48,40,2,5,15,68,65,95,30,24,79,51,89,174,70,55,79,32,30,95,49,85,174,A,3,,,,7,4,,,R. Krajicek,M. Philippoussis,K214,P338,NED,AUS,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS052,R64,01:19:00,,F,2,M535,"6-2,6-3",F. Mantilla,J. Courier,,,ESP,USA,6-2,6-3,,,,01:19:00,261,/en/stats/leaderboard?page=serve,,1,76,41,54,76,31,41,23,3,13,83,5,6,8,201,/en/stats/leaderboard?page=serve,,1,60,33,55,55,18,33,41,9,22,38,3,8,9,63,34,54,51,28,55,57,62,109,49,27,55,37,20,54,43,47,109,A,2,False,,,,,,,F. Mantilla,J. Courier,M535,C243,ESP,USA,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS053,R64,01:01:00,,F,2,M099,"6-1,6-0",T. Muster,M. Filippini,,,AUT,URU,6-1,6-0,,,,01:01:00,255,/en/stats/leaderboard?page=serve,False,2,51,21,41,81,17,21,55,11,20,,0,,6,175,/en/stats/leaderboard?page=serve,,2,67,36,54,31,11,36,61,11,18,45,5,11,7,68,28,41,59,32,54,63,60,95,41,22,54,32,13,41,37,35,95,A,,False,,,,,,,T. Muster,M. Filippini,M099,F165,AUT,URU,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS054,R64,01:01:00,,F,2,H336,"6-1,6-0",T. Henman,F. Santoro,,,GBR,FRA,6-1,6-0,,,,01:01:00,272,/en/stats/leaderboard?page=serve,,6,49,22,45,77,17,22,57,13,23,,0,,7,146,/en/stats/leaderboard?page=serve,1,2,49,22,45,45,10,22,35,8,23,44,4,9,6,67,30,45,60,27,45,63,57,90,40,18,45,33,15,45,37,33,90,A,2,,,,,,,,T. Henman,F. Santoro,H336,S424,GBR,FRA,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS055,R64,00:58:00,,F,2,R286,"6-3,6-0",M. Rios,M. Martelli,,,CHI,ITA,6-3,6-0,,,,00:58:00,269,/en/stats/leaderboard?page=serve,,1,43,22,51,86,19,22,55,16,29,80,4,5,8,148,/en/stats/leaderboard?page=serve,3,1,39,17,44,53,9,17,30,8,27,17,1,6,7,69,35,51,61,27,44,65,62,95,39,17,44,31,16,51,35,33,95,A,3,,,,,,,,M. Rios,M. Martelli,R286,M543,CHI,ITA,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS056,R64,01:28:00,,F,3,K293,"1-6,6-4,6-2",G. Kuerten,C. Costa,,,BRA,ESP,1-6,6-4,6-2,,,01:28:00,228,/en/stats/leaderboard?page=serve,,5,59,42,71,64,27,42,38,11,29,33,2,6,12,220,/en/stats/leaderboard?page=serve,5,5,43,34,79,74,25,34,42,19,45,29,2,7,13,54,38,71,44,35,79,49,73,150,56,44,79,46,33,71,51,77,150,A,4,,,,,,,,G. Kuerten,C. Costa,K293,C179,BRA,ESP,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS057,R64,01:25:00,,F,2,L290,"7-6(7),6-4",N. Lapentti,G. Pozzi,,,ECU,ITA,7-6(7),6-4,,,,01:25:00,240,/en/stats/leaderboard?page=serve,,2,68,46,68,61,28,46,50,11,22,50,4,8,11,203,/en/stats/leaderboard?page=serve,1,2,41,26,63,77,20,26,30,11,37,17,1,6,11,57,39,68,51,32,63,54,71,131,49,31,63,43,29,68,46,60,131,A,4,,7,1,,,,,N. Lapentti,G. Pozzi,L290,P045,ECU,ITA,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS058,R64,02:03:00,,F,3,H355,"4-6,6-3,6-3",T. Haas,D. Nargiso,,,GER,ITA,4-6,6-3,6-3,,,02:03:00,258,/en/stats/leaderboard?page=serve,,1,62,58,93,74,43,58,43,15,35,80,8,10,14,235,/en/stats/leaderboard?page=serve,8,7,45,38,84,68,26,38,52,24,46,33,2,6,14,62,58,93,40,34,84,52,92,177,60,50,84,38,35,93,48,85,177,A,7,,,,,,,,T. Haas,D. Nargiso,H355,N109,GER,ITA,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS059,R64,01:04:00,,F,2,S413,"6-4,6-3",V. Santopadre,K. Kucera,,,ITA,SVK,6-4,6-3,,,,01:04:00,279,/en/stats/leaderboard?page=serve,False,3,59,29,49,76,22,29,75,15,20,,0,,9,237,/en/stats/leaderboard?page=serve,6,6,50,29,58,76,22,29,41,12,29,0,0,3,10,76,37,49,41,24,58,57,61,107,59,34,58,24,12,49,43,46,107,A,,,,,,,,,V. Santopadre,K. Kucera,S413,K237,ITA,SVK,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS060,R64,01:18:00,,F,2,P226,"6-4,6-4",C. Pioline,G. Ivanisevic,,,FRA,CRO,6-4,6-4,,,,01:18:00,299,/en/stats/leaderboard?page=serve,,4,62,31,50,81,25,31,63,12,19,0,0,1,10,236,/en/stats/leaderboard?page=serve,8,9,41,32,78,81,26,32,43,20,46,70,7,10,10,74,37,50,41,32,78,54,69,128,59,46,78,26,13,50,46,59,128,A,1,,,,,,,,C. Pioline,G. Ivanisevic,P226,I034,FRA,CRO,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS061,R64,00:38:00,,F,2,S480,"6-1,6-0",D. Sanguinetti,J. Alonso,,,ITA,ESP,6-1,6-0,,,,00:38:00,240,/en/stats/leaderboard?page=serve,False,9,61,20,33,85,17,20,85,11,13,0,0,,7,135,/en/stats/leaderboard?page=serve,3,1,56,18,32,44,8,18,21,3,14,17,1,6,6,85,28,33,66,21,32,75,49,65,34,11,32,15,5,33,25,16,65,A,,,,,,,,,D. Sanguinetti,J. Alonso,S480,A272,ITA,ESP,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS062,R64,01:27:00,,F,3,V195,"2-6,6-3,6-1",F. Vicente,M. Goellner,,,ESP,GER,2-6,6-3,6-1,,,01:27:00,265,/en/stats/leaderboard?page=serve,,1,59,39,66,72,28,39,59,16,27,50,3,6,12,215,/en/stats/leaderboard?page=serve,5,4,55,41,74,73,30,41,30,10,33,38,3,8,12,67,44,66,46,34,74,56,78,140,54,40,74,33,22,66,44,62,140,A,1,,,,,,,,F. Vicente,M. Goellner,V195,G252,ESP,GER,,
416,1998,ATP Masters 1000 Rome,1000,1998-05-11T00:00:00,1998-05-17T00:00:00,Clay,64,2200000,$,MS063,R64,01:14:00,,F,2,A226,"6-2,6-4",H. Arazi,P. Korda,,,MAR,CZE,6-2,6-4,,,,01:14:00,224,/en/stats/leaderboard?page=serve,,3,44,31,71,65,20,31,48,19,40,67,6,9,9,175,/en/stats/leaderboard?page=serve,7,4,54,31,57,68,21,31,23,6,26,45,5,11,9,55,39,71,53,30,57,54,69,128,47,27,57,45,32,71,46,59,128,A,2,,,,,,,,H. Arazi,P. Korda,A226,K148,MAR,CZE,,
