event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,player_id_winner,player_id_loser
338,2008,Sydney,WS,2008-01-07T00:00:00,2008-01-13T00:00:00,Hard,32,440000,$,MS001,F,01:23:00,,F,2,T315,"7-6(7),7-6(7)",D. Tursunov,C. Guccione,,,RUS,AUS,7-6(7),7-6(7),,,,01:23:00,A,D. Tursunov,C. Guccione,RUS,AUS,,,7,3,7,4,316,/en/stats/leaderboard?page=serve,1,6,58,43,74,88,38,43,65,20,31,0,0,0,12,336,/en/stats/leaderboard?page=serve,0,15,60,39,65,92,36,39,69,18,26,0,0,0,12,78,58,74,17,11,65,50,69,139,83,54,65,22,16,74,50,70,139,T315,G621
338,2008,Sydney,WS,2008-01-07T00:00:00,2008-01-13T00:00:00,Hard,32,440000,$,MS002,SF,01:42:00,,F,2,T315,"6-3,7-6(7)",D. Tursunov,F. Santoro,,,RUS,FRA,6-3,7-6(7),,,,01:42:00,A,D. Tursunov,F. Santoro,RUS,FRA,,,,,7,4,293,/en/stats/leaderboard?page=serve,2,8,61,43,71,72,31,43,64,18,28,75,3,4,11,250,/en/stats/leaderboard?page=serve,3,3,51,39,77,64,25,39,55,21,38,78,7,9,10,69,49,71,40,31,77,54,80,148,60,46,77,31,22,71,46,68,148,T315,S424
338,2008,Sydney,WS,2008-01-07T00:00:00,2008-01-13T00:00:00,Hard,32,440000,$,MS003,SF,02:58:00,,F,3,G621,"7-6(7),3-6,6-4",C. Guccione,R. Stepanek,,,AUS,CZE,7-6(7),3-6,6-4,,,02:58:00,A,C. Guccione,R. Stepanek,AUS,CZE,,,7,5,,,303,/en/stats/leaderboard?page=serve,3,13,67,60,90,90,54,60,43,13,30,80,4,5,15,305,/en/stats/leaderboard?page=serve,1,6,58,52,90,81,42,52,68,26,38,67,2,3,16,74,67,90,24,22,90,49,89,180,76,68,90,26,23,90,51,91,180,G621,S694
338,2008,Sydney,WS,2008-01-07T00:00:00,2008-01-13T00:00:00,Hard,32,440000,$,MS004,QF,01:14:00,,F,2,T315,"6-4,6-2",D. Tursunov,S. Grosjean,,,RUS,FRA,6-4,6-2,,,,01:14:00,A,D. Tursunov,S. Grosjean,RUS,FRA,,,,,,,287,/en/stats/leaderboard?page=serve,1,8,66,38,58,76,29,38,50,10,20,88,7,8,9,225,/en/stats/leaderboard?page=serve,1,4,56,35,62,63,22,35,48,13,27,43,3,7,9,67,39,58,44,27,62,55,66,120,56,35,62,33,19,58,45,54,120,T315,G379
338,2008,Sydney,WS,2008-01-07T00:00:00,2008-01-13T00:00:00,Hard,32,440000,$,MS005,QF,01:18:00,,F,2,S424,"6-3,6-3",F. Santoro,E. Korolev,,,FRA,KAZ,6-3,6-3,,,,01:18:00,A,F. Santoro,E. Korolev,FRA,KAZ,,,,,,,312,/en/stats/leaderboard?page=serve,1,7,68,38,56,82,31,38,56,10,18,100,3,3,9,234,/en/stats/leaderboard?page=serve,1,1,58,34,59,62,21,34,48,12,25,63,5,8,9,73,41,56,44,26,59,58,67,115,56,33,59,27,15,56,42,48,115,S424,K760
338,2008,Sydney,WS,2008-01-07T00:00:00,2008-01-13T00:00:00,Hard,32,440000,$,MS006,QF,02:05:00,,F,3,G621,"4-6,7-6(8),6-4",C. Guccione,T. Berdych,,,AUS,CZE,4-6,7-6(8),6-4,,,02:05:00,A,C. Guccione,T. Berdych,AUS,CZE,,,,,8,6,303,/en/stats/leaderboard?page=serve,5,19,62,69,111,77,53,69,57,24,42,86,6,7,16,292,/en/stats/leaderboard?page=serve,4,7,56,54,97,80,43,54,60,26,43,67,2,3,16,69,77,111,29,28,97,50,105,208,71,69,97,31,34,111,50,103,208,G621,BA47
338,2008,Sydney,WS,2008-01-07T00:00:00,2008-01-13T00:00:00,Hard,32,440000,$,MS007,QF,01:08:00,,F,2,S694,"6-2,6-4",R. Stepanek,A. Calleri,,,CZE,ARG,6-2,6-4,,,,01:08:00,A,R. Stepanek,A. Calleri,CZE,ARG,,,,,,,296,/en/stats/leaderboard?page=serve,1,5,74,35,47,80,28,35,50,6,12,67,2,3,9,220,/en/stats/leaderboard?page=serve,3,1,56,31,55,65,20,31,46,11,24,60,6,10,9,72,34,47,44,24,55,57,58,102,56,31,55,28,13,47,43,44,102,S694,C478
338,2008,Sydney,WS,2008-01-07T00:00:00,2008-01-13T00:00:00,Hard,32,440000,$,MS008,R16,02:03:00,,F,3,T315,"3-6,6-3,6-4",D. Tursunov,R. Gasquet,,,RUS,FRA,3-6,6-3,6-4,,,02:03:00,A,D. Tursunov,R. Gasquet,RUS,FRA,,,,,,,287,/en/stats/leaderboard?page=serve,2,8,54,49,91,80,39,49,55,23,42,75,3,4,14,272,/en/stats/leaderboard?page=serve,4,7,65,62,96,69,43,62,50,17,34,71,5,7,14,68,62,91,38,36,96,52,98,187,63,60,96,32,29,91,48,89,187,T315,G628
338,2008,Sydney,WS,2008-01-07T00:00:00,2008-01-13T00:00:00,Hard,32,440000,$,MS009,R16,01:18:00,,F,2,G379,"6-3,6-4",S. Grosjean,F. Verdasco,,,FRA,ESP,6-3,6-4,,,,01:18:00,A,S. Grosjean,F. Verdasco,FRA,ESP,,,,,,,275,/en/stats/leaderboard?page=serve,0,3,60,31,52,84,26,31,48,10,21,33,1,3,10,252,/en/stats/leaderboard?page=serve,0,5,78,47,60,45,21,47,69,9,13,64,7,11,9,69,36,52,50,30,60,59,66,112,50,30,60,31,16,52,41,46,112,G379,V306
338,2008,Sydney,WS,2008-01-07T00:00:00,2008-01-13T00:00:00,Hard,32,440000,$,MS010,R16,01:00:00,,F,2,S424,"6-1,6-3",F. Santoro,S. Darcis,,,FRA,BEL,6-1,6-3,,,,01:00:00,A,F. Santoro,S. Darcis,FRA,BEL,,,,,,,301,/en/stats/leaderboard?page=serve,0,5,81,39,48,72,28,39,56,5,9,50,1,2,8,180,/en/stats/leaderboard?page=serve,0,1,70,30,43,57,17,30,15,2,13,29,2,7,8,69,33,48,56,24,43,63,57,91,44,19,43,31,15,48,37,34,91,S424,D632
