event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_id_winner,player_id_loser
438,2007,Moscow,WS,2007-10-08T00:00:00,2007-10-14T00:00:00,Hard,32,975000,$,MS001,F,02:35:00,,F,2,D402,"7-5,7-6(11)",N. Davydenko,P. Mathieu,,,RUS,FRA,7-5,7-6(11),,,,02:35:00,A,N. Davydenko,P. Mathieu,RUS,FRA,,,11.0,9.0,226,/en/stats/leaderboard?page=serve,9,3,72,68,94,63,43,68,31,8,26,67,8,12,12,214,/en/stats/leaderboard?page=serve,3,7,47,46,98,70,32,46,35,18,52,55,6,11,12,54,51,94,49,48,98,52,99,192,51,50,98,46,43,94,48,93,192,,,D402,M850
438,2007,Moscow,WS,2007-10-08T00:00:00,2007-10-14T00:00:00,Hard,32,975000,$,MS002,SF,01:33:00,,F,2,D402,"7-6(8),6-1",N. Davydenko,J. Tipsarevic,,,RUS,SRB,7-6(8),6-1,,,,01:33:00,A,N. Davydenko,J. Tipsarevic,RUS,SRB,,,,,313,/en/stats/leaderboard?page=serve,2,8,65,43,66,81,35,43,61,14,23,100,3,3,10,249,/en/stats/leaderboard?page=serve,3,2,51,30,59,77,23,30,45,13,29,60,3,5,9,74,49,66,39,23,59,58,72,125,61,36,59,26,17,66,42,53,125,8.0,6.0,D402,T742
438,2007,Moscow,WS,2007-10-08T00:00:00,2007-10-14T00:00:00,Hard,32,975000,$,MS003,SF,01:29:00,,F,2,M850,"7-5,6-3",P. Mathieu,M. Berrer,,,FRA,GER,7-5,6-3,,,,01:29:00,A,P. Mathieu,M. Berrer,FRA,GER,,,,,300,/en/stats/leaderboard?page=serve,3,7,52,35,67,91,32,35,53,17,32,100,1,1,11,286,/en/stats/leaderboard?page=serve,2,8,75,41,55,68,28,41,57,8,14,50,2,4,10,73,49,67,35,19,55,56,68,122,65,36,55,27,18,67,44,54,122,,,M850,B678
438,2007,Moscow,WS,2007-10-08T00:00:00,2007-10-14T00:00:00,Hard,32,975000,$,MS004,QF,02:03:00,,F,2,D402,"7-5,7-5",N. Davydenko,I. Andreev,,,RUS,RUS,7-5,7-5,,,,02:03:00,A,N. Davydenko,I. Andreev,RUS,RUS,,,,,240,/en/stats/leaderboard?page=serve,3,3,63,47,75,68,32,47,43,12,28,50,4,8,12,216,/en/stats/leaderboard?page=serve,1,2,77,63,82,56,35,63,32,6,19,33,3,9,12,59,44,75,50,41,82,54,85,157,50,41,82,41,31,75,46,72,157,,,D402,A511
438,2007,Moscow,WS,2007-10-08T00:00:00,2007-10-14T00:00:00,Hard,32,975000,$,MS005,QF,02:10:00,,F,3,T742,"6-4,3-6,6-3",J. Tipsarevic,R. Stepanek,,,SRB,CZE,6-4,3-6,6-3,,,02:10:00,A,J. Tipsarevic,R. Stepanek,SRB,CZE,,,,,296,/en/stats/leaderboard?page=serve,2,9,60,53,88,74,39,53,63,22,35,88,7,8,14,282,/en/stats/leaderboard?page=serve,2,10,69,62,90,77,48,62,43,12,28,71,5,7,14,69,61,88,33,30,90,51,91,178,67,60,90,31,27,88,49,87,178,,,T742,S694
438,2007,Moscow,WS,2007-10-08T00:00:00,2007-10-14T00:00:00,Hard,32,975000,$,MS006,QF,01:21:00,,F,2,M850,"6-3,6-3",P. Mathieu,F. Serra,,,FRA,FRA,6-3,6-3,,,,01:21:00,A,P. Mathieu,F. Serra,FRA,FRA,,,,,298,/en/stats/leaderboard?page=serve,0,10,52,33,63,73,24,33,63,19,30,100,4,4,9,248,/en/stats/leaderboard?page=serve,0,2,60,32,53,53,17,32,67,14,21,25,1,4,9,68,43,63,42,22,53,56,65,116,58,31,53,32,20,63,44,51,116,,,M850,S963
438,2007,Moscow,WS,2007-10-08T00:00:00,2007-10-14T00:00:00,Hard,32,975000,$,MS007,QF,00:36:00,,F,1,B678,6-3,M. Berrer,P. Kohlschreiber,,,GER,GER,6-3,,,,,00:36:00,A,M. Berrer,P. Kohlschreiber,GER,GER,,,,,299,/en/stats/leaderboard?page=serve,3,8,67,26,39,65,17,26,62,8,13,100,3,3,5,256,/en/stats/leaderboard?page=serve,0,1,50,10,20,80,8,10,50,5,10,0,0,1,4,64,25,39,35,7,20,54,32,59,65,13,20,36,14,39,46,27,59,,,B678,K435
438,2007,Moscow,WS,2007-10-08T00:00:00,2007-10-14T00:00:00,Hard,32,975000,$,MS008,R16,01:37:00,,F,2,D402,"6-4,6-4",N. Davydenko,N. Lapentti,,,RUS,ECU,6-4,6-4,,,,01:37:00,A,N. Davydenko,N. Lapentti,RUS,ECU,,,,,286,/en/stats/leaderboard?page=serve,3,4,50,29,58,86,25,29,59,17,29,67,2,3,10,234,/en/stats/leaderboard?page=serve,4,4,52,35,67,74,26,35,38,12,32,57,4,7,10,72,42,58,43,29,67,57,71,125,57,38,67,28,16,58,43,54,125,,,D402,L290
438,2007,Moscow,WS,2007-10-08T00:00:00,2007-10-14T00:00:00,Hard,32,975000,$,MS009,R16,01:15:00,,F,2,A511,"6-4,6-4",I. Andreev,M. Safin,,,RUS,RUS,6-4,6-4,,,,01:15:00,A,I. Andreev,M. Safin,RUS,RUS,,,,,309,/en/stats/leaderboard?page=serve,1,2,69,43,62,81,35,43,58,11,19,100,3,3,10,260,/en/stats/leaderboard?page=serve,3,4,59,36,61,72,26,36,48,12,25,0,0,2,10,74,46,62,38,23,61,56,69,123,62,38,61,26,16,62,44,54,123,,,A511,S741
438,2007,Moscow,WS,2007-10-08T00:00:00,2007-10-14T00:00:00,Hard,32,975000,$,MS010,R16,01:42:00,,F,2,T742,"6-4,7-5",J. Tipsarevic,A. Murray,,,SRB,GBR,6-4,7-5,,,,01:42:00,A,J. Tipsarevic,A. Murray,SRB,GBR,,,,,272,/en/stats/leaderboard?page=serve,4,6,52,41,79,83,34,41,45,17,38,90,9,10,11,244,/en/stats/leaderboard?page=serve,4,7,51,38,74,76,29,38,42,15,36,70,7,10,11,65,51,79,41,30,74,53,81,153,59,44,74,35,28,79,47,72,153,,,T742,MC10
