event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,settime_tot_winner,settime_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set5_winner,tiebreak_set5_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_id_winner,player_id_loser
560,2016,US Open,GS,2016-08-29T00:00:00,2016-09-11T00:00:00,Hard,128,21862744,$,MS001,F,03:55:00,,F,4,W367,"6-7(1),6-4,7-5,6-3",S. Wawrinka,N. Djokovic,,,SUI,SRB,6-7(1),6-4,7-5,6-3,,03:55:00,A,S. Wawrinka,N. Djokovic,SUI,SRB,,,270,/en/stats/leaderboard?page=serve,3,9,56,92,164,71,65,92,51,37,72,82,14,17,22,252,/en/stats/leaderboard?page=serve,7,5,53,65,123,77,50,65,53,31,58,40,4,10,21,62,102,164,34,42,123,50,144,287,66,81,123,38,62,164,50,143,287,1,7,03:55:00,03:55:00,,,,,,,,,W367,D643
560,2016,US Open,GS,2016-08-29T00:00:00,2016-09-11T00:00:00,Hard,128,21862744,$,MS002,SF,02:32:00,,F,4,D643,"6-3,6-2,3-6,6-2",N. Djokovic,G. Monfils,,,SRB,FRA,6-3,6-2,3-6,6-2,,02:32:00,A,N. Djokovic,G. Monfils,SRB,FRA,,,256,/en/stats/leaderboard?page=serve,7,2,64,68,106,68,46,68,53,20,38,64,7,11,17,206,/en/stats/leaderboard?page=serve,11,12,54,60,111,62,37,60,37,19,51,60,12,20,17,62,66,106,50,55,111,56,121,217,50,56,111,38,40,106,44,96,217,,,02:32:00,02:32:00,,,,,,,,,D643,MC65
560,2016,US Open,GS,2016-08-29T00:00:00,2016-09-11T00:00:00,Hard,128,21862744,$,MS003,SF,03:08:00,,F,4,W367,"4-6,7-5,6-4,6-2",S. Wawrinka,K. Nishikori,,,SUI,JPN,4-6,7-5,6-4,6-2,,03:08:00,A,S. Wawrinka,K. Nishikori,SUI,JPN,,,270,/en/stats/leaderboard?page=serve,8,10,62,72,116,76,55,72,50,22,44,73,11,15,20,230,/en/stats/leaderboard?page=serve,6,3,58,71,122,73,52,71,37,19,51,46,6,13,20,66,77,116,42,51,122,54,128,238,58,71,122,34,39,116,46,110,238,,,03:08:00,03:08:00,,,,,,,,,W367,N552
560,2016,US Open,GS,2016-08-29T00:00:00,2016-09-11T00:00:00,Hard,128,21862744,$,MS004,QF,01:20:00,,F,2,D643,"6-3,6-2",N. Djokovic,J. Tsonga,,,SRB,FRA,6-3,6-2,,,,01:20:00,A,N. Djokovic,J. Tsonga,SRB,FRA,,,284,/en/stats/leaderboard?page=serve,3,1,58,29,50,83,24,29,57,12,21,50,1,2,9,204,/en/stats/leaderboard?page=serve,4,3,57,33,58,70,23,33,28,7,25,56,5,9,8,72,36,50,48,28,58,59,64,108,52,30,58,28,14,50,41,44,108,,,01:20:00,01:20:00,,,,,,,,,D643,T786
560,2016,US Open,GS,2016-08-29T00:00:00,2016-09-11T00:00:00,Hard,128,21862744,$,MS005,QF,02:02:00,,F,3,MC65,"6-4,6-3,6-3",G. Monfils,L. Pouille,,,FRA,FRA,6-4,6-3,6-3,,,02:02:00,A,G. Monfils,L. Pouille,FRA,FRA,,,319,/en/stats/leaderboard?page=serve,2,12,63,47,75,85,40,47,61,17,28,0,0,0,14,235,/en/stats/leaderboard?page=serve,6,5,58,53,92,74,39,53,33,13,39,56,5,9,14,76,57,75,43,40,92,58,97,167,57,52,92,24,18,75,42,70,167,,,02:02:00,02:02:00,,,,,,,,,MC65,PF39
560,2016,US Open,GS,2016-08-29T00:00:00,2016-09-11T00:00:00,Hard,128,21862744,$,MS006,QF,03:13:00,,F,4,W367,"7-6(7),4-6,6-3,6-2",S. Wawrinka,J. del Potro,,,SUI,ARG,7-6(7),4-6,6-3,6-2,,03:13:00,A,S. Wawrinka,J. del Potro,SUI,ARG,,,298,/en/stats/leaderboard?page=serve,0,10,58,69,118,77,53,69,63,31,49,67,4,6,20,259,/en/stats/leaderboard?page=serve,8,3,59,72,122,75,54,72,52,26,50,60,6,10,19,71,84,118,34,42,122,53,126,240,66,80,122,29,34,118,48,114,240,7,5,03:13:00,03:13:00,,,,,,,,,W367,D683
560,2016,US Open,GS,2016-08-29T00:00:00,2016-09-11T00:00:00,Hard,128,21862744,$,MS007,QF,03:58:00,,F,5,N552,"1-6,6-4,4-6,6-1,7-5",K. Nishikori,A. Murray,,,JPN,GBR,1-6,6-4,4-6,6-1,7-5,03:58:00,A,K. Nishikori,A. Murray,JPN,GBR,,,237,/en/stats/leaderboard?page=serve,4,1,61,80,131,71,57,80,43,22,51,47,7,15,23,228,/en/stats/leaderboard?page=serve,3,8,56,79,141,68,54,79,39,24,62,31,4,13,23,60,79,131,45,63,141,52,142,272,55,78,141,40,52,131,48,130,272,,,03:58:00,03:58:00,,,,,,,,,N552,MC10
560,2016,US Open,GS,2016-08-29T00:00:00,2016-09-11T00:00:00,Hard,128,21862744,$,MS008,R16,01:55:00,,F,3,D643,"6-2,6-1,6-4",N. Djokovic,K. Edmund,,,SRB,GBR,6-2,6-1,6-4,,,01:55:00,A,N. Djokovic,K. Edmund,SRB,GBR,,,260,/en/stats/leaderboard?page=serve,7,2,62,51,82,75,38,51,45,14,31,67,4,6,12,190,/en/stats/leaderboard?page=serve,1,3,66,59,89,51,30,59,33,10,30,47,7,15,13,63,52,82,55,49,89,59,101,171,45,40,89,37,30,82,41,70,171,,,01:55:00,01:55:00,,,,,,,,,D643,E831
560,2016,US Open,GS,2016-08-29T00:00:00,2016-09-11T00:00:00,Hard,128,21862744,$,MS009,R16,03:14:00,,F,4,T786,"6-3,6-3,6-7(7),6-2",J. Tsonga,J. Sock,,,FRA,USA,6-3,6-3,6-7(7),6-2,,03:14:00,A,J. Tsonga,J. Sock,FRA,USA,,,276,/en/stats/leaderboard?page=serve,9,11,53,72,135,83,60,72,44,28,63,75,3,4,19,244,/en/stats/leaderboard?page=serve,6,5,63,81,128,67,54,81,47,22,47,54,7,13,19,65,88,135,41,52,128,53,140,263,59,76,128,35,47,135,47,123,263,,,03:14:00,03:14:00,7,9,,,,,,,T786,SM25
560,2016,US Open,GS,2016-08-29T00:00:00,2016-09-11T00:00:00,Hard,128,21862744,$,MS010,R16,04:07:00,,F,5,PF39,"6-1,2-6,6-4,3-6,7-6(8)",L. Pouille,R. Nadal,,,FRA,ESP,6-1,2-6,6-4,3-6,7-6(8),04:07:00,A,L. Pouille,R. Nadal,FRA,ESP,,,255,/en/stats/leaderboard?page=serve,4,11,46,74,162,66,49,74,58,51,88,55,6,11,23,255,/en/stats/leaderboard?page=serve,4,1,59,89,150,72,64,89,49,30,61,64,9,14,23,62,100,162,37,56,150,50,156,312,63,94,150,38,62,162,50,156,312,,,04:07:00,04:07:00,,,8,6,,,,,PF39,N409
