event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
421,1998,ATP Masters 1000 Canada,1000,1998-08-03T00:00:00,1998-08-09T00:00:00,Hard,56,2200000,$,MS011,R16,01:38:00,,F,3,K214,"3-6,6-2,6-3",R. Krajicek,A. O'Brien,,,NED,USA,3-6,6-2,6-3,,,01:38:00,,,282,/en/stats/leaderboard?page=serve,4,15,51,35,68,91,32,35,45,15,33,33,1,3,13,236,/en/stats/leaderboard?page=serve,3,2,55,44,80,66,29,44,47,17,36,50,4,8.0,13,69,47,68,43,34,80,55,81,148,58,46,80,31,21,68,45,67,148,A,,,,,,,R. Krajicek,A. O'Brien,K214,O099,NED,USA,,
421,1998,ATP Masters 1000 Canada,1000,1998-08-03T00:00:00,1998-08-09T00:00:00,Hard,56,2200000,$,MS012,R16,02:13:00,,F,3,B446,"6-2,6-7(7),6-3",J. Bjorkman,N. Kiefer,,,SWE,GER,6-2,6-7(7),6-3,,,02:13:00,,,237,/en/stats/leaderboard?page=serve,6,2,50,49,98,71,35,49,47,23,49,43,3,7,15,192,/en/stats/leaderboard?page=serve,7,3,43,48,111,60,29,48,43,27,63,61,11,18.0,14,59,58,98,50,55,111,54,113,209,50,56,111,41,40,98,46,96,209,A,,,7,9,,,J. Bjorkman,N. Kiefer,B446,K316,SWE,GER,,
421,1998,ATP Masters 1000 Canada,1000,1998-08-03T00:00:00,1998-08-09T00:00:00,Hard,56,2200000,$,MS013,R16,01:13:00,,F,2,R255,"6-3,6-3",P. Rafter,M. Philippoussis,,,AUS,AUS,6-3,6-3,,,,01:13:00,,,276,/en/stats/leaderboard?page=serve,5,4,56,30,54,77,23,30,67,16,24,,0,,9,228,/en/stats/leaderboard?page=serve,3,5,54,35,65,66,23,35,40,12,30,50,3,6.0,9,72,39,54,46,30,65,58,69,119,54,35,65,28,15,54,42,50,119,A,,,,,,,P. Rafter,M. Philippoussis,R255,P338,AUS,AUS,,
421,1998,ATP Masters 1000 Canada,1000,1998-08-03T00:00:00,1998-08-09T00:00:00,Hard,56,2200000,$,MS014,R16,01:19:00,,F,2,H336,"7-6(7),6-2",T. Henman,A. Costa,,,GBR,ESP,7-6(7),6-2,,,,01:19:00,7,2,280,/en/stats/leaderboard?page=serve,5,5,62,40,65,80,32,40,48,12,25,75,3,4,10,252,/en/stats/leaderboard?page=serve,2,0,78,51,65,63,32,51,43,6,14,57,4,7.0,10,68,44,65,42,27,65,55,71,130,58,38,65,32,21,65,45,59,130,A,,,,,,,T. Henman,A. Costa,H336,C378,GBR,ESP,,
421,1998,ATP Masters 1000 Canada,1000,1998-08-03T00:00:00,1998-08-09T00:00:00,Hard,56,2200000,$,MS015,R16,01:36:00,,F,3,V141,"4-6,6-1,6-4",D. Vacek,V. Spadea,,,CZE,USA,4-6,6-1,6-4,,,01:36:00,,,278,/en/stats/leaderboard?page=serve,4,7,50,45,90,80,36,45,53,24,45,86,6,7,14,269,/en/stats/leaderboard?page=serve,3,1,69,52,75,65,34,52,61,14,23,67,6,9.0,13,67,60,90,36,27,75,53,87,165,64,48,75,33,30,90,47,78,165,A,,,,,,,D. Vacek,V. Spadea,V141,S544,CZE,USA,,
421,1998,ATP Masters 1000 Canada,1000,1998-08-03T00:00:00,1998-08-09T00:00:00,Hard,56,2200000,$,MS016,R32,00:57:00,,F,2,S402,"6-1,6-2",P. Sampras,G. Pozzi,,,USA,ITA,6-1,6-2,,,,00:57:00,,,277,/en/stats/leaderboard?page=serve,2,4,56,25,45,84,21,25,60,12,20,,0,,8,184,/en/stats/leaderboard?page=serve,1,1,47,22,47,59,13,22,36,9,25,50,4,8.0,7,73,33,45,53,25,47,63,58,92,47,22,47,27,12,45,37,34,92,A,,,,,,,P. Sampras,G. Pozzi,S402,P045,USA,ITA,,
421,1998,ATP Masters 1000 Canada,1000,1998-08-03T00:00:00,1998-08-09T00:00:00,Hard,56,2200000,$,MS017,R32,01:18:00,,F,2,H355,"7-6(10),6-2",T. Haas,F. Santoro,,,GER,FRA,7-6(10),6-2,,,,01:18:00,10,8,264,/en/stats/leaderboard?page=serve,6,3,47,35,74,74,26,35,56,22,39,0,0,1,10,246,/en/stats/leaderboard?page=serve,2,5,48,29,61,69,20,29,56,18,32,25,1,4.0,10,65,48,74,38,23,61,53,71,135,62,38,61,35,26,74,47,64,135,A,,,,,,,T. Haas,F. Santoro,H355,S424,GER,FRA,,
421,1998,ATP Masters 1000 Canada,1000,1998-08-03T00:00:00,1998-08-09T00:00:00,Hard,56,2200000,$,MS018,R32,00:56:00,,F,2,I034,"6-3,6-2",G. Ivanisevic,S. Sargsian,,,CRO,ARM,6-3,6-2,,,,00:56:00,,,219,/en/stats/leaderboard?page=serve,3,9,54,25,46,92,23,25,67,14,21,0,0,,9,236,/en/stats/leaderboard?page=serve,3,2,62,33,53,58,19,33,55,11,20,50,3,6.0,8,80,37,46,43,23,53,61,60,99,57,30,53,20,9,46,39,39,99,A,,,,,,,G. Ivanisevic,S. Sargsian,I034,S545,CRO,ARM,,
421,1998,ATP Masters 1000 Canada,1000,1998-08-03T00:00:00,1998-08-09T00:00:00,Hard,56,2200000,$,MS019,R32,01:14:00,,F,2,A092,"6-4,7-5",A. Agassi,G. Raoux,,,USA,FRA,6-4,7-5,,,,01:14:00,,,327,/en/stats/leaderboard?page=serve,1,7,67,36,54,75,27,36,89,16,18,67,2,3,11,239,/en/stats/leaderboard?page=serve,4,4,47,31,66,71,22,31,49,17,35,57,4,7.0,11,80,43,54,41,27,66,58,70,120,59,39,66,20,11,54,42,50,120,A,,,,,,,A. Agassi,G. Raoux,A092,R186,USA,FRA,,
421,1998,ATP Masters 1000 Canada,1000,1998-08-03T00:00:00,1998-08-09T00:00:00,Hard,56,2200000,$,MS020,R32,01:03:00,,F,2,K267,"6-2,6-3",Y. Kafelnikov,T. Martin,,,RUS,USA,6-2,6-3,,,,01:03:00,,,305,/en/stats/leaderboard?page=serve,,3,67,34,51,76,26,34,71,12,17,,0,,9,221,/en/stats/leaderboard?page=serve,4,4,55,29,53,62,18,29,42,10,24,63,5,8.0,8,75,38,51,47,25,53,61,63,104,53,28,53,25,13,51,39,41,104,A,False,,,,,,Y. Kafelnikov,T. Martin,K267,M442,RUS,USA,,
421,1998,ATP Masters 1000 Canada,1000,1998-08-03T00:00:00,1998-08-09T00:00:00,Hard,56,2200000,$,MS021,R32,01:22:00,,F,2,W124,"6-3,6-4",M. Washington,B. Kokavec,,,USA,CAN,6-3,6-4,,,,01:22:00,,,255,/en/stats/leaderboard?page=serve,2,5,40,24,60,71,17,24,61,22,36,33,1,3,10,207,/en/stats/leaderboard?page=serve,7,2,56,34,61,71,24,34,30,8,27,60,6,10.0,9,65,39,60,48,29,61,56,68,121,52,32,61,35,21,60,44,53,121,A,,,,,,,M. Washington,B. Kokavec,W124,K290,USA,CAN,,
421,1998,ATP Masters 1000 Canada,1000,1998-08-03T00:00:00,1998-08-09T00:00:00,Hard,56,2200000,$,MS022,R32,01:52:00,,F,3,O099,"6-1,4-6,7-5",A. O'Brien,R. Delgado,,,USA,PAR,6-1,4-6,7-5,,,01:52:00,,,277,/en/stats/leaderboard?page=serve,3,7,65,57,88,75,43,57,48,15,31,71,5,7,14,251,/en/stats/leaderboard?page=serve,4,11,59,52,88,69,36,52,50,18,36,55,6,11.0,15,66,58,88,39,34,88,52,92,176,61,54,88,34,30,88,48,84,176,A,,,,,,,A. O'Brien,R. Delgado,O099,D316,USA,PAR,,
421,1998,ATP Masters 1000 Canada,1000,1998-08-03T00:00:00,1998-08-09T00:00:00,Hard,56,2200000,$,MS023,R32,01:05:00,,F,2,K214,"6-4,6-4",R. Krajicek,D. Nainkin,,,NED,RSA,6-4,6-4,,,,01:05:00,,,285,/en/stats/leaderboard?page=serve,4,11,61,37,61,81,30,37,46,11,24,83,5,6,10,249,/en/stats/leaderboard?page=serve,3,3,63,38,60,71,27,38,45,10,22,50,3,6.0,10,67,41,61,38,23,60,53,64,121,62,37,60,33,20,61,47,57,121,A,,,,,,,R. Krajicek,D. Nainkin,K214,N101,NED,RSA,,
421,1998,ATP Masters 1000 Canada,1000,1998-08-03T00:00:00,1998-08-09T00:00:00,Hard,56,2200000,$,MS024,R32,01:31:00,,F,2,B446,"7-6(7),6-3",J. Bjorkman,S. Draper,,,SWE,AUS,7-6(7),6-3,,,,01:31:00,7,5,272,/en/stats/leaderboard?page=serve,4,2,53,41,78,80,33,41,51,19,37,67,2,3,11,251,/en/stats/leaderboard?page=serve,2,4,46,33,71,76,25,33,47,18,38,60,3,5.0,10,67,52,78,39,28,71,54,80,149,61,43,71,33,26,78,46,69,149,A,,,,,,,J. Bjorkman,S. Draper,B446,D270,SWE,AUS,,
421,1998,ATP Masters 1000 Canada,1000,1998-08-03T00:00:00,1998-08-09T00:00:00,Hard,56,2200000,$,MS025,R32,01:53:00,,F,3,K316,"2-6,6-1,7-6(8)",N. Kiefer,V. Santopadre,,,GER,ITA,2-6,6-1,7-6(8),,,01:53:00,,,262,/en/stats/leaderboard?page=serve,4,6,58,53,91,77,41,53,47,18,38,57,4,7,14,255,/en/stats/leaderboard?page=serve,3,9,54,48,89,73,35,48,46,19,41,57,4,7.0,13,65,59,91,39,35,89,52,94,180,61,54,89,35,32,91,48,86,180,A,,,,,8,6,N. Kiefer,V. Santopadre,K316,S413,GER,ITA,,
421,1998,ATP Masters 1000 Canada,1000,1998-08-03T00:00:00,1998-08-09T00:00:00,Hard,56,2200000,$,MS026,R32,01:00:00,,F,2,P338,"6-1,6-4",M. Philippoussis,W. Black,,,AUS,ZIM,6-1,6-4,,,,01:00:00,,,291,/en/stats/leaderboard?page=serve,5,22,59,35,59,94,33,35,33,8,24,,0,,9,232,/en/stats/leaderboard?page=serve,2,1,51,23,45,65,15,23,55,12,22,0,0,3.0,8,69,41,59,40,18,45,57,59,104,60,27,45,31,18,59,43,45,104,A,,,,,,,M. Philippoussis,W. Black,P338,B499,AUS,ZIM,,
421,1998,ATP Masters 1000 Canada,1000,1998-08-03T00:00:00,1998-08-09T00:00:00,Hard,56,2200000,$,MS027,R32,01:29:00,,F,2,R255,"7-5,6-3",P. Rafter,N. Godwin,,,AUS,RSA,7-5,6-3,,,,01:29:00,,,260,/en/stats/leaderboard?page=serve,7,6,56,44,79,75,33,44,49,17,35,75,6,8,11,224,/en/stats/leaderboard?page=serve,2,4,55,32,58,69,22,32,38,10,26,33,2,6.0,10,63,50,79,45,26,58,55,76,137,55,32,58,37,29,79,45,61,137,A,,,,,,,P. Rafter,N. Godwin,R255,G288,AUS,RSA,,
421,1998,ATP Masters 1000 Canada,1000,1998-08-03T00:00:00,1998-08-09T00:00:00,Hard,56,2200000,$,MS028,R32,01:46:00,,F,3,H336,"3-6,7-6(7),6-2",T. Henman,G. Canas,,,GBR,ARG,3-6,7-6(7),6-2,,,01:46:00,,,247,/en/stats/leaderboard?page=serve,8,6,49,43,87,84,36,43,43,19,44,20,1,5,15,245,/en/stats/leaderboard?page=serve,2,1,53,46,86,67,31,46,55,22,40,43,3,7.0,14,63,55,87,38,33,86,51,88,173,62,53,86,37,32,87,49,85,173,A,,,7,5,,,T. Henman,G. Canas,H336,C433,GBR,ARG,,
421,1998,ATP Masters 1000 Canada,1000,1998-08-03T00:00:00,1998-08-09T00:00:00,Hard,56,2200000,$,MS029,R32,01:03:00,,F,2,C378,"6-4,6-2",A. Costa,J. Gambill,,,ESP,USA,6-4,6-2,,,,01:03:00,,,217,/en/stats/leaderboard?page=serve,2,4,77,40,52,80,32,40,58,7,12,0,0,,9,239,/en/stats/leaderboard?page=serve,3,7,49,27,55,81,22,27,39,11,28,63,5,8.0,9,75,39,52,40,22,55,57,61,107,60,33,55,25,13,52,43,46,107,A,,,,,,,A. Costa,J. Gambill,C378,G352,ESP,USA,,
421,1998,ATP Masters 1000 Canada,1000,1998-08-03T00:00:00,1998-08-09T00:00:00,Hard,56,2200000,$,MS030,R32,01:35:00,,F,2,V141,"6-4,7-6(11)",D. Vacek,M. Tebbutt,,,CZE,AUS,6-4,7-6(11),,,,01:35:00,,,273,/en/stats/leaderboard?page=serve,7,9,55,41,74,83,34,41,52,17,33,71,5,7,11,240,/en/stats/leaderboard?page=serve,8,8,47,40,86,78,31,40,43,20,46,57,4,7.0,11,69,51,74,41,35,86,54,86,160,59,51,86,31,23,74,46,74,160,A,,,11,9,,,D. Vacek,M. Tebbutt,V141,T195,CZE,AUS,,
421,1998,ATP Masters 1000 Canada,1000,1998-08-03T00:00:00,1998-08-09T00:00:00,Hard,56,2200000,$,MS031,R32,02:01:00,,F,3,S544,"5-7,6-1,6-4",V. Spadea,P. Korda,,,USA,CZE,5-7,6-1,6-4,,,02:01:00,,,274,/en/stats/leaderboard?page=serve,1,3,67,66,99,67,44,66,58,19,33,57,4,7,15,211,/en/stats/leaderboard?page=serve,13,5,45,45,101,62,28,45,48,27,56,58,7,12.0,14,64,63,99,46,46,101,55,109,200,54,55,101,36,36,99,46,91,200,A,,,,,,,V. Spadea,P. Korda,S544,K148,USA,CZE,,
421,1998,ATP Masters 1000 Canada,1000,1998-08-03T00:00:00,1998-08-09T00:00:00,Hard,56,2200000,$,MS033,R64,02:15:00,,F,3,P045,"7-6(7),4-6,6-2",G. Pozzi,J. Tarango,,,ITA,USA,7-6(7),4-6,6-2,,,02:15:00,7,2,262,/en/stats/leaderboard?page=serve,4,10,44,45,102,76,34,45,56,32,57,75,9,12,15,250,/en/stats/leaderboard?page=serve,5,6,60,59,99,73,43,59,43,17,40,60,6,10.0,15,65,66,102,39,39,99,52,105,201,61,60,99,35,36,102,48,96,201,A,,,,,,,G. Pozzi,J. Tarango,P045,T136,ITA,USA,,
421,1998,ATP Masters 1000 Canada,1000,1998-08-03T00:00:00,1998-08-09T00:00:00,Hard,56,2200000,$,MS034,R64,01:06:00,,F,2,H355,"6-2,6-3",T. Haas,M. Ondruska,,,GER,RSA,6-2,6-3,,,,01:06:00,,,266,/en/stats/leaderboard?page=serve,3,4,61,34,56,68,23,34,59,13,22,50,2,4,9,181,/en/stats/leaderboard?page=serve,4,1,58,31,53,48,15,31,41,9,22,64,9,14.0,8,64,36,56,55,29,53,60,65,109,45,24,53,36,20,56,40,44,109,A,,,,,,,T. Haas,M. Ondruska,H355,O098,GER,RSA,,
421,1998,ATP Masters 1000 Canada,1000,1998-08-03T00:00:00,1998-08-09T00:00:00,Hard,56,2200000,$,MS035,R64,01:28:00,,F,2,S424,"6-3,6-4",F. Santoro,M. Damm,,,FRA,CZE,6-3,6-4,,,,01:28:00,,,279,/en/stats/leaderboard?page=serve,2,7,57,37,65,73,27,37,54,15,28,80,4,5,10,236,/en/stats/leaderboard?page=serve,4,7,52,34,66,71,24,34,44,14,32,50,3,6.0,9,65,42,65,42,28,66,53,70,131,58,38,66,35,23,65,47,61,131,A,,,,,,,F. Santoro,M. Damm,S424,D214,FRA,CZE,,
421,1998,ATP Masters 1000 Canada,1000,1998-08-03T00:00:00,1998-08-09T00:00:00,Hard,56,2200000,$,MS036,R64,01:36:00,,F,2,I034,"7-6(14),7-6(7)",G. Ivanisevic,S. Lareau,,,CRO,CAN,7-6(14),7-6(7),,,,01:36:00,14,12,298,/en/stats/leaderboard?page=serve,5,20,53,40,75,90,36,40,57,20,35,33,1,3,12,260,/en/stats/leaderboard?page=serve,9,7,64,57,89,74,42,57,41,13,32,60,3,5.0,12,75,56,75,38,34,89,55,90,164,62,55,89,25,19,75,45,74,164,A,,,7,4,,,G. Ivanisevic,S. Lareau,I034,L226,CRO,CAN,,
421,1998,ATP Masters 1000 Canada,1000,1998-08-03T00:00:00,1998-08-09T00:00:00,Hard,56,2200000,$,MS037,R64,01:57:00,,F,3,S545,"3-6,6-4,7-5",S. Sargsian,A. Clement,,,ARM,FRA,3-6,6-4,7-5,,,01:57:00,,,257,/en/stats/leaderboard?page=serve,1,3,64,56,88,68,38,56,50,16,32,43,3,7,15,230,/en/stats/leaderboard?page=serve,5,4,45,45,100,71,32,45,47,26,55,50,5,10.0,16,61,54,88,42,42,100,51,96,188,58,58,100,39,34,88,49,92,188,A,,,,,,,S. Sargsian,A. Clement,S545,C487,ARM,FRA,,
421,1998,ATP Masters 1000 Canada,1000,1998-08-03T00:00:00,1998-08-09T00:00:00,Hard,56,2200000,$,MS038,R64,01:17:00,,F,2,R186,"7-5,6-3",G. Raoux,T. Ketola,,,FRA,FIN,7-5,6-3,,,,01:17:00,,,272,/en/stats/leaderboard?page=serve,,2,52,35,67,80,28,35,66,21,32,,0,,11,256,/en/stats/leaderboard?page=serve,5,5,55,34,62,85,29,34,36,10,28,67,4,6.0,10,73,49,67,37,23,62,56,72,129,63,39,62,27,18,67,44,57,129,A,False,,,,,,G. Raoux,T. Ketola,R186,K297,FRA,FIN,,
