event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
568,1998,St. Petersburg,WS,1998-02-09T00:00:00,1998-02-15T00:00:00,Carpet,32,315000,$,MS011,R16,00:51:00,,F,2,J129,"6-2,6-2",T. Johansson,D. Sanguinetti,,,SWE,ITA,6-2,6-2,,,,00:51:00,,,212,/en/stats/leaderboard?page=serve,3,9,56,24,43,92,22,24,58,11,19,0,0,,8,184,/en/stats/leaderboard?page=serve,4,1,40,19,48,63,12,19,34,10,29,20,1,5,8,77,33,43,54,26,48,65,59,91,46,22,48,23,10,43,35,32,91,A,,,,,,,T. Johansson,D. Sanguinetti,J129,S480,SWE,ITA,,
568,1998,St. Petersburg,WS,1998-02-09T00:00:00,1998-02-15T00:00:00,Carpet,32,315000,$,MS012,R16,01:06:00,,F,2,H377,"6-3,6-4",D. Hrbaty,N. Kulti,,,SVK,SWE,6-3,6-4,,,,01:06:00,,,213,/en/stats/leaderboard?page=serve,2,9,52,27,52,74,20,27,80,20,25,0,0,,10,253,/en/stats/leaderboard?page=serve,4,8,51,35,69,74,26,35,47,16,34,78,7,9,9,77,40,52,39,27,69,55,67,121,61,42,69,23,12,52,45,54,121,A,,,,,,,D. Hrbaty,N. Kulti,H377,K181,SVK,SWE,,
568,1998,St. Petersburg,WS,1998-02-09T00:00:00,1998-02-15T00:00:00,Carpet,32,315000,$,MS013,R16,00:58:00,,F,2,R214,"6-4,6-3",M. Rosset,O. Delaitre,,,SUI,FRA,6-4,6-3,,,,00:58:00,,,279,/en/stats/leaderboard?page=serve,7,6,60,32,53,84,27,32,48,10,21,80,4,5,9,221,/en/stats/leaderboard?page=serve,4,4,43,22,51,73,16,22,45,13,29,33,2,6,10,70,37,53,43,22,51,57,59,104,57,29,51,30,16,53,43,45,104,A,,,,,,,M. Rosset,O. Delaitre,R214,D015,SUI,FRA,,
568,1998,St. Petersburg,WS,1998-02-09T00:00:00,1998-02-15T00:00:00,Carpet,32,315000,$,MS014,R16,01:01:00,,F,2,D249,"6-4,6-4",H. Dreekmann,M. Goellner,,,GER,GER,6-4,6-4,,,,01:01:00,,,227,/en/stats/leaderboard?page=serve,1,11,67,34,51,91,31,34,59,10,17,0,0,,10,273,/en/stats/leaderboard?page=serve,5,16,52,33,64,82,27,33,48,15,31,82,9,11,10,80,41,51,34,22,64,55,63,115,66,42,64,20,10,51,45,52,115,A,,,,,,,H. Dreekmann,M. Goellner,D249,G252,GER,GER,,
568,1998,St. Petersburg,WS,1998-02-09T00:00:00,1998-02-15T00:00:00,Carpet,32,315000,$,MS015,R16,01:14:00,,F,2,P226,"6-3,6-4",C. Pioline,J. Van Herck,,,FRA,BEL,6-3,6-4,,,,01:14:00,,,295,/en/stats/leaderboard?page=serve,4,10,56,32,57,91,29,32,52,13,25,80,4,5,10,237,/en/stats/leaderboard?page=serve,3,11,56,32,57,75,24,32,32,8,25,25,1,4,9,74,42,57,44,25,57,59,67,114,56,32,57,26,15,57,41,47,114,A,,,,,,,C. Pioline,J. Van Herck,P226,V167,FRA,BEL,,
568,1998,St. Petersburg,WS,1998-02-09T00:00:00,1998-02-15T00:00:00,Carpet,32,315000,$,MS016,R32,01:23:00,,F,3,K214,"6-1,4-6,6-3",R. Krajicek,J. Kroslak,,,NED,SVK,6-1,4-6,6-3,,,01:23:00,,,301,/en/stats/leaderboard?page=serve,2,9,52,34,65,79,27,34,71,22,31,75,3,4,13,233,/en/stats/leaderboard?page=serve,8,5,53,49,92,61,30,49,53,23,43,71,10,14,13,75,49,65,42,39,92,56,88,157,58,53,92,25,16,65,44,69,157,A,,,,,,,R. Krajicek,J. Kroslak,K214,K296,NED,SVK,,
568,1998,St. Petersburg,WS,1998-02-09T00:00:00,1998-02-15T00:00:00,Carpet,32,315000,$,MS017,R32,01:55:00,,F,3,P273,"3-6,6-2,7-6(8)",D. Prinosil,M. Damm,,,GER,CZE,3-6,6-2,7-6(8),,,01:55:00,,,269,/en/stats/leaderboard?page=serve,5,16,45,43,95,81,35,43,52,27,52,57,4,7,15,266,/en/stats/leaderboard?page=serve,5,20,48,43,89,84,36,43,41,19,46,57,4,7,14,65,62,95,38,34,89,52,96,184,62,55,89,35,33,95,48,88,184,A,,,8,6,,,D. Prinosil,M. Damm,P273,D214,GER,CZE,,
568,1998,St. Petersburg,WS,1998-02-09T00:00:00,1998-02-15T00:00:00,Carpet,32,315000,$,MS018,R32,02:10:00,,F,3,K260,"6-7(3),6-3,6-3",J. Knippschild,R. Vasek,,,GER,CZE,6-7(3),6-3,6-3,,,02:10:00,,,265,/en/stats/leaderboard?page=serve,7,12,45,50,110,76,38,50,53,32,60,82,9,11,15,230,/en/stats/leaderboard?page=serve,12,9,48,55,114,73,40,55,46,27,59,55,6,11,15,64,70,110,41,47,114,52,117,224,59,67,114,36,40,110,48,107,224,A,3,7,,,,,J. Knippschild,R. Vasek,K260,V151,GER,CZE,,
568,1998,St. Petersburg,WS,1998-02-09T00:00:00,1998-02-15T00:00:00,Carpet,32,315000,$,MS019,R32,01:38:00,,F,2,V141,"6-3,7-6(7)",D. Vacek,R. Furlan,,,CZE,ITA,6-3,7-6(7),,,,01:38:00,7,2,280,/en/stats/leaderboard?page=serve,8,16,54,39,72,79,31,39,58,19,33,75,6,8,11,235,/en/stats/leaderboard?page=serve,1,5,49,43,87,67,29,43,45,20,44,73,8,11,10,69,50,72,44,38,87,55,88,159,56,49,87,31,22,72,45,71,159,A,,,,,,,D. Vacek,R. Furlan,V141,F192,CZE,ITA,,
568,1998,St. Petersburg,WS,1998-02-09T00:00:00,1998-02-15T00:00:00,Carpet,32,315000,$,MS020,R32,01:36:00,,F,2,S424,"7-6(7),6-3",F. Santoro,A. Boetsch,,,FRA,FRA,7-6(7),6-3,,,,01:36:00,,,266,/en/stats/leaderboard?page=serve,,6,50,35,70,63,22,35,66,23,35,33,1,3,11,223,/en/stats/leaderboard?page=serve,6,2,42,30,72,67,20,30,48,20,42,70,7,10,10,64,45,70,44,32,72,54,77,142,56,40,72,36,25,70,46,65,142,A,7,4,,,False,,F. Santoro,A. Boetsch,S424,B053,FRA,FRA,,
568,1998,St. Petersburg,WS,1998-02-09T00:00:00,1998-02-15T00:00:00,Carpet,32,315000,$,MS021,R32,00:06:00,,F,2,B562,"7-5,6-3",J. Bachelot,D. Pescariu,,,FRA,ROU,7-5,6-3,,,,00:06:00,,,289,/en/stats/leaderboard?page=serve,1,3,57,29,51,76,22,29,64,14,22,0,0,1,10,238,/en/stats/leaderboard?page=serve,1,1,70,57,81,67,38,57,38,9,24,64,7,11,11,71,36,51,42,34,81,53,70,132,58,47,81,29,15,51,47,62,132,A,,,,,,,J. Bachelot,D. Pescariu,B562,P254,FRA,ROU,,
568,1998,St. Petersburg,WS,1998-02-09T00:00:00,1998-02-15T00:00:00,Carpet,32,315000,$,MS022,R32,01:14:00,,F,2,S480,"6-2,6-4",D. Sanguinetti,L. Burgsmuller,,,ITA,GER,6-2,6-4,,,,01:14:00,,,273,/en/stats/leaderboard?page=serve,2,4,58,35,60,69,24,35,56,14,25,75,3,4,9,212,/en/stats/leaderboard?page=serve,,0,59,42,71,60,25,42,38,11,29,71,10,14,9,63,38,60,49,35,71,56,73,131,51,36,71,37,22,60,44,58,131,A,,,,,,False,D. Sanguinetti,L. Burgsmuller,S480,B484,ITA,GER,,
568,1998,St. Petersburg,WS,1998-02-09T00:00:00,1998-02-15T00:00:00,Carpet,32,315000,$,MS023,R32,01:39:00,,F,2,J129,"7-6(7),6-2",T. Johansson,G. Pozzi,,,SWE,ITA,7-6(7),6-2,,,,01:39:00,,,288,/en/stats/leaderboard?page=serve,4,6,48,31,64,90,28,31,58,19,33,75,3,4,10,236,/en/stats/leaderboard?page=serve,1,5,45,37,83,78,29,37,39,18,46,67,6,9,10,73,47,64,43,36,83,56,83,147,57,47,83,27,17,64,44,64,147,A,7,2,,,,,T. Johansson,G. Pozzi,J129,P045,SWE,ITA,,
568,1998,St. Petersburg,WS,1998-02-09T00:00:00,1998-02-15T00:00:00,Carpet,32,315000,$,MS024,R32,01:05:00,,F,2,H377,"6-3,6-4",D. Hrbaty,R. Schuettler,,,SVK,GER,6-3,6-4,,,,01:05:00,,,279,/en/stats/leaderboard?page=serve,2,6,52,32,61,81,26,32,52,15,29,50,1,2,10,223,/en/stats/leaderboard?page=serve,5,4,46,26,57,73,19,26,39,12,31,40,2,5,9,67,41,61,46,26,57,57,67,118,54,31,57,33,20,61,43,51,118,A,,,,,,,D. Hrbaty,R. Schuettler,H377,S636,SVK,GER,,
568,1998,St. Petersburg,WS,1998-02-09T00:00:00,1998-02-15T00:00:00,Carpet,32,315000,$,MS025,R32,00:47:00,,F,2,K181,"6-2,2-0",N. Kulti,G. Schaller,,,SWE,AUT,6-2,2-0,,,,00:47:00,,,211,/en/stats/leaderboard?page=serve,2,2,38,9,24,100,9,9,73,11,15,0,0,,5,195,/en/stats/leaderboard?page=serve,,0,50,20,40,40,8,20,55,11,20,25,1,4,6,83,20,24,53,21,40,64,41,64,48,19,40,,0,,,0,,A,,,,,,False,N. Kulti,G. Schaller,K181,S315,SWE,AUT,,
568,1998,St. Petersburg,WS,1998-02-09T00:00:00,1998-02-15T00:00:00,Carpet,32,315000,$,MS027,R32,01:01:00,,F,2,R214,"6-2,6-3",M. Rosset,A. Tchernenko,,,SUI,RUS,6-2,6-3,,,,01:01:00,,,282,/en/stats/leaderboard?page=serve,4,8,56,23,41,91,21,23,44,8,18,0,0,1,8,196,/en/stats/leaderboard?page=serve,1,1,59,38,64,58,22,38,35,9,26,44,4,9,9,71,29,41,52,33,64,59,62,105,48,31,64,29,12,41,41,43,105,A,,,,,,,M. Rosset,A. Tchernenko,R214,T255,SUI,RUS,,
568,1998,St. Petersburg,WS,1998-02-09T00:00:00,1998-02-15T00:00:00,Carpet,32,315000,$,MS028,R32,01:11:00,,F,2,G252,"6-4,7-5",M. Goellner,J. Marin,,,GER,CRC,6-4,7-5,,,,01:11:00,,,291,/en/stats/leaderboard?page=serve,3,16,55,36,66,86,31,36,47,14,30,75,3,4,11,243,/en/stats/leaderboard?page=serve,2,0,54,36,67,67,24,36,52,16,31,40,2,5,11,68,45,66,40,27,67,54,72,133,60,40,67,32,21,66,46,61,133,A,,,,,,,M. Goellner,J. Marin,G252,M578,GER,CRC,,
568,1998,St. Petersburg,WS,1998-02-09T00:00:00,1998-02-15T00:00:00,Carpet,32,315000,$,MS030,R32,01:50:00,,F,3,V167,"3-6,6-3,6-4",J. Van Herck,M. Tillstrom,,,BEL,SWE,3-6,6-3,6-4,,,01:50:00,,,272,/en/stats/leaderboard?page=serve,4,7,44,42,96,74,31,42,59,32,54,86,6,7,14,267,/en/stats/leaderboard?page=serve,2,7,49,43,88,81,35,43,47,21,45,60,3,5,14,66,63,96,36,32,88,52,95,184,64,56,88,34,33,96,48,89,184,A,,,,,,,J. Van Herck,M. Tillstrom,V167,T166,BEL,SWE,,
568,1998,St. Petersburg,WS,1998-02-09T00:00:00,1998-02-15T00:00:00,Carpet,32,315000,$,MS031,R32,01:32:00,,F,2,P226,"7-5,6-2",C. Pioline,M. Ondruska,,,FRA,RSA,7-5,6-2,,,,01:32:00,,,284,/en/stats/leaderboard?page=serve,5,5,57,33,58,85,28,33,52,13,25,67,2,3,10,222,/en/stats/leaderboard?page=serve,3,4,58,49,85,61,30,49,42,15,36,60,6,10,10,71,41,58,47,40,85,57,81,143,53,45,85,29,17,58,43,62,143,A,,,,,,,C. Pioline,M. Ondruska,P226,O098,FRA,RSA,,
