event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
422,2008,ATP Masters 1000 Cincinnati,1000,2008-07-28T00:00:00,2008-08-03T00:00:00,Hard,56,2365000,$,MS001,F,02:23:00,,F,2,MC10,"7-6(7),7-6(7)",A. Murray,N. Djokovic,,,GBR,SRB,7-6(7),7-6(7),,,,02:23:00,A,A. Murray,N. Djokovic,GBR,SRB,,,7.0,4.0,7.0,5.0,266,/en/stats/leaderboard?page=serve,2,1,52,46,88,70,32,46,62,26,42,60,3,5,12,256,/en/stats/leaderboard?page=serve,6,6,57,55,96,65,36,55,51,21,41,50,2,4,12,66,58,88,41,39,96,53,97,184,59,57,96,34,30,88,47,87,184,,,MC10,D643
422,2008,ATP Masters 1000 Cincinnati,1000,2008-07-28T00:00:00,2008-08-03T00:00:00,Hard,56,2365000,$,MS002,SF,01:22:00,,F,2,MC10,"6-4,6-4",A. Murray,I. Karlovic,,,GBR,CRO,6-4,6-4,,,,01:22:00,A,A. Murray,I. Karlovic,GBR,CRO,,,,,,,279,/en/stats/leaderboard?page=serve,1,1,77,41,53,80,33,41,42,5,12,60,3,5,10,237,/en/stats/leaderboard?page=serve,0,6,69,49,71,61,30,49,41,9,22,69,9,13,10,72,38,53,45,32,71,56,70,124,55,39,71,28,15,53,44,54,124,,,MC10,K336
422,2008,ATP Masters 1000 Cincinnati,1000,2008-07-28T00:00:00,2008-08-03T00:00:00,Hard,56,2365000,$,MS003,SF,01:26:00,,F,2,D643,"6-1,7-5",N. Djokovic,R. Nadal,,,SRB,ESP,6-1,7-5,,,,01:26:00,A,N. Djokovic,R. Nadal,SRB,ESP,,,,,,,308,/en/stats/leaderboard?page=serve,0,4,56,32,57,72,23,32,76,19,25,100,1,1,10,245,/en/stats/leaderboard?page=serve,1,2,58,26,45,73,19,26,47,9,19,25,1,4,9,74,42,57,38,17,45,58,59,102,62,28,45,26,15,57,42,43,102,,,D643,N409
422,2008,ATP Masters 1000 Cincinnati,1000,2008-07-28T00:00:00,2008-08-03T00:00:00,Hard,56,2365000,$,MS004,QF,01:44:00,,F,2,K336,"7-6(8),7-6(7)",I. Karlovic,P. Kohlschreiber,,,CRO,GER,7-6(8),7-6(7),,,,01:44:00,A,I. Karlovic,P. Kohlschreiber,CRO,GER,,,8.0,6.0,7.0,3.0,346,/en/stats/leaderboard?page=serve,2,24,72,53,74,81,43,53,71,15,21,0,0,0,12,297,/en/stats/leaderboard?page=serve,3,6,59,47,79,79,37,47,56,18,32,100,1,1,12,78,58,74,30,24,79,54,82,153,70,55,79,22,16,74,46,71,153,,,K336,K435
422,2008,ATP Masters 1000 Cincinnati,1000,2008-07-28T00:00:00,2008-08-03T00:00:00,Hard,56,2365000,$,MS005,QF,01:36:00,,F,3,MC10,"2-6,6-3,6-1",A. Murray,C. Moya,,,GBR,ESP,2-6,6-3,6-1,,,01:36:00,A,A. Murray,C. Moya,GBR,ESP,,,,,,,261,/en/stats/leaderboard?page=serve,6,12,46,30,65,83,25,30,51,18,35,57,4,7,12,215,/en/stats/leaderboard?page=serve,1,4,61,44,72,64,28,44,29,8,28,44,4,9,12,66,43,65,50,36,72,58,79,137,50,36,72,34,22,65,42,58,137,,,MC10,M605
422,2008,ATP Masters 1000 Cincinnati,1000,2008-07-28T00:00:00,2008-08-03T00:00:00,Hard,56,2365000,$,MS006,QF,01:34:00,,F,2,D643,"6-3,6-4",N. Djokovic,E. Gulbis,,,SRB,LAT,6-3,6-4,,,,01:34:00,A,N. Djokovic,E. Gulbis,SRB,LAT,,,,,,,306,/en/stats/leaderboard?page=serve,1,6,67,43,64,77,33,43,57,12,21,100,3,3,10,256,/en/stats/leaderboard?page=serve,4,3,62,42,68,64,27,42,54,14,26,60,3,5,9,70,45,64,40,27,68,55,72,132,60,41,68,30,19,64,45,60,132,,,D643,G858
422,2008,ATP Masters 1000 Cincinnati,1000,2008-07-28T00:00:00,2008-08-03T00:00:00,Hard,56,2365000,$,MS007,QF,01:48:00,,F,2,N409,"7-6(7),6-1",R. Nadal,N. Lapentti,,,ESP,ECU,7-6(7),6-1,,,,01:48:00,A,R. Nadal,N. Lapentti,ESP,ECU,,,7.0,3.0,,,315,/en/stats/leaderboard?page=serve,0,3,67,42,63,83,35,42,62,13,21,100,3,3,10,267,/en/stats/leaderboard?page=serve,1,3,57,31,54,61,19,31,70,16,23,0,0,2,9,76,48,63,35,19,54,57,67,117,65,35,54,24,15,63,43,50,117,,,N409,L290
422,2008,ATP Masters 1000 Cincinnati,1000,2008-07-28T00:00:00,2008-08-03T00:00:00,Hard,56,2365000,$,MS008,R16,02:10:00,,F,3,K336,"7-6(8),4-6,7-6(7)",I. Karlovic,R. Federer,,,CRO,SUI,7-6(8),4-6,7-6(7),,,02:10:00,A,I. Karlovic,R. Federer,CRO,SUI,,,8.0,6.0,,,334,/en/stats/leaderboard?page=serve,1,22,71,78,110,79,62,78,69,22,32,67,2,3,17,333,/en/stats/leaderboard?page=serve,0,6,68,66,97,88,58,66,71,22,31,100,2,2,17,76,84,110,18,17,97,49,101,207,82,80,97,24,26,110,51,106,207,7.0,5.0,K336,F324
422,2008,ATP Masters 1000 Cincinnati,1000,2008-07-28T00:00:00,2008-08-03T00:00:00,Hard,56,2365000,$,MS009,R16,02:24:00,,F,3,K435,"7-6(7),5-7,7-6(10)",P. Kohlschreiber,R. Soderling,,,GER,SWE,7-6(7),5-7,7-6(10),,,02:24:00,A,P. Kohlschreiber,R. Soderling,GER,SWE,,,7.0,4.0,,,326,/en/stats/leaderboard?page=serve,1,22,68,77,113,71,55,77,72,26,36,50,1,2,18,317,/en/stats/leaderboard?page=serve,4,23,64,79,124,72,57,79,62,28,45,100,6,6,18,72,81,113,31,39,124,51,120,237,69,85,124,28,32,113,49,117,237,10.0,8.0,K435,SA49
422,2008,ATP Masters 1000 Cincinnati,1000,2008-07-28T00:00:00,2008-08-03T00:00:00,Hard,56,2365000,$,MS010,R16,01:39:00,,F,2,M605,"6-4,7-6(7)",C. Moya,I. Andreev,,,ESP,RUS,6-4,7-6(7),,,,01:39:00,A,C. Moya,I. Andreev,ESP,RUS,,,,,7.0,2.0,286,/en/stats/leaderboard?page=serve,3,5,64,47,74,74,35,47,56,15,27,88,7,8,11,268,/en/stats/leaderboard?page=serve,7,6,58,39,67,87,34,39,43,12,28,50,2,4,11,68,50,74,31,21,67,50,71,141,69,46,67,32,24,74,50,70,141,,,M605,A511
