event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,settime_tot_winner,settime_tot_loser,player_id_winner,player_id_loser
315,2016,Newport,250,2016-07-11T00:00:00,2016-07-17T00:00:00,Grass,28,515025,$,MS001,F,02:56:00,,F,3,K336,"6-7(2),7-6(7),7-6(14)",I. Karlovic,G. Muller,,,CRO,LUX,6-7(2),7-6(7),7-6(14),,,02:56:00,A,I. Karlovic,G. Muller,CRO,LUX,,,314,/en/stats/leaderboard?page=serve,10,27,65,80,123,89,71,80,49,21,43,50,1,2,18,313,/en/stats/leaderboard?page=serve,3,18,58,73,125,84,61,73,62,32,52,80,4,5,18,75,92,123,26,32,125,50,124,248,74,93,125,25,31,123,50,124,248,2,7,7,5,14,12,02:56:00,02:56:00,K336,MA30
315,2016,Newport,250,2016-07-11T00:00:00,2016-07-17T00:00:00,Grass,28,515025,$,MS002,SF,01:15:00,,F,2,MA30,"6-3,6-4",G. Muller,D. Young,,,LUX,USA,6-3,6-4,,,,01:15:00,A,G. Muller,D. Young,LUX,USA,,,352,/en/stats/leaderboard?page=serve,3,18,71,32,45,97,31,32,69,9,13,0,0,0,10,240,/en/stats/leaderboard?page=serve,3,0,49,35,72,60,21,35,57,21,37,67,4,6,9,89,40,45,42,30,72,60,70,117,58,42,72,11,5,45,40,47,117,,,,,,,01:15:00,01:15:00,MA30,Y124
315,2016,Newport,250,2016-07-11T00:00:00,2016-07-17T00:00:00,Grass,28,515025,$,MS003,SF,01:48:00,,F,2,K336,"7-6(7),7-6(8)",I. Karlovic,M. Baghdatis,,,CRO,CYP,7-6(7),7-6(8),,,,01:48:00,A,I. Karlovic,M. Baghdatis,CRO,CYP,,,328,/en/stats/leaderboard?page=serve,3,17,59,45,76,84,38,45,71,22,31,0,0,0,12,292,/en/stats/leaderboard?page=serve,3,6,52,49,94,73,36,49,64,29,45,100,8,8,12,79,60,76,31,29,94,52,89,170,69,65,94,21,16,76,48,81,170,7,3,8,6,,,01:48:00,01:48:00,K336,B837
315,2016,Newport,250,2016-07-11T00:00:00,2016-07-17T00:00:00,Grass,28,515025,$,MS004,QF,01:04:00,,F,2,Y124,"6-2,6-3",D. Young,S. Johnson,,,USA,USA,6-2,6-3,,,,01:04:00,A,D. Young,S. Johnson,USA,USA,,,301,/en/stats/leaderboard?page=serve,2,8,63,38,60,82,31,38,50,11,22,100,5,5,9,232,/en/stats/leaderboard?page=serve,2,4,46,23,50,74,17,23,48,13,27,50,3,6,8,70,42,60,40,20,50,56,62,110,60,30,50,30,18,60,44,48,110,,,,,,,01:04:00,01:04:00,Y124,J386
315,2016,Newport,250,2016-07-11T00:00:00,2016-07-17T00:00:00,Grass,28,515025,$,MS005,QF,01:30:00,,F,3,MA30,"2-6,6-1,6-2",G. Muller,A. Mannarino,,,LUX,FRA,2-6,6-1,6-2,,,01:30:00,A,G. Muller,A. Mannarino,LUX,FRA,,,280,/en/stats/leaderboard?page=serve,6,16,61,49,80,78,38,49,48,15,31,80,8,10,12,243,/en/stats/leaderboard?page=serve,2,4,60,38,63,74,28,38,44,11,25,33,2,6,11,66,53,80,38,24,63,54,77,143,62,39,63,34,27,80,46,66,143,,,,,,,01:30:00,01:30:00,MA30,ME82
315,2016,Newport,250,2016-07-11T00:00:00,2016-07-17T00:00:00,Grass,28,515025,$,MS006,QF,01:20:00,,F,2,B837,"6-2,7-5",M. Baghdatis,D. Sela,,,CYP,ISR,6-2,7-5,,,,01:20:00,A,M. Baghdatis,D. Sela,CYP,ISR,,,227,/en/stats/leaderboard?page=serve,4,2,52,34,65,65,22,34,42,13,31,67,6,9,10,186,/en/stats/leaderboard?page=serve,4,0,58,39,67,49,19,39,43,12,28,45,5,11,10,54,35,65,54,36,67,54,71,132,46,31,67,46,30,65,46,61,132,,,,,,,01:20:00,01:20:00,B837,SC56
315,2016,Newport,250,2016-07-11T00:00:00,2016-07-17T00:00:00,Grass,28,515025,$,MS007,QF,01:01:00,,F,2,K336,"6-3,6-4",I. Karlovic,M. Chiudinelli,,,CRO,SUI,6-3,6-4,,,,01:01:00,A,I. Karlovic,M. Chiudinelli,CRO,SUI,,,328,/en/stats/leaderboard?page=serve,4,16,72,38,53,84,32,38,60,9,15,0,0,0,10,274,/en/stats/leaderboard?page=serve,2,2,66,31,47,68,21,31,63,10,16,0,0,2,9,77,41,53,34,16,47,57,57,100,66,31,47,23,12,53,43,43,100,,,,,,,01:01:00,01:01:00,K336,C582
315,2016,Newport,250,2016-07-11T00:00:00,2016-07-17T00:00:00,Grass,28,515025,$,MS008,R16,01:00:00,,F,2,J386,"6-1,6-4",S. Johnson,Y. Sugita,,,USA,JPN,6-1,6-4,,,,01:00:00,A,S. Johnson,Y. Sugita,USA,JPN,,,296,/en/stats/leaderboard?page=serve,3,6,58,34,59,79,27,34,56,14,25,100,3,3,9,232,/en/stats/leaderboard?page=serve,0,2,51,21,41,52,11,21,65,13,20,25,1,4,8,69,41,59,41,17,41,58,58,100,59,24,41,31,18,59,42,42,100,,,,,,,01:00:00,01:00:00,J386,SE73
315,2016,Newport,250,2016-07-11T00:00:00,2016-07-17T00:00:00,Grass,28,515025,$,MS009,R16,01:07:00,,F,2,Y124,"6-0,6-4",D. Young,S. Kozlov,,,USA,USA,6-0,6-4,,,,01:07:00,A,D. Young,S. Kozlov,USA,USA,,,304,/en/stats/leaderboard?page=serve,2,2,61,23,38,83,19,23,73,11,15,50,1,2,8,182,/en/stats/leaderboard?page=serve,5,0,62,36,58,56,20,36,32,7,22,58,7,12,8,79,30,38,53,31,58,64,61,96,47,27,58,21,8,38,36,35,96,,,,,,,01:07:00,01:07:00,Y124,KE64
315,2016,Newport,250,2016-07-11T00:00:00,2016-07-17T00:00:00,Grass,28,515025,$,MS010,R16,01:31:00,,F,2,MA30,"7-6(9),6-4",G. Muller,V. Estrella Burgos,,,LUX,DOM,7-6(9),6-4,,,,01:31:00,A,G. Muller,V. Estrella Burgos,LUX,DOM,,,294,/en/stats/leaderboard?page=serve,2,11,64,39,61,85,33,39,55,12,22,0,0,2,11,252,/en/stats/leaderboard?page=serve,3,4,69,60,87,62,37,60,48,13,27,70,7,10,11,74,45,61,43,37,87,55,82,148,57,50,87,26,16,61,45,66,148,9,7,,,,,01:31:00,01:31:00,MA30,E224
