event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_isstatbetter_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_tot_winner,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
422,1996,ATP Masters 1000 Cincinnati,1000,1996-08-05T00:00:00,1996-08-11T00:00:00,Hard,56,1950000,$,MS021,R32,02:30:00,,F,3,C270,"3-6,6-4,7-5",C. Caratti,S. Edberg,,,ITA,SWE,3-6,6-4,7-5,,,02:30:00,,,218,/en/stats/leaderboard?page=serve,,1,51,63,123,68,43,63,40,24,60,69,11,16,15,219,/en/stats/leaderboard?page=serve,9,3,55,65,118,65,42,65,43,23,53,73,16,22,16,54,67,123,45,53,118,50,120,241,55,65,118,46,56,123,50,121,241,A,8,,,,,,C. Caratti,S. Edberg,C270,E004,ITA,SWE,,
422,1996,ATP Masters 1000 Cincinnati,1000,1996-08-05T00:00:00,1996-08-11T00:00:00,Hard,56,1950000,$,MS022,R32,02:02:00,,F,3,K190,"6-4,4-6,6-4",B. Karbacher,T. Martin,,,GER,USA,6-4,4-6,6-4,,,02:02:00,,,285,/en/stats/leaderboard?page=serve,,9,71,69,97,67,46,69,54,15,28,78,7,9,15,265,/en/stats/leaderboard?page=serve,4,5,60,55,91,71,39,55,53,19,36,40,2,5,15,63,61,97,36,33,91,50,94,188,64,58,91,37,36,97,50,94,188,A,2,,,,,,B. Karbacher,T. Martin,K190,M442,GER,USA,,
422,1996,ATP Masters 1000 Cincinnati,1000,1996-08-05T00:00:00,1996-08-11T00:00:00,Hard,56,1950000,$,MS023,R32,00:54:00,,F,2,I034,"6-0,6-4",G. Ivanisevic,J. Bjorkman,,,CRO,SWE,6-0,6-4,,,,00:54:00,,,215,/en/stats/leaderboard?page=serve,,14,50,21,42,90,19,21,62,13,21,0,0,,8,211,/en/stats/leaderboard?page=serve,1,5,56,30,54,63,19,30,38,9,24,33,2,6,8,76,32,42,48,26,54,60,58,96,52,28,54,24,10,42,40,38,96,A,1,,,,,,G. Ivanisevic,J. Bjorkman,I034,B446,CRO,SWE,,
422,1996,ATP Masters 1000 Cincinnati,1000,1996-08-05T00:00:00,1996-08-11T00:00:00,Hard,56,1950000,$,MS024,R32,01:28:00,,F,3,A092,"6-3,2-6,6-4",A. Agassi,M. Larsson,,,USA,SWE,6-3,2-6,6-4,,,01:28:00,,,308,/en/stats/leaderboard?page=serve,False,5,66,43,65,84,36,43,68,15,22,33,1,3,14,272,/en/stats/leaderboard?page=serve,3,10,62,53,86,77,41,53,42,14,33,60,3,5,13,78,51,65,36,31,86,54,82,151,64,55,86,22,14,65,46,69,151,A,,,,,,,A. Agassi,M. Larsson,A092,L206,USA,SWE,,
422,1996,ATP Masters 1000 Cincinnati,1000,1996-08-05T00:00:00,1996-08-11T00:00:00,Hard,56,1950000,$,MS026,R32,01:45:00,,F,2,W212,"7-7(7),7-7",C. Woodruff,C. Pioline,,,USA,FRA,7-7(7),7-7,,,,01:45:00,7,2,274,/en/stats/leaderboard?page=serve,,9,58,46,79,74,34,46,52,17,33,67,4,6,12,245,/en/stats/leaderboard?page=serve,4,7,57,46,81,70,32,46,40,14,35,67,6,9,12,65,51,79,43,35,81,54,86,160,57,46,81,35,28,79,46,74,160,A,2,,,,,,C. Woodruff,C. Pioline,W212,P226,USA,FRA,,
422,1996,ATP Masters 1000 Cincinnati,1000,1996-08-05T00:00:00,1996-08-11T00:00:00,Hard,56,1950000,$,MS027,R32,01:13:00,,F,2,K267,"6-4,6-4",Y. Kafelnikov,T. Henman,,,RUS,GBR,6-4,6-4,,,,01:13:00,,,273,/en/stats/leaderboard?page=serve,,7,62,37,60,86,32,37,52,12,23,,0,,10,265,/en/stats/leaderboard?page=serve,3,10,61,51,83,67,34,51,50,16,32,83,10,12,10,73,44,60,40,33,83,54,77,143,60,50,83,27,16,60,46,66,143,A,4,,,,,,Y. Kafelnikov,T. Henman,K267,H336,RUS,GBR,,
422,1996,ATP Masters 1000 Cincinnati,1000,1996-08-05T00:00:00,1996-08-11T00:00:00,Hard,56,1950000,$,MS028,R32,02:16:00,,F,3,C243,"6-7(3),6-3,6-4",J. Courier,G. Rusedski,,,USA,GBR,6-7(3),6-3,6-4,,,02:16:00,3,7,234,/en/stats/leaderboard?page=serve,False,11,70,61,87,80,49,61,73,19,26,0,0,,16,287,/en/stats/leaderboard?page=serve,4,23,54,59,110,83,49,59,45,23,51,71,5,7,15,78,68,87,35,38,110,54,106,197,65,72,110,22,19,87,46,91,197,A,,,,,,,J. Courier,G. Rusedski,C243,R237,USA,GBR,,
422,1996,ATP Masters 1000 Cincinnati,1000,1996-08-05T00:00:00,1996-08-11T00:00:00,Hard,56,1950000,$,MS029,R32,01:15:00,,F,3,F196,"6-2,3-6,6-1",W. Ferreira,D. Vacek,,,RSA,CZE,6-2,3-6,6-1,,,01:15:00,,,312,/en/stats/leaderboard?page=serve,False,17,73,54,74,76,41,54,55,11,20,83,5,6,12,243,/en/stats/leaderboard?page=serve,5,5,62,41,66,71,29,41,44,11,25,43,3,7,12,70,52,74,39,26,66,56,78,140,61,40,66,30,22,74,44,62,140,A,,,,,,,W. Ferreira,D. Vacek,F196,V141,RSA,CZE,,
422,1996,ATP Masters 1000 Cincinnati,1000,1996-08-05T00:00:00,1996-08-11T00:00:00,Hard,56,1950000,$,MS030,R32,01:32:00,,F,2,S331,"7-6(7),6-3",J. Stoltenberg,S. Hirszon,,,AUS,CRO,7-6(7),6-3,,,,01:32:00,7,2,263,/en/stats/leaderboard?page=serve,,10,46,33,71,76,25,33,55,21,38,71,5,7,10,228,/en/stats/leaderboard?page=serve,5,5,55,44,80,66,29,44,44,16,36,43,3,7,11,65,46,71,44,35,80,54,81,151,56,45,80,35,25,71,46,70,151,A,4,,,,,,J. Stoltenberg,S. Hirszon,S331,H274,AUS,CRO,,
422,1996,ATP Masters 1000 Cincinnati,1000,1996-08-05T00:00:00,1996-08-11T00:00:00,Hard,56,1950000,$,MS031,R32,00:51:00,,F,2,M099,"6-1,6-1",T. Muster,W. Kowalski,,,AUT,POL,6-1,6-1,,,,00:51:00,,,257,/en/stats/leaderboard?page=serve,,6,51,22,43,77,17,22,67,14,21,,0,,7,176,/en/stats/leaderboard?page=serve,1,3,55,24,44,46,11,24,45,9,20,50,5,10,7,72,31,43,55,24,44,63,55,87,45,20,44,28,12,43,37,32,87,A,1,,,,,,T. Muster,W. Kowalski,M099,K067,AUT,POL,,
422,1996,ATP Masters 1000 Cincinnati,1000,1996-08-05T00:00:00,1996-08-11T00:00:00,Hard,56,1950000,$,MS033,R64,01:46:00,,F,3,H025,"6-3,3-6,6-3",J. Hlasek,W. McGuire,,,SUI,USA,6-3,3-6,6-3,,,01:46:00,,,287,/en/stats/leaderboard?page=serve,,8,69,56,81,61,34,56,72,18,25,67,6,9,14,244,/en/stats/leaderboard?page=serve,2,5,54,45,83,60,27,45,58,22,38,60,6,10,13,64,52,81,41,34,83,52,86,164,59,49,83,36,29,81,48,78,164,A,1,,,,,,J. Hlasek,W. McGuire,H025,M564,SUI,USA,,
422,1996,ATP Masters 1000 Cincinnati,1000,1996-08-05T00:00:00,1996-08-11T00:00:00,Hard,56,1950000,$,MS034,R64,00:54:00,,F,2,K148,"6-3,6-0",P. Korda,T. Woodbridge,,,CZE,AUS,6-3,6-0,,,,00:54:00,,,264,/en/stats/leaderboard?page=serve,,4,58,29,50,79,23,29,62,13,21,,0,,8,180,/en/stats/leaderboard?page=serve,1,2,45,17,38,59,10,17,33,7,21,20,1,5,7,72,36,50,55,21,38,65,57,88,45,17,38,28,14,50,35,31,88,A,1,,,,,,P. Korda,T. Woodbridge,K148,W136,CZE,AUS,,
422,1996,ATP Masters 1000 Cincinnati,1000,1996-08-05T00:00:00,1996-08-11T00:00:00,Hard,56,1950000,$,MS035,R64,01:10:00,,F,2,W035,"6-3,6-3",M. Woodforde,R. Reneberg,,,AUS,USA,6-3,6-3,,,,01:10:00,,,279,/en/stats/leaderboard?page=serve,,10,60,37,62,78,29,37,48,12,25,75,3,4,9,223,/en/stats/leaderboard?page=serve,2,2,55,29,53,59,17,29,54,13,24,50,4,8,9,66,41,62,43,23,53,56,64,115,57,30,53,34,21,62,44,51,115,A,5,,,,,,M. Woodforde,R. Reneberg,W035,R016,AUS,USA,,
422,1996,ATP Masters 1000 Cincinnati,1000,1996-08-05T00:00:00,1996-08-11T00:00:00,Hard,56,1950000,$,MS036,R64,00:49:00,,F,2,E113,"6-1,6-2",T. Enqvist,B. Black,,,SWE,ZIM,6-1,6-2,,,,00:49:00,,,205,/en/stats/leaderboard?page=serve,,11,64,29,45,93,27,29,38,6,16,0,0,,8,204,/en/stats/leaderboard?page=serve,1,2,60,24,40,63,15,24,38,6,16,67,8,12,7,73,33,45,48,19,40,61,52,85,53,21,40,27,12,45,39,33,85,A,1,,,,,,T. Enqvist,B. Black,E113,B397,SWE,ZIM,,
422,1996,ATP Masters 1000 Cincinnati,1000,1996-08-05T00:00:00,1996-08-11T00:00:00,Hard,56,1950000,$,MS037,R64,01:02:00,,F,2,R255,"6-1,6-4",P. Rafter,S. Bruguera,,,AUS,ESP,6-1,6-4,,,,01:02:00,,,283,/en/stats/leaderboard?page=serve,,7,56,32,57,78,25,32,56,14,25,80,4,5,9,191,/en/stats/leaderboard?page=serve,6,2,48,25,52,56,14,25,41,11,27,50,4,8,8,68,39,57,52,27,52,61,66,109,48,25,52,32,18,57,39,43,109,A,2,,,,,,P. Rafter,S. Bruguera,R255,B350,AUS,ESP,,
422,1996,ATP Masters 1000 Cincinnati,1000,1996-08-05T00:00:00,1996-08-11T00:00:00,Hard,56,1950000,$,MS038,R64,00:52:00,,F,2,S544,"6-3,6-1",V. Spadea,H. Arazi,,,USA,MAR,6-3,6-1,,,,00:52:00,,,307,/en/stats/leaderboard?page=serve,False,3,69,27,39,81,22,27,67,8,12,0,0,1,8,170,/en/stats/leaderboard?page=serve,1,2,39,18,46,61,11,18,32,9,28,17,1,6,8,77,30,39,57,26,46,66,56,85,43,20,46,23,9,39,34,29,85,A,,,,,,,V. Spadea,H. Arazi,S544,A226,USA,MAR,,
422,1996,ATP Masters 1000 Cincinnati,1000,1996-08-05T00:00:00,1996-08-11T00:00:00,Hard,56,1950000,$,MS041,R64,01:28:00,,F,2,M475,"6-4,7-6(7)",A. Medvedev,M. Damm,,,UKR,CZE,6-4,7-6(7),,,,01:28:00,,,290,/en/stats/leaderboard?page=serve,,11,69,56,81,75,42,56,48,12,25,75,3,4,11,272,/en/stats/leaderboard?page=serve,3,6,58,37,64,78,29,37,52,14,27,50,2,4,11,67,54,81,33,21,64,52,75,145,67,43,64,33,27,81,48,70,145,A,3,7,3,,,,A. Medvedev,M. Damm,M475,D214,UKR,CZE,,
422,1996,ATP Masters 1000 Cincinnati,1000,1996-08-05T00:00:00,1996-08-11T00:00:00,Hard,56,1950000,$,MS042,R64,01:07:00,,F,2,E004,"6-2,6-1",S. Edberg,S. Pescosolido,,,SWE,ITA,6-2,6-1,,,,01:07:00,,,243,/en/stats/leaderboard?page=serve,False,4,64,30,47,80,24,30,53,9,17,,0,,7,165,/en/stats/leaderboard?page=serve,9,1,39,22,56,59,13,22,38,13,34,58,7,12,8,70,33,47,54,30,56,61,63,103,46,26,56,30,14,47,39,40,103,A,,,,,,,S. Edberg,S. Pescosolido,E004,P235,SWE,ITA,,
422,1996,ATP Masters 1000 Cincinnati,1000,1996-08-05T00:00:00,1996-08-11T00:00:00,Hard,56,1950000,$,MS043,R64,01:32:00,,F,3,C270,"2-6,6-3,6-3",C. Caratti,M. Rosset,,,ITA,SUI,2-6,6-3,6-3,,,01:32:00,,,240,/en/stats/leaderboard?page=serve,,2,64,50,78,58,29,50,50,14,28,50,4,8,13,214,/en/stats/leaderboard?page=serve,6,4,45,31,69,71,22,31,39,15,38,17,1,6,13,55,43,78,46,32,69,51,75,147,54,37,69,45,35,78,49,72,147,A,3,,,,,,C. Caratti,M. Rosset,C270,R214,ITA,SUI,,
