event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,settime_tot_winner,settime_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_id_winner,player_id_loser
422,2024,ATP Masters 1000 Cincinnati,1000,2024-08-12T00:00:00,2024-08-19T00:00:00,Hard,56,6795555,$,MS001,F,01:37:00,,F,2,S0AG,"7-6(7),6-2",J. Sinner,F. Tiafoe,,,ITA,USA,7-6(7),6-2,,,,01:37:00,A,J. Sinner,F. Tiafoe,ITA,USA,,,329,/en/stats/leaderboard?page=serve,2,13,57,33,58,85,28,33,76,19,25,100,3,3,10,255,/en/stats/leaderboard?page=serve,2,5,55,46,84,70,32,46,47,18,38,75,6,8,10,81,47,58,40,34,84,57,81,142,60,50,84,19,11,58,43,61,142,7,4,01:37:00,01:37:00,,,,,S0AG,TD51
422,2024,ATP Masters 1000 Cincinnati,1000,2024-08-12T00:00:00,2024-08-19T00:00:00,Hard,56,6795555,$,MS002,SF,03:07:00,,F,3,S0AG,"7-6(11),5-7,7-6(7)",J. Sinner,A. Zverev,,,ITA,GER,7-6(11),5-7,7-6(7),,,03:07:00,A,J. Sinner,A. Zverev,ITA,GER,,,290,/en/stats/leaderboard?page=serve,1,12,62,73,118,70,51,73,64,29,45,40,2,5,18,288,/en/stats/leaderboard?page=serve,5,15,65,82,127,72,59,82,53,24,45,50,2,4,18,68,80,118,35,44,127,51,124,245,65,83,127,32,38,118,49,121,245,11,9,03:07:00,03:07:00,7,4,,,S0AG,Z355
422,2024,ATP Masters 1000 Cincinnati,1000,2024-08-12T00:00:00,2024-08-19T00:00:00,Hard,56,6795555,$,MS003,SF,02:09:00,,F,3,TD51,"4-6,6-1,7-6(7)",F. Tiafoe,H. Rune,,,USA,DEN,4-6,6-1,7-6(7),,,02:09:00,A,F. Tiafoe,H. Rune,USA,DEN,,,287,/en/stats/leaderboard?page=serve,1,13,50,46,92,78,36,46,61,28,46,67,4,6,15,255,/en/stats/leaderboard?page=serve,8,12,48,43,89,79,34,43,46,21,46,50,3,6,14,70,64,92,38,34,89,54,98,181,62,55,89,30,28,92,46,83,181,,,02:09:00,02:09:00,7,4,,,TD51,R0DG
422,2024,ATP Masters 1000 Cincinnati,1000,2024-08-12T00:00:00,2024-08-19T00:00:00,Hard,56,6795555,$,MS004,QF,02:27:00,,F,3,S0AG,"4-6,7-5,6-4",J. Sinner,A. Rublev,,,ITA,RUS,4-6,7-5,6-4,,,02:27:00,A,J. Sinner,A. Rublev,ITA,RUS,,,248,/en/stats/leaderboard?page=serve,5,10,48,43,90,84,36,43,43,20,47,44,4,9,16,223,/en/stats/leaderboard?page=serve,7,4,59,72,122,65,47,72,40,20,50,63,10,16,16,62,56,90,45,55,122,52,111,212,55,67,122,38,34,90,48,101,212,,,02:27:00,02:27:00,,,,,S0AG,RE44
422,2024,ATP Masters 1000 Cincinnati,1000,2024-08-12T00:00:00,2024-08-19T00:00:00,Hard,56,6795555,$,MS005,QF,02:29:00,,F,3,Z355,"3-6,7-6(7),7-5",A. Zverev,B. Shelton,,,GER,USA,3-6,7-6(7),7-5,,,02:29:00,A,A. Zverev,B. Shelton,GER,USA,,,306,/en/stats/leaderboard?page=serve,8,10,61,54,89,81,44,54,69,24,35,75,3,4,16,302,/en/stats/leaderboard?page=serve,4,14,68,74,109,73,54,74,57,20,35,88,7,8,17,76,68,89,32,35,109,52,103,198,68,74,109,24,21,89,48,95,198,,,02:29:00,02:29:00,,,7,3,Z355,S0S1
422,2024,ATP Masters 1000 Cincinnati,1000,2024-08-12T00:00:00,2024-08-19T00:00:00,Hard,56,6795555,$,MS006,QF,00:47:00,,F,1,TD51,6-3,F. Tiafoe,H. Hurkacz,,,USA,POL,6-3,,,,,00:47:00,A,F. Tiafoe,H. Hurkacz,USA,POL,,,304,/en/stats/leaderboard?page=serve,0,4,60,15,25,80,12,15,60,6,10,100,2,2,4,223,/en/stats/leaderboard?page=serve,1,3,46,12,26,58,7,12,57,8,14,50,2,4,5,72,18,25,42,11,26,57,29,51,58,15,26,28,7,25,43,22,51,,,00:47:00,00:47:00,,,,,TD51,HB71
422,2024,ATP Masters 1000 Cincinnati,1000,2024-08-12T00:00:00,2024-08-19T00:00:00,Hard,56,6795555,$,MS007,QF,01:16:00,,F,2,R0DG,"6-4,6-2",H. Rune,J. Draper,,,DEN,GBR,6-4,6-2,,,,01:16:00,A,H. Rune,J. Draper,DEN,GBR,,,287,/en/stats/leaderboard?page=serve,3,1,52,30,58,80,24,30,57,16,28,100,3,3,9,245,/en/stats/leaderboard?page=serve,2,3,49,23,47,83,19,23,46,11,24,0,0,3,9,69,40,58,36,17,47,54,57,105,64,30,47,31,18,58,46,48,105,,,01:16:00,01:16:00,,,,,R0DG,D0CO
422,2024,ATP Masters 1000 Cincinnati,1000,2024-08-12T00:00:00,2024-08-19T00:00:00,Hard,56,6795555,$,MS009,R16,01:21:00,,F,2,RE44,"7-6(7),6-1",A. Rublev,B. Nakashima,,,RUS,USA,7-6(7),6-1,,,,01:21:00,A,A. Rublev,B. Nakashima,RUS,USA,,,316,/en/stats/leaderboard?page=serve,1,6,68,42,62,88,37,42,55,11,20,100,3,3,10,260,/en/stats/leaderboard?page=serve,1,4,47,25,53,76,19,25,57,16,28,50,2,4,9,77,48,62,34,18,53,57,66,115,66,35,53,23,14,62,43,49,115,7,5,01:21:00,01:21:00,,,,,RE44,N0AE
422,2024,ATP Masters 1000 Cincinnati,1000,2024-08-12T00:00:00,2024-08-19T00:00:00,Hard,56,6795555,$,MS010,R16,02:04:00,,F,2,Z355,"7-5,7-6(8)",A. Zverev,P. Carreno Busta,,,GER,ESP,7-5,7-6(8),,,,02:04:00,A,A. Zverev,P. Carreno Busta,GER,ESP,,,282,/en/stats/leaderboard?page=serve,3,8,56,42,75,71,30,42,67,22,33,60,3,5,12,248,/en/stats/leaderboard?page=serve,7,6,61,50,82,72,36,50,41,13,32,70,7,10,12,69,52,75,40,33,82,54,85,157,60,49,82,31,23,75,46,72,157,,,02:04:00,02:04:00,,,8,6,Z355,CD85
422,2024,ATP Masters 1000 Cincinnati,1000,2024-08-12T00:00:00,2024-08-19T00:00:00,Hard,56,6795555,$,MS011,R16,01:10:00,,F,2,S0S1,"6-4,6-3",B. Shelton,F. Marozsan,,,USA,HUN,6-4,6-3,,,,01:10:00,A,B. Shelton,F. Marozsan,USA,HUN,,,293,/en/stats/leaderboard?page=serve,1,8,66,33,50,79,26,33,53,9,17,50,1,2,9,225,/en/stats/leaderboard?page=serve,2,6,69,45,65,67,30,45,25,5,20,50,4,8,10,70,35,50,46,30,65,57,65,115,54,35,65,30,15,50,43,50,115,,,01:10:00,01:10:00,,,,,S0S1,M0CI
