event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,settime_tot_winner,settime_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
741,2012,Eastbourne,250,2012-06-18T00:00:00,2012-06-23T00:00:00,Grass,28,403950,€,MS001,F,01:12:00,,F,2,R485,"6-3,6-2",A. Roddick,A. Seppi,,,USA,ITA,6-3,6-2,,,,01:12:00,A,A. Roddick,A. Seppi,USA,ITA,,,269,/en/stats/leaderboard?page=serve,2,5,75,38,51,68,26,38,46,6,13,33,1,3,9,201,/en/stats/leaderboard?page=serve,1,1,81,47,58,47,22,47,36,4,11,55,6,11,8,63,32,51,55,32,58,59,64,109,45,26,58,37,19,51,41,45,109,01:12:00,01:12:00,,,,,,,R485,SA93
741,2012,Eastbourne,250,2012-06-18T00:00:00,2012-06-23T00:00:00,Grass,28,403950,€,MS002,SF,01:01:00,,F,2,R485,"6-3,3-1",A. Roddick,S. Darcis,,,USA,BEL,6-3,3-1,,,,01:01:00,A,A. Roddick,S. Darcis,USA,BEL,,,292,/en/stats/leaderboard?page=serve,0,6,54,19,35,84,16,19,63,10,16,50,1,2,7,218,/en/stats/leaderboard?page=serve,2,1,65,28,43,57,16,28,47,7,15,40,2,5,6,74,26,35,47,20,43,59,46,78,53,23,43,26,9,35,41,32,78,01:01:00,01:01:00,,,,,,,R485,D632
741,2012,Eastbourne,250,2012-06-18T00:00:00,2012-06-23T00:00:00,Grass,28,403950,€,MS003,SF,01:15:00,,F,2,SA93,"7-5,6-1",A. Seppi,R. Harrison,,,ITA,USA,7-5,6-1,,,,01:15:00,A,A. Seppi,R. Harrison,ITA,USA,,,274,/en/stats/leaderboard?page=serve,1,2,66,39,59,67,26,39,60,12,20,0,0,2,10,199,/en/stats/leaderboard?page=serve,4,2,60,33,55,52,17,33,45,10,22,44,4,9,9,64,38,59,51,28,55,58,66,114,49,27,55,36,21,59,42,48,114,01:15:00,01:15:00,,,,,,,SA93,H940
741,2012,Eastbourne,250,2012-06-18T00:00:00,2012-06-23T00:00:00,Grass,28,403950,€,MS004,QF,01:33:00,,F,2,D632,"6-2,7-6(7)",S. Darcis,M. Matosevic,,,BEL,AUS,6-2,7-6(7),,,,01:33:00,A,S. Darcis,M. Matosevic,BEL,AUS,,,278,/en/stats/leaderboard?page=serve,0,2,79,59,75,61,36,59,56,9,16,67,4,6,10,220,/en/stats/leaderboard?page=serve,2,1,70,43,61,58,25,43,33,6,18,20,1,5,10,60,45,75,49,30,61,55,75,136,51,31,61,40,30,75,45,61,136,01:33:00,01:33:00,7,4,,,,,D632,ME05
741,2012,Eastbourne,250,2012-06-18T00:00:00,2012-06-23T00:00:00,Grass,28,403950,€,MS005,QF,02:11:00,,F,3,R485,"6-3,3-6,7-5",A. Roddick,F. Fognini,,,USA,ITA,6-3,3-6,7-5,,,02:11:00,A,A. Roddick,F. Fognini,USA,ITA,,,271,/en/stats/leaderboard?page=serve,1,4,66,61,93,66,40,61,56,18,32,67,6,9,15,248,/en/stats/leaderboard?page=serve,3,3,68,71,105,63,45,71,44,15,34,67,8,12,15,62,58,93,43,45,105,52,103,198,57,60,105,38,35,93,48,95,198,02:11:00,02:11:00,,,,,,,R485,F510
741,2012,Eastbourne,250,2012-06-18T00:00:00,2012-06-23T00:00:00,Grass,28,403950,€,MS006,QF,01:02:00,,F,2,SA93,"7-5,2-1",A. Seppi,P. Kohlschreiber,,,ITA,GER,7-5,2-1,,,,01:02:00,A,A. Seppi,P. Kohlschreiber,ITA,GER,,,272,/en/stats/leaderboard?page=serve,3,1,75,38,51,76,29,38,38,5,13,83,5,6,7,234,/en/stats/leaderboard?page=serve,2,4,65,36,55,58,21,36,47,9,19,57,4,7,8,67,34,51,45,25,55,56,59,106,55,30,55,33,17,51,44,47,106,01:02:00,01:02:00,,,,,,,SA93,K435
741,2012,Eastbourne,250,2012-06-18T00:00:00,2012-06-23T00:00:00,Grass,28,403950,€,MS007,QF,01:40:00,,F,2,H940,"7-6(7),6-4",R. Harrison,D. Istomin,,,USA,UZB,7-6(7),6-4,,,,01:40:00,A,R. Harrison,D. Istomin,USA,UZB,,,252,/en/stats/leaderboard?page=serve,3,0,65,51,78,59,30,51,59,16,27,63,5,8,11,237,/en/stats/leaderboard?page=serve,2,0,71,54,76,69,37,54,36,8,22,50,4,8,11,59,46,78,41,31,76,50,77,154,59,45,76,41,32,78,50,77,154,01:40:00,01:40:00,,,7,5,,,H940,I165
741,2012,Eastbourne,250,2012-06-18T00:00:00,2012-06-23T00:00:00,Grass,28,403950,€,MS008,R16,02:27:00,,F,3,ME05,"1-6,7-6(7),7-6(7)",M. Matosevic,R. Gasquet,,,AUS,FRA,1-6,7-6(7),7-6(7),,,02:27:00,A,M. Matosevic,R. Gasquet,AUS,FRA,,,277,/en/stats/leaderboard?page=serve,2,10,66,77,117,65,50,77,58,23,40,63,5,8,15,319,/en/stats/leaderboard?page=serve,0,13,79,81,102,77,62,81,57,12,21,86,6,7,16,62,73,117,27,28,102,46,101,219,73,74,102,38,44,117,54,118,219,02:27:00,02:27:00,7,5,,,7,3,ME05,G628
741,2012,Eastbourne,250,2012-06-18T00:00:00,2012-06-23T00:00:00,Grass,28,403950,€,MS009,R16,02:01:00,,F,3,D632,"6-4,4-6,6-4",S. Darcis,M. Baghdatis,,,BEL,CYP,6-4,4-6,6-4,,,02:01:00,A,S. Darcis,M. Baghdatis,BEL,CYP,,,289,/en/stats/leaderboard?page=serve,0,2,70,62,88,69,43,62,62,16,26,33,1,3,15,250,/en/stats/leaderboard?page=serve,11,6,49,49,99,78,38,49,48,24,50,40,2,5,15,67,59,88,37,37,99,51,96,187,63,62,99,33,29,88,49,91,187,02:01:00,02:01:00,,,,,,,D632,B837
741,2012,Eastbourne,250,2012-06-18T00:00:00,2012-06-23T00:00:00,Grass,28,403950,€,MS010,R16,01:54:00,,F,3,F510,"4-6,6-3,7-5",F. Fognini,B. Tomic,,,ITA,AUS,4-6,6-3,7-5,,,01:54:00,A,F. Fognini,B. Tomic,ITA,AUS,,,264,/en/stats/leaderboard?page=serve,4,4,62,61,98,80,49,61,41,15,37,77,10,13,16,272,/en/stats/leaderboard?page=serve,1,4,66,55,83,62,34,55,68,19,28,56,5,9,15,65,64,98,36,30,83,52,94,181,64,53,83,35,34,98,48,87,181,01:54:00,01:54:00,,,,,,,F510,TA46
