event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS001,F,01:44:00,,F,3,C378,"7-5,6-4,6-4",A. Costa,A. Portas,,,ESP,ESP,7-5,6-4,6-4,,,01:44:00,305,/en/stats/leaderboard?page=serve,2,10,80,77,96,71,55,77,53,10,19,0,0,1,16,254,/en/stats/leaderboard?page=serve,1,8,66,62,94,68,42,62,38,12,32,56,5,9,16,68,65,96,43,40,94,55,105,190,57,54,94,32,31,96,45,85,190,A,,,,,,,,,A. Costa,A. Portas,C378,P305,ESP,ESP,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS002,SF,01:42:00,,F,2,C378,"7-6(8),7-5",A. Costa,C. Moya,,,ESP,ESP,7-6(8),7-5,,,,01:42:00,236,/en/stats/leaderboard?page=serve,5,1,72,59,82,49,29,59,61,14,23,44,4,9,12,209,/en/stats/leaderboard?page=serve,3,1,76,62,82,50,31,62,35,7,20,50,6,12,12,52,43,82,54,44,82,53,87,164,46,38,82,48,39,82,47,77,164,A,8,6,,,,,,,A. Costa,C. Moya,C378,M605,ESP,ESP,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS003,SF,01:16:00,,F,2,P305,"6-3,7-5",A. Portas,A. Berasategui,,,ESP,ESP,6-3,7-5,,,,01:16:00,258,/en/stats/leaderboard?page=serve,2,1,69,44,64,70,31,44,40,8,20,60,3,5,10,236,/en/stats/leaderboard?page=serve,3,2,77,54,70,50,27,54,56,9,16,44,4,9,11,61,39,64,49,34,70,54,73,134,51,36,70,39,25,64,46,61,134,A,,,,,,,,,A. Portas,A. Berasategui,P305,B428,ESP,ESP,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS004,QF,01:24:00,,F,2,C378,"6-4,6-2",A. Costa,C. Pioline,,,ESP,FRA,6-4,6-2,,,,01:24:00,265,/en/stats/leaderboard?page=serve,2,3,67,40,60,60,24,40,60,12,20,67,4,6,9,210,/en/stats/leaderboard?page=serve,1,4,63,41,65,54,22,41,46,11,24,58,7,12,9,60,36,60,49,32,65,54,68,125,51,33,65,40,24,60,46,57,125,A,,,,,,,,,A. Costa,C. Pioline,C378,P226,ESP,FRA,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS005,QF,01:06:00,,F,2,M605,"6-4,6-2",C. Moya,A. Medvedev,,,ESP,UKR,6-4,6-2,,,,01:06:00,250,/en/stats/leaderboard?page=serve,3,2,63,39,62,72,28,39,39,9,23,50,2,4,9,202,/en/stats/leaderboard?page=serve,,1,56,31,55,68,21,31,33,8,24,29,2,7,9,60,37,62,47,26,55,54,63,117,53,29,55,40,25,62,46,54,117,A,,,False,,,,,,C. Moya,A. Medvedev,M605,M475,ESP,UKR,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS006,QF,01:13:00,,F,2,P305,"6-2,7-5",A. Portas,K. Alami,,,ESP,MAR,6-2,7-5,,,,01:13:00,274,/en/stats/leaderboard?page=serve,1,1,80,47,59,57,27,47,67,8,12,50,3,6,10,182,/en/stats/leaderboard?page=serve,4,1,59,38,64,55,21,38,31,8,26,33,3,9,10,59,35,59,55,35,64,57,70,123,45,29,64,41,24,59,43,53,123,A,,,,,,,,,A. Portas,K. Alami,P305,A203,ESP,MAR,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS007,QF,01:24:00,,F,2,B428,"6-2,7-5",A. Berasategui,F. Meligeni,,,ESP,BRA,6-2,7-5,,,,01:24:00,279,/en/stats/leaderboard?page=serve,1,0,85,57,67,65,37,57,50,5,10,71,5,7,10,207,/en/stats/leaderboard?page=serve,1,2,59,42,71,45,19,42,52,15,29,64,9,14,10,63,42,67,52,37,71,57,79,138,48,34,71,37,25,67,43,59,138,A,,,,,,,,,A. Berasategui,F. Meligeni,B428,M443,ESP,BRA,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS008,R16,01:28:00,,F,2,P226,"7-6(7),6-4",C. Pioline,T. Muster,,,FRA,AUT,7-6(7),6-4,,,,01:28:00,301,/en/stats/leaderboard?page=serve,3,2,69,46,67,76,35,46,67,14,21,0,0,1,11,273,/en/stats/leaderboard?page=serve,,3,66,40,61,80,32,40,43,9,21,33,1,3,11,73,49,67,33,20,61,54,69,128,67,41,61,27,18,67,46,59,128,A,7,4,False,,,,,,C. Pioline,T. Muster,P226,M099,FRA,AUT,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS010,R16,01:49:00,,F,3,M605,"7-5,4-6,6-1",C. Moya,H. Arazi,,,ESP,MAR,7-5,4-6,6-1,,,01:49:00,288,/en/stats/leaderboard?page=serve,1,9,67,65,97,74,48,65,53,17,32,60,3,5,15,240,/en/stats/leaderboard?page=serve,2,3,43,37,86,68,25,37,57,28,49,43,3,7,14,67,65,97,38,33,86,54,98,183,62,53,86,33,32,97,46,85,183,A,,,,,,,,,C. Moya,H. Arazi,M605,A226,ESP,MAR,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS011,R16,01:15:00,,F,2,M475,"6-4,6-2",A. Medvedev,A. Martin,,,UKR,ESP,6-4,6-2,,,,01:15:00,242,/en/stats/leaderboard?page=serve,4,4,59,37,63,70,26,37,69,18,26,,0,,9,245,/en/stats/leaderboard?page=serve,2,0,72,46,64,59,27,46,50,9,18,63,5,8,9,70,44,63,44,28,64,57,72,127,56,36,64,30,19,63,43,55,127,A,,,,,,,,,A. Medvedev,A. Martin,M475,M590,UKR,ESP,,
