event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS012,R16,01:37:00,,F,3,P305,"7-5,3-6,6-1",A. Portas,F. Vicente,,,ESP,ESP,7-5,3-6,6-1,,,01:37:00,237,/en/stats/leaderboard?page=serve,3,1,74,64,87,66,42,64,35,8,23,44,4,9,14,208,/en/stats/leaderboard?page=serve,6,0,70,61,87,52,32,61,42,11,26,46,6,13,14,57,50,87,51,44,87,54,94,174,49,43,87,43,37,87,46,80,174,A,,,,,,,,,A. Portas,F. Vicente,P305,V195,ESP,ESP,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS013,R16,01:13:00,,F,2,A203,"6-3,6-2",K. Alami,C. Ruud,,,MAR,NOR,6-3,6-2,,,,01:13:00,269,/en/stats/leaderboard?page=serve,,4,62,32,52,66,21,32,60,12,20,33,1,3,9,193,/en/stats/leaderboard?page=serve,1,0,74,42,57,50,21,42,33,5,15,38,3,8,8,63,33,52,54,31,57,59,64,109,46,26,57,37,19,52,41,45,109,A,,,,False,,,,,K. Alami,C. Ruud,A203,R219,MAR,NOR,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS014,R16,01:16:00,,F,2,B428,"7-6(7),6-1",A. Berasategui,F. Mantilla,,,ESP,ESP,7-6(7),6-1,,,,01:16:00,281,/en/stats/leaderboard?page=serve,1,1,82,54,66,69,37,54,50,6,12,60,3,5,10,229,/en/stats/leaderboard?page=serve,1,1,75,44,59,59,26,44,40,6,15,33,2,6,9,65,43,66,46,27,59,56,70,125,54,32,59,35,23,66,44,55,125,A,7,3,,,,,,,A. Berasategui,F. Mantilla,B428,M535,ESP,ESP,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS015,R16,01:18:00,,F,2,M443,"6-3,7-5",F. Meligeni,M. Larsson,,,BRA,SWE,6-3,7-5,,,,01:18:00,268,/en/stats/leaderboard?page=serve,2,2,63,51,81,78,40,51,37,11,30,92,12,13,10,241,/en/stats/leaderboard?page=serve,3,2,63,39,62,64,25,39,52,12,23,20,1,5,11,63,51,81,40,25,62,53,76,143,60,37,62,37,30,81,47,67,143,A,,,,,,,,,F. Meligeni,M. Larsson,M443,L206,BRA,SWE,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS016,R32,02:17:00,,F,3,M099,"5-7,6-4,6-4",T. Muster,R. Furlan,,,AUT,ITA,5-7,6-4,6-4,,,02:17:00,261,/en/stats/leaderboard?page=serve,7,3,47,48,103,71,34,48,60,33,55,71,5,7,16,259,/en/stats/leaderboard?page=serve,4,10,46,49,106,82,40,49,44,25,57,73,8,11,16,65,67,103,39,41,106,52,108,209,61,65,106,35,36,103,48,101,209,A,,,,,,,,,T. Muster,R. Furlan,M099,F192,AUT,ITA,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS017,R32,01:23:00,,F,2,P226,"6-2,6-4",C. Pioline,M. Filippini,,,FRA,URU,6-2,6-4,,,,01:23:00,276,/en/stats/leaderboard?page=serve,3,6,68,43,63,67,29,43,50,10,20,67,2,3,9,226,/en/stats/leaderboard?page=serve,1,2,65,40,62,55,22,40,50,11,22,64,7,11,9,62,39,63,47,29,62,54,68,125,53,33,62,38,24,63,46,57,125,A,,,,,,,,,C. Pioline,M. Filippini,P226,F165,FRA,URU,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS018,R32,02:06:00,,F,3,G252,"6-7(5),6-4,7-6(7)",M. Goellner,G. Lopez,,,GER,ESP,6-7(5),6-4,7-6(7),,,02:06:00,267,/en/stats/leaderboard?page=serve,1,7,52,60,116,77,46,60,50,28,56,67,6,9,17,272,/en/stats/leaderboard?page=serve,,17,44,43,98,77,33,43,58,32,55,56,5,9,17,64,74,116,34,33,98,50,107,214,66,65,98,36,42,116,50,107,214,A,5,7,False,,7,3,,,M. Goellner,G. Lopez,G252,L202,GER,ESP,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS019,R32,01:15:00,,F,2,C378,"6-4,6-3",A. Costa,J. Viloca-Puig,,,ESP,ESP,6-4,6-3,,,,01:15:00,262,/en/stats/leaderboard?page=serve,1,0,75,36,48,64,23,36,58,7,12,25,1,4,9,182,/en/stats/leaderboard?page=serve,3,2,46,30,65,63,19,30,34,12,35,54,7,13,10,63,30,48,52,34,65,57,64,113,48,31,65,38,18,48,43,49,113,A,,,,,,,,,A. Costa,J. Viloca-Puig,C378,V161,ESP,ESP,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS020,R32,01:26:00,,F,2,M605,"6-4,6-4",C. Moya,F. Clavet,,,ESP,ESP,6-4,6-4,,,,01:26:00,275,/en/stats/leaderboard?page=serve,2,1,66,41,62,63,26,41,67,14,21,67,4,6,10,217,/en/stats/leaderboard?page=serve,2,1,64,45,70,58,26,45,36,9,25,56,5,9,10,65,40,62,50,35,70,57,75,132,50,35,70,35,22,62,43,57,132,A,,,,,,,,,C. Moya,F. Clavet,M605,C252,ESP,ESP,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS021,R32,01:28:00,,F,3,A226,"6-3,4-6,6-3",H. Arazi,J. Alonso,,,MAR,ESP,6-3,4-6,6-3,,,01:28:00,223,/en/stats/leaderboard?page=serve,4,10,51,39,77,64,25,39,45,17,38,45,5,11,14,188,/en/stats/leaderboard?page=serve,6,4,51,41,81,59,24,41,38,15,40,47,7,15,14,55,42,77,52,42,81,53,84,158,48,39,81,45,35,77,47,74,158,A,,,,,,,,,H. Arazi,J. Alonso,A226,A272,MAR,ESP,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS022,R32,00:58:00,,F,2,M475,"6-2,6-0",A. Medvedev,C. Costa,,,UKR,ESP,6-2,6-0,,,,00:58:00,270,/en/stats/leaderboard?page=serve,1,2,49,21,43,71,15,21,64,14,22,75,3,4,7,150,/en/stats/leaderboard?page=serve,3,3,56,31,55,55,17,31,25,6,24,25,2,8,7,67,29,43,58,32,55,62,61,98,42,23,55,33,14,43,38,37,98,A,,,,,,,,,A. Medvedev,C. Costa,M475,C179,UKR,ESP,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS023,R32,02:03:00,,F,3,M590,"4-6,6-2,7-5",A. Martin,W. Ferreira,,,ESP,RSA,4-6,6-2,7-5,,,02:03:00,259,/en/stats/leaderboard?page=serve,5,4,69,73,106,60,44,73,58,19,33,78,14,18,15,215,/en/stats/leaderboard?page=serve,3,4,48,51,107,65,33,51,41,23,56,54,7,13,15,59,63,106,48,51,107,54,114,213,52,56,107,41,43,106,46,99,213,A,,,,,,,,,A. Martin,W. Ferreira,M590,F196,ESP,RSA,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS024,R32,01:44:00,,F,2,P305,"7-5,7-6(7)",A. Portas,M. Rios,,,ESP,CHI,7-5,7-6(7),,,,01:44:00,281,/en/stats/leaderboard?page=serve,1,3,55,48,87,71,34,48,62,24,39,89,8,9,12,256,/en/stats/leaderboard?page=serve,5,4,60,56,93,71,40,56,43,16,37,82,9,11,12,67,58,87,40,37,93,53,95,180,60,56,93,33,29,87,47,85,180,A,,,,,,,7,3,A. Portas,M. Rios,P305,R286,ESP,CHI,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS025,R32,01:01:00,,F,2,V195,"6-4,6-2",F. Vicente,J. Burillo,,,ESP,ESP,6-4,6-2,,,,01:01:00,276,/en/stats/leaderboard?page=serve,3,2,65,35,54,77,27,35,47,9,19,80,4,5,9,209,/en/stats/leaderboard?page=serve,,5,48,25,52,68,17,25,33,9,27,33,2,6,9,67,36,54,50,26,52,58,62,106,50,26,52,33,18,54,42,44,106,A,,,False,,,,,,F. Vicente,J. Burillo,V195,B429,ESP,ESP,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS026,R32,01:45:00,,F,2,R219,"6-4,7-6(11)",C. Ruud,D. Johnson,,,NOR,USA,6-4,7-6(11),,,,01:45:00,286,/en/stats/leaderboard?page=serve,1,0,60,44,73,80,35,44,66,19,29,,0,,11,289,/en/stats/leaderboard?page=serve,2,2,60,43,72,70,30,43,69,20,29,50,1,2,11,74,54,73,31,22,72,52,76,145,69,50,72,26,19,73,48,69,145,A,,,,,,,11,9,C. Ruud,D. Johnson,R219,J098,NOR,USA,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS027,R32,00:53:00,,F,2,A203,"6-2,6-3",K. Alami,G. Ivanisevic,,,MAR,CRO,6-2,6-3,,,,00:53:00,216,/en/stats/leaderboard?page=serve,1,1,57,24,42,92,22,24,67,12,18,0,0,,8,203,/en/stats/leaderboard?page=serve,4,3,42,22,52,64,14,22,43,13,30,50,4,8,9,81,34,42,48,25,52,63,59,94,52,27,52,19,8,42,37,35,94,A,,,,,,,,,K. Alami,G. Ivanisevic,A203,I034,MAR,CRO,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS028,R32,00:57:00,,F,2,M535,"6-4,6-0",F. Mantilla,F. Roig,,,ESP,ESP,6-4,6-0,,,,00:57:00,299,/en/stats/leaderboard?page=serve,,0,77,41,53,68,28,41,67,8,12,,0,,8,201,/en/stats/leaderboard?page=serve,2,2,52,25,48,64,16,25,35,8,23,50,4,8,8,68,36,53,50,24,48,59,60,101,50,24,48,32,17,53,41,41,101,A,,,,False,,,,,F. Mantilla,F. Roig,M535,R177,ESP,ESP,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS029,R32,01:04:00,,F,2,B428,"6-4,6-3",A. Berasategui,R. Fromberg,,,ESP,AUS,6-4,6-3,,,,01:04:00,304,/en/stats/leaderboard?page=serve,2,1,81,46,57,70,32,46,64,7,11,0,0,1,10,233,/en/stats/leaderboard?page=serve,5,4,53,31,58,71,22,31,44,12,27,40,2,5,9,68,39,57,41,24,58,55,63,115,59,34,58,32,18,57,45,52,115,A,,,,,,,,,A. Berasategui,R. Fromberg,B428,F164,ESP,AUS,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS030,R32,01:34:00,,F,2,M443,"7-5,6-2",F. Meligeni,G. Schaller,,,BRA,AUT,7-5,6-2,,,,01:34:00,246,/en/stats/leaderboard?page=serve,2,4,67,46,69,59,27,46,48,11,23,57,4,7,10,200,/en/stats/leaderboard?page=serve,2,0,87,48,55,46,22,48,29,2,7,0,0,6,10,55,38,69,56,31,55,56,69,124,44,24,55,45,31,69,44,55,124,A,,,,,,,,,F. Meligeni,G. Schaller,M443,S315,BRA,AUT,,
425,1997,Barcelona,GP,1997-04-14T00:00:00,1997-04-20T00:00:00,Clay,56,825000,$,MS031,R32,01:39:00,,F,3,L206,"3-6,6-2,6-3",M. Larsson,Y. Kafelnikov,,,SWE,RUS,3-6,6-2,6-3,,,01:39:00,272,/en/stats/leaderboard?page=serve,1,7,48,39,81,77,30,39,57,24,42,67,4,6,13,225,/en/stats/leaderboard?page=serve,7,2,49,45,91,62,28,45,50,23,46,56,5,9,13,67,54,81,44,40,91,55,94,172,56,51,91,33,27,81,45,78,172,A,,,,,,,,,M. Larsson,Y. Kafelnikov,L206,K267,SWE,RUS,,
