event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
520,2004,Roland Garros,GS,2004-05-24T00:00:00,2004-06-06T00:00:00,Clay,128,7462318,$,MS001,F,03:31:00,,F,5,G374,"0-6,3-6,6-4,6-1,8-6",G. Gaudio,G. Coria,,,ARG,ARG,0-6,3-6,6-4,6-1,8-6,03:31:00,215,/en/stats/leaderboard?page=serve,9,2,66,99,149,58,57,99,46,23,50,52,12,23,23,215,/en/stats/leaderboard?page=serve,6,5,65,89,136,52,46,89,47,22,47,27,4,15,23,54,80,149,50,68,136,52,148,285,50,68,136,46,69,149,48,137,285,A,,,,,,,,,G. Gaudio,G. Coria,G374,C524,ARG,ARG,,
520,2004,Roland Garros,GS,2004-05-24T00:00:00,2004-06-06T00:00:00,Clay,128,7462318,$,MS002,SF,02:26:00,,F,3,G374,"6-3,7-6(7),6-0",G. Gaudio,D. Nalbandian,,,ARG,ARG,6-3,7-6(7),6-0,,,02:26:00,239,/en/stats/leaderboard?page=serve,1,1,51,42,82,64,27,42,55,22,40,56,5,9,13,185,/en/stats/leaderboard?page=serve,5,2,65,74,114,50,37,74,38,15,40,44,7,16,14,60,49,82,54,62,114,57,111,196,46,52,114,40,33,82,43,85,196,A,7.0,5.0,,,,,,,G. Gaudio,D. Nalbandian,G374,N301,ARG,ARG,,
520,2004,Roland Garros,GS,2004-05-24T00:00:00,2004-06-06T00:00:00,Clay,128,7462318,$,MS003,SF,02:47:00,,F,4,C524,"3-6,6-4,6-0,7-5",G. Coria,T. Henman,,,ARG,GBR,3-6,6-4,6-0,7-5,,02:47:00,248,/en/stats/leaderboard?page=serve,4,0,69,79,114,62,49,79,49,17,35,55,6,11,18,201,/en/stats/leaderboard?page=serve,5,2,51,59,116,64,38,59,37,21,57,31,4,13,19,58,66,114,49,57,116,53,123,230,51,59,116,42,48,114,47,107,230,A,,,,,,,,,G. Coria,T. Henman,C524,H336,ARG,GBR,,
520,2004,Roland Garros,GS,2004-05-24T00:00:00,2004-06-06T00:00:00,Clay,128,7462318,$,MS004,QF,03:08:00,,F,4,N301,"6-2,3-6,6-4,7-6(8)",D. Nalbandian,G. Kuerten,,,ARG,BRA,6-2,3-6,6-4,7-6(8),,03:08:00,244,/en/stats/leaderboard?page=serve,7,5,60,72,121,65,47,72,53,26,49,54,7,13,19,229,/en/stats/leaderboard?page=serve,3,9,53,71,133,68,48,71,42,26,62,47,7,15,20,60,73,121,44,59,133,52,132,254,56,74,133,40,48,121,48,122,254,A,,,8.0,6.0,,,,,D. Nalbandian,G. Kuerten,N301,K293,ARG,BRA,,
520,2004,Roland Garros,GS,2004-05-24T00:00:00,2004-06-06T00:00:00,Clay,128,7462318,$,MS005,QF,01:56:00,,F,3,G374,"6-3,6-2,6-2",G. Gaudio,L. Hewitt,,,ARG,AUS,6-3,6-2,6-2,,,01:56:00,267,/en/stats/leaderboard?page=serve,1,1,53,39,73,59,23,39,71,24,34,33,1,3,13,182,/en/stats/leaderboard?page=serve,5,2,53,45,85,51,23,45,40,16,40,50,7,14,12,64,47,73,54,46,85,59,93,158,46,39,85,36,26,73,41,65,158,A,,,,,,,,,G. Gaudio,L. Hewitt,G374,H432,ARG,AUS,,
520,2004,Roland Garros,GS,2004-05-24T00:00:00,2004-06-06T00:00:00,Clay,128,7462318,$,MS006,QF,02:25:00,,F,3,C524,"7-5,7-6(7),6-3",G. Coria,C. Moya,,,ARG,ESP,7-5,7-6(7),6-3,,,02:25:00,263,/en/stats/leaderboard?page=serve,5,2,73,72,98,68,49,72,50,13,26,33,2,6,16,209,/en/stats/leaderboard?page=serve,5,3,47,54,115,70,38,54,36,22,61,30,3,10,17,63,62,98,48,55,115,55,117,213,52,60,115,37,36,98,45,96,213,A,7.0,3.0,,,,,,,G. Coria,C. Moya,C524,M605,ARG,ESP,,
520,2004,Roland Garros,GS,2004-05-24T00:00:00,2004-06-06T00:00:00,Clay,128,7462318,$,MS007,QF,01:50:00,,F,3,H336,"6-2,6-4,6-4",T. Henman,J. Chela,,,GBR,ARG,6-2,6-4,6-4,,,01:50:00,286,/en/stats/leaderboard?page=serve,2,3,60,52,87,73,38,52,60,21,35,80,4,5,14,245,/en/stats/leaderboard?page=serve,2,3,64,50,78,66,33,50,50,14,28,44,4,9,14,68,59,87,40,31,78,55,90,165,60,47,78,32,28,87,45,75,165,A,,,,,,,,,T. Henman,J. Chela,H336,C514,GBR,ARG,,
520,2004,Roland Garros,GS,2004-05-24T00:00:00,2004-06-06T00:00:00,Clay,128,7462318,$,MS008,R16,01:53:00,,F,3,K293,"6-3,7-5,6-4",G. Kuerten,F. Lopez,,,BRA,ESP,6-3,7-5,6-4,,,01:53:00,301,/en/stats/leaderboard?page=serve,2,7,54,45,84,80,36,45,69,27,39,0,0,1,16,244,/en/stats/leaderboard?page=serve,3,3,44,40,90,75,30,40,52,26,50,64,7,11,15,75,63,84,38,34,90,56,97,174,62,56,90,25,21,84,44,77,174,A,,,,,,,,,G. Kuerten,F. Lopez,K293,L397,BRA,ESP,,
520,2004,Roland Garros,GS,2004-05-24T00:00:00,2004-06-06T00:00:00,Clay,128,7462318,$,MS009,R16,03:24:00,,F,4,N301,"7-5,6-4,6-7(5),6-3",D. Nalbandian,M. Safin,,,ARG,RUS,7-5,6-4,6-7(5),6-3,,03:24:00,292,/en/stats/leaderboard?page=serve,2,8,72,108,149,69,75,108,59,24,41,70,7,10,22,253,/en/stats/leaderboard?page=serve,2,9,64,89,139,67,60,89,44,22,50,25,2,8,21,66,99,149,41,57,139,54,156,288,59,82,139,34,50,149,46,132,288,A,,,,,5.0,7.0,,,D. Nalbandian,M. Safin,N301,S741,ARG,RUS,,
520,2004,Roland Garros,GS,2004-05-24T00:00:00,2004-06-06T00:00:00,Clay,128,7462318,$,MS010,R16,02:08:00,,F,3,G374,"6-4,7-5,6-3",G. Gaudio,I. Andreev,,,ARG,RUS,6-4,7-5,6-3,,,02:08:00,242,/en/stats/leaderboard?page=serve,1,0,63,59,93,58,34,59,56,19,34,44,4,9,15,199,/en/stats/leaderboard?page=serve,3,0,66,58,88,50,29,58,43,13,30,18,2,11,16,57,53,93,52,46,88,55,99,181,48,42,88,43,40,93,45,82,181,A,,,,,,,,,G. Gaudio,I. Andreev,G374,A511,ARG,RUS,,
