event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,settime_tot_winner,settime_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
499,2022,Delray Beach,250,2022-02-14T00:00:00,2022-02-20T00:00:00,Hard,28,593895,$,MS001,F,01:52:00,,F,2,N771,"7-6(7),7-6(7)",C. Norrie,R. Opelka,,,GBR,USA,7-6(7),7-6(7),,,,01:52:00,A,C. Norrie,R. Opelka,GBR,USA,,,329,/en/stats/leaderboard?page=serve,1,7,68,48,71,90,43,48,65,15,23,0,0,0,12,317,/en/stats/leaderboard?page=serve,1,25,69,65,94,72,47,65,52,15,29,100,5,5,12,82,58,71,34,32,94,55,90,165,66,62,94,18,13,71,45,75,165,7,1,7,4,01:52:00,01:52:00,,,N771,O522
499,2022,Delray Beach,250,2022-02-14T00:00:00,2022-02-20T00:00:00,Hard,28,593895,$,MS002,SF,01:16:00,,F,2,N771,"6-3,6-3",C. Norrie,T. Paul,,,GBR,USA,6-3,6-3,,,,01:16:00,A,C. Norrie,T. Paul,GBR,USA,,,313,/en/stats/leaderboard?page=serve,0,1,62,32,52,75,24,32,75,15,20,100,2,2,9,244,/en/stats/leaderboard?page=serve,3,2,64,35,55,60,21,35,55,11,20,25,1,4,9,75,39,52,42,23,55,58,62,107,58,32,55,25,13,52,42,45,107,,,,,01:16:00,01:16:00,,,N771,PL56
499,2022,Delray Beach,250,2022-02-14T00:00:00,2022-02-20T00:00:00,Hard,28,593895,$,MS003,SF,03:01:00,,F,3,O522,"7-6(10),6-7(3),7-6(7)",R. Opelka,J. Millman,,,USA,AUS,7-6(10),6-7(3),7-6(7),,,03:01:00,A,R. Opelka,J. Millman,USA,AUS,,,332,/en/stats/leaderboard?page=serve,2,16,67,73,109,82,60,73,75,27,36,50,1,2,18,299,/en/stats/leaderboard?page=serve,2,3,68,93,137,70,65,93,66,29,44,90,9,10,18,80,87,109,31,43,137,53,130,246,69,94,137,20,22,109,47,116,246,10,8,3,7,03:01:00,03:01:00,7,4,O522,MH30
499,2022,Delray Beach,250,2022-02-14T00:00:00,2022-02-20T00:00:00,Hard,28,593895,$,MS004,QF,02:19:00,,F,3,N771,"6-2,1-6,7-6(7)",C. Norrie,S. Korda,,,GBR,USA,6-2,1-6,7-6(7),,,02:19:00,A,C. Norrie,S. Korda,GBR,USA,,,260,/en/stats/leaderboard?page=serve,4,2,63,56,89,68,38,56,55,18,33,50,3,6,13,251,/en/stats/leaderboard?page=serve,2,5,47,49,105,73,36,49,50,28,56,70,7,10,14,63,56,89,39,41,105,50,97,194,61,64,105,37,33,89,50,97,194,,,,,02:19:00,02:19:00,7,4,N771,K0AH
499,2022,Delray Beach,250,2022-02-14T00:00:00,2022-02-20T00:00:00,Hard,28,593895,$,MS005,QF,01:20:00,,F,2,PL56,"6-3,6-1",T. Paul,S. Kozlov,,,USA,USA,6-3,6-1,,,,01:20:00,A,T. Paul,S. Kozlov,USA,USA,,,267,/en/stats/leaderboard?page=serve,2,1,58,35,60,71,25,35,52,13,25,88,7,8,8,201,/en/stats/leaderboard?page=serve,2,0,70,35,50,43,15,35,53,8,15,17,1,6,8,63,38,60,54,27,50,59,65,110,46,23,50,37,22,60,41,45,110,,,,,01:20:00,01:20:00,,,PL56,KE64
499,2022,Delray Beach,250,2022-02-14T00:00:00,2022-02-20T00:00:00,Hard,28,593895,$,MS006,QF,01:35:00,,F,2,MH30,"6-4,6-4",J. Millman,G. Dimitrov,,,AUS,BUL,6-4,6-4,,,,01:35:00,A,J. Millman,G. Dimitrov,AUS,BUL,,,292,/en/stats/leaderboard?page=serve,1,1,64,38,59,71,27,38,67,14,21,67,2,3,10,241,/en/stats/leaderboard?page=serve,1,4,54,33,61,64,21,33,50,14,28,50,3,6,10,69,41,59,43,26,61,56,67,120,57,35,61,31,18,59,44,53,120,,,,,01:35:00,01:35:00,,,MH30,D875
499,2022,Delray Beach,250,2022-02-14T00:00:00,2022-02-20T00:00:00,Hard,28,593895,$,MS007,QF,02:06:00,,F,3,O522,"7-6(7),3-6,6-1",R. Opelka,A. Mannarino,,,USA,FRA,7-6(7),3-6,6-1,,,02:06:00,A,R. Opelka,A. Mannarino,USA,FRA,,,314,/en/stats/leaderboard?page=serve,0,19,58,48,83,85,41,48,60,21,35,0,0,1,14,284,/en/stats/leaderboard?page=serve,4,6,63,52,83,73,38,52,61,19,31,60,3,5,14,75,62,83,31,26,83,53,88,166,69,57,83,25,21,83,47,78,166,7,2,,,02:06:00,02:06:00,,,O522,ME82
499,2022,Delray Beach,250,2022-02-14T00:00:00,2022-02-20T00:00:00,Hard,28,593895,$,MS008,R16,01:28:00,,F,2,N771,"6-3,7-5",C. Norrie,O. Otte,,,GBR,GER,6-3,7-5,,,,01:28:00,A,C. Norrie,O. Otte,GBR,GER,,,284,/en/stats/leaderboard?page=serve,3,0,75,47,63,68,32,47,63,10,16,67,4,6,11,218,/en/stats/leaderboard?page=serve,6,4,59,40,68,65,26,40,36,10,28,56,5,9,10,67,42,63,47,32,68,56,74,131,53,36,68,33,21,63,44,57,131,,,,,01:28:00,01:28:00,,,N771,O449
499,2022,Delray Beach,250,2022-02-14T00:00:00,2022-02-20T00:00:00,Hard,28,593895,$,MS009,R16,01:48:00,,F,2,K0AH,"7-5,6-3",S. Korda,A. Seppi,,,USA,ITA,7-5,6-3,,,,01:48:00,A,S. Korda,A. Seppi,USA,ITA,,,259,/en/stats/leaderboard?page=serve,3,2,59,47,79,70,33,47,50,16,32,80,8,10,11,220,/en/stats/leaderboard?page=serve,0,2,47,35,74,57,20,35,54,21,39,33,2,6,10,62,49,79,45,33,74,54,82,153,55,41,74,38,30,79,46,71,153,,,,,01:48:00,01:48:00,,,K0AH,SA93
499,2022,Delray Beach,250,2022-02-14T00:00:00,2022-02-20T00:00:00,Hard,28,593895,$,MS010,R16,01:00:00,,F,2,PL56,"6-2,6-0",T. Paul,D. Istomin,,,USA,UZB,6-2,6-0,,,,01:00:00,A,T. Paul,D. Istomin,USA,UZB,,,298,/en/stats/leaderboard?page=serve,4,7,62,28,45,86,24,28,47,8,17,100,4,4,7,168,/en/stats/leaderboard?page=serve,0,0,63,31,49,55,17,31,22,4,18,44,4,9,7,71,32,45,57,28,49,64,60,94,43,21,49,29,13,45,36,34,94,,,,,01:00:00,01:00:00,,,PL56,I165
