event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,settime_tot_winner,settime_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
6116,2016,Atlanta,250,2016-08-01T00:00:00,2016-08-07T00:00:00,Hard,28,618030,$,MS001,F,01:47:00,,F,2,KE17,"7-6(7),7-6(7)",N. Kyrgios,J. Isner,,,AUS,USA,7-6(7),7-6(7),,,,01:47:00,A,N. Kyrgios,J. Isner,AUS,USA,,,324,/en/stats/leaderboard?page=serve,5,18,62,49,79,82,40,49,67,20,30,100,4,4,12,298,/en/stats/leaderboard?page=serve,6,18,56,46,82,91,42,46,39,14,36,100,2,2,12,76,60,79,32,26,82,53,86,161,68,56,82,24,19,79,47,75,161,7,3,7,4,01:47:00,01:47:00,,,KE17,I186
6116,2016,Atlanta,250,2016-08-01T00:00:00,2016-08-07T00:00:00,Hard,28,618030,$,MS002,SF,02:00:00,,F,3,I186,"6-7(5),6-4,6-2",J. Isner,R. Opelka,,,USA,USA,6-7(5),6-4,6-2,,,02:00:00,A,J. Isner,R. Opelka,USA,USA,,,341,/en/stats/leaderboard?page=serve,5,22,65,50,77,92,46,50,67,18,27,0,0,0,15,280,/en/stats/leaderboard?page=serve,4,15,58,56,96,73,41,56,58,23,40,57,4,7,15,83,64,77,33,32,96,55,96,173,67,64,96,17,13,77,45,77,173,5,7,,,02:00:00,02:00:00,,,I186,O522
6116,2016,Atlanta,250,2016-08-01T00:00:00,2016-08-07T00:00:00,Hard,28,618030,$,MS003,SF,01:36:00,,F,3,KE17,"6-3,3-6,6-3",N. Kyrgios,Y. Nishioka,,,AUS,JPN,6-3,3-6,6-3,,,01:36:00,A,N. Kyrgios,Y. Nishioka,AUS,JPN,,,310,/en/stats/leaderboard?page=serve,3,16,63,47,75,85,40,47,57,16,28,75,3,4,14,275,/en/stats/leaderboard?page=serve,3,7,52,43,83,65,28,43,70,28,40,78,7,9,13,75,56,75,33,27,83,53,83,158,67,56,83,25,19,75,47,75,158,,,,,01:36:00,01:36:00,,,KE17,N732
6116,2016,Atlanta,250,2016-08-01T00:00:00,2016-08-07T00:00:00,Hard,28,618030,$,MS004,QF,01:22:00,,F,2,I186,"7-5,6-4",J. Isner,T. Fritz,,,USA,USA,7-5,6-4,,,,01:22:00,A,J. Isner,T. Fritz,USA,USA,,,313,/en/stats/leaderboard?page=serve,2,20,66,37,56,86,32,37,53,10,19,50,1,2,11,239,/en/stats/leaderboard?page=serve,6,5,47,32,68,63,20,32,58,21,36,63,5,8,11,75,42,56,40,27,68,56,69,124,60,41,68,25,14,56,44,55,124,,,,,01:22:00,01:22:00,,,I186,FB98
6116,2016,Atlanta,250,2016-08-01T00:00:00,2016-08-07T00:00:00,Hard,28,618030,$,MS005,QF,01:11:00,,F,2,O522,"6-4,6-4",R. Opelka,D. Young,,,USA,USA,6-4,6-4,,,,01:11:00,A,R. Opelka,D. Young,USA,USA,,,312,/en/stats/leaderboard?page=serve,3,10,61,35,57,80,28,35,64,14,22,100,2,2,10,259,/en/stats/leaderboard?page=serve,7,4,63,34,54,79,27,34,40,8,20,50,2,4,10,74,42,57,35,19,54,55,61,111,65,35,54,26,15,57,45,50,111,,,,,01:11:00,01:11:00,,,O522,Y124
6116,2016,Atlanta,250,2016-08-01T00:00:00,2016-08-07T00:00:00,Hard,28,618030,$,MS006,QF,01:09:00,,F,2,N732,"6-4,6-4",Y. Nishioka,H. Zeballos,,,JPN,ARG,6-4,6-4,,,,01:09:00,A,Y. Nishioka,H. Zeballos,JPN,ARG,,,342,/en/stats/leaderboard?page=serve,1,3,65,30,46,87,26,30,88,14,16,0,0,0,10,268,/en/stats/leaderboard?page=serve,1,6,59,33,56,76,25,33,48,11,23,33,1,3,10,87,40,46,36,20,56,59,60,102,64,36,56,13,6,46,41,42,102,,,,,01:09:00,01:09:00,,,N732,Z184
6116,2016,Atlanta,250,2016-08-01T00:00:00,2016-08-07T00:00:00,Hard,28,618030,$,MS007,QF,01:54:00,,F,3,KE17,"6-4,6-7(5),6-3",N. Kyrgios,F. Verdasco,,,AUS,ESP,6-4,6-7(5),6-3,,,01:54:00,A,N. Kyrgios,F. Verdasco,AUS,ESP,,,325,/en/stats/leaderboard?page=serve,5,18,63,57,90,82,47,57,67,22,33,100,1,1,16,287,/en/stats/leaderboard?page=serve,7,9,68,62,91,76,47,62,55,16,29,50,2,4,15,77,69,90,31,28,91,54,97,181,69,63,91,23,21,90,46,84,181,,,5,7,01:54:00,01:54:00,,,KE17,V306
6116,2016,Atlanta,250,2016-08-01T00:00:00,2016-08-07T00:00:00,Hard,28,618030,$,MS008,R16,01:04:00,,F,2,I186,"6-4,6-0",J. Isner,A. Mannarino,,,USA,FRA,6-4,6-0,,,,01:04:00,A,J. Isner,A. Mannarino,USA,FRA,,,300,/en/stats/leaderboard?page=serve,1,16,76,39,51,72,28,39,50,6,12,80,4,5,8,176,/en/stats/leaderboard?page=serve,4,3,55,30,55,57,17,30,28,7,25,44,4,9,8,67,34,51,56,31,55,61,65,106,44,24,55,33,17,51,39,41,106,,,,,01:04:00,01:04:00,,,I186,ME82
6116,2016,Atlanta,250,2016-08-01T00:00:00,2016-08-07T00:00:00,Hard,28,618030,$,MS009,R16,01:52:00,,F,3,FB98,"4-6,6-3,6-2",T. Fritz,B. Fratangelo,,,USA,USA,4-6,6-3,6-2,,,01:52:00,A,T. Fritz,B. Fratangelo,USA,USA,,,265,/en/stats/leaderboard?page=serve,6,7,54,48,89,79,38,48,46,19,41,75,6,8,14,239,/en/stats/leaderboard?page=serve,2,4,48,40,83,60,24,40,60,26,43,56,5,9,13,64,57,89,40,33,83,52,90,172,60,50,83,36,32,89,48,82,172,,,,,01:52:00,01:52:00,,,FB98,F811
6116,2016,Atlanta,250,2016-08-01T00:00:00,2016-08-07T00:00:00,Hard,28,618030,$,MS010,R16,02:50:00,,F,3,O522,"6-7(5),6-3,7-5",R. Opelka,K. Anderson,,,USA,RSA,6-7(5),6-3,7-5,,,02:50:00,A,R. Opelka,K. Anderson,USA,RSA,,,289,/en/stats/leaderboard?page=serve,6,20,56,65,116,80,52,65,51,26,51,78,7,9,17,251,/en/stats/leaderboard?page=serve,14,14,50,59,118,73,43,59,53,31,59,78,14,18,16,67,78,116,37,44,118,52,122,234,63,74,118,33,38,116,48,112,234,5,7,,,02:50:00,02:50:00,,,O522,A678
