event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
311,2011,London / Queen's Club,250,2011-06-06T00:00:00,2011-06-12T00:00:00,Grass,56,608000,€,MS001,F,02:26:00,,F,3,MC10,"3-6,7-6(7),6-4",A. Murray,J. Tsonga,,,GBR,FRA,3-6,7-6(7),6-4,,,02:26:00,A,A. Murray,J. Tsonga,GBR,FRA,,,7,2,303,/en/stats/leaderboard?page=serve,3,11,64,54,85,83,45,54,55,17,31,67,2,3,15,288,/en/stats/leaderboard?page=serve,1,10,61,69,113,75,52,69,50,22,44,90,9,10,16,73,62,85,35,39,113,51,101,198,65,74,113,27,23,85,49,97,198,,,,,MC10,T786
311,2011,London / Queen's Club,250,2011-06-06T00:00:00,2011-06-12T00:00:00,Grass,56,608000,€,MS002,SF,01:22:00,,F,2,T786,"6-3,7-6(9)",J. Tsonga,J. Ward,,,FRA,GBR,6-3,7-6(9),,,,01:22:00,A,J. Tsonga,J. Ward,FRA,GBR,,,9,7,303,/en/stats/leaderboard?page=serve,6,14,69,45,65,91,41,45,45,9,20,67,2,3,11,276,/en/stats/leaderboard?page=serve,0,7,63,46,73,74,34,46,52,14,27,67,4,6,10,77,50,65,34,25,73,54,75,138,66,48,73,23,15,65,46,63,138,,,,,T786,W503
311,2011,London / Queen's Club,250,2011-06-06T00:00:00,2011-06-12T00:00:00,Grass,56,608000,€,MS003,SF,00:59:00,,F,2,MC10,"6-3,6-1",A. Murray,A. Roddick,,,GBR,USA,6-3,6-1,,,,00:59:00,A,A. Murray,A. Roddick,GBR,USA,,,,,323,/en/stats/leaderboard?page=serve,0,13,54,22,41,82,18,22,74,14,19,0,0,0,8,238,/en/stats/leaderboard?page=serve,1,3,83,38,46,53,20,38,50,4,8,33,2,6,8,78,32,41,48,22,46,62,54,87,52,24,46,22,9,41,38,33,87,,,,,MC10,R485
311,2011,London / Queen's Club,250,2011-06-06T00:00:00,2011-06-12T00:00:00,Grass,56,608000,€,MS004,QF,02:02:00,,F,3,T786,"6-7(3),6-4,6-1",J. Tsonga,R. Nadal,,,FRA,ESP,6-7(3),6-4,6-1,,,02:02:00,A,J. Tsonga,R. Nadal,FRA,ESP,,,,,313,/en/stats/leaderboard?page=serve,4,25,62,51,82,86,44,51,52,16,31,80,4,5,14,269,/en/stats/leaderboard?page=serve,2,6,72,66,92,58,38,66,69,18,26,55,6,11,15,73,60,82,39,36,92,55,96,174,61,56,92,27,22,82,45,78,174,3,7,,,T786,N409
311,2011,London / Queen's Club,250,2011-06-06T00:00:00,2011-06-12T00:00:00,Grass,56,608000,€,MS005,QF,02:08:00,,F,3,W503,"6-2,6-7(14),6-4",J. Ward,A. Mannarino,,,GBR,FRA,6-2,6-7(14),6-4,,,02:08:00,A,J. Ward,A. Mannarino,GBR,FRA,,,14,16,272,/en/stats/leaderboard?page=serve,5,7,66,65,99,77,50,65,41,14,34,50,2,4,15,247,/en/stats/leaderboard?page=serve,1,2,69,70,102,67,47,70,44,14,32,55,6,11,15,65,64,99,40,41,102,52,105,201,60,61,102,35,35,99,48,96,201,,,,,W503,ME82
311,2011,London / Queen's Club,250,2011-06-06T00:00:00,2011-06-12T00:00:00,Grass,56,608000,€,MS006,QF,01:05:00,,F,2,R485,"6-2,6-2",A. Roddick,F. Verdasco,,,USA,ESP,6-2,6-2,,,,01:05:00,A,A. Roddick,F. Verdasco,USA,ESP,,,,,305,/en/stats/leaderboard?page=serve,2,3,66,33,50,73,24,33,65,11,17,0,0,0,8,211,/en/stats/leaderboard?page=serve,3,5,58,30,52,60,18,30,41,9,22,64,7,11,8,70,35,50,48,25,52,59,60,102,52,27,52,30,15,50,41,42,102,,,,,R485,V306
311,2011,London / Queen's Club,250,2011-06-06T00:00:00,2011-06-12T00:00:00,Grass,56,608000,€,MS008,R16,02:24:00,,F,3,N409,"6-3,5-7,6-1",R. Nadal,R. Stepanek,,,ESP,CZE,6-3,5-7,6-1,,,02:24:00,A,R. Nadal,R. Stepanek,ESP,CZE,,,,,264,/en/stats/leaderboard?page=serve,4,7,64,65,102,62,40,65,57,21,37,81,13,16,14,217,/en/stats/leaderboard?page=serve,2,1,66,60,91,63,38,60,32,10,31,60,9,15,14,60,61,102,47,43,91,54,104,193,53,48,91,40,41,102,46,89,193,,,,,N409,S694
311,2011,London / Queen's Club,250,2011-06-06T00:00:00,2011-06-12T00:00:00,Grass,56,608000,€,MS009,R16,00:23:00,,F,1,T786,4-3,J. Tsonga,M. Llodra,,,FRA,FRA,4-3,,,,,00:23:00,A,J. Tsonga,M. Llodra,FRA,FRA,,,,,293,/en/stats/leaderboard?page=serve,1,2,83,19,23,84,16,19,25,1,4,0,0,0,4,339,/en/stats/leaderboard?page=serve,0,0,73,11,15,91,10,11,75,3,4,0,0,0,3,74,17,23,13,2,15,50,19,38,87,13,15,26,6,23,50,19,38,,,,,T786,L428
311,2011,London / Queen's Club,250,2011-06-06T00:00:00,2011-06-12T00:00:00,Grass,56,608000,€,MS010,R16,01:35:00,,F,3,W503,"3-6,6-3,6-4",J. Ward,S. Querrey,,,GBR,USA,3-6,6-3,6-4,,,01:35:00,A,J. Ward,S. Querrey,GBR,USA,,,,,299,/en/stats/leaderboard?page=serve,4,13,62,53,86,81,43,53,55,18,33,75,3,4,14,301,/en/stats/leaderboard?page=serve,1,4,75,60,80,68,41,60,70,14,20,33,1,3,14,71,61,86,31,25,80,52,86,166,69,55,80,29,25,86,48,80,166,,,,,W503,Q927
311,2011,London / Queen's Club,250,2011-06-06T00:00:00,2011-06-12T00:00:00,Grass,56,608000,€,MS011,R16,02:01:00,,F,2,ME82,"7-6(7),7-6(9)",A. Mannarino,J. del Potro,,,FRA,ARG,7-6(7),7-6(9),,,,02:01:00,A,A. Mannarino,J. del Potro,FRA,ARG,,,9,7,288,/en/stats/leaderboard?page=serve,1,5,69,68,98,62,42,68,70,21,30,80,8,10,12,286,/en/stats/leaderboard?page=serve,2,16,68,52,77,77,40,52,44,11,25,0,0,2,12,64,63,98,34,26,77,51,89,175,66,51,77,36,35,98,49,86,175,7,3,,,ME82,D683
