event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
404,1999,ATP Masters 1000 Indian Wells,1000,1999-03-08T00:00:00,1999-03-14T00:00:00,Hard,56,2200000,$,MS001,F,02:58:00,,F,5,P338,"5-7,6-4,6-4,4-6,6-2",M. Philippoussis,C. Moya,,,AUS,ESP,5-7,6-4,6-4,4-6,6-2,02:58:00,293,/en/stats/leaderboard?page=serve,10,23,63,93,147,77,72,93,52,28,54,70,7,10,25,271,/en/stats/leaderboard?page=serve,6,6,65,101,155,67,68,101,59,32,54,58,7,12,25,68,100,147,35,55,155,51,155,302,65,100,155,32,47,147,49,147,302,A,,,,,,,M. Philippoussis,C. Moya,P338,M605,AUS,ESP,,
404,1999,ATP Masters 1000 Indian Wells,1000,1999-03-08T00:00:00,1999-03-14T00:00:00,Hard,56,2200000,$,MS002,SF,00:54:00,,F,2,P338,"6-1,6-2",M. Philippoussis,C. Woodruff,,,AUS,USA,6-1,6-2,,,,00:54:00,318,/en/stats/leaderboard?page=serve,2,13,68,28,41,93,26,28,46,6,13,0,0,0,8,190,/en/stats/leaderboard?page=serve,4,2,61,30,49,57,17,30,32,6,19,64,7,11,7,78,32,41,53,26,49,64,58,90,47,23,49,22,9,41,36,32,90,A,,,,,,,M. Philippoussis,C. Woodruff,P338,W212,AUS,USA,,
404,1999,ATP Masters 1000 Indian Wells,1000,1999-03-08T00:00:00,1999-03-14T00:00:00,Hard,56,2200000,$,MS003,SF,01:27:00,,F,3,M605,"6-3,1-6,6-1",C. Moya,G. Kuerten,,,ESP,BRA,6-3,1-6,6-1,,,01:27:00,276,/en/stats/leaderboard?page=serve,0,2,59,40,68,78,31,40,54,15,28,0,0,2,12,247,/en/stats/leaderboard?page=serve,1,9,56,40,72,80,32,40,31,10,32,63,5,8,11,68,46,68,42,30,72,54,76,140,58,42,72,32,22,68,46,64,140,A,,,,,,,C. Moya,G. Kuerten,M605,K293,ESP,BRA,,
404,1999,ATP Masters 1000 Indian Wells,1000,1999-03-08T00:00:00,1999-03-14T00:00:00,Hard,56,2200000,$,MS004,QF,02:11:00,,F,3,W212,"6-1,1-6,7-5",C. Woodruff,T. Henman,,,USA,GBR,6-1,1-6,7-5,,,02:11:00,248,/en/stats/leaderboard?page=serve,6,4,59,59,100,69,41,59,46,19,41,50,3,6,13,227,/en/stats/leaderboard?page=serve,9,4,55,56,102,75,42,56,33,15,46,71,10,14,13,60,60,100,44,45,102,52,105,202,56,57,102,40,40,100,48,97,202,A,,,,,,,C. Woodruff,T. Henman,W212,H336,USA,GBR,,
404,1999,ATP Masters 1000 Indian Wells,1000,1999-03-08T00:00:00,1999-03-14T00:00:00,Hard,56,2200000,$,MS005,QF,01:38:00,,F,3,P338,"3-6,7-5,6-1",M. Philippoussis,T. Martin,,,AUS,USA,3-6,7-5,6-1,,,01:38:00,289,/en/stats/leaderboard?page=serve,2,12,58,49,84,73,36,49,63,22,35,71,5,7,14,267,/en/stats/leaderboard?page=serve,2,11,72,62,86,69,43,62,46,11,24,43,3,7,14,69,58,84,37,32,86,53,90,170,63,54,86,31,26,84,47,80,170,A,,,,,,,M. Philippoussis,T. Martin,P338,M442,AUS,USA,,
404,1999,ATP Masters 1000 Indian Wells,1000,1999-03-08T00:00:00,1999-03-14T00:00:00,Hard,56,2200000,$,MS006,QF,01:12:00,,F,2,M605,"6-4,6-4",C. Moya,K. Kucera,,,ESP,SVK,6-4,6-4,,,,01:12:00,265,/en/stats/leaderboard?page=serve,1,2,49,27,55,89,24,27,46,13,28,33,1,3,10,230,/en/stats/leaderboard?page=serve,6,7,56,35,63,63,22,35,50,14,28,60,6,10,10,67,37,55,43,27,63,54,64,118,57,36,63,33,18,55,46,54,118,A,,,,,,,C. Moya,K. Kucera,M605,K237,ESP,SVK,,
404,1999,ATP Masters 1000 Indian Wells,1000,1999-03-08T00:00:00,1999-03-14T00:00:00,Hard,56,2200000,$,MS007,QF,01:11:00,,F,2,K293,"6-4,6-4",G. Kuerten,R. Krajicek,,,BRA,NED,6-4,6-4,,,,01:11:00,310,/en/stats/leaderboard?page=serve,2,6,53,28,53,89,25,28,64,16,25,0,0,0,10,265,/en/stats/leaderboard?page=serve,3,9,49,28,57,82,23,28,48,14,29,71,5,7,10,77,41,53,35,20,57,55,61,110,65,37,57,23,12,53,45,49,110,A,,,,,,,G. Kuerten,R. Krajicek,K293,K214,BRA,NED,,
404,1999,ATP Masters 1000 Indian Wells,1000,1999-03-08T00:00:00,1999-03-14T00:00:00,Hard,56,2200000,$,MS008,R16,01:38:00,,F,2,W212,"7-5,7-5",C. Woodruff,F. Mantilla,,,USA,ESP,7-5,7-5,,,,01:38:00,271,/en/stats/leaderboard?page=serve,5,6,56,37,66,76,28,37,55,16,29,0,0,2,12,240,/en/stats/leaderboard?page=serve,2,1,71,54,76,63,34,54,41,9,22,33,2,6,12,67,44,66,43,33,76,54,77,142,57,43,76,33,22,66,46,65,142,A,,,,,,,C. Woodruff,F. Mantilla,W212,M535,USA,ESP,,
404,1999,ATP Masters 1000 Indian Wells,1000,1999-03-08T00:00:00,1999-03-14T00:00:00,Hard,56,2200000,$,MS009,R16,01:55:00,,F,3,H336,"6-4,2-6,6-4",T. Henman,G. Rusedski,,,GBR,GBR,6-4,2-6,6-4,,,01:55:00,241,/en/stats/leaderboard?page=serve,3,7,51,44,87,73,32,44,42,18,43,69,9,13,14,239,/en/stats/leaderboard?page=serve,7,4,59,58,98,69,40,58,43,17,40,67,8,12,14,57,50,87,42,41,98,49,91,185,58,57,98,43,37,87,51,94,185,A,,,,,,,T. Henman,G. Rusedski,H336,R237,GBR,GBR,,
404,1999,ATP Masters 1000 Indian Wells,1000,1999-03-08T00:00:00,1999-03-14T00:00:00,Hard,56,2200000,$,MS010,R16,01:03:00,,F,2,P338,"6-4,6-3",M. Philippoussis,M. Safin,,,AUS,RUS,6-4,6-3,,,,01:03:00,295,/en/stats/leaderboard?page=serve,3,4,69,37,54,76,28,37,59,10,17,0,0,1,10,249,/en/stats/leaderboard?page=serve,1,9,54,28,52,71,20,28,50,12,24,67,6,9,9,70,38,54,38,20,52,55,58,106,62,32,52,30,16,54,45,48,106,A,,,,,,,M. Philippoussis,M. Safin,P338,S741,AUS,RUS,,
404,1999,ATP Masters 1000 Indian Wells,1000,1999-03-08T00:00:00,1999-03-14T00:00:00,Hard,56,2200000,$,MS011,R16,01:29:00,,F,3,M442,"4-6,6-2,6-2",T. Martin,M. Rios,,,USA,CHI,4-6,6-2,6-2,,,01:29:00,276,/en/stats/leaderboard?page=serve,2,8,65,51,78,80,41,51,41,11,27,50,2,4,13,232,/en/stats/leaderboard?page=serve,3,4,59,48,82,58,28,48,53,18,34,50,5,10,13,67,52,78,44,36,82,55,88,160,56,46,82,33,26,78,45,72,160,A,,,,,,,T. Martin,M. Rios,M442,R286,USA,CHI,,
404,1999,ATP Masters 1000 Indian Wells,1000,1999-03-08T00:00:00,1999-03-14T00:00:00,Hard,56,2200000,$,MS012,R16,02:19:00,,F,3,K237,"6-4,3-6,6-4",K. Kucera,N. Kiefer,,,SVK,GER,6-4,3-6,6-4,,,02:19:00,229,/en/stats/leaderboard?page=serve,9,5,51,43,84,67,29,43,44,18,41,33,2,6,14,214,/en/stats/leaderboard?page=serve,9,2,42,44,105,64,28,44,49,30,61,64,9,14,15,56,47,84,45,47,105,50,94,189,55,58,105,44,37,84,50,95,189,A,,,,,,,K. Kucera,N. Kiefer,K237,K316,SVK,GER,,
404,1999,ATP Masters 1000 Indian Wells,1000,1999-03-08T00:00:00,1999-03-14T00:00:00,Hard,56,2200000,$,MS013,R16,01:07:00,,F,2,M605,"6-4,6-3",C. Moya,X. Malisse,,,ESP,BEL,6-4,6-3,,,,01:07:00,280,/en/stats/leaderboard?page=serve,2,2,55,29,53,66,19,29,71,17,24,67,2,3,9,238,/en/stats/leaderboard?page=serve,1,7,58,35,60,74,26,35,40,10,25,67,8,12,10,68,36,53,40,24,60,53,60,113,60,36,60,32,17,53,47,53,113,A,,,,,,,C. Moya,X. Malisse,M605,M680,ESP,BEL,,
404,1999,ATP Masters 1000 Indian Wells,1000,1999-03-08T00:00:00,1999-03-14T00:00:00,Hard,56,2200000,$,MS014,R16,01:12:00,,F,2,K214,"6-4,6-4",R. Krajicek,J. Siemerink,,,NED,NED,6-4,6-4,,,,01:12:00,316,/en/stats/leaderboard?page=serve,1,9,63,36,57,83,30,36,62,13,21,100,1,1,10,265,/en/stats/leaderboard?page=serve,3,6,63,37,59,78,29,37,41,9,22,50,2,4,10,75,43,57,36,21,59,55,64,116,64,38,59,25,14,57,45,52,116,A,,,,,,,R. Krajicek,J. Siemerink,K214,S381,NED,NED,,
404,1999,ATP Masters 1000 Indian Wells,1000,1999-03-08T00:00:00,1999-03-14T00:00:00,Hard,56,2200000,$,MS015,R16,00:47:00,,F,2,K293,"6-2,6-3",G. Kuerten,S. Schalken,,,BRA,NED,6-2,6-3,,,,00:47:00,328,/en/stats/leaderboard?page=serve,1,11,50,19,38,100,19,19,68,13,19,0,0,0,8,224,/en/stats/leaderboard?page=serve,1,4,59,29,49,62,18,29,45,9,20,20,1,5,9,84,32,38,45,22,49,62,54,87,55,27,49,16,6,38,38,33,87,A,,,,,,,G. Kuerten,S. Schalken,K293,S572,BRA,NED,,
404,1999,ATP Masters 1000 Indian Wells,1000,1999-03-08T00:00:00,1999-03-14T00:00:00,Hard,56,2200000,$,MS016,R32,01:56:00,,F,3,M535,"7-6(8),3-6,6-3",F. Mantilla,P. Sampras,,,ESP,USA,7-6(8),3-6,6-3,,,01:56:00,284,/en/stats/leaderboard?page=serve,1,4,51,43,85,84,36,43,60,25,42,0,0,2,15,281,/en/stats/leaderboard?page=serve,8,17,52,49,95,80,39,49,54,25,46,78,7,9,15,72,61,85,33,31,95,51,92,180,67,64,95,28,24,85,49,88,180,A,8,6,,,,,F. Mantilla,P. Sampras,M535,S402,ESP,USA,,
404,1999,ATP Masters 1000 Indian Wells,1000,1999-03-08T00:00:00,1999-03-14T00:00:00,Hard,56,2200000,$,MS017,R32,01:35:00,,F,2,W212,"7-6(11),6-3",C. Woodruff,P. Haarhuis,,,USA,NED,7-6(11),6-3,,,,01:35:00,275,/en/stats/leaderboard?page=serve,4,6,56,41,73,68,28,41,59,19,32,88,7,8,10,237,/en/stats/leaderboard?page=serve,1,1,61,49,80,59,29,49,45,14,31,70,7,10,11,64,47,73,46,37,80,55,84,153,54,43,80,36,26,73,45,69,153,A,11,9,,,,,C. Woodruff,P. Haarhuis,W212,H223,USA,NED,,
