event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_id_winner,player_id_loser
475,2007,Sopot,WS,2007-07-30T00:00:00,2007-08-05T00:00:00,Clay,32,475000,$,MS001,F,01:52:00,,F,2,R419,"7-5,6-0",T. Robredo,J. Acasuso,,,ESP,ARG,7-5,6-0,,,,01:52:00,A,T. Robredo,J. Acasuso,ESP,ARG,,,282,/en/stats/leaderboard?page=serve,0,1,71,39,55,64,25,39,69,11,16,60,3,5,9,172,/en/stats/leaderboard?page=serve,1,0,57,30,53,40,12,30,43,10,23,25,2,8,9,65,36,55,58,31,53,62,67,108,42,22,53,35,19,55,38,41,108,,,,,R419,A389
475,2007,Sopot,WS,2007-07-30T00:00:00,2007-08-05T00:00:00,Clay,32,475000,$,MS002,SF,01:02:00,,F,2,A389,"6-1,6-2",J. Acasuso,A. Montanes,,,ARG,ESP,6-1,6-2,,,,01:02:00,A,J. Acasuso,A. Montanes,ARG,ESP,,,300,/en/stats/leaderboard?page=serve,3,5,51,25,49,84,21,25,63,15,24,100,5,5,8,182,/en/stats/leaderboard?page=serve,5,2,47,20,43,70,14,20,26,6,23,0,0,4,7,73,36,49,53,23,43,64,59,92,47,20,43,27,13,49,36,33,92,,,,,A389,M824
475,2007,Sopot,WS,2007-07-30T00:00:00,2007-08-05T00:00:00,Clay,32,475000,$,MS003,SF,01:57:00,,F,2,R419,"6-3,7-6(7)",T. Robredo,G. Simon,,,ESP,FRA,6-3,7-6(7),,,,01:57:00,A,T. Robredo,G. Simon,ESP,FRA,,,242,/en/stats/leaderboard?page=serve,1,2,71,51,72,53,27,51,57,12,21,33,2,6,10,194,/en/stats/leaderboard?page=serve,3,0,63,52,82,52,27,52,37,11,30,33,3,9,11,54,39,72,54,44,82,54,83,154,46,38,82,46,33,72,46,71,154,7.0,4.0,,,R419,SD32
475,2007,Sopot,WS,2007-07-30T00:00:00,2007-08-05T00:00:00,Clay,32,475000,$,MS004,QF,02:18:00,,F,3,M824,"2-6,6-4,6-2",A. Montanes,M. Vassallo Arguello,,,ESP,ARG,2-6,6-4,6-2,,,02:18:00,A,A. Montanes,M. Vassallo Arguello,ESP,ARG,,,268,/en/stats/leaderboard?page=serve,2,4,70,48,69,65,31,48,62,13,21,20,1,5,13,256,/en/stats/leaderboard?page=serve,2,3,72,53,74,60,32,53,62,13,21,62,8,13,13,64,44,69,39,29,74,51,73,143,61,45,74,36,25,69,49,70,143,,,,,M824,V258
475,2007,Sopot,WS,2007-07-30T00:00:00,2007-08-05T00:00:00,Clay,32,475000,$,MS005,QF,01:45:00,,F,2,A389,"7-6(7),6-3",J. Acasuso,F. Mayer,,,ARG,GER,7-6(7),6-3,,,,01:45:00,A,J. Acasuso,F. Mayer,ARG,GER,,,255,/en/stats/leaderboard?page=serve,2,2,48,30,63,83,25,30,52,17,33,25,1,4,11,216,/en/stats/leaderboard?page=serve,4,4,47,41,87,68,28,41,41,19,46,64,7,11,10,67,42,63,46,40,87,55,82,150,54,47,87,33,21,63,45,68,150,,,7.0,4.0,A389,MB02
475,2007,Sopot,WS,2007-07-30T00:00:00,2007-08-05T00:00:00,Clay,32,475000,$,MS006,QF,01:40:00,,F,2,SD32,"6-4,7-5",G. Simon,I. Andreev,,,FRA,RUS,6-4,7-5,,,,01:40:00,A,G. Simon,I. Andreev,FRA,RUS,,,279,/en/stats/leaderboard?page=serve,2,3,45,29,65,79,23,29,64,23,36,80,4,5,11,255,/en/stats/leaderboard?page=serve,2,1,60,39,65,59,23,39,65,17,26,0,0,3,11,71,46,65,38,25,65,55,71,130,62,40,65,29,19,65,45,59,130,,,,,SD32,A511
475,2007,Sopot,WS,2007-07-30T00:00:00,2007-08-05T00:00:00,Clay,32,475000,$,MS007,QF,02:23:00,,F,3,R419,"5-7,6-4,6-1",T. Robredo,S. Koubek,,,ESP,AUT,5-7,6-4,6-1,,,02:23:00,A,T. Robredo,S. Koubek,ESP,AUT,,,261,/en/stats/leaderboard?page=serve,3,1,68,65,96,65,42,65,52,16,31,40,2,5,14,227,/en/stats/leaderboard?page=serve,4,0,63,75,120,59,44,75,49,22,45,57,8,14,15,60,58,96,45,54,120,52,112,216,55,66,120,40,38,96,48,104,216,,,,,R419,K310
475,2007,Sopot,WS,2007-07-30T00:00:00,2007-08-05T00:00:00,Clay,32,475000,$,MS008,R16,01:55:00,,F,3,V258,"2-6,6-3,2-1",M. Vassallo Arguello,N. Davydenko,,,ARG,RUS,2-6,6-3,2-1,,,01:55:00,A,M. Vassallo Arguello,N. Davydenko,ARG,RUS,,,268,/en/stats/leaderboard?page=serve,1,3,69,41,59,73,30,41,44,8,18,33,1,3,10,259,/en/stats/leaderboard?page=serve,4,0,62,46,74,57,26,46,64,18,28,82,9,11,10,64,38,59,41,30,74,51,68,133,59,44,74,36,21,59,49,65,133,,,,,V258,D402
475,2007,Sopot,WS,2007-07-30T00:00:00,2007-08-05T00:00:00,Clay,32,475000,$,MS009,R16,02:02:00,,F,3,M824,"4-6,6-3,7-5",A. Montanes,M. Zabaleta,,,ESP,ARG,4-6,6-3,7-5,,,02:02:00,A,A. Montanes,M. Zabaleta,ESP,ARG,,,252,/en/stats/leaderboard?page=serve,5,3,58,49,85,73,36,49,50,18,36,0,0,4,15,224,/en/stats/leaderboard?page=serve,6,2,53,52,99,60,31,52,53,25,47,60,9,15,16,64,54,85,43,43,99,53,97,184,57,56,99,36,31,85,47,87,184,,,,,M824,Z073
475,2007,Sopot,WS,2007-07-30T00:00:00,2007-08-05T00:00:00,Clay,32,475000,$,MS010,R16,01:16:00,,F,2,A389,"6-4,6-4",J. Acasuso,S. Roitman,,,ARG,ARG,6-4,6-4,,,,01:16:00,A,J. Acasuso,S. Roitman,ARG,ARG,,,295,/en/stats/leaderboard?page=serve,0,5,56,30,54,73,22,30,71,17,24,50,1,2,10,266,/en/stats/leaderboard?page=serve,0,3,74,39,53,62,24,39,57,8,14,40,2,5,10,72,39,54,40,21,53,56,60,107,60,32,53,28,15,54,44,47,107,,,,,A389,R388
