event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_loser,doublefaults_isstatbetter_tot_winner,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS037,R64,02:45:00,,F,5,S331,"6-4,2-6,6-2,6-7(3),6-3",J. Stoltenberg,J. Tarango,,,AUS,USA,6-4,2-6,6-2,6-7(3),6-3,02:45:00,,,,,270,/en/stats/leaderboard?page=serve,9,17,65,111,172,83,92,111,31,19,61,60,6,10,24,245,/en/stats/leaderboard?page=serve,6,4,54,86,159,69,59,86,51,37,73,60,9,15,23,65,111,172,40,63,159,53,174,331,60,96,159,35,61,172,47,157,331,A,3,7,,,,,J. Stoltenberg,J. Tarango,S331,T136,AUS,USA,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS038,R64,02:14:00,,F,4,B570,"6-4,6-4,3-6,6-2",D. Bracciali,B. Ulihrach,,,ITA,CZE,6-4,6-4,3-6,6-2,,02:14:00,,,,,284,/en/stats/leaderboard?page=serve,7,14,53,80,152,86,69,80,44,32,72,88,7,8,18,248,/en/stats/leaderboard?page=serve,8,6,59,76,128,71,54,76,42,22,52,64,7,11,19,66,101,152,41,52,128,55,153,280,59,76,128,34,51,152,45,127,280,A,,,,,,,D. Bracciali,B. Ulihrach,B570,U032,ITA,CZE,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS039,R64,02:55:00,,F,4,P338,"6-7(3),6-4,7-6(7),6-3",M. Philippoussis,A. O'Brien,,,AUS,USA,6-7(3),6-4,7-6(7),6-3,,02:55:00,3,7,,,312,/en/stats/leaderboard?page=serve,3,29,62,107,173,80,86,107,67,44,66,,0,,22,288,/en/stats/leaderboard?page=serve,4,11,65,97,149,80,78,97,46,24,52,67,4,6,21,75,130,173,32,47,149,55,177,322,68,102,149,25,43,173,45,145,322,A,,,7,2,,,M. Philippoussis,A. O'Brien,P338,O099,AUS,USA,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS040,R64,01:27:00,,F,3,K148,"6-4,6-3,6-2",P. Korda,F. Dewulf,,,CZE,BEL,6-4,6-3,6-2,,,01:27:00,,,,,267,/en/stats/leaderboard?page=serve,8,9,45,42,94,88,37,42,48,25,52,50,2,4,14,207,/en/stats/leaderboard?page=serve,9,6,58,64,110,66,42,64,33,15,46,65,11,17,13,66,62,94,48,53,110,56,115,204,52,57,110,34,32,94,44,89,204,A,,,,,,,P. Korda,F. Dewulf,K148,D228,CZE,BEL,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS041,R64,02:36:00,,F,4,G319,"6-3,6-4,4-6,7-6(8)",J. Golmard,N. Escude,,,FRA,FRA,6-3,6-4,4-6,7-6(8),,02:36:00,,,,,273,/en/stats/leaderboard?page=serve,7,6,66,99,151,76,75,99,42,22,52,78,7,9,21,259,/en/stats/leaderboard?page=serve,12,12,54,91,168,81,74,91,39,30,77,73,8,11,20,64,97,151,38,64,168,50,161,319,62,104,168,36,54,151,50,158,319,A,8,6,,,,,J. Golmard,N. Escude,G319,E140,FRA,FRA,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS042,R64,02:20:00,,F,4,V201,"6-2,5-7,6-4,6-3",J. van Lottum,S. Lareau,,,NED,CAN,6-2,5-7,6-4,6-3,,02:20:00,,,,,286,/en/stats/leaderboard?page=serve,3,10,52,66,127,80,53,66,57,35,61,60,3,5,20,269,/en/stats/leaderboard?page=serve,3,14,62,83,134,80,66,83,43,22,51,50,5,10,19,69,88,127,34,46,134,51,134,261,66,88,134,31,39,127,49,127,261,A,,,,,,,J. van Lottum,S. Lareau,V201,L226,NED,CAN,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS043,R64,02:04:00,,F,4,H355,"4-6,6-1,7-6(7),6-4",T. Haas,A. Agassi,,,GER,USA,4-6,6-1,7-6(7),6-4,,02:04:00,,,,,245,/en/stats/leaderboard?page=serve,8,4,60,82,136,73,60,82,41,22,54,50,5,10,20,227,/en/stats/leaderboard?page=serve,10,10,56,79,141,71,56,79,37,23,62,42,5,12,19,60,82,136,44,62,141,52,144,277,56,79,141,40,54,136,48,133,277,A,,,7,4,,,T. Haas,A. Agassi,H355,A092,GER,USA,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS044,R64,02:30:00,,F,4,H336,"6-3,5-7,6-4,6-2",T. Henman,D. Nainkin,,,GBR,RSA,6-3,5-7,6-4,6-2,,02:30:00,,,,,252,/en/stats/leaderboard?page=serve,10,12,45,62,138,84,52,62,46,35,76,58,7,12,20,206,/en/stats/leaderboard?page=serve,12,5,54,80,149,64,51,80,38,26,69,50,8,16,19,63,87,138,48,72,149,55,159,287,52,77,149,37,51,138,45,128,287,A,,,,,,,T. Henman,D. Nainkin,H336,N101,GBR,RSA,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS045,R64,01:55:00,,F,3,B397,"7-5,6-4,7-5",B. Black,J. Gambill,,,ZIM,USA,7-5,6-4,7-5,,,01:55:00,,,,,294,/en/stats/leaderboard?page=serve,4,10,58,67,116,85,57,67,51,25,49,86,6,7,17,280,/en/stats/leaderboard?page=serve,5,26,71,103,145,81,83,103,31,13,42,64,7,11,17,71,82,116,34,49,145,50,131,261,66,96,145,29,34,116,50,130,261,A,,,,,,,B. Black,J. Gambill,B397,G352,ZIM,USA,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS046,R64,02:55:00,,F,5,G182,"6-2,5-7,6-2,1-6,6-2",M. Gustafsson,M. Chang,,,SWE,USA,6-2,5-7,6-2,1-6,6-2,02:55:00,,,,,235,/en/stats/leaderboard?page=serve,8,4,62,99,159,68,67,99,38,23,60,65,11,17,21,224,/en/stats/leaderboard?page=serve,1,4,57,90,157,62,56,90,43,29,67,47,8,17,22,57,90,159,46,72,157,51,162,316,54,85,157,43,69,159,49,154,316,A,,,,,,,M. Gustafsson,M. Chang,G182,C274,SWE,USA,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS047,R64,02:04:00,,F,3,R255,"7-6(7),6-2,7-6(7)",P. Rafter,T. Nydahl,,,AUS,SWE,7-6(7),6-2,7-6(7),,,02:04:00,7,3,,,289,/en/stats/leaderboard?page=serve,7,14,71,84,118,80,67,84,44,15,34,60,3,5,16,251,/en/stats/leaderboard?page=serve,4,2,72,78,109,67,52,78,39,12,31,33,2,6,16,69,82,118,41,45,109,56,127,227,59,64,109,31,36,118,44,100,227,A,,,7,3,,,P. Rafter,T. Nydahl,R255,N099,AUS,SWE,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS048,R64,02:12:00,,F,4,A226,"4-6,6-4,6-3,6-4",H. Arazi,C. Moya,,,MAR,ESP,4-6,6-4,6-3,6-4,,02:12:00,,,,,250,/en/stats/leaderboard?page=serve,6,5,57,89,156,75,67,89,39,26,67,71,10,14,20,236,/en/stats/leaderboard?page=serve,3,3,47,53,112,74,39,53,47,28,59,40,4,10,19,60,93,156,40,45,112,51,138,268,60,67,112,40,63,156,49,130,268,A,,,,,,,H. Arazi,C. Moya,A226,M605,MAR,ESP,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS049,R64,02:20:00,,F,4,L206,"6-3,6-7(5),6-3,7-5",M. Larsson,S. Sargsian,,,SWE,ARM,6-3,6-7(5),6-3,7-5,,02:20:00,,,5,7,313,/en/stats/leaderboard?page=serve,4,12,72,101,140,87,88,101,51,20,39,86,6,7,22,262,/en/stats/leaderboard?page=serve,6,9,52,76,147,78,59,76,49,35,71,60,6,10,20,77,108,140,36,53,147,56,161,287,64,94,147,23,32,140,44,126,287,A,,,,,,,M. Larsson,S. Sargsian,L206,S545,SWE,ARM,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS050,R64,02:48:00,,F,4,S381,"6-4,6-7(2),6-4,6-2",J. Siemerink,D. Prinosil,,,NED,GER,6-4,6-7(2),6-4,6-2,,02:48:00,,,2,7,242,/en/stats/leaderboard?page=serve,4,10,63,102,163,72,73,102,56,34,61,,0,,20,252,/en/stats/leaderboard?page=serve,8,4,48,61,128,82,50,61,46,31,67,33,2,6,20,66,107,163,37,47,128,53,154,291,63,81,128,34,56,163,47,137,291,A,,,,,,,J. Siemerink,D. Prinosil,S381,P273,NED,GER,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS051,R64,02:29:00,,F,4,B446,"4-6,6-4,6-4,6-2",J. Bjorkman,S. Pescosolido,,,SWE,ITA,4-6,6-4,6-4,6-2,,02:29:00,,,,,290,/en/stats/leaderboard?page=serve,4,13,70,94,135,76,71,94,51,21,41,70,7,10,19,228,/en/stats/leaderboard?page=serve,8,4,61,83,137,70,58,83,33,18,54,45,5,11,19,68,92,135,45,61,137,56,153,272,55,76,137,32,43,135,44,119,272,A,,,,,,,J. Bjorkman,S. Pescosolido,B446,P235,SWE,ITA,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS052,R64,01:56:00,,F,4,I034,"6-3,7-6(7),4-6,6-0",G. Ivanisevic,A. Medvedev,,,CRO,UKR,6-3,7-6(7),4-6,6-0,,01:56:00,,,7,4,282,/en/stats/leaderboard?page=serve,13,25,55,92,168,88,81,92,38,29,76,75,6,8,19,250,/en/stats/leaderboard?page=serve,9,12,54,68,126,78,53,68,43,25,58,38,3,8,18,65,110,168,38,48,126,54,158,294,62,78,126,35,58,168,46,136,294,A,,,,,,,G. Ivanisevic,A. Medvedev,I034,M475,CRO,UKR,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS053,R64,01:35:00,,F,3,V141,"6-4,7-5,6-3",D. Vacek,M. Goellner,,,CZE,GER,6-4,7-5,6-3,,,01:35:00,,,,,291,/en/stats/leaderboard?page=serve,5,10,66,67,102,93,62,67,46,16,35,,0,,16,243,/en/stats/leaderboard?page=serve,10,6,44,48,110,81,39,48,42,26,62,57,4,7,15,76,78,102,41,45,110,58,123,212,59,65,110,24,24,102,42,89,212,A,,,,,,,D. Vacek,M. Goellner,V141,G252,CZE,GER,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS054,R64,02:10:00,,F,4,W136,"6-1,3-6,6-3,6-2",T. Woodbridge,W. Black,,,AUS,ZIM,6-1,3-6,6-3,6-2,,02:10:00,,,,,268,/en/stats/leaderboard?page=serve,4,8,60,72,120,78,56,72,44,21,48,63,5,8,17,222,/en/stats/leaderboard?page=serve,3,3,64,68,106,63,43,68,39,15,38,42,5,12,16,64,77,120,45,48,106,55,125,226,55,58,106,36,43,120,45,101,226,A,,,,,,,T. Woodbridge,W. Black,W136,B499,AUS,ZIM,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS055,R64,01:44:00,,F,3,M442,"6-3,7-5,6-2",T. Martin,M. Draper,,,USA,AUS,6-3,7-5,6-2,,,01:44:00,,,,,308,/en/stats/leaderboard?page=serve,1,8,59,52,88,88,46,52,61,22,36,67,2,3,15,215,/en/stats/leaderboard?page=serve,7,3,45,45,99,64,29,45,46,25,54,38,3,8,14,77,68,88,45,45,99,60,113,187,55,54,99,23,20,88,40,74,187,A,,,,,,,T. Martin,M. Draper,M442,D206,USA,AUS,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS056,R64,01:57:00,,F,3,W150,"6-4,6-4,7-6(7)",C. Wilkinson,M. Rosset,,,GBR,SUI,6-4,6-4,7-6(7),,,01:57:00,,,,,252,/en/stats/leaderboard?page=serve,4,3,65,69,106,70,48,69,43,16,37,43,3,7,16,207,/en/stats/leaderboard?page=serve,18,11,47,61,130,75,46,61,30,21,69,45,5,11,16,60,64,106,48,63,130,54,127,236,52,67,130,40,42,106,46,109,236,A,,,7,3,,,C. Wilkinson,M. Rosset,W150,R214,GBR,SUI,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS057,R64,02:09:00,,F,4,F196,"3-6,7-5,6-3,6-3",W. Ferreira,A. Costa,,,RSA,ESP,3-6,7-5,6-3,6-3,,02:09:00,,,,,287,/en/stats/leaderboard?page=serve,11,17,57,86,151,85,73,86,45,29,65,88,7,8,19,255,/en/stats/leaderboard?page=serve,6,6,59,78,133,74,58,78,42,23,55,43,3,7,20,68,102,151,39,52,133,54,154,284,61,81,133,32,49,151,46,130,284,A,,,,,,,W. Ferreira,A. Costa,F196,C378,RSA,ESP,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS058,R64,02:05:00,,F,4,K316,"6-4,6-3,1-6,6-4",N. Kiefer,H. Dreekmann,,,GER,GER,6-4,6-3,1-6,6-4,,02:05:00,,,,,252,/en/stats/leaderboard?page=serve,7,7,61,72,119,76,55,72,38,18,47,33,2,6,18,239,/en/stats/leaderboard?page=serve,9,9,52,69,133,70,48,69,45,29,64,58,7,12,18,61,73,119,42,56,133,51,129,252,58,77,133,39,46,119,49,123,252,A,,,,,,,N. Kiefer,H. Dreekmann,K316,D249,GER,GER,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS059,R64,01:09:00,,F,3,K214,"6-1,6-3,6-2",R. Krajicek,D. Pescariu,,,NED,ROU,6-1,6-3,6-2,,,01:09:00,,,,,234,/en/stats/leaderboard?page=serve,2,15,65,52,80,85,44,52,71,20,28,0,0,,12,212,/en/stats/leaderboard?page=serve,2,2,63,49,78,47,23,49,52,15,29,45,5,11,12,80,64,80,51,40,78,66,104,158,49,38,78,20,16,80,34,54,158,A,,,,,,,R. Krajicek,D. Pescariu,K214,P254,NED,ROU,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS060,R64,01:51:00,,F,3,V211,"6-4,6-3,7-6(7)",V. Voltchkov,M. Tebbutt,,,BLR,AUS,6-4,6-3,7-6(7),,,01:51:00,,,,,307,/en/stats/leaderboard?page=serve,3,5,68,62,91,85,53,62,59,17,29,50,1,2,15,240,/en/stats/leaderboard?page=serve,8,5,63,83,131,70,58,83,35,17,48,76,13,17,16,77,70,91,43,56,131,57,126,222,57,75,131,23,21,91,43,96,222,A,,,7,4,,,V. Voltchkov,M. Tebbutt,V211,T195,BLR,AUS,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS061,R64,01:09:00,,F,3,S480,"6-1,6-3,6-2",D. Sanguinetti,F. Squillari,,,ITA,ARG,6-1,6-3,6-2,,,01:09:00,,,,,315,/en/stats/leaderboard?page=serve,2,12,60,48,80,88,42,48,66,21,32,,0,,12,193,/en/stats/leaderboard?page=serve,8,3,66,61,93,57,35,61,25,8,32,57,8,14,12,79,63,80,54,50,93,65,113,173,46,43,93,21,17,80,35,60,173,A,,,,,,,D. Sanguinetti,F. Squillari,S480,S568,ITA,ARG,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS062,R64,02:05:00,,F,3,J129,"7-5,6-1,6-3",T. Johansson,V. Spadea,,,SWE,USA,7-5,6-1,6-3,,,02:05:00,,,,,272,/en/stats/leaderboard?page=serve,7,6,40,41,103,93,38,41,48,30,62,86,6,7,14,256,/en/stats/leaderboard?page=serve,,1,73,80,110,45,36,80,80,24,30,63,10,16,14,66,68,103,45,50,110,55,118,213,55,60,110,34,35,103,45,95,213,A,,,,,False,,T. Johansson,V. Spadea,J129,S544,SWE,USA,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS063,R64,03:32:00,,F,5,C252,"6-7(2),2-6,7-6(7),6-1,6-4",F. Clavet,G. Canas,,,ESP,ARG,6-7(2),2-6,7-6(7),6-1,6-4,03:32:00,2,7,,,261,/en/stats/leaderboard?page=serve,4,5,64,103,161,73,75,103,48,28,58,57,8,14,24,262,/en/stats/leaderboard?page=serve,,12,66,120,183,72,86,120,44,28,63,60,12,20,25,64,103,161,38,69,183,50,172,344,62,114,183,36,58,161,50,172,344,A,,,7,4,False,,F. Clavet,G. Canas,C252,C433,ESP,ARG,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS064,R128,01:23:00,,F,3,S402,"6-3,6-3,6-2",P. Sampras,D. Hrbaty,,,USA,SVK,6-3,6-3,6-2,,,01:23:00,,,,,294,/en/stats/leaderboard?page=serve,8,19,61,61,100,92,56,61,38,15,39,80,4,5,13,206,/en/stats/leaderboard?page=serve,4,2,52,43,83,60,26,43,43,17,40,50,6,12,13,71,71,100,48,40,83,61,111,183,52,43,83,29,29,100,39,72,183,A,,,,,,,P. Sampras,D. Hrbaty,S402,H377,USA,SVK,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS065,R128,02:20:00,,F,4,T166,"6-4,6-7(5),7-5,6-3",M. Tillstrom,A. Radulescu,,,SWE,GER,6-4,6-7(5),7-5,6-3,,02:20:00,,,5,7,292,/en/stats/leaderboard?page=serve,8,17,59,89,151,87,77,89,47,29,62,71,5,7,22,234,/en/stats/leaderboard?page=serve,14,10,48,83,172,78,65,83,36,32,89,69,11,16,21,70,106,151,44,75,172,56,181,323,56,97,172,30,45,151,44,142,323,A,,,,,,,M. Tillstrom,A. Radulescu,T166,R284,SWE,GER,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS066,R128,02:45:00,,F,5,E113,"6-7(2),6-7(8),6-4,6-0,6-0",T. Enqvist,D. Nestor,,,SWE,CAN,6-7(2),6-7(8),6-4,6-0,6-0,02:45:00,2,7,8,10,321,/en/stats/leaderboard?page=serve,5,30,56,95,169,87,83,95,58,43,74,50,1,2,23,262,/en/stats/leaderboard?page=serve,8,26,64,124,193,76,94,124,39,27,69,56,10,18,23,75,126,169,37,72,193,55,198,362,63,121,193,25,43,169,45,164,362,A,,,,,,,T. Enqvist,D. Nestor,E113,N210,SWE,CAN,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS067,R128,02:06:00,,F,4,D270,"6-3,7-5,3-6,6-3",S. Draper,R. Schuettler,,,AUS,GER,6-3,7-5,3-6,6-3,,02:06:00,,,,,255,/en/stats/leaderboard?page=serve,4,1,53,63,119,73,46,63,52,29,56,50,4,8,20,228,/en/stats/leaderboard?page=serve,6,1,63,74,118,66,49,74,36,16,44,54,7,13,19,63,75,119,45,53,118,54,128,237,55,65,118,37,44,119,46,109,237,A,,,,,,,S. Draper,R. Schuettler,D270,S636,AUS,GER,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS068,R128,02:40:00,,F,5,M448,"4-6,6-3,6-4,3-6,7-5",B. MacPhie,K. Alami,,,USA,MAR,4-6,6-3,6-4,3-6,7-5,02:40:00,,,,,282,/en/stats/leaderboard?page=serve,8,12,61,109,180,78,85,109,51,36,71,70,7,10,25,287,/en/stats/leaderboard?page=serve,6,16,64,110,172,79,87,110,50,31,62,43,3,7,25,67,121,180,31,54,172,50,175,352,69,118,172,33,59,180,50,177,352,A,,,,,,,B. MacPhie,K. Alami,M448,A203,USA,MAR,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS069,R128,02:05:00,,F,3,G379,"6-3,7-6(10),6-3",S. Grosjean,M. Damm,,,FRA,CZE,6-3,7-6(10),6-3,,,02:05:00,,,10,8,280,/en/stats/leaderboard?page=serve,2,11,61,82,134,80,66,82,38,20,52,67,2,3,14,229,/en/stats/leaderboard?page=serve,5,2,52,59,113,66,39,59,46,25,54,44,4,9,16,64,86,134,43,49,113,55,135,247,57,64,113,36,48,134,45,112,247,A,,,,,,,S. Grosjean,M. Damm,G379,D214,FRA,CZE,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS070,R128,01:44:00,,F,3,V151,"7-6(7),6-3,6-1",R. Vasek,O. Gross,,,CZE,GER,7-6(7),6-3,6-1,,,01:44:00,7,4,,,249,/en/stats/leaderboard?page=serve,7,6,51,53,103,75,40,53,46,23,50,40,2,5,14,214,/en/stats/leaderboard?page=serve,4,11,49,49,99,84,41,49,24,12,50,22,2,9,14,61,63,103,46,46,99,54,109,202,54,53,99,39,40,103,46,93,202,A,,,,,,,R. Vasek,O. Gross,V151,G297,CZE,GER,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS071,R128,02:13:00,,F,5,M535,"6-2,6-2,1-6,4-6,6-3",F. Mantilla,C. Van Garsse,,,ESP,BEL,6-2,6-2,1-6,4-6,6-3,02:13:00,,,,,258,/en/stats/leaderboard?page=serve,10,10,57,82,144,77,63,82,44,27,62,60,6,10,21,240,/en/stats/leaderboard?page=serve,11,11,62,96,155,71,68,96,36,21,59,67,12,18,21,63,90,144,43,66,155,52,156,299,57,89,155,38,54,144,48,143,299,A,,,,,,,F. Mantilla,C. Van Garsse,M535,V170,ESP,BEL,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS072,R128,02:10:00,,F,3,G354,"7-6(7),6-2,6-3",J. Gimelstob,A. Corretja,,,USA,ESP,7-6(7),6-2,6-3,,,02:10:00,7,3,,,276,/en/stats/leaderboard?page=serve,4,8,67,85,126,73,62,85,46,19,41,71,5,7,15,242,/en/stats/leaderboard?page=serve,2,8,57,52,91,71,37,52,44,17,39,38,3,8,14,64,81,126,41,37,91,54,118,217,59,54,91,36,45,126,46,99,217,A,,,,,,,J. Gimelstob,A. Corretja,G354,C344,USA,ESP,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS073,R128,02:21:00,,F,4,W035,"4-6,6-3,7-6(9),6-1",M. Woodforde,J. Knippschild,,,AUS,GER,4-6,6-3,7-6(9),6-1,,02:21:00,,,,,289,/en/stats/leaderboard?page=serve,6,7,62,75,121,84,63,75,52,24,46,33,1,3,20,266,/en/stats/leaderboard?page=serve,5,17,49,77,156,81,62,77,47,37,79,64,7,11,18,72,87,121,37,57,156,52,144,277,63,99,156,28,34,121,48,133,277,A,,,9,7,,,M. Woodforde,J. Knippschild,W035,K260,AUS,GER,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS074,R128,01:51:00,,F,4,T136,"1-6,6-3,6-3,6-0",J. Tarango,P. Haarhuis,,,USA,NED,1-6,6-3,6-3,6-0,,01:51:00,,,,,245,/en/stats/leaderboard?page=serve,10,4,49,52,106,87,45,52,35,19,54,50,3,6,15,212,/en/stats/leaderboard?page=serve,10,10,54,71,132,66,47,71,36,22,61,42,5,12,16,60,64,106,48,63,132,53,127,238,52,69,132,40,42,106,47,111,238,A,,,,,,,J. Tarango,P. Haarhuis,T136,H223,USA,NED,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS075,R128,02:50:00,,F,5,S331,"4-6,6-3,6-1,4-6,10-8",J. Stoltenberg,G. Kuerten,,,AUS,BRA,4-6,6-3,6-1,4-6,10-8,02:50:00,,,,,267,/en/stats/leaderboard?page=serve,6,8,63,73,115,81,59,73,38,16,42,57,4,7,18,245,/en/stats/leaderboard?page=serve,9,14,55,88,159,74,65,88,39,28,71,67,10,15,18,65,75,115,42,66,159,51,141,274,58,93,159,35,40,115,49,133,274,A,,,,,,,J. Stoltenberg,G. Kuerten,S331,K293,AUS,BRA,,
540,1998,Wimbledon,GS,1998-06-22T00:00:00,1998-07-05T00:00:00,Grass,128,5638006,$,MS076,R128,02:41:00,,F,4,U032,"2-6,7-6(8),6-3,6-3",B. Ulihrach,L. Arnold Ker,,,CZE,ARG,2-6,7-6(8),6-3,6-3,,02:41:00,,,8,6,245,/en/stats/leaderboard?page=serve,4,3,64,94,147,71,67,94,38,20,53,72,13,18,19,235,/en/stats/leaderboard?page=serve,5,6,60,88,147,70,62,88,36,21,59,63,10,16,19,59,87,147,44,64,147,51,151,294,56,83,147,41,60,147,49,143,294,A,,,,,,,B. Ulihrach,L. Arnold Ker,U032,A228,CZE,ARG,,
