event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set3_winner,tiebreak_set3_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_dividend_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set5_winner,tiebreak_set5_loser,breakpointssaved_percent_tot_winner,breakpointssaved_divisor_tot_winner,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_loser,doublefaults_isstatbetter_tot_winner,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS032,R64,02:36:00,,F,5,S402,"6-3,1-6,6-3,4-6,6-4",P. Sampras,J. Novak,,,USA,CZE,6-3,1-6,6-3,4-6,6-4,02:36:00,,,288,/en/stats/leaderboard?page=serve,5,18,54,89,165,88,78,89,47,36,76,4,23,289,/en/stats/leaderboard?page=serve,5,15,61,90,148,79,71,90,53,31,58,70,7,10,22,69,114,165,31,46,148,51,160,313,69,102,148,31,51,165,49,153,313,A,,,,,57,7,,,,,,,P. Sampras,J. Novak,S402,N254,USA,CZE,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS033,R64,02:37:00,,F,5,V037,"1-6,6-4,6-1,4-6,7-6(10)",A. Volkov,M. Tillstrom,,,RUS,SWE,1-6,6-4,6-1,4-6,7-6(10),02:37:00,,,242,/en/stats/leaderboard?page=serve,6,7,43,67,155,76,51,67,49,43,88,2,23,242,/en/stats/leaderboard?page=serve,6,5,52,88,168,68,60,88,50,40,80,54,7,13,23,61,94,155,40,68,168,50,162,323,60,100,168,39,61,155,50,161,323,A,,,10,8,25,8,,,,,,,A. Volkov,M. Tillstrom,V037,T166,RUS,SWE,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS034,R64,01:29:00,,F,3,P338,"6-3,6-4,6-2",M. Philippoussis,A. Olhovskiy,,,AUS,RUS,6-3,6-4,6-2,,,01:29:00,,,307,/en/stats/leaderboard?page=serve,5,22,56,59,105,97,57,59,52,24,46,0,14,235,/en/stats/leaderboard?page=serve,6,8,47,50,107,82,41,50,35,20,57,60,6,10,13,77,81,105,43,46,107,60,127,212,57,61,107,23,24,105,40,85,212,A,,,,,,,,,,,,,M. Philippoussis,A. Olhovskiy,P338,O009,AUS,RUS,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS035,R64,02:02:00,,F,4,P226,"4-6,6-2,6-2,6-1",C. Pioline,R. Carretero,,,FRA,ESP,4-6,6-2,6-2,6-1,,02:02:00,,,288,/en/stats/leaderboard?page=serve,5,12,57,67,117,82,55,67,54,27,50,5,17,207,/en/stats/leaderboard?page=serve,10,6,62,76,123,63,48,76,30,14,47,59,10,17,16,70,82,117,50,61,123,60,143,240,50,62,123,30,35,117,40,97,240,A,,,,,71,7,,,,,,,C. Pioline,R. Carretero,P226,C383,FRA,ESP,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS036,R64,01:18:00,,F,3,B446,"6-4,6-1,6-1",J. Bjorkman,D. Nainkin,,,SWE,RSA,6-4,6-1,6-1,,,01:18:00,,,179,/en/stats/leaderboard?page=serve,7,2,42,31,73,90,28,31,52,22,42,0,12,176,/en/stats/leaderboard?page=serve,9,0,46,36,79,56,20,36,33,14,43,50,6,12,12,68,50,73,57,45,79,63,95,152,43,34,79,32,23,73,38,57,152,A,,,,,0,,,,,,,,J. Bjorkman,D. Nainkin,B446,N101,SWE,RSA,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS037,R64,02:30:00,,F,4,C344,"6-7(4),6-4,6-4,6-0",A. Corretja,F. Veglio,,,ESP,SUI,6-7(4),6-4,6-4,6-0,,02:30:00,,,277,/en/stats/leaderboard?page=serve,2,0,51,57,112,79,45,57,60,33,55,6,19,204,/en/stats/leaderboard?page=serve,12,1,58,84,144,67,56,84,27,16,60,61,11,18,19,70,78,112,50,72,144,59,150,256,50,72,144,30,34,112,41,106,256,A,4,7,,,75,8,,,,,,,A. Corretja,F. Veglio,C344,V176,ESP,SUI,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS038,R64,01:49:00,,F,3,S572,"6-2,6-4,6-4",S. Schalken,D. Rikl,,,NED,CZE,6-2,6-4,6-4,,,01:49:00,,,295,/en/stats/leaderboard?page=serve,1,8,61,60,99,73,44,60,62,24,39,4,14,223,/en/stats/leaderboard?page=serve,4,3,54,60,111,63,38,60,43,22,51,77,17,22,14,69,68,99,46,51,111,57,119,210,54,60,111,31,31,99,43,91,210,A,,,,,80,5,,,,,,,S. Schalken,D. Rikl,S572,R203,NED,CZE,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS039,R64,01:42:00,,F,3,F035,"6-4,7-5,6-3",G. Forget,F. Mantilla,,,FRA,ESP,6-4,7-5,6-3,,,01:42:00,,,289,/en/stats/leaderboard?page=serve,6,12,56,58,103,93,54,58,47,21,45,1,16,265,/en/stats/leaderboard?page=serve,,3,71,60,84,58,35,60,67,16,24,38,3,8,15,73,75,103,39,33,84,58,108,187,61,51,84,27,28,103,42,79,187,A,,,,,33,3,,,,,False,,G. Forget,F. Mantilla,F035,M535,FRA,ESP,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS040,R64,02:15:00,,F,4,I034,"6-7(1),6-3,6-4,6-4",G. Ivanisevic,S. Draper,,,CRO,AUS,6-7(1),6-3,6-4,6-4,,02:15:00,,,273,/en/stats/leaderboard?page=serve,4,14,51,75,148,85,64,75,56,41,73,0,21,271,/en/stats/leaderboard?page=serve,5,6,50,64,127,83,53,64,52,33,63,40,2,5,20,71,105,148,32,41,127,53,146,275,68,86,127,29,43,148,47,129,275,A,1,7,,,,,,,,,,,G. Ivanisevic,S. Draper,I034,D270,CRO,AUS,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS041,R64,02:07:00,,F,4,D249,"7-6(7),6-2,4-6,6-1",H. Dreekmann,T. Johansson,,,GER,SWE,7-6(7),6-2,4-6,6-1,,02:07:00,,,304,/en/stats/leaderboard?page=serve,6,19,56,79,142,90,71,79,51,32,63,5,19,251,/en/stats/leaderboard?page=serve,8,11,48,62,128,76,47,62,47,31,66,64,7,11,18,73,103,142,39,50,128,57,153,270,61,78,128,27,39,142,43,117,270,A,7,1,,,83,6,,,,,,,H. Dreekmann,T. Johansson,D249,J129,GER,SWE,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS042,R64,01:33:00,,F,3,M475,"6-4,6-3,6-2",A. Medvedev,J. Kroslak,,,UKR,SVK,6-4,6-3,6-2,,,01:33:00,,,303,/en/stats/leaderboard?page=serve,2,7,56,48,85,88,42,48,62,23,37,2,14,204,/en/stats/leaderboard?page=serve,11,3,46,51,112,67,34,51,38,23,61,55,6,11,13,76,65,85,49,55,112,61,120,197,51,57,112,24,20,85,39,77,197,A,,,,,67,3,,,,,,,A. Medvedev,J. Kroslak,M475,K296,UKR,SVK,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS043,R64,01:36:00,,F,3,K148,"6-0,6-2(7),6-3",P. Korda,B. Ulihrach,,,CZE,CZE,6-0,6-2(7),6-3,,,01:36:00,,,264,/en/stats/leaderboard?page=serve,8,6,66,77,116,75,58,77,33,13,39,8,13,203,/en/stats/leaderboard?page=serve,6,1,60,56,94,63,35,56,32,12,38,54,7,13,13,61,71,116,50,47,94,56,118,210,50,47,94,39,45,116,44,92,210,A,,,,,89,9,,,7,5,,,P. Korda,B. Ulihrach,K148,U032,CZE,CZE,,
