event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set3_winner,tiebreak_set3_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_dividend_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set5_winner,tiebreak_set5_loser,breakpointssaved_percent_tot_winner,breakpointssaved_divisor_tot_winner,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_loser,doublefaults_isstatbetter_tot_winner,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS044,R64,01:48:00,,F,3,M442,"6-3,6-2,6-2",T. Martin,A. Gaudenzi,,,USA,ITA,6-3,6-2,6-2,,,01:48:00,,,274,/en/stats/leaderboard?page=serve,3,12,64,75,118,75,56,75,42,18,43,8,13,176,/en/stats/leaderboard?page=serve,4,1,49,43,88,53,23,43,36,16,45,56,9,16,12,63,74,118,56,49,88,60,123,206,44,39,88,37,44,118,40,83,206,A,,,,,80,10,,,,,,,T. Martin,A. Gaudenzi,M442,G254,USA,ITA,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS045,R64,01:32:00,,F,3,H336,"6-3,6-4,6-2",T. Henman,D. Flach,,,GBR,USA,6-3,6-4,6-2,,,01:32:00,,,262,/en/stats/leaderboard?page=serve,3,6,57,51,90,78,40,51,46,18,39,5,14,201,/en/stats/leaderboard?page=serve,4,2,57,50,87,54,27,50,46,17,37,36,4,11,13,64,58,90,49,43,87,57,101,177,51,44,87,36,32,90,43,76,177,A,,,,,63,8,,,,,,,T. Henman,D. Flach,H336,F191,GBR,USA,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS046,R64,01:43:00,,F,4,H223,"1-6,6-2,6-2,6-3",P. Haarhuis,M. Tebbutt,,,NED,AUS,1-6,6-2,6-2,6-3,,01:43:00,,,276,/en/stats/leaderboard?page=serve,3,5,70,80,115,80,64,80,37,13,35,8,16,260,/en/stats/leaderboard?page=serve,5,14,56,57,101,84,48,57,43,19,44,17,1,6,16,67,77,115,34,34,101,51,111,216,66,67,101,33,38,115,49,105,216,A,,,,,80,10,,,,,,,P. Haarhuis,M. Tebbutt,H223,T195,NED,AUS,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS047,R64,01:52:00,,F,4,E004,"3-6,6-3,6-3,1-0",S. Edberg,B. Karbacher,,,SWE,GER,3-6,6-3,6-3,1-0,,01:52:00,,,244,/en/stats/leaderboard?page=serve,3,6,49,51,104,76,39,51,45,24,53,5,14,231,/en/stats/leaderboard?page=serve,3,7,64,55,86,67,37,55,39,12,31,33,3,9,14,61,63,104,43,37,86,53,100,190,57,49,86,39,41,104,47,90,190,A,,,,,56,9,,,,,,,S. Edberg,B. Karbacher,E004,K190,SWE,GER,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS048,R64,02:28:00,,F,4,A092,"3-6,6-4,6-1,6-0",A. Agassi,L. Paes,,,USA,IND,3-6,6-4,6-1,6-0,,02:28:00,,,263,/en/stats/leaderboard?page=serve,7,4,73,98,135,66,65,98,46,17,37,15,16,209,/en/stats/leaderboard?page=serve,4,9,75,100,133,64,64,100,15,5,33,43,6,14,16,61,82,135,48,64,133,54,146,268,52,69,133,39,53,135,46,122,268,A,,,,,83,18,,,,,,,A. Agassi,L. Paes,A092,P269,USA,IND,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS049,R64,01:40:00,,F,3,S381,"7-6(7),6-4,6-4",J. Siemerink,C. Moya,,,NED,ESP,7-6(7),6-4,6-4,,,01:40:00,,,292,/en/stats/leaderboard?page=serve,6,8,63,67,107,90,60,67,50,20,40,0,16,267,/en/stats/leaderboard?page=serve,4,3,59,68,116,78,53,68,44,21,48,87,13,15,16,75,80,107,36,42,116,55,122,223,64,74,116,25,27,107,45,101,223,A,7,2,,,,,,,,,,,J. Siemerink,C. Moya,S381,M605,NED,ESP,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS050,R64,03:16:00,,F,4,W123,"6-4,6-4,4-6,7-6(7)",D. Wheaton,F. Vitoux,,,USA,FRA,6-4,6-4,4-6,7-6(7),,03:16:00,,,273,/en/stats/leaderboard?page=serve,7,18,59,100,170,83,83,100,40,28,70,9,21,253,/en/stats/leaderboard?page=serve,5,4,70,118,169,63,74,118,45,23,51,78,18,23,21,65,111,170,43,72,169,54,183,339,57,97,169,35,59,170,46,156,339,A,,,,,69,13,7,4,,,,,D. Wheaton,F. Vitoux,W123,V147,USA,FRA,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS051,R64,02:51:00,,F,5,O099,"6-3,6-4,5-7,3-6,6-3",A. O'Brien,M. Washington,,,USA,USA,6-3,6-4,5-7,3-6,6-3,02:51:00,,,286,/en/stats/leaderboard?page=serve,4,15,66,103,157,75,77,103,54,29,54,1,25,247,/en/stats/leaderboard?page=serve,7,5,60,92,154,75,69,92,39,24,62,63,10,16,24,68,106,157,40,61,154,54,167,311,60,93,154,32,51,157,46,144,311,A,,,,,17,6,,,,,,,A. O'Brien,M. Washington,O099,W124,USA,USA,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS052,R64,01:30:00,,F,3,E113,"6-3,6-2,6-3",T. Enqvist,G. Raoux,,,SWE,FRA,6-3,6-2,6-3,,,01:30:00,,,221,/en/stats/leaderboard?page=serve,1,9,60,48,80,90,43,48,63,20,32,0,13,224,/en/stats/leaderboard?page=serve,3,4,52,44,84,70,31,44,40,16,40,38,3,8,13,79,63,80,44,37,84,61,100,164,56,47,84,21,17,80,39,64,164,A,,,,,0,,,,,,,,T. Enqvist,G. Raoux,E113,R186,SWE,FRA,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS053,R64,03:49:00,,F,5,C329,"7-6(7),3-6,6-3,6-7(3),6-3",P. Campana,M. Knowles,,,ECU,BAH,7-6(7),3-6,6-3,6-7(3),6-3,03:49:00,,,270,/en/stats/leaderboard?page=serve,5,10,51,94,184,74,70,94,56,50,90,10,26,262,/en/stats/leaderboard?page=serve,15,22,50,102,204,80,82,102,45,46,102,71,12,17,25,65,120,184,37,76,204,51,196,388,63,128,204,35,64,184,49,192,388,A,7,3,,,71,14,3,7,,,,,P. Campana,M. Knowles,C329,K171,ECU,BAH,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS054,R64,01:36:00,,F,3,B350,"6-3,6-2,6-4",S. Bruguera,M. Stich,,,ESP,GER,6-3,6-2,6-4,,,01:36:00,,,273,/en/stats/leaderboard?page=serve,2,0,46,40,87,80,32,40,57,27,47,3,14,209,/en/stats/leaderboard?page=serve,8,4,49,49,99,65,32,49,38,19,50,62,8,13,13,68,59,87,48,48,99,58,107,186,52,51,99,32,28,87,42,79,186,A,,,,,75,4,,,,,,,S. Bruguera,M. Stich,B350,S351,ESP,GER,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS055,R64,01:41:00,,F,3,M099,"6-3,6-2,6-4",T. Muster,D. Dier,,,AUT,GER,6-3,6-2,6-4,,,01:41:00,,,282,/en/stats/leaderboard?page=serve,5,18,48,50,104,96,48,50,54,29,54,0,14,251,/en/stats/leaderboard?page=serve,2,9,54,47,87,83,39,47,38,15,40,20,1,5,13,74,77,104,38,33,87,58,110,191,62,54,87,26,27,104,42,81,191,A,,,,,,,,,,,,,T. Muster,D. Dier,M099,D207,AUT,GER,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS056,R64,02:25:00,,F,4,S015,"6-2,7-6(7),2-6,6-3",J. Sanchez,J. Grabb,,,ESP,USA,6-2,7-6(7),2-6,6-3,,02:25:00,,,256,/en/stats/leaderboard?page=serve,12,5,53,69,129,83,57,69,43,26,60,2,19,240,/en/stats/leaderboard?page=serve,11,7,56,79,142,73,58,79,38,24,63,50,4,8,18,64,83,129,42,60,142,53,143,271,58,82,142,36,46,129,47,128,271,A,,,,,40,5,,,7,3,,,J. Sanchez,J. Grabb,S015,G039,ESP,USA,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS057,R64,02:06:00,,F,3,S331,"6-3,7-6(7),6-3",J. Stoltenberg,K. Carlsen,,,AUS,DEN,6-3,7-6(7),6-3,,,02:06:00,,,267,/en/stats/leaderboard?page=serve,3,7,53,58,109,83,48,58,65,33,51,0,16,243,/en/stats/leaderboard?page=serve,7,3,42,45,106,76,34,45,44,27,61,60,3,5,14,74,81,109,42,45,106,59,126,215,58,61,106,26,28,109,41,89,215,A,,,,,,,,,7,1,,,J. Stoltenberg,K. Carlsen,S331,C328,AUS,DEN,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS058,R64,00:06:00,,F,3,B053,"7-6(8),6-3,6-1",A. Boetsch,M. Gustafsson,,,FRA,SWE,7-6(8),6-3,6-1,,,00:06:00,,,307,/en/stats/leaderboard?page=serve,1,13,54,52,97,85,44,52,64,29,45,0,14,236,/en/stats/leaderboard?page=serve,7,4,55,51,93,75,38,51,38,16,42,20,1,5,14,75,73,97,42,39,93,59,112,190,58,54,93,25,24,97,41,78,190,A,8,6,,,,,,,,,,,A. Boetsch,M. Gustafsson,B053,G182,FRA,SWE,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS059,R64,00:03:00,,F,4,T136,"6-4,4-6,7-6(7),6-2",J. Tarango,M. Rios,,,USA,CHI,6-4,4-6,7-6(7),6-2,,00:03:00,7,5,269,/en/stats/leaderboard?page=serve,5,8,64,91,143,70,64,91,52,27,52,13,20,237,/en/stats/leaderboard?page=serve,6,6,50,66,131,62,41,66,55,36,65,14,1,7,20,64,91,143,41,54,131,53,145,274,59,77,131,36,52,143,47,129,274,A,,,,,76,17,,,,,,,J. Tarango,M. Rios,T136,R286,USA,CHI,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS060,R64,00:01:00,,F,5,G247,"6-7(5),6-3,7-6(7),0-6,7-6(7)",H. Gumy,J. Palmer,,,ARG,USA,6-7(5),6-3,7-6(7),0-6,7-6(7),00:01:00,7,4,245,/en/stats/leaderboard?page=serve,8,6,64,128,200,63,80,128,51,37,72,8,26,229,/en/stats/leaderboard?page=serve,19,8,60,133,222,70,93,133,34,30,89,74,17,23,25,59,117,200,45,99,222,51,216,422,55,123,222,42,83,200,49,206,422,A,5,7,7,1,50,16,,,,,,,H. Gumy,J. Palmer,G247,P233,ARG,USA,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS061,R64,00:05:00,,F,3,H025,"7-6(7),7-6(9),6-0",J. Hlasek,A. Berasategui,,,SUI,ESP,7-6(7),7-6(9),6-0,,,00:05:00,,,282,/en/stats/leaderboard?page=serve,5,9,69,77,111,82,63,77,41,14,34,2,15,258,/en/stats/leaderboard?page=serve,1,4,73,90,124,60,54,90,56,19,34,69,11,16,15,69,77,111,41,51,124,54,128,235,59,73,124,31,34,111,46,107,235,A,7,5,,,50,4,,,9,7,,,J. Hlasek,A. Berasategui,H025,B428,SUI,ESP,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS062,R64,00:03:00,,F,4,S544,"6-2,1-6,6-2,6-4",V. Spadea,D. Prinosil,,,USA,GER,6-2,1-6,6-2,6-4,,00:03:00,,,275,/en/stats/leaderboard?page=serve,1,5,61,68,112,68,46,68,61,27,44,7,16,219,/en/stats/leaderboard?page=serve,7,5,52,64,122,64,41,64,41,24,58,40,4,10,17,65,73,112,47,57,122,56,130,234,53,65,122,35,39,112,44,104,234,A,,,,,70,10,,,,,,,V. Spadea,D. Prinosil,S544,P273,USA,GER,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS063,R64,00:02:00,,F,3,C274,"6-1,6-3,6-1",M. Chang,N. Godwin,,,USA,RSA,6-1,6-3,6-1,,,00:02:00,,,288,/en/stats/leaderboard?page=serve,4,11,46,39,85,87,34,39,57,26,46,0,12,193,/en/stats/leaderboard?page=serve,2,8,55,49,89,61,30,49,35,14,40,42,5,12,11,71,60,85,51,45,89,60,105,174,49,44,89,29,25,85,40,69,174,A,,,,,0,1,,,,,,,M. Chang,N. Godwin,C274,G288,USA,RSA,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS064,R128,01:27:00,,F,3,S402,"6-2,6-2,6-1",P. Sampras,J. Szymanski,,,USA,VEN,6-2,6-2,6-1,,,01:27:00,,,299,/en/stats/leaderboard?page=serve,4,12,62,51,82,86,44,51,52,16,31,5,12,191,/en/stats/leaderboard?page=serve,4,6,60,50,83,54,27,50,39,13,33,61,11,18,11,73,60,82,52,43,83,62,103,165,48,40,83,27,22,82,38,62,165,A,,,,,83,6,,,,,,,P. Sampras,J. Szymanski,S402,S585,USA,VEN,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS065,R128,01:24:00,,F,3,N254,"6-2,6-4,6-3",J. Novak,B. Ellwood,,,CZE,AUS,6-2,6-4,6-3,,,01:24:00,,,294,/en/stats/leaderboard?page=serve,1,2,66,47,71,77,36,47,58,14,24,0,13,233,/en/stats/leaderboard?page=serve,1,8,61,61,100,70,43,61,38,15,39,45,5,11,14,70,50,71,42,42,100,54,92,171,58,58,100,30,21,71,46,79,171,A,,,,,0,1,,,,,,,J. Novak,B. Ellwood,N254,E143,CZE,AUS,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS066,R128,01:57:00,,F,3,V037,"6-7(5),6-4,5-2",A. Volkov,M. Larsson,,,RUS,SWE,6-7(5),6-4,5-2,,,01:57:00,,,256,/en/stats/leaderboard?page=serve,8,13,56,73,131,79,58,73,36,21,58,7,15,237,/en/stats/leaderboard?page=serve,2,8,56,81,145,67,54,81,42,27,64,74,14,19,15,60,79,131,44,64,145,52,143,276,56,81,145,40,52,131,48,133,276,A,5,7,,,70,10,,,,,,,A. Volkov,M. Larsson,V037,L206,RUS,SWE,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS067,R128,02:48:00,,F,5,T166,"1-6,7-6(9),6-1,3-6,6-4",M. Tillstrom,T. El Sawy,,,SWE,EGY,1-6,7-6(9),6-1,3-6,6-4,02:48:00,,,280,/en/stats/leaderboard?page=serve,1,11,71,106,149,69,73,106,53,23,43,4,22,264,/en/stats/leaderboard?page=serve,3,10,50,78,155,85,66,78,44,34,77,38,3,8,23,64,96,149,35,55,155,50,151,304,65,100,155,36,53,149,50,153,304,A,,,,,44,9,,,9,7,,,M. Tillstrom,T. El Sawy,T166,E146,SWE,EGY,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS068,R128,01:27:00,,F,3,O009,"6-4,6-3,6-2",A. Olhovskiy,P. Cash,,,RUS,AUS,6-4,6-3,6-2,,,01:27:00,,,322,/en/stats/leaderboard?page=serve,,11,66,51,77,88,45,51,73,19,26,0,13,228,/en/stats/leaderboard?page=serve,4,5,57,52,91,65,34,52,41,16,39,0,0,5,14,83,64,77,45,41,91,63,105,168,55,50,91,17,13,77,38,63,168,A,,,,,,,,,,,,False,A. Olhovskiy,P. Cash,O009,C023,RUS,AUS,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS069,R128,02:42:00,,F,4,P338,"6-7(6),6-3,6-3,6-3",M. Philippoussis,M. Woodforde,,,AUS,AUS,6-7(6),6-3,6-3,6-3,,02:42:00,,,298,/en/stats/leaderboard?page=serve,10,28,60,100,166,94,94,100,36,24,66,5,20,243,/en/stats/leaderboard?page=serve,7,8,64,95,148,67,64,95,43,23,53,67,12,18,19,71,118,166,41,61,148,57,179,314,59,87,148,29,48,166,43,135,314,A,6,8,,,71,7,,,,,,,M. Philippoussis,M. Woodforde,P338,W035,AUS,AUS,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS070,R128,01:32:00,,F,4,C383,"6-3,4-6,6-0,1-0",R. Carretero,J. Burillo,,,ESP,ESP,6-3,4-6,6-0,1-0,,01:32:00,,,260,/en/stats/leaderboard?page=serve,6,3,66,57,86,79,45,57,34,10,29,5,13,219,/en/stats/leaderboard?page=serve,7,7,57,51,90,63,32,51,38,15,39,38,3,8,13,64,55,86,48,43,90,56,98,176,52,47,90,36,31,86,44,78,176,A,,,,,71,7,,,,,,,R. Carretero,J. Burillo,C383,B429,ESP,ESP,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS071,R128,02:23:00,,F,3,P226,"6-4,7-6(7),6-4",C. Pioline,F. Clavet,,,FRA,ESP,6-4,7-6(7),6-4,,,02:23:00,,,299,/en/stats/leaderboard?page=serve,1,7,57,60,106,82,49,60,61,28,46,1,16,250,/en/stats/leaderboard?page=serve,4,3,52,62,120,71,44,62,47,27,58,75,9,12,16,73,77,106,41,49,120,56,126,226,59,71,120,27,29,106,44,100,226,A,,,,,50,2,,,7,3,,,C. Pioline,F. Clavet,P226,C252,FRA,ESP,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS072,R128,02:22:00,,F,4,N101,"6-4,6-4,2-6,7-5",D. Nainkin,W. Ferreira,,,RSA,RSA,6-4,6-4,2-6,7-5,,02:22:00,,,256,/en/stats/leaderboard?page=serve,5,2,62,91,146,64,58,91,53,29,55,9,20,272,/en/stats/leaderboard?page=serve,4,16,60,79,131,81,64,79,44,23,52,17,1,6,20,60,87,146,34,44,131,47,131,277,66,87,131,40,59,146,53,146,277,A,,,,,69,13,,,,,,,D. Nainkin,W. Ferreira,N101,F196,RSA,RSA,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS073,R128,02:45:00,,F,4,B446,"6-2,5-7,7-6(7),7-5",J. Bjorkman,K. Kucera,,,SWE,SVK,6-2,5-7,7-6(7),7-5,,02:45:00,7,3,258,/en/stats/leaderboard?page=serve,6,3,60,93,155,72,67,93,48,30,62,9,22,226,/en/stats/leaderboard?page=serve,10,4,53,81,153,67,54,81,40,29,72,54,7,13,22,63,97,155,46,70,153,54,167,308,54,83,153,37,58,155,46,141,308,A,,,,,69,13,,,,,,,J. Bjorkman,K. Kucera,B446,K237,SWE,SVK,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS074,R128,02:41:00,,F,4,V176,"1-6,6-2,6-4,6-4",F. Veglio,C. Ruud,,,SUI,NOR,1-6,6-2,6-4,6-4,,02:41:00,,,219,/en/stats/leaderboard?page=serve,13,2,57,88,154,68,60,88,33,22,66,11,18,231,/en/stats/leaderboard?page=serve,5,5,56,68,121,75,51,68,36,19,53,60,9,15,17,53,82,154,42,51,121,48,133,275,58,70,121,47,72,154,52,142,275,A,,,,,69,16,,,,,,,F. Veglio,C. Ruud,V176,R219,SUI,NOR,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS075,R128,02:20:00,,F,4,C344,"7-6(8),3-6,6-2,6-2",A. Corretja,B. Black,,,ESP,ZIM,7-6(8),3-6,6-2,6-2,,02:20:00,,,278,/en/stats/leaderboard?page=serve,4,6,68,88,129,69,61,88,51,21,41,10,18,248,/en/stats/leaderboard?page=serve,4,4,63,83,132,71,59,83,41,20,49,44,4,9,19,64,82,129,40,53,132,52,135,261,60,79,132,36,47,129,48,126,261,A,8,6,,,83,12,,,,,,,A. Corretja,B. Black,C344,B397,ESP,ZIM,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS076,R128,01:50:00,,F,3,R203,"6-4,7-5,6-2",D. Rikl,H. Arazi,,,CZE,MAR,6-4,7-5,6-2,,,01:50:00,,,298,/en/stats/leaderboard?page=serve,,4,66,51,77,84,43,51,58,15,26,2,15,231,/en/stats/leaderboard?page=serve,2,6,58,73,126,60,44,73,49,26,53,63,10,16,15,75,58,77,44,56,126,56,114,203,56,70,126,25,19,77,44,89,203,A,,,,,50,4,,,,,,False,D. Rikl,H. Arazi,R203,A226,CZE,MAR,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS077,R128,02:26:00,,F,4,S572,"6-3,6-4,6-7(6),6-3",S. Schalken,G. Schaller,,,NED,AUT,6-3,6-4,6-7(6),6-3,,02:26:00,6,8,276,/en/stats/leaderboard?page=serve,5,15,57,86,150,77,66,86,52,33,64,3,21,220,/en/stats/leaderboard?page=serve,5,1,66,103,156,63,65,103,32,17,53,71,17,24,19,66,99,150,47,74,156,57,173,306,53,82,156,34,51,150,43,133,306,A,,,,,43,7,,,,,,,S. Schalken,G. Schaller,S572,S315,NED,AUT,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS078,R128,02:55:00,,F,5,F035,"3-6,2-6,6-4,7-6(7),6-3",G. Forget,G. Stafford,,,FRA,RSA,3-6,2-6,6-4,7-6(7),6-3,02:55:00,,,272,/en/stats/leaderboard?page=serve,9,20,56,106,189,76,81,106,49,41,83,4,25,281,/en/stats/leaderboard?page=serve,4,13,59,98,166,78,76,98,49,33,68,67,6,9,23,65,122,189,34,57,166,50,179,355,66,109,166,35,67,189,50,176,355,A,,,,,44,9,7,2,,,,,G. Forget,G. Stafford,F035,S406,FRA,RSA,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS079,R128,02:37:00,,F,4,M535,"6-1,6-7(2),7-6(7),6-3",F. Mantilla,F. Meligeni,,,ESP,BRA,6-1,6-7(2),7-6(7),6-3,,02:37:00,7,5,247,/en/stats/leaderboard?page=serve,2,4,62,79,127,73,58,79,42,20,48,8,19,210,/en/stats/leaderboard?page=serve,7,9,56,80,142,71,57,80,29,18,62,17,2,12,21,61,78,127,47,67,142,54,145,269,53,75,142,39,49,127,46,124,269,A,,,,,57,14,,,2,7,,,F. Mantilla,F. Meligeni,M535,M443,ESP,BRA,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS080,R128,02:03:00,,F,4,I034,"1-6,6-2,6-4,6-4",G. Ivanisevic,A. Chesnokov,,,CRO,RUS,1-6,6-2,6-4,6-4,,02:03:00,,,266,/en/stats/leaderboard?page=serve,6,11,48,57,120,86,49,57,44,28,63,4,18,249,/en/stats/leaderboard?page=serve,4,6,52,69,133,61,42,69,58,37,64,71,10,14,17,64,77,120,41,54,133,52,131,253,59,79,133,36,43,120,48,122,253,A,,,,,57,7,,,,,,,G. Ivanisevic,A. Chesnokov,I034,C031,CRO,RUS,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS081,R128,01:39:00,,F,3,D270,"6-3,7-5,6-3",S. Draper,G. Blanco,,,AUS,ESP,6-3,7-5,6-3,,,01:39:00,,,238,/en/stats/leaderboard?page=serve,,10,67,57,85,86,49,57,75,21,28,0,15,249,/en/stats/leaderboard?page=serve,5,6,57,66,116,70,46,66,48,24,50,50,4,8,15,82,70,85,40,46,116,58,116,201,60,70,116,18,15,85,42,85,201,A,,,,,0,,,,,,,False,S. Draper,G. Blanco,D270,B518,AUS,ESP,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS082,R128,03:11:00,,F,5,J129,"4-6,2-6,7-5,6-1,7-5",T. Johansson,R. Furlan,,,SWE,ITA,4-6,2-6,7-5,6-1,7-5,03:11:00,,,250,/en/stats/leaderboard?page=serve,5,7,46,76,164,74,56,76,52,46,88,12,25,256,/en/stats/leaderboard?page=serve,4,11,60,98,162,72,71,98,47,30,64,50,7,14,24,62,102,164,38,61,162,50,163,326,62,101,162,38,62,164,50,163,326,A,,,,,67,18,,,,,,,T. Johansson,R. Furlan,J129,F192,SWE,ITA,,
560,1996,US Open,GS,1996-08-26T00:00:00,1996-09-08T00:00:00,Hard,128,4806000,$,MS083,R128,01:27:00,,F,3,D249,"6-2,6-4,6-2",H. Dreekmann,G. Rusedski,,,GER,GBR,6-2,6-4,6-2,,,01:27:00,,,291,/en/stats/leaderboard?page=serve,2,6,43,35,82,86,30,35,66,31,47,0,13,230,/en/stats/leaderboard?page=serve,6,11,52,50,97,82,41,50,30,14,47,50,5,10,13,74,61,82,43,42,97,58,103,179,57,55,97,26,21,82,42,76,179,A,,,,,,,,,,,,,H. Dreekmann,G. Rusedski,D249,R237,GER,GBR,,
