event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_winner,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
311,1996,London / Queen's Club,GP,1996-06-10T00:00:00,1996-06-16T00:00:00,Grass,56,675000,$,MS001,F,01:32:00,,F,2,B028,"6-4,7-6(7)",B. Becker,S. Edberg,,,GER,SWE,6-4,7-6(7),,,,01:32:00,7,3,280,/en/stats/leaderboard?page=serve,5,6,52,39,75,87,34,39,50,18,36,86,6,7,11,264,/en/stats/leaderboard?page=serve,4,1,60,37,62,70,26,37,56,14,25,0,0,2,11,69,52,75,35,22,62,54,74,137,65,40,62,31,23,75,46,63,137,A,,,,,,B. Becker,S. Edberg,B028,E004,GER,SWE,,
311,1996,London / Queen's Club,GP,1996-06-10T00:00:00,1996-06-16T00:00:00,Grass,56,675000,$,MS002,SF,01:44:00,,F,3,E004,"6-7(2),6-3,6-2",S. Edberg,T. Muster,,,SWE,AUT,6-7(2),6-3,6-2,,,01:44:00,,,274,/en/stats/leaderboard?page=serve,1,7,57,53,93,70,37,53,55,22,40,60,3,5,15,226,/en/stats/leaderboard?page=serve,6,1,49,44,90,70,31,44,48,22,46,55,6,11,14,63,59,93,41,37,90,52,96,183,59,53,90,37,34,93,48,87,183,A,2,7,,,,S. Edberg,T. Muster,E004,M099,SWE,AUT,,
311,1996,London / Queen's Club,GP,1996-06-10T00:00:00,1996-06-16T00:00:00,Grass,56,675000,$,MS003,SF,01:33:00,,F,2,B028,"7-6(7),6-4",B. Becker,W. Ferreira,,,GER,RSA,7-6(7),6-4,,,,01:33:00,,,267,/en/stats/leaderboard?page=serve,10,9,56,52,93,73,38,52,49,20,41,89,8,9,11,244,/en/stats/leaderboard?page=serve,6,5,51,40,78,68,27,40,45,17,38,75,6,8,11,62,58,93,44,34,78,54,92,171,56,44,78,38,35,93,46,79,171,A,7,4,,,,B. Becker,W. Ferreira,B028,F196,GER,RSA,,
311,1996,London / Queen's Club,GP,1996-06-10T00:00:00,1996-06-16T00:00:00,Grass,56,675000,$,MS004,QF,01:34:00,,F,3,M099,"1-6,7-5,6-3",T. Muster,M. Woodforde,,,AUT,AUS,1-6,7-5,6-3,,,01:34:00,,,258,/en/stats/leaderboard?page=serve,1,8,55,41,74,73,30,41,52,17,33,33,2,6,14,238,/en/stats/leaderboard?page=serve,7,5,53,47,88,70,33,47,46,19,41,43,3,7,14,64,47,74,41,36,88,51,83,162,59,52,88,36,27,74,49,79,162,A,,,,,,T. Muster,M. Woodforde,M099,W035,AUT,AUS,,
311,1996,London / Queen's Club,GP,1996-06-10T00:00:00,1996-06-16T00:00:00,Grass,56,675000,$,MS005,QF,01:52:00,,F,3,E004,"5-7,6-4,6-2",S. Edberg,T. Martin,,,SWE,USA,5-7,6-4,6-2,,,01:52:00,,,255,/en/stats/leaderboard?page=serve,8,4,58,59,101,71,42,59,50,21,42,73,8,11,15,236,/en/stats/leaderboard?page=serve,6,3,65,58,89,66,38,58,42,13,31,62,8,13,15,62,63,101,43,38,89,53,101,190,57,51,89,38,38,101,47,89,190,A,,,,,,S. Edberg,T. Martin,E004,M442,SWE,USA,,
311,1996,London / Queen's Club,GP,1996-06-10T00:00:00,1996-06-16T00:00:00,Grass,56,675000,$,MS006,QF,01:57:00,,F,3,F196,"6-7(1),6-3,7-6(7)",W. Ferreira,M. Stich,,,RSA,GER,6-7(1),6-3,7-6(7),,,01:57:00,,,254,/en/stats/leaderboard?page=serve,9,4,58,73,125,73,53,73,46,24,52,81,13,16,17,245,/en/stats/leaderboard?page=serve,8,7,47,51,108,78,40,51,46,26,57,64,7,11,16,62,77,125,39,42,108,51,119,233,61,66,108,38,48,125,49,114,233,A,1,7,7,4,,W. Ferreira,M. Stich,F196,S351,RSA,GER,,
311,1996,London / Queen's Club,GP,1996-06-10T00:00:00,1996-06-16T00:00:00,Grass,56,675000,$,MS007,QF,01:40:00,,F,2,B028,"7-5,6-4",B. Becker,P. Rafter,,,GER,AUS,7-5,6-4,,,,01:40:00,,,241,/en/stats/leaderboard?page=serve,5,3,54,39,72,69,27,39,48,16,33,70,7,10,11,213,/en/stats/leaderboard?page=serve,4,4,61,49,80,59,29,49,39,12,31,58,7,12,11,60,43,72,49,39,80,54,82,152,51,41,80,40,29,72,46,70,152,A,,,,,,B. Becker,P. Rafter,B028,R255,GER,AUS,,
311,1996,London / Queen's Club,GP,1996-06-10T00:00:00,1996-06-16T00:00:00,Grass,56,675000,$,MS008,R16,00:56:00,,F,2,M099,"6-2,6-4",T. Muster,A. Olhovskiy,,,AUT,RUS,6-2,6-4,,,,00:56:00,,,283,/en/stats/leaderboard?page=serve,2,3,54,28,52,82,23,28,58,14,24,80,4,5,9,215,/en/stats/leaderboard?page=serve,7,6,58,29,50,79,23,29,24,5,21,33,2,6,9,71,37,52,44,22,50,58,59,102,56,28,50,29,15,52,42,43,102,A,,,,,,T. Muster,A. Olhovskiy,M099,O009,AUT,RUS,,
311,1996,London / Queen's Club,GP,1996-06-10T00:00:00,1996-06-16T00:00:00,Grass,56,675000,$,MS009,R16,00:58:00,,F,2,W035,"6-1,6-4",M. Woodforde,P. Korda,,,AUS,CZE,6-1,6-4,,,,00:58:00,,,282,/en/stats/leaderboard?page=serve,2,4,67,37,55,81,30,37,44,8,18,0,0,1,9,204,/en/stats/leaderboard?page=serve,4,4,53,23,43,61,14,23,40,8,20,33,2,6,8,69,38,55,49,21,43,60,59,98,51,22,43,31,17,55,40,39,98,A,,,,,,M. Woodforde,P. Korda,W035,K148,AUS,CZE,,
311,1996,London / Queen's Club,GP,1996-06-10T00:00:00,1996-06-16T00:00:00,Grass,56,675000,$,MS010,R16,02:05:00,,F,3,E004,"6-7(3),6-2,7-6(7)",S. Edberg,G. Ivanisevic,,,SWE,CRO,6-7(3),6-2,7-6(7),,,02:05:00,,,282,/en/stats/leaderboard?page=serve,5,5,62,67,108,79,53,67,54,22,41,67,4,6,16,261,/en/stats/leaderboard?page=serve,7,16,54,64,118,69,44,64,54,29,54,67,8,12,16,69,75,108,38,45,118,53,120,226,62,73,118,31,33,108,47,106,226,A,3,7,7,4,,S. Edberg,G. Ivanisevic,E004,I034,SWE,CRO,,
