event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_id_winner,player_id_loser
568,2009,St. Petersburg,250,2009-10-25T00:00:00,2009-11-01T00:00:00,Hard,32,663750,$,MS001,F,02:19:00,,F,3,SC77,"2-6,7-6(10),7-6(9)",S. Stakhovsky,H. Zeballos,,,UKR,ARG,2-6,7-6(10),7-6(9),,,02:19:00,A,S. Stakhovsky,H. Zeballos,UKR,ARG,,,10.0,8.0,9.0,7.0,263,/en/stats/leaderboard?page=serve,3,9,67,69,103,77,53,69,38,13,34,64,7,11,16,288,/en/stats/leaderboard?page=serve,2,1,69,68,99,72,49,68,61,19,31,33,1,3,16,64,66,103,31,31,99,48,97,202,69,68,99,36,37,103,52,105,202,,,SC77,Z184
568,2009,St. Petersburg,250,2009-10-25T00:00:00,2009-11-01T00:00:00,Hard,32,663750,$,MS002,SF,01:48:00,,F,3,SC77,"6-4,4-6,6-4",S. Stakhovsky,M. Safin,,,UKR,RUS,6-4,4-6,6-4,,,01:48:00,A,S. Stakhovsky,M. Safin,UKR,RUS,,,,,,,278,/en/stats/leaderboard?page=serve,3,7,69,68,98,72,49,68,47,14,30,67,4,6,15,279,/en/stats/leaderboard?page=serve,3,10,56,40,72,80,32,40,56,18,32,25,1,4,15,64,63,98,31,22,72,50,85,170,69,50,72,36,35,98,50,85,170,,,SC77,S741
568,2009,St. Petersburg,250,2009-10-25T00:00:00,2009-11-01T00:00:00,Hard,32,663750,$,MS003,SF,01:25:00,,F,2,Z184,"7-6(9),6-3",H. Zeballos,I. Kunitsyn,,,ARG,RUS,7-6(9),6-3,,,,01:25:00,A,H. Zeballos,I. Kunitsyn,ARG,RUS,,,,,,,288,/en/stats/leaderboard?page=serve,2,10,70,52,74,75,39,52,45,10,22,50,1,2,11,281,/en/stats/leaderboard?page=serve,0,3,69,41,59,73,30,41,56,10,18,0,0,2,10,66,49,74,32,19,59,51,68,133,68,40,59,34,25,74,49,65,133,9.0,7.0,Z184,K403
568,2009,St. Petersburg,250,2009-10-25T00:00:00,2009-11-01T00:00:00,Hard,32,663750,$,MS004,QF,01:22:00,,F,2,S741,"6-0,7-6(7)",M. Safin,D. Istomin,,,RUS,UZB,6-0,7-6(7),,,,01:22:00,A,M. Safin,D. Istomin,RUS,UZB,,,7.0,4.0,,,283,/en/stats/leaderboard?page=serve,1,12,61,31,51,84,26,31,50,10,20,0,0,2,9,211,/en/stats/leaderboard?page=serve,0,4,72,55,76,58,32,55,33,7,21,67,10,15,9,71,36,51,49,37,76,57,73,127,51,39,76,29,15,51,43,54,127,,,S741,I165
568,2009,St. Petersburg,250,2009-10-25T00:00:00,2009-11-01T00:00:00,Hard,32,663750,$,MS005,QF,01:30:00,,F,2,SC77,"6-2,7-5",S. Stakhovsky,B. Phau,,,UKR,GER,6-2,7-5,,,,01:30:00,A,S. Stakhovsky,B. Phau,UKR,GER,,,,,,,289,/en/stats/leaderboard?page=serve,1,4,68,49,72,71,35,49,57,13,23,50,1,2,10,216,/en/stats/leaderboard?page=serve,4,1,58,39,67,69,27,39,32,9,28,56,5,9,10,67,48,72,46,31,67,57,79,139,54,36,67,33,24,72,43,60,139,,,SC77,P436
568,2009,St. Petersburg,250,2009-10-25T00:00:00,2009-11-01T00:00:00,Hard,32,663750,$,MS006,QF,01:32:00,,F,2,Z184,"7-6(10),6-4",H. Zeballos,E. Gulbis,,,ARG,LAT,7-6(10),6-4,,,,01:32:00,A,H. Zeballos,E. Gulbis,ARG,LAT,,,,,,,305,/en/stats/leaderboard?page=serve,0,3,65,52,80,73,38,52,64,18,28,100,6,6,11,316,/en/stats/leaderboard?page=serve,4,18,72,47,65,79,37,47,61,11,18,50,1,2,11,70,56,80,26,17,65,50,73,145,74,48,65,30,24,80,50,72,145,10.0,8.0,Z184,G858
568,2009,St. Petersburg,250,2009-10-25T00:00:00,2009-11-01T00:00:00,Hard,32,663750,$,MS007,QF,02:12:00,,F,3,K403,"6-3,3-6,7-6(8)",I. Kunitsyn,V. Hanescu,,,RUS,ROU,6-3,3-6,7-6(8),,,02:12:00,A,I. Kunitsyn,V. Hanescu,RUS,ROU,,,,,8.0,6.0,292,/en/stats/leaderboard?page=serve,1,4,76,75,99,69,52,75,58,14,24,78,7,9,15,290,/en/stats/leaderboard?page=serve,1,5,82,78,95,71,55,78,47,8,17,71,5,7,15,67,66,99,34,32,95,51,98,194,66,63,95,33,33,99,49,96,194,,,K403,H528
568,2009,St. Petersburg,250,2009-10-25T00:00:00,2009-11-01T00:00:00,Hard,32,663750,$,MS008,R16,00:51:00,,F,2,I165,"6-2,2-1",D. Istomin,M. Youzhny,,,UZB,RUS,6-2,2-1,,,,00:51:00,A,D. Istomin,M. Youzhny,UZB,RUS,,,,,,,320,/en/stats/leaderboard?page=serve,0,0,87,33,38,73,24,33,60,3,5,100,2,2,6,217,/en/stats/leaderboard?page=serve,1,3,56,18,32,56,10,18,43,6,14,33,1,3,5,71,27,38,50,16,32,61,43,70,50,16,32,29,11,38,39,27,70,,,I165,Y061
568,2009,St. Petersburg,250,2009-10-25T00:00:00,2009-11-01T00:00:00,Hard,32,663750,$,MS009,R16,00:41:00,,F,2,S741,"6-3,0-1",M. Safin,I. Andreev,,,RUS,RUS,6-3,0-1,,,,00:41:00,A,M. Safin,I. Andreev,RUS,RUS,,,,,,,290,/en/stats/leaderboard?page=serve,0,4,55,17,31,88,15,17,43,6,14,0,0,0,5,252,/en/stats/leaderboard?page=serve,0,0,78,29,37,69,20,29,25,2,8,67,2,3,5,68,21,31,41,15,37,53,36,68,59,22,37,32,10,31,47,32,68,,,S741,A511
568,2009,St. Petersburg,250,2009-10-25T00:00:00,2009-11-01T00:00:00,Hard,32,663750,$,MS010,R16,00:50:00,,F,2,P436,"6-4,2-1",B. Phau,K. Beck,,,GER,SVK,6-4,2-1,,,,00:50:00,A,B. Phau,K. Beck,GER,SVK,,,,,,,275,/en/stats/leaderboard?page=serve,1,1,56,18,32,72,13,18,64,9,14,50,1,2,6,208,/en/stats/leaderboard?page=serve,1,3,43,16,37,63,10,16,43,9,21,0,0,3,7,69,22,32,49,18,37,58,40,69,51,19,37,31,10,32,42,29,69,,,P436,B804
