event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
741,1997,Nottingham,GP,1997-06-16T00:00:00,1997-06-22T00:00:00,Grass,32,303000,$,MS001,F,01:04:00,,F,2,R237,"6-4,7-5",G. Rusedski,K. Kucera,,,GBR,SVK,6-4,7-5,,,,01:04:00,318,/en/stats/leaderboard?page=serve,1,9,60,31,52,84,26,31,76,16,21,0,0,1,11,245,/en/stats/leaderboard?page=serve,4,0,66,44,67,68,30,44,43,10,23,40,2,5,11,81,42,52,40,27,67,58,69,119,60,40,67,19,10,52,42,50,119,A,,,,,,,,G. Rusedski,K. Kucera,R237,K237,GBR,SVK,,
741,1997,Nottingham,GP,1997-06-16T00:00:00,1997-06-22T00:00:00,Grass,32,303000,$,MS002,SF,01:49:00,,F,3,K237,"6-4,2-6,6-4",K. Kucera,T. Henman,,,SVK,GBR,6-4,2-6,6-4,,,01:49:00,260,/en/stats/leaderboard?page=serve,3,2,61,51,83,69,35,51,53,17,32,63,5,8,14,252,/en/stats/leaderboard?page=serve,10,11,45,43,96,79,34,43,49,26,53,73,8,11,14,63,52,83,38,36,96,49,88,179,63,60,96,37,31,83,51,91,179,A,,,,,,,,K. Kucera,T. Henman,K237,H336,SVK,GBR,,
741,1997,Nottingham,GP,1997-06-16T00:00:00,1997-06-22T00:00:00,Grass,32,303000,$,MS003,SF,00:59:00,,F,2,R237,"6-3,6-4",G. Rusedski,S. Stolle,,,GBR,AUS,6-3,6-4,,,,00:59:00,325,/en/stats/leaderboard?page=serve,1,13,73,35,48,91,32,35,69,9,13,,0,,10,244,/en/stats/leaderboard?page=serve,8,4,63,45,72,64,29,45,44,12,27,75,6,8,9,85,41,48,43,31,72,60,72,120,57,41,72,15,7,48,40,48,120,A,,,,,,,,G. Rusedski,S. Stolle,R237,S443,GBR,AUS,,
741,1997,Nottingham,GP,1997-06-16T00:00:00,1997-06-22T00:00:00,Grass,32,303000,$,MS004,QF,00:13:00,,F,3,K237,"4-6,6-2,7-5",K. Kucera,S. Draper,,,SVK,AUS,4-6,6-2,7-5,,,00:13:00,237,/en/stats/leaderboard?page=serve,4,5,65,65,100,62,40,65,43,15,35,44,4,9,15,212,/en/stats/leaderboard?page=serve,7,5,60,74,124,51,38,74,50,25,50,61,11,18,15,55,55,100,49,61,124,52,116,224,51,63,124,45,45,100,48,108,224,A,,,,,,,,K. Kucera,S. Draper,K237,D270,SVK,AUS,,
741,1997,Nottingham,GP,1997-06-16T00:00:00,1997-06-22T00:00:00,Grass,32,303000,$,MS005,QF,00:13:00,,F,3,H336,"3-6,6-3,7-6(8)",T. Henman,G. Stafford,,,GBR,RSA,3-6,6-3,7-6(8),,,00:13:00,267,/en/stats/leaderboard?page=serve,7,14,53,52,98,88,46,52,39,18,46,40,2,5,15,266,/en/stats/leaderboard?page=serve,4,8,56,53,95,74,39,53,52,22,42,40,2,5,15,65,64,98,36,34,95,51,98,193,64,61,95,35,34,98,49,95,193,A,8,6,,,,,,T. Henman,G. Stafford,H336,S406,GBR,RSA,,
741,1997,Nottingham,GP,1997-06-16T00:00:00,1997-06-22T00:00:00,Grass,32,303000,$,MS006,QF,01:07:00,,F,2,R237,"6-3,7-6(7)",G. Rusedski,J. Stoltenberg,,,GBR,AUS,6-3,7-6(7),,,,01:07:00,310,/en/stats/leaderboard?page=serve,3,12,55,29,53,93,27,29,63,15,24,0,0,1,10,240,/en/stats/leaderboard?page=serve,3,2,53,39,74,67,26,39,49,17,35,67,6,9,11,79,42,53,42,31,74,57,73,127,58,43,74,21,11,53,43,54,127,A,,,7,4,,,,G. Rusedski,J. Stoltenberg,R237,S331,GBR,AUS,,
741,1997,Nottingham,GP,1997-06-16T00:00:00,1997-06-22T00:00:00,Grass,32,303000,$,MS007,QF,02:12:00,,F,3,S443,"7-6(7),4-6,7-6(7)",S. Stolle,A. O'Brien,,,AUS,USA,7-6(7),4-6,7-6(7),,,02:12:00,297,/en/stats/leaderboard?page=serve,8,23,62,65,105,82,53,65,50,20,40,71,5,7,17,284,/en/stats/leaderboard?page=serve,5,7,57,65,114,74,48,65,57,28,49,67,2,3,17,70,73,105,33,38,114,51,111,219,67,76,114,30,32,105,49,108,219,A,7,4,,,7,5,,S. Stolle,A. O'Brien,S443,O099,AUS,USA,,
741,1997,Nottingham,GP,1997-06-16T00:00:00,1997-06-22T00:00:00,Grass,32,303000,$,MS008,R16,01:52:00,,F,3,D270,"6-3,2-6,7-6(7)",S. Draper,A. Voinea,,,AUS,ROU,6-3,2-6,7-6(7),,,01:52:00,267,/en/stats/leaderboard?page=serve,6,7,53,49,92,80,39,49,53,23,43,63,5,8,15,266,/en/stats/leaderboard?page=serve,4,4,63,64,101,69,44,64,49,18,37,82,9,11,14,67,62,92,39,39,101,52,101,193,61,62,101,33,30,92,48,92,193,A,7,3,,,,,,S. Draper,A. Voinea,D270,V166,AUS,ROU,,
741,1997,Nottingham,GP,1997-06-16T00:00:00,1997-06-22T00:00:00,Grass,32,303000,$,MS009,R16,01:10:00,,F,2,K237,"7-5,6-3",K. Kucera,B. Black,,,SVK,ZIM,7-5,6-3,,,,01:10:00,284,/en/stats/leaderboard?page=serve,2,5,58,39,67,79,31,39,54,15,28,50,1,2,11,240,/en/stats/leaderboard?page=serve,,0,57,30,53,70,21,30,43,10,23,25,1,4,10,69,46,67,42,22,53,57,68,120,58,31,53,31,21,67,43,52,120,A,,,,,,,False,K. Kucera,B. Black,K237,B397,SVK,ZIM,,
741,1997,Nottingham,GP,1997-06-16T00:00:00,1997-06-22T00:00:00,Grass,32,303000,$,MS010,R16,02:13:00,,F,3,H336,"6-4,6-7(7),7-6(7)",T. Henman,R. Fromberg,,,GBR,AUS,6-4,6-7(7),7-6(7),,,02:13:00,274,/en/stats/leaderboard?page=serve,5,6,52,61,118,84,51,61,49,28,57,75,6,8,17,277,/en/stats/leaderboard?page=serve,9,20,58,69,120,77,53,69,49,25,51,57,4,7,17,67,79,118,35,42,120,51,121,238,65,78,120,33,39,118,49,117,238,A,7,4,7,9,,,,T. Henman,R. Fromberg,H336,F164,GBR,AUS,,
