event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,settime_tot_winner,settime_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set5_winner,tiebreak_set5_loser,player_id_winner,player_id_loser
560,2017,US Open,GS,2017-08-28T00:00:00,2017-09-10T00:00:00,Hard,128,24193400,$,MS001,F,02:27:00,,F,3,N409,"6-3,6-3,6-4",R. Nadal,K. Anderson,,,ESP,RSA,6-3,6-3,6-4,,,02:27:00,A,R. Nadal,K. Anderson,ESP,RSA,,,317,/en/stats/leaderboard?page=serve,1,1,63,45,72,84,38,45,70,19,27,0,0,0,14,245,/en/stats/leaderboard?page=serve,4,10,59,64,108,73,47,64,36,16,44,56,5,9,14,79,57,72,42,45,108,57,102,180,58,63,108,21,15,72,43,78,180,02:27:00,02:27:00,,,,,,,,,,,N409,A678
560,2017,US Open,GS,2017-08-28T00:00:00,2017-09-10T00:00:00,Hard,128,24193400,$,MS002,SF,02:31:00,,F,4,N409,"4-6,6-0,6-3,6-2",R. Nadal,J. del Potro,,,ESP,ARG,4-6,6-0,6-3,6-2,,02:31:00,A,R. Nadal,J. del Potro,ESP,ARG,,,318,/en/stats/leaderboard?page=serve,2,5,72,65,90,77,50,65,72,18,25,50,1,2,17,230,/en/stats/leaderboard?page=serve,4,7,66,63,95,71,45,63,28,9,32,54,7,13,16,76,68,90,43,41,95,59,109,185,57,54,95,24,22,90,41,76,185,02:31:00,02:31:00,,,,,,,,,,,N409,D683
560,2017,US Open,GS,2017-08-28T00:00:00,2017-09-10T00:00:00,Hard,128,24193400,$,MS003,SF,02:55:00,,F,4,A678,"4-6,7-5,6-3,6-4",K. Anderson,P. Carreno Busta,,,RSA,ESP,4-6,7-5,6-3,6-4,,02:55:00,A,K. Anderson,P. Carreno Busta,RSA,ESP,,,329,/en/stats/leaderboard?page=serve,1,22,69,71,103,83,59,71,66,21,32,50,2,4,21,266,/en/stats/leaderboard?page=serve,2,1,71,102,144,64,65,102,52,22,42,71,10,14,20,78,80,103,40,57,144,55,137,247,60,87,144,22,23,103,45,110,247,02:55:00,02:55:00,,,,,,,,,,,A678,CD85
560,2017,US Open,GS,2017-08-28T00:00:00,2017-09-10T00:00:00,Hard,128,24193400,$,MS004,QF,01:36:00,,F,3,N409,"6-1,6-2,6-2",R. Nadal,A. Rublev,,,ESP,RUS,6-1,6-2,6-2,,,01:36:00,A,R. Nadal,A. Rublev,ESP,RUS,,,299,/en/stats/leaderboard?page=serve,3,4,68,43,63,84,36,43,55,11,20,75,3,4,12,176,/en/stats/leaderboard?page=serve,7,1,62,51,82,55,28,51,29,9,31,61,11,18,11,75,47,63,55,45,82,63,92,145,45,37,82,25,16,63,37,53,145,01:36:00,01:36:00,,,,,,,,,,,N409,RE44
560,2017,US Open,GS,2017-08-28T00:00:00,2017-09-10T00:00:00,Hard,128,24193400,$,MS005,QF,02:51:00,,F,4,D683,"7-5,3-6,7-6(10),6-4",J. del Potro,R. Federer,,,ARG,SUI,7-5,3-6,7-6(10),6-4,,02:51:00,A,J. del Potro,R. Federer,ARG,SUI,,,298,/en/stats/leaderboard?page=serve,3,12,67,80,119,81,65,80,51,20,39,33,1,3,21,289,/en/stats/leaderboard?page=serve,5,17,61,84,137,73,61,84,57,30,53,50,3,6,22,71,85,119,34,46,137,51,131,256,66,91,137,29,34,119,49,125,256,02:51:00,02:51:00,10,8,,,,,,,,,D683,F324
560,2017,US Open,GS,2017-08-28T00:00:00,2017-09-10T00:00:00,Hard,128,24193400,$,MS006,QF,03:27:00,,F,4,A678,"7-6(7),6-7(9),6-3,7-6(9)",K. Anderson,S. Querrey,,,RSA,USA,7-6(7),6-7(9),6-3,7-6(9),,03:27:00,A,K. Anderson,S. Querrey,RSA,USA,,,323,/en/stats/leaderboard?page=serve,3,22,67,99,147,82,81,99,60,29,48,50,1,2,23,294,/en/stats/leaderboard?page=serve,7,20,55,84,153,81,68,84,55,38,69,67,4,6,22,75,110,147,31,47,153,52,157,300,69,106,153,25,37,147,48,143,300,03:27:00,03:27:00,,,7,5,9,11,9,7,,,A678,Q927
560,2017,US Open,GS,2017-08-28T00:00:00,2017-09-10T00:00:00,Hard,128,24193400,$,MS007,QF,01:59:00,,F,3,CD85,"6-4,6-4,6-2",P. Carreno Busta,D. Schwartzman,,,ESP,ARG,6-4,6-4,6-2,,,01:59:00,A,P. Carreno Busta,D. Schwartzman,ESP,ARG,,,281,/en/stats/leaderboard?page=serve,3,7,64,62,97,65,40,62,63,22,35,80,8,10,14,216,/en/stats/leaderboard?page=serve,3,4,63,45,72,62,28,45,33,9,27,25,2,8,14,64,62,97,49,35,72,57,97,169,51,37,72,36,35,97,43,72,169,01:59:00,01:59:00,,,,,,,,,,,CD85,SM37
560,2017,US Open,GS,2017-08-28T00:00:00,2017-09-10T00:00:00,Hard,128,24193400,$,MS008,R16,01:41:00,,F,3,N409,"6-2,6-4,6-1",R. Nadal,A. Dolgopolov,,,ESP,UKR,6-2,6-4,6-1,,,01:41:00,A,R. Nadal,A. Dolgopolov,ESP,UKR,,,333,/en/stats/leaderboard?page=serve,2,4,70,44,63,82,36,44,79,15,19,100,2,2,12,225,/en/stats/leaderboard?page=serve,2,7,59,51,86,65,33,51,43,15,35,54,7,13,13,81,51,63,44,38,86,60,89,149,56,48,86,19,12,63,40,60,149,01:41:00,01:41:00,,,,,,,,,,,N409,D801
560,2017,US Open,GS,2017-08-28T00:00:00,2017-09-10T00:00:00,Hard,128,24193400,$,MS009,R16,02:05:00,,F,3,RE44,"7-5,7-6(7),6-3",A. Rublev,D. Goffin,,,RUS,BEL,7-5,7-6(7),6-3,,,02:05:00,A,A. Rublev,D. Goffin,RUS,BEL,,,282,/en/stats/leaderboard?page=serve,4,12,57,56,98,82,46,56,48,20,42,33,1,3,16,239,/en/stats/leaderboard?page=serve,8,8,55,66,120,68,45,66,46,25,54,38,3,8,17,67,66,98,42,50,120,53,116,218,58,70,120,33,32,98,47,102,218,02:05:00,02:05:00,,,,,7,5,,,,,RE44,GB88
560,2017,US Open,GS,2017-08-28T00:00:00,2017-09-10T00:00:00,Hard,128,24193400,$,MS010,R16,01:49:00,,F,3,F324,"6-4,6-2,7-5",R. Federer,P. Kohlschreiber,,,SUI,GER,6-4,6-2,7-5,,,01:49:00,A,R. Federer,P. Kohlschreiber,SUI,GER,,,335,/en/stats/leaderboard?page=serve,2,11,65,49,75,88,43,49,73,19,26,0,0,0,15,248,/en/stats/leaderboard?page=serve,2,4,57,55,96,67,37,55,49,20,41,43,3,7,15,83,62,75,41,39,96,59,101,171,59,57,96,17,13,75,41,70,171,01:49:00,01:49:00,,,,,,,,,,,F324,K435
560,2017,US Open,GS,2017-08-28T00:00:00,2017-09-10T00:00:00,Hard,128,24193400,$,MS011,R16,03:35:00,,F,5,D683,"1-6,2-6,6-1,7-6(7),6-4",J. del Potro,D. Thiem,,,ARG,AUT,1-6,2-6,6-1,7-6(7),6-4,03:35:00,A,J. del Potro,D. Thiem,ARG,AUT,,,255,/en/stats/leaderboard?page=serve,4,9,57,78,136,64,50,78,57,33,58,50,6,12,22,261,/en/stats/leaderboard?page=serve,5,5,63,91,144,63,57,91,58,31,53,69,11,16,22,61,83,136,39,56,144,50,139,280,61,88,144,39,53,136,50,141,280,03:35:00,03:35:00,,,,,,,7,1,,,D683,TB69
