event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_loser,tiebreak_set4_winner,tiebreak_set4_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS084,R128,00:05:00,,F,3,M448,"7-5,6-4,6-4",B. MacPhie,J. Apell,,,USA,SWE,7-5,6-4,6-4,,,00:05:00,315,/en/stats/leaderboard?page=serve,1,23,68,78,115,87,68,78,51,19,37,60,3,5,16,247,/en/stats/leaderboard?page=serve,5,7,65,71,109,62,44,71,50,19,38,55,6,11,16,76,87,115,42,46,109,59,133,224,58,63,109,24,28,115,41,91,224,A,,,,,,,,,,,B. MacPhie,J. Apell,M448,A176,USA,SWE,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS085,R128,00:02:00,,F,3,S321,"6-3,7-5,7-5",B. Steven,N. Marques,,,NZL,POR,6-3,7-5,7-5,,,00:02:00,278,/en/stats/leaderboard?page=serve,1,2,72,79,109,66,52,79,57,17,30,57,4,7,17,225,/en/stats/leaderboard?page=serve,7,6,58,69,119,62,43,69,44,22,50,60,9,15,16,63,69,109,45,54,119,54,123,228,55,65,119,37,40,109,46,105,228,A,,,,,,,,,,,B. Steven,N. Marques,S321,M197,NZL,POR,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS086,R128,00:05:00,,F,5,N109,"6-4,7-6(7),4-6,2-6,6-3",D. Nargiso,D. Prinosil,,,ITA,GER,6-4,7-6(7),4-6,2-6,6-3,00:05:00,224,/en/stats/leaderboard?page=serve,9,5,45,75,165,75,56,75,40,36,90,50,8,16,25,244,/en/stats/leaderboard?page=serve,5,7,58,94,163,68,64,94,46,32,69,50,7,14,24,56,92,165,41,67,163,48,159,328,59,96,163,44,73,165,52,169,328,A,,,,7,3,,,,,,D. Nargiso,D. Prinosil,N109,P273,ITA,GER,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS087,R128,00:05:00,,F,4,S381,"4-6,7-6(7),7-6(7),7-5",J. Siemerink,G. Schaller,,,NED,AUT,4-6,7-6(7),7-6(7),7-5,,00:05:00,302,/en/stats/leaderboard?page=serve,3,15,69,115,166,78,90,115,57,29,51,63,5,8,23,296,/en/stats/leaderboard?page=serve,2,2,83,125,150,67,84,125,60,15,25,63,5,8,23,72,119,166,34,51,150,54,170,316,66,99,150,28,47,166,46,146,316,A,7,3,,7,4,,,,,,J. Siemerink,G. Schaller,S381,S315,NED,AUT,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS088,R128,00:06:00,,F,4,B053,"4-6,7-6(7),6-3,6-3",A. Boetsch,G. Forget,,,FRA,FRA,4-6,7-6(7),6-3,6-3,,00:06:00,294,/en/stats/leaderboard?page=serve,2,9,63,80,127,83,66,80,51,24,47,67,4,6,20,249,/en/stats/leaderboard?page=serve,6,3,60,100,168,65,65,100,47,32,68,75,12,16,20,71,90,127,42,71,168,55,161,295,58,97,168,29,37,127,45,134,295,A,,,,7,5,,,,,,A. Boetsch,G. Forget,B053,F035,FRA,FRA,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS089,R128,00:09:00,,F,4,W124,"6-4,6-2,4-6,6-2",M. Washington,J. Sanchez,,,USA,ESP,6-4,6-2,4-6,6-2,,00:09:00,254,/en/stats/leaderboard?page=serve,6,2,57,81,143,70,57,81,48,30,62,75,9,12,18,239,/en/stats/leaderboard?page=serve,4,10,59,78,133,62,48,78,51,28,55,56,9,16,18,61,87,143,43,57,133,52,144,276,57,76,133,39,56,143,48,132,276,A,,,,,,,,,,,M. Washington,J. Sanchez,W124,S015,USA,ESP,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS090,R128,00:01:00,,F,3,R255,"6-3,6-4,6-3",P. Rafter,M. Rios,,,AUS,CHI,6-3,6-4,6-3,,,00:01:00,278,/en/stats/leaderboard?page=serve,2,3,52,41,79,85,35,41,55,21,38,50,2,4,14,214,/en/stats/leaderboard?page=serve,3,3,60,58,97,64,37,58,33,13,39,50,6,12,14,71,56,79,48,47,97,59,103,176,52,50,97,29,23,79,41,73,176,A,,,,,,,,,,,P. Rafter,M. Rios,R255,R286,AUS,CHI,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS091,R128,00:03:00,,F,4,H256,"4-6,6-4,6-2,6-2",M. Hadad,A. Chesnokov,,,COL,RUS,4-6,6-4,6-2,6-2,,00:03:00,249,/en/stats/leaderboard?page=serve,1,1,63,76,120,62,47,76,52,23,44,74,14,19,18,203,/en/stats/leaderboard?page=serve,5,2,59,72,122,51,37,72,46,23,50,36,5,14,18,58,70,120,51,62,122,55,132,242,49,60,122,42,50,120,45,110,242,A,,,,,,,,,,,M. Hadad,A. Chesnokov,H256,C031,COL,RUS,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS092,R128,00:02:00,,F,4,T195,"6-3,3-6,6-1,6-4",M. Tebbutt,C. Steeb,,,AUS,GER,6-3,3-6,6-1,6-4,,00:02:00,276,/en/stats/leaderboard?page=serve,7,14,65,83,127,73,61,83,48,21,44,50,3,6,18,240,/en/stats/leaderboard?page=serve,2,1,74,68,92,57,39,68,46,11,24,33,3,9,17,65,82,127,46,42,92,57,124,219,54,50,92,35,45,127,43,95,219,A,,,,,,,,,,,M. Tebbutt,C. Steeb,T195,S080,AUS,GER,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS093,R128,00:04:00,,F,3,T156,"7-6(7),7-6(7),6-2",P. Tramacchi,S. Noszaly,,,AUS,HUN,7-6(7),7-6(7),6-2,,,00:04:00,285,/en/stats/leaderboard?page=serve,2,8,66,77,116,73,56,77,59,23,39,50,3,6,16,223,/en/stats/leaderboard?page=serve,10,4,61,72,119,74,53,72,26,12,47,62,8,13,16,68,79,116,45,54,119,57,133,235,55,65,119,32,37,116,43,102,235,A,,,,7,3,7,3,,,,P. Tramacchi,S. Noszaly,T156,N112,AUS,HUN,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS094,R128,00:02:00,,F,3,C344,"6-3,6-3,6-0",A. Corretja,L. Jonsson,,,ESP,SWE,6-3,6-3,6-0,,,00:02:00,304,/en/stats/leaderboard?page=serve,2,11,69,59,85,81,48,59,54,14,26,67,2,3,12,198,/en/stats/leaderboard?page=serve,,1,67,52,78,54,28,52,35,9,26,46,6,13,12,73,62,85,53,41,78,63,103,163,47,37,78,27,23,85,37,60,163,A,,,,,,,,False,,,A. Corretja,L. Jonsson,C344,J084,ESP,SWE,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS095,R128,00:04:00,,F,3,K267,"6-1,6-1,7-5",Y. Kafelnikov,F. Santoro,,,RUS,FRA,6-1,6-1,7-5,,,00:04:00,269,/en/stats/leaderboard?page=serve,3,3,48,47,98,72,34,47,57,29,51,88,7,8,13,168,/en/stats/leaderboard?page=serve,5,1,35,29,82,59,17,29,32,17,53,22,2,9,13,64,63,98,59,48,82,62,111,180,41,34,82,36,35,98,38,69,180,A,,,,,,,,,,,Y. Kafelnikov,F. Santoro,K267,S424,RUS,FRA,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS096,R128,00:02:00,,F,3,C274,"6-2,6-1,6-2",M. Chang,D. Rikl,,,USA,CZE,6-2,6-1,6-2,,,00:02:00,259,/en/stats/leaderboard?page=serve,1,2,45,33,73,70,23,33,60,24,40,33,1,3,12,165,/en/stats/leaderboard?page=serve,3,3,53,41,77,54,22,41,31,11,36,43,6,14,11,64,47,73,57,44,77,61,91,150,43,33,77,36,26,73,39,59,150,A,,,,,,,,,,,M. Chang,D. Rikl,C274,R203,USA,CZE,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS097,R128,00:04:00,,F,3,H025,"6-4,6-1,6-1",J. Hlasek,D. Norman,,,SUI,BEL,6-4,6-1,6-1,,,00:04:00,223,/en/stats/leaderboard?page=serve,1,5,68,46,68,83,38,46,68,15,22,0,0,,12,191,/en/stats/leaderboard?page=serve,11,4,47,42,89,67,28,42,34,16,47,40,4,10,12,78,53,68,51,45,89,62,98,157,49,44,89,22,15,68,38,59,157,A,,,,,,,,,,,J. Hlasek,D. Norman,H025,N233,SUI,BEL,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS098,R128,00:02:00,,F,3,E143,"6-2,6-2,6-1",B. Ellwood,O. Delaitre,,,AUS,FRA,6-2,6-2,6-1,,,00:02:00,276,/en/stats/leaderboard?page=serve,1,5,63,52,83,83,43,52,42,13,31,71,5,7,13,200,/en/stats/leaderboard?page=serve,2,2,63,46,73,48,22,46,48,13,27,13,1,8,12,67,56,83,52,38,73,60,94,156,48,35,73,33,27,83,40,62,156,A,,,,,,,,,,,B. Ellwood,O. Delaitre,E143,D015,AUS,FRA,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS099,R128,00:03:00,,F,3,R186,"6-3,7-6(7),6-1",G. Raoux,M. Norman,,,FRA,SWE,6-3,7-6(7),6-1,,,00:03:00,287,/en/stats/leaderboard?page=serve,2,5,61,59,97,81,48,59,50,19,38,86,6,7,13,228,/en/stats/leaderboard?page=serve,5,4,67,75,112,61,46,75,41,15,37,50,6,12,15,69,67,97,46,51,112,56,118,209,54,61,112,31,30,97,44,91,209,A,,,,7,2,,,,,,G. Raoux,M. Norman,R186,N250,FRA,SWE,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS100,R128,00:04:00,,F,5,E004,"7-6(8),7-5,3-6,5-7,6-1",S. Edberg,J. Novak,,,SWE,CZE,7-6(8),7-5,3-6,5-7,6-1,00:04:00,236,/en/stats/leaderboard?page=serve,9,4,53,98,184,73,72,98,42,36,86,53,8,15,26,248,/en/stats/leaderboard?page=serve,3,0,74,132,178,62,82,132,46,21,46,58,11,19,26,59,108,184,42,75,178,51,183,362,58,103,178,41,76,184,49,179,362,A,,,,,,8,6,,,,S. Edberg,J. Novak,E004,N254,SWE,CZE,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS101,R128,00:04:00,,F,4,F031,"6-3,4-6,7-6(7),2-1",J. Fleurian,S. Schalken,,,FRA,NED,6-3,4-6,7-6(7),2-1,,00:04:00,266,/en/stats/leaderboard?page=serve,5,3,60,59,98,80,47,59,46,18,39,0,0,3,17,233,/en/stats/leaderboard?page=serve,10,8,54,74,136,69,51,74,40,25,62,44,4,9,18,66,65,98,44,60,136,53,125,234,56,76,136,34,33,98,47,109,234,A,7,1,,,,,,,,,J. Fleurian,S. Schalken,F031,S572,FRA,NED,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS103,R128,00:03:00,,F,3,K214,"6-1,6-3,6-2",R. Krajicek,J. Stoltenberg,,,NED,AUS,6-1,6-3,6-2,,,00:03:00,282,/en/stats/leaderboard?page=serve,1,12,76,72,95,82,59,72,22,5,23,83,5,6,12,191,/en/stats/leaderboard?page=serve,3,2,66,64,97,58,37,64,27,9,33,53,8,15,12,67,64,95,53,51,97,60,115,192,47,46,97,33,31,95,40,77,192,A,,,,,,,,,,,R. Krajicek,J. Stoltenberg,K214,S331,NED,AUS,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS104,R128,00:05:00,,F,4,M475,"6-4,7-5,2-6,7-6(9)",A. Medvedev,C. Moya,,,UKR,ESP,6-4,7-5,2-6,7-6(9),,00:05:00,216,/en/stats/leaderboard?page=serve,7,1,61,100,164,62,62,100,38,24,64,58,11,19,21,223,/en/stats/leaderboard?page=serve,6,5,58,90,155,68,61,90,37,24,65,47,7,15,21,52,86,164,45,70,155,49,156,319,55,85,155,48,78,164,51,163,319,A,,,,,,,,,9,7,A. Medvedev,C. Moya,M475,M605,UKR,ESP,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS105,R128,00:07:00,,F,4,M048,"3-6,6-2,6-1,7-6(7)",P. McEnroe,P. Fredriksson,,,USA,SWE,3-6,6-2,6-1,7-6(7),,00:07:00,258,/en/stats/leaderboard?page=serve,3,2,64,77,120,71,55,77,47,20,43,64,7,11,18,224,/en/stats/leaderboard?page=serve,8,10,58,82,141,71,58,82,32,19,59,53,8,15,18,63,75,120,45,64,141,53,139,261,55,77,141,38,45,120,47,122,261,A,,,,,,,,,7,4,P. McEnroe,P. Fredriksson,M048,F278,USA,SWE,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS106,R128,00:07:00,,F,5,R219,"4-6,6-4,7-6(10),5-7,6-1",C. Ruud,R. Gilbert,,,NOR,FRA,4-6,6-4,7-6(10),5-7,6-1,00:07:00,274,/en/stats/leaderboard?page=serve,7,9,59,107,181,74,79,107,55,41,74,56,5,9,26,261,/en/stats/leaderboard?page=serve,9,15,51,97,189,82,80,97,42,39,92,62,8,13,25,66,120,181,37,70,189,51,190,370,63,119,189,34,61,181,49,180,370,A,10,8,,,,,,,,,C. Ruud,R. Gilbert,R219,G108,NOR,FRA,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS107,R128,00:05:00,,F,5,T166,"6-4,6-4,1-6,5-7,6-2",M. Tillstrom,A. Krickstein,,,SWE,USA,6-4,6-4,1-6,5-7,6-2,00:05:00,251,/en/stats/leaderboard?page=serve,4,7,74,125,169,68,85,125,36,16,44,59,10,17,24,256,/en/stats/leaderboard?page=serve,1,7,72,137,189,61,84,137,48,25,52,65,13,20,23,60,101,169,42,80,189,51,181,358,58,109,189,40,68,169,49,177,358,A,,,,,,,,,,,M. Tillstrom,A. Krickstein,T166,K023,SWE,USA,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS108,R128,00:05:00,,F,4,K181,"5-7,7-6(7),6-4,6-2",N. Kulti,A. Gaudenzi,,,SWE,ITA,5-7,7-6(7),6-4,6-2,,00:05:00,237,/en/stats/leaderboard?page=serve,7,9,56,93,166,71,66,93,42,31,73,65,13,20,21,229,/en/stats/leaderboard?page=serve,4,4,69,110,160,59,65,110,44,22,50,53,10,19,21,58,97,166,46,73,160,52,170,326,54,87,160,42,69,166,48,156,326,A,,,,7,4,,,,,,N. Kulti,A. Gaudenzi,K181,G254,SWE,ITA,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS109,R128,00:03:00,,F,5,C179,"1-6,6-4,0-6,7-5,6-4",C. Costa,A. Volkov,,,ESP,RUS,1-6,6-4,0-6,7-5,6-4,00:03:00,248,/en/stats/leaderboard?page=serve,3,9,72,115,159,64,74,115,41,18,44,50,8,16,23,254,/en/stats/leaderboard?page=serve,5,7,58,95,163,66,63,95,51,35,68,69,11,16,22,58,92,159,40,65,163,49,157,322,60,98,163,42,67,159,51,165,322,A,,,,,,,,,,,C. Costa,A. Volkov,C179,V037,ESP,RUS,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS110,R128,00:02:00,,F,3,F041,"6-4,6-4,6-4",J. Frana,D. Nestor,,,ARG,CAN,6-4,6-4,6-4,,,00:02:00,309,/en/stats/leaderboard?page=serve,,7,69,58,84,90,52,58,50,13,26,50,1,2,15,239,/en/stats/leaderboard?page=serve,5,3,55,54,98,72,39,54,41,18,44,50,4,8,15,77,65,84,42,41,98,58,106,182,58,57,98,23,19,84,42,76,182,A,,,False,,,,,,,,J. Frana,D. Nestor,F041,N210,ARG,CAN,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS111,R128,00:03:00,,F,3,M099,"6-3,6-3,6-2",T. Muster,T. Guardiola,,,AUT,FRA,6-3,6-3,6-2,,,00:03:00,248,/en/stats/leaderboard?page=serve,6,0,54,47,87,81,38,47,35,14,40,33,1,3,13,199,/en/stats/leaderboard?page=serve,3,5,47,54,114,67,36,54,37,22,60,63,12,19,13,60,52,87,49,56,114,54,108,201,51,58,114,40,35,87,46,93,201,A,,,,,,,,,,,T. Muster,T. Guardiola,M099,G231,AUT,FRA,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS112,R128,00:08:00,,F,3,C243,"7-5,7-6(7),6-4",J. Courier,J. Van Herck,,,USA,BEL,7-5,7-6(7),6-4,,,00:08:00,291,/en/stats/leaderboard?page=serve,4,5,72,80,111,75,60,80,55,17,31,71,5,7,17,266,/en/stats/leaderboard?page=serve,4,3,75,81,108,64,52,81,52,14,27,43,3,7,17,69,77,111,39,42,108,54,119,219,61,66,108,31,34,111,46,100,219,A,,,,7,1,,,,,,J. Courier,J. Van Herck,C243,V167,USA,BEL,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS113,R128,00:02:00,,F,3,T136,"6-2,6-2,6-4",J. Tarango,P. Kilderry,,,USA,AUS,6-2,6-2,6-4,,,00:02:00,300,/en/stats/leaderboard?page=serve,3,8,59,54,92,83,45,54,61,23,38,,0,,13,229,/en/stats/leaderboard?page=serve,2,4,58,56,97,64,36,56,44,18,41,55,6,11,13,74,68,92,44,43,97,59,111,189,56,54,97,26,24,92,41,78,189,A,,,,,,,,,,,J. Tarango,P. Kilderry,T136,K244,USA,AUS,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS114,R128,00:02:00,,F,3,W136,"7-5,6-4,6-4",T. Woodbridge,O. Ogorodov,,,AUS,UZB,7-5,6-4,6-4,,,00:02:00,297,/en/stats/leaderboard?page=serve,2,6,66,69,105,74,51,69,72,26,36,,0,,16,260,/en/stats/leaderboard?page=serve,3,2,67,75,112,64,48,75,49,18,37,40,2,5,16,73,77,105,41,46,112,57,123,217,59,66,112,27,28,105,43,94,217,A,,,,,,,,,,,T. Woodbridge,O. Ogorodov,W136,O127,AUS,UZB,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS115,R128,00:02:00,,F,3,U032,"6-4,7-6(10),1-0",B. Ulihrach,S. Pescosolido,,,CZE,ITA,6-4,7-6(10),1-0,,,00:02:00,264,/en/stats/leaderboard?page=serve,3,1,60,49,82,78,38,49,45,15,33,33,1,3,12,224,/en/stats/leaderboard?page=serve,10,3,48,60,124,72,43,60,36,23,64,83,15,18,12,65,53,82,47,58,124,54,111,206,53,66,124,35,29,82,46,95,206,A,,,,10,8,,,,,,B. Ulihrach,S. Pescosolido,U032,P235,CZE,ITA,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS117,R128,00:04:00,,F,4,O098,"6-7(5),6-1,6-2,7-5",M. Ondruska,D. Rostagno,,,RSA,USA,6-7(5),6-1,6-2,7-5,,00:04:00,300,/en/stats/leaderboard?page=serve,1,0,71,80,113,76,61,80,64,21,33,67,4,6,20,225,/en/stats/leaderboard?page=serve,4,0,69,88,127,66,58,88,31,12,39,36,4,11,19,73,82,113,45,57,127,58,139,240,55,70,127,27,31,113,42,101,240,A,,,,,,5,7,,,,M. Ondruska,D. Rostagno,O098,R043,RSA,USA,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS118,R128,00:01:00,,F,3,K237,"7-5,6-0,6-0",K. Kucera,D. Adams,,,SVK,RSA,7-5,6-0,6-0,,,00:01:00,283,/en/stats/leaderboard?page=serve,2,0,63,44,70,73,32,44,58,15,26,75,3,4,12,156,/en/stats/leaderboard?page=serve,4,0,44,31,70,55,17,31,28,11,39,27,3,11,12,67,47,70,60,42,70,64,89,140,40,28,70,33,23,70,36,51,140,A,,,,,,,,,,,K. Kucera,D. Adams,K237,A177,SVK,RSA,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS119,R128,00:02:00,,F,5,F196,"6-2,6-1,3-6,3-6,7-5",W. Ferreira,J. Stark,,,RSA,USA,6-2,6-1,3-6,3-6,7-5,00:02:00,298,/en/stats/leaderboard?page=serve,3,15,64,92,144,74,68,92,62,32,52,50,3,6,22,251,/en/stats/leaderboard?page=serve,7,13,67,120,179,73,87,120,32,19,59,68,13,19,23,69,100,144,41,73,179,54,173,323,59,106,179,31,44,144,46,150,323,A,,,,,,,,,,,W. Ferreira,J. Stark,F196,S403,RSA,USA,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS120,R128,00:05:00,,F,4,M442,"6-4,6-7(5),6-3,6-4",T. Martin,D. Vacek,,,USA,CZE,6-4,6-7(5),6-3,6-4,,00:05:00,295,/en/stats/leaderboard?page=serve,3,12,68,100,148,82,82,100,46,22,48,78,7,9,21,271,/en/stats/leaderboard?page=serve,1,7,65,81,124,74,60,81,51,22,43,38,3,8,20,70,104,148,34,42,124,54,146,272,66,82,124,30,44,148,46,126,272,A,,,,5,7,,,,,,T. Martin,D. Vacek,M442,V141,USA,CZE,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS121,R128,00:04:00,,F,5,R016,"6-3,6-7(3),6-3,1-6,6-2",R. Reneberg,M. Damm,,,USA,CZE,6-3,6-7(3),6-3,1-6,6-2,00:04:00,312,/en/stats/leaderboard?page=serve,,12,66,101,154,69,70,101,74,39,53,60,3,5,23,265,/en/stats/leaderboard?page=serve,5,10,63,114,181,70,80,114,46,31,67,83,19,23,22,71,109,154,39,70,181,53,179,335,61,111,181,29,45,154,47,156,335,A,,,False,3,7,,,,,,R. Reneberg,M. Damm,R016,D214,USA,CZE,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS122,R128,00:05:00,,F,5,B446,"7-5,6-3,6-7(0),6-7(3),6-1",J. Bjorkman,A. Ilie,,,SWE,AUS,7-5,6-3,6-7(0),6-7(3),6-1,00:05:00,246,/en/stats/leaderboard?page=serve,4,7,76,145,190,63,92,145,38,17,45,44,7,16,27,228,/en/stats/leaderboard?page=serve,4,8,69,137,198,64,88,137,38,23,61,50,13,26,28,57,109,190,44,87,198,51,196,388,56,111,198,43,81,190,49,192,388,A,0,7,,,,,,,3,7,J. Bjorkman,A. Ilie,B446,I052,SWE,AUS,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS123,R128,00:05:00,,F,4,H336,"5-7,7-6(7),6-3,6-4",T. Henman,P. Korda,,,GBR,CZE,5-7,7-6(7),6-3,6-4,,00:05:00,267,/en/stats/leaderboard?page=serve,5,7,64,110,171,72,79,110,48,29,61,56,5,9,22,250,/en/stats/leaderboard?page=serve,6,1,65,98,151,63,62,98,51,27,53,62,8,13,21,63,108,171,41,62,151,53,170,322,59,89,151,37,63,171,47,152,322,A,,,,7,4,,,,,,T. Henman,P. Korda,H336,K148,GBR,CZE,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS124,R128,00:03:00,,F,3,B401,"6-3,6-2,6-4",S. Bryan,H. Denman,,,USA,AUS,6-3,6-2,6-4,,,00:03:00,267,/en/stats/leaderboard?page=serve,2,1,64,54,85,61,33,54,65,20,31,57,4,7,14,199,/en/stats/leaderboard?page=serve,3,5,54,51,95,61,31,51,36,16,44,53,8,15,13,62,53,85,51,48,95,56,101,180,49,47,95,38,32,85,44,79,180,A,,,,,,,,,,,S. Bryan,H. Denman,B401,D210,USA,AUS,,
580,1996,Australian Open,GS,1996-01-15T00:00:00,1996-01-28T00:00:00,Hard,128,3180318,$,MS125,R128,00:02:00,,F,3,S443,"6-3,7-5,6-4",S. Stolle,J. Yzaga,,,AUS,PER,6-3,7-5,6-4,,,00:02:00,273,/en/stats/leaderboard?page=serve,3,7,69,80,116,80,64,80,33,12,36,78,7,9,16,230,/en/stats/leaderboard?page=serve,4,0,64,69,107,62,43,69,42,16,38,58,7,12,15,66,76,116,45,48,107,56,124,223,55,59,107,34,40,116,44,99,223,A,,,,,,,,,,,S. Stolle,J. Yzaga,S443,Y017,AUS,PER,,
