event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_dividend_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_divisor_tot_winner,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set4_winner,tiebreak_set4_loser,servicegamesplayed_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,servicegamesplayed_isstatbetter_tot_loser,tiebreak_set5_winner,tiebreak_set5_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS001,F,01:34:00,,F,3,S402,"6-4,6-2,6-4",P. Sampras,C. Pioline,,,USA,FRA,6-4,6-2,6-4,,,01:34:00,326,/en/stats/leaderboard?page=serve,2,17,64,61.0,95,90,55.0,61.0,65,22.0,34.0,0,14,275,/en/stats/leaderboard?page=serve,1,13,65,60.0,92,77,46.0,60.0,50,16.0,32.0,50,4,8.0,14,81,77,95,33,30,92,57,107,187,67,62,92,19,18,95,43,80,187,A,,,,,,,,,,,,,,,,,P. Sampras,C. Pioline,S402,P226,USA,FRA,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS002,SF,01:44:00,,F,3,S402,"6-2,6-1,7-6(7)",P. Sampras,T. Woodbridge,,,USA,AUS,6-2,6-1,7-6(7),,,01:44:00,304,/en/stats/leaderboard?page=serve,,10,65,64.0,99,83,53.0,64.0,54,19.0,35.0,5,14,233,/en/stats/leaderboard?page=serve,3,4,63,58.0,92,67,39.0,58.0,41,14.0,34.0,38,3,8.0,13,73,72,99,42,39,92,58,111,191,58,53,92,27,27,99,42,80,191,A,7,3,False,83,6,,,,,,,,,,,,P. Sampras,T. Woodbridge,S402,W136,USA,AUS,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS003,SF,03:00:00,,F,5,P226,"6-7,6-2,6-1,5-7,6-4",C. Pioline,M. Stich,,,FRA,GER,6-7,6-2,6-1,5-7,6-4,03:00:00,300,/en/stats/leaderboard?page=serve,4,8,69,84.0,121,82,69.0,84.0,51,19.0,37.0,4,19,249,/en/stats/leaderboard?page=serve,9,11,59,73.0,123,78,57.0,73.0,38,19.0,50.0,55,6,11.0,18,73,88,121,38,47,123,55,135,244,62,76,123,27,33,121,45,109,244,A,,,,80,5,,,,,,,,,,,,C. Pioline,M. Stich,P226,S351,FRA,GER,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS004,QF,02:06:00,,F,4,S402,"6-1,6-7(5),6-1,6-4",P. Sampras,B. Becker,,,USA,GER,6-1,6-7(5),6-1,6-4,,02:06:00,302,/en/stats/leaderboard?page=serve,4,17,69,90.0,131,91,82.0,90.0,51,21.0,41.0,0,19,256,/en/stats/leaderboard?page=serve,2,6,64,70.0,109,74,52.0,70.0,44,17.0,39.0,44,4,9.0,17,79,103,131,37,40,109,60,143,240,63,69,109,21,28,131,40,97,240,A,,,,,,5,7,,,,,,,,,,P. Sampras,B. Becker,S402,B028,USA,GER,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS005,QF,02:42:00,,F,4,W136,"7-6(9),2-6,6-0,6-4",T. Woodbridge,N. Kiefer,,,AUS,GER,7-6(9),2-6,6-0,6-4,,02:42:00,238,/en/stats/leaderboard?page=serve,11,5,56,88.0,157,72,63.0,88.0,39,27.0,69.0,11,18,241,/en/stats/leaderboard?page=serve,4,9,60,78.0,129,73,57.0,78.0,37,19.0,51.0,57,8,14.0,18,57,90,157,41,53,129,50,143,286,59,76,129,43,67,157,50,143,286,A,,,,73,15,,,9,7,,,,,,,,T. Woodbridge,N. Kiefer,W136,K316,AUS,GER,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS006,QF,01:28:00,,F,3,S351,"6-3,6-2,6-4",M. Stich,T. Henman,,,GER,GBR,6-3,6-2,6-4,,,01:28:00,293,/en/stats/leaderboard?page=serve,4,9,53,48.0,90,83,40.0,48.0,67,28.0,42.0,0,14,213,/en/stats/leaderboard?page=serve,10,1,48,42.0,87,76,32.0,42.0,29,13.0,45.0,56,5,9.0,13,76,68,90,48,42,87,62,110,177,52,45,87,24,22,90,38,67,177,A,,,,,,,,,,,,,,,,,M. Stich,T. Henman,S351,H336,GER,GBR,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS007,QF,02:01:00,,F,4,P226,"6-4,4-6,6-4,6-3",C. Pioline,G. Rusedski,,,FRA,GBR,6-4,4-6,6-4,6-3,,02:01:00,277,/en/stats/leaderboard?page=serve,7,4,62,69.0,111,84,58.0,69.0,45,19.0,42.0,1,19,259,/en/stats/leaderboard?page=serve,10,19,58,86.0,149,85,73.0,86.0,32,20.0,63.0,55,6,11.0,20,69,77,111,38,56,149,51,133,260,62,93,149,31,34,111,49,127,260,A,,,,33,3,,,,,,,,,,,,C. Pioline,G. Rusedski,P226,R237,FRA,GBR,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS008,R16,03:23:00,,F,5,S402,"6-4,6-3,6-7(8),6-7(1),6-4",P. Sampras,P. Korda,,,USA,CZE,6-4,6-3,6-7(8),6-7(1),6-4,03:23:00,330,/en/stats/leaderboard?page=serve,4,27,72,136.0,188,85,116.0,136.0,62,32.0,52.0,0,27,273,/en/stats/leaderboard?page=serve,10,13,53,113.0,212,75,85.0,113.0,54,53.0,99.0,73,8,11.0,26,79,148,188,35,74,212,56,222,400,65,138,212,21,40,188,45,178,400,A,8,10,,,,,,,,1,7,,,,,,P. Sampras,P. Korda,S402,K148,USA,CZE,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS009,R16,01:42:00,,F,3,B028,"6-2,6-2,7-6(7)",B. Becker,M. Rios,,,GER,CHI,6-2,6-2,7-6(7),,,01:42:00,289,/en/stats/leaderboard?page=serve,5,15,68,69.0,102,87,60.0,69.0,39,13.0,33.0,1,14,225,/en/stats/leaderboard?page=serve,2,4,55,56.0,102,61,34.0,56.0,50,23.0,46.0,45,5,11.0,14,72,73,102,44,45,102,58,118,204,56,57,102,28,29,102,42,86,204,A,7,5,,33,3,,,,,,,,,,,,B. Becker,M. Rios,B028,R286,GER,CHI,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS010,R16,01:52:00,,F,4,K316,"6-2,7-5,2-6,6-1",N. Kiefer,Y. Kafelnikov,,,GER,RUS,6-2,7-5,2-6,6-1,,01:52:00,269,/en/stats/leaderboard?page=serve,7,12,50,65.0,130,80,52.0,65.0,51,33.0,65.0,8,18,215,/en/stats/leaderboard?page=serve,11,7,46,59.0,128,71,42.0,59.0,38,26.0,69.0,57,8,14.0,17,65,85,130,47,60,128,56,145,258,53,68,128,35,45,130,44,113,258,A,,,,73,11,,,,,,,,,,,,N. Kiefer,Y. Kafelnikov,K316,K267,GER,RUS,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS011,R16,03:16:00,,F,4,W136,"6-7(2),6-4,7-6(8),6-3",T. Woodbridge,P. Rafter,,,AUS,AUS,6-7(2),6-4,7-6(8),6-3,,03:16:00,280,/en/stats/leaderboard?page=serve,6,4,62,89.0,144,81,72.0,89.0,49,27.0,55.0,3,22,253,/en/stats/leaderboard?page=serve,11,10,59,114.0,194,75,85.0,114.0,40,32.0,80.0,69,9,13.0,21,69,99,144,40,77,194,52,176,338,60,117,194,31,45,144,48,162,338,A,8,6,,60,5,,,2,7,,,,,,,,T. Woodbridge,P. Rafter,W136,R255,AUS,AUS,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS012,R16,02:39:00,,F,4,S351,"6-4,6-7(3),6-3,7-5",M. Stich,M. Woodforde,,,GER,AUS,6-4,6-7(3),6-3,7-5,,02:39:00,291,/en/stats/leaderboard?page=serve,12,25,58,99.0,172,83,82.0,99.0,47,34.0,73.0,6,22,241,/en/stats/leaderboard?page=serve,10,6,50,79.0,158,70,55.0,79.0,49,39.0,79.0,64,9,14.0,21,67,116,172,41,64,158,55,180,330,59,94,158,33,56,172,45,150,330,A,,,,75,8,3,7,,,,,,,,,,M. Stich,M. Woodforde,S351,W035,GER,AUS,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS013,R16,02:54:00,,F,4,H336,"7-6(9),6-7(7),7-6(7),6-4",T. Henman,R. Krajicek,,,GBR,NED,7-6(9),6-7(7),7-6(7),6-4,,02:54:00,310,/en/stats/leaderboard?page=serve,2,8,61,96.0,158,82,79.0,96.0,66,41.0,62.0,5,23,313,/en/stats/leaderboard?page=serve,3,22,60,102.0,169,88,90.0,102.0,55,37.0,67.0,71,5,7.0,23,76,120,158,25,42,169,50,162,327,75,127,169,24,38,158,50,165,327,A,7,5,,83,6,7,9,9,7,,,,,,,,T. Henman,R. Krajicek,H336,K214,GBR,NED,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS014,R16,01:52:00,,F,3,R237,"7-6(7),6-4,7-6(7)",G. Rusedski,R. Reneberg,,,GBR,USA,7-6(7),6-4,7-6(7),,,01:52:00,247,/en/stats/leaderboard?page=serve,3,30,67,91.0,135,92,84.0,91.0,61,27.0,44.0,0,17,282,/en/stats/leaderboard?page=serve,6,4,62,73.0,118,81,59.0,73.0,47,21.0,45.0,67,2,3.0,17,82,111,135,32,38,118,59,149,253,68,80,118,18,24,135,41,104,253,A,7,4,,0,,,,7,2,,,,,,,,G. Rusedski,R. Reneberg,R237,R016,GBR,USA,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS015,R16,02:34:00,,F,4,P226,"3-6,6-3,6-4,7-5",C. Pioline,B. Steven,,,FRA,NZL,3-6,6-3,6-4,7-5,,02:34:00,297,/en/stats/leaderboard?page=serve,4,16,69,93.0,135,81,75.0,93.0,50,21.0,42.0,6,20,260,/en/stats/leaderboard?page=serve,5,5,66,97.0,147,65,63.0,97.0,54,27.0,50.0,67,10,15.0,20,71,96,135,39,57,147,54,153,282,61,90,147,29,39,135,46,129,282,A,,,,67,9,,,,,,,,,,,,C. Pioline,B. Steven,P226,S321,FRA,NZL,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS016,R32,01:15:00,,F,3,S402,"6-1,6-2,6-2",P. Sampras,B. Black,,,USA,ZIM,6-1,6-2,6-2,,,01:15:00,301,/en/stats/leaderboard?page=serve,2,13,75,57.0,76,93,53.0,57.0,47,9.0,19.0,0,12,197,/en/stats/leaderboard?page=serve,2,4,50,35.0,70,60,21.0,35.0,40,14.0,35.0,25,2,8.0,11,82,62,76,50,35,70,66,97,146,50,35,70,18,14,76,34,49,146,A,,,,,,,,,,,,,,,,,P. Sampras,B. Black,S402,B397,USA,ZIM,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS017,R32,03:27:00,,F,5,K148,"6-3,4-6,6-3,6-7(1),6-4",P. Korda,A. O'Brien,,,CZE,USA,6-3,4-6,6-3,6-7(1),6-4,03:27:00,258,/en/stats/leaderboard?page=serve,12,12,55,100.0,183,76,76.0,100.0,43,36.0,83.0,7,25,256,/en/stats/leaderboard?page=serve,5,9,71,137.0,192,64,88.0,137.0,45,25.0,55.0,67,14,21.0,25,61,112,183,41,79,192,51,191,375,59,113,192,39,71,183,49,184,375,A,,,,64,11,,,,,1,7,,,,,,P. Korda,A. O'Brien,K148,O099,CZE,USA,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS018,R32,02:58:00,,F,4,R286,"7-6(7),6-3,6-7(5),6-4",M. Rios,J. van Lottum,,,CHI,NED,7-6(7),6-3,6-7(5),6-4,,02:58:00,278,/en/stats/leaderboard?page=serve,6,7,62,92.0,149,78,72.0,92.0,51,29.0,57.0,5,22,241,/en/stats/leaderboard?page=serve,7,7,48,89.0,185,75,67.0,89.0,42,40.0,96.0,76,16,21.0,21,68,101,149,42,78,185,54,179,334,58,107,185,32,48,149,46,155,334,A,5,7,,63,8,,,7,4,,,,,,,,M. Rios,J. van Lottum,R286,V201,CHI,NED,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS019,R32,01:38:00,,F,3,B028,"6-3,6-3,6-2",B. Becker,M. Petchey,,,GER,GBR,6-3,6-3,6-2,,,01:38:00,279,/en/stats/leaderboard?page=serve,9,9,49,46.0,93,89,41.0,46.0,49,23.0,47.0,0,13,208,/en/stats/leaderboard?page=serve,6,2,53,49.0,92,61,30.0,49.0,37,16.0,43.0,55,6,11.0,13,69,64,93,50,46,92,59,110,185,50,46,92,31,29,93,41,75,185,A,,,,,,,,,,,,,,,,,B. Becker,M. Petchey,B028,P222,GER,GBR,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS020,R32,02:29:00,,F,4,K267,"6-3,7-6(7),4-6,6-3",Y. Kafelnikov,J. Stoltenberg,,,RUS,AUS,6-3,7-6(7),4-6,6-3,,02:29:00,252,/en/stats/leaderboard?page=serve,12,9,55,93.0,168,72,67.0,93.0,48,36.0,75.0,8,21,260,/en/stats/leaderboard?page=serve,4,8,66,88.0,133,73,64.0,88.0,44,20.0,45.0,55,6,11.0,19,61,103,168,37,49,133,50,152,301,63,84,133,39,65,168,50,149,301,A,,,,67,12,7,4,,,,,,,,,,Y. Kafelnikov,J. Stoltenberg,K267,S331,RUS,AUS,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS021,R32,02:15:00,,F,4,K316,"6-4,6-2,6-7(2),6-4",N. Kiefer,A. Medvedev,,,GER,UKR,6-4,6-2,6-7(2),6-4,,02:15:00,277,/en/stats/leaderboard?page=serve,6,12,60,80.0,134,83,66.0,80.0,43,23.0,54.0,3,20,234,/en/stats/leaderboard?page=serve,8,9,64,108.0,169,71,77.0,108.0,33,20.0,61.0,50,7,14.0,20,66,89,134,43,72,169,53,161,303,57,97,169,34,45,134,47,142,303,A,2,7,,50,6,,,,,,,,,,,,N. Kiefer,A. Medvedev,K316,M475,GER,UKR,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS022,R32,02:13:00,,F,4,R255,"7-5,6-4,4-6,6-3",P. Rafter,C. Van Garsse,,,AUS,BEL,7-5,6-4,4-6,6-3,,02:13:00,301,/en/stats/leaderboard?page=serve,6,13,65,85.0,130,86,73.0,85.0,53,24.0,45.0,5,21,274,/en/stats/leaderboard?page=serve,2,6,59,74.0,125,64,47.0,74.0,67,34.0,51.0,33,2,6.0,20,75,97,130,35,44,125,55,141,255,65,81,125,25,33,130,45,114,255,A,,,,71,7,,,,,,,,,,,,P. Rafter,C. Van Garsse,R255,V170,AUS,BEL,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS023,R32,01:50:00,,F,3,W136,"6-4,6-4,6-4",T. Woodbridge,A. Radulescu,,,AUS,GER,6-4,6-4,6-4,,,01:50:00,269,/en/stats/leaderboard?page=serve,7,3,59,56.0,95,88,49.0,56.0,46,18.0,39.0,0,15,251,/en/stats/leaderboard?page=serve,7,8,51,62.0,122,81,50.0,62.0,38,23.0,60.0,67,6,9.0,15,71,67,95,40,49,122,53,116,217,60,73,122,29,28,95,47,101,217,A,,,,,,,,,,,,,,,,,T. Woodbridge,A. Radulescu,W136,R284,AUS,GER,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS024,R32,01:40:00,,F,3,W035,"6-2,6-3,6-3",M. Woodforde,A. Clement,,,AUS,FRA,6-2,6-3,6-3,,,01:40:00,260,/en/stats/leaderboard?page=serve,6,9,58,65.0,112,75,49.0,65.0,40,19.0,47.0,7,13,192,/en/stats/leaderboard?page=serve,6,5,55,53.0,97,60,32.0,53.0,32,14.0,44.0,42,5,12.0,13,61,68,112,53,51,97,57,119,209,47,46,97,39,44,112,43,90,209,A,,,,78,9,,,,,,,,,,,,M. Woodforde,A. Clement,W035,C487,AUS,FRA,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS025,R32,02:41:00,,F,4,S351,"6-3,6-7(5),6-2,7-6(7)",M. Stich,S. Stolle,,,GER,AUS,6-3,6-7(5),6-2,7-6(7),,02:41:00,261,/en/stats/leaderboard?page=serve,5,10,57,93.0,164,80,74.0,93.0,58,41.0,71.0,0,21,267,/en/stats/leaderboard?page=serve,8,7,63,94.0,150,72,68.0,94.0,48,27.0,56.0,67,6,9.0,20,70,115,164,37,55,150,54,170,314,63,95,150,30,49,164,46,144,314,A,,,,,,5,7,,,7,4,,,,,,M. Stich,S. Stolle,S351,S443,GER,AUS,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS026,R32,03:58:00,,F,5,H336,"6-7(7),6-3,6-2,4-6,14-12",T. Henman,P. Haarhuis,,,GBR,NED,6-7(7),6-3,6-2,4-6,14-12,03:58:00,273,/en/stats/leaderboard?page=serve,10,8,57,78.0,137,85,66.0,78.0,44,26.0,59.0,1,19,235,/en/stats/leaderboard?page=serve,10,2,59,91.0,155,67,61.0,91.0,42,27.0,64.0,67,10,15.0,20,67,92,137,43,67,155,54,159,292,57,88,155,33,45,137,46,133,292,A,,,,33,3,,,7,9,,,,,,,,T. Henman,P. Haarhuis,H336,H223,GBR,NED,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS027,R32,01:33:00,,F,3,K214,"6-4,6-3,7-5",R. Krajicek,D. Rikl,,,NED,CZE,6-4,6-3,7-5,,,01:33:00,320,/en/stats/leaderboard?page=serve,2,23,75,80.0,106,93,74.0,80.0,38,10.0,26.0,1,15,236,/en/stats/leaderboard?page=serve,3,3,59,64.0,109,69,44.0,64.0,40,18.0,45.0,64,9,14.0,16,79,84,106,43,47,109,61,131,215,57,62,109,21,22,106,39,84,215,A,,,,50,2,,,,,,,,,,,,R. Krajicek,D. Rikl,K214,R203,NED,CZE,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS028,R32,01:35:00,,F,3,R237,"6-3,6-4,6-4",G. Rusedski,A. Richardson,,,GBR,GBR,6-3,6-4,6-4,,,01:35:00,225,/en/stats/leaderboard?page=serve,4,14,65,59.0,91,97,57.0,59.0,53,17.0,32.0,0,15,248,/en/stats/leaderboard?page=serve,4,2,63,67.0,106,78,52.0,67.0,31,12.0,39.0,79,11,14.0,14,81,74,91,40,42,106,59,116,197,60,64,106,19,17,91,41,81,197,A,,,,0,,,,,,,,,,,,,G. Rusedski,A. Richardson,R237,R266,GBR,GBR,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS029,R32,03:05:00,,F,4,R016,"7-5,6-7(4),7-6(9),6-3",R. Reneberg,G. Raoux,,,USA,FRA,7-5,6-7(4),7-6(9),6-3,,03:05:00,294,/en/stats/leaderboard?page=serve,4,14,66,118.0,179,78,92.0,118.0,49,30.0,61.0,8,23,272,/en/stats/leaderboard?page=serve,3,5,60,88.0,147,78,69.0,88.0,51,30.0,59.0,60,6,10.0,22,68,122,179,33,48,147,52,170,326,67,99,147,32,57,179,48,156,326,A,9,7,,80,10,4,7,,,,,,,,,,R. Reneberg,G. Raoux,R016,R186,USA,FRA,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS030,R32,01:38:00,,F,3,P226,"6-4,6-3,6-3",C. Pioline,W. Ferreira,,,FRA,RSA,6-4,6-3,6-3,,,01:38:00,281,/en/stats/leaderboard?page=serve,7,10,59,61.0,103,87,53.0,61.0,40,17.0,42.0,4,14,229,/en/stats/leaderboard?page=serve,4,4,60,60.0,100,65,39.0,60.0,40,16.0,40.0,62,8,13.0,14,68,70,103,45,45,100,57,115,203,55,55,100,32,33,103,43,88,203,A,,,,80,5,,,,,,,,,,,,C. Pioline,W. Ferreira,P226,F196,FRA,RSA,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS031,R32,02:00:00,,F,4,S321,"6-7,6-2,6-3,6-1",B. Steven,M. Norman,,,NZL,SWE,6-7,6-2,6-3,6-1,,02:00:00,0,/en/stats/leaderboard?page=serve,,0,0,,0,0,,,0,,,0,,0,/en/stats/leaderboard?page=serve,,0,0,,0,0,,,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,False,0,,,,,,,,False,False,False,,,B. Steven,M. Norman,S321,N250,NZL,SWE,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS032,R64,01:57:00,,F,3,S402,"7-6(7),7-5,7-5",P. Sampras,H. Dreekmann,,,USA,GER,7-6(7),7-5,7-5,,,01:57:00,238,/en/stats/leaderboard?page=serve,4,22,79,94.0,119,93,87.0,94.0,48,12.0,25.0,0,18,256,/en/stats/leaderboard?page=serve,8,7,42,62.0,148,79,49.0,62.0,48,41.0,86.0,83,10,12.0,18,83,99,119,39,58,148,59,157,267,61,90,148,17,20,119,41,110,267,A,,,,0,,,,7,2,,,,,,,,P. Sampras,H. Dreekmann,S402,D249,USA,GER,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS033,R64,01:31:00,,F,3,B397,"6-2,7-5,6-2",B. Black,D. Sapsford,,,ZIM,GBR,6-2,7-5,6-2,,,01:31:00,251,/en/stats/leaderboard?page=serve,9,6,46,43.0,93,84,36.0,43.0,46,23.0,50.0,2,14,169,/en/stats/leaderboard?page=serve,12,4,36,38.0,105,74,28.0,38.0,25,17.0,67.0,43,6,14.0,14,63,59,93,57,60,105,60,119,198,43,45,105,37,34,93,40,79,198,A,,,,40,5,,,,,,,,,,,,B. Black,D. Sapsford,B397,S404,ZIM,GBR,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS034,R64,02:51:00,,F,4,O099,"6-3,6-3,6-7(6),7-6(7)",A. O'Brien,N. Godwin,,,USA,RSA,6-3,6-3,6-7(6),7-6(7),,02:51:00,305,/en/stats/leaderboard?page=serve,1,9,68,94.0,138,78,73.0,94.0,66,29.0,44.0,2,21,253,/en/stats/leaderboard?page=serve,8,12,64,121.0,190,68,82.0,121.0,46,32.0,69.0,67,12,18.0,21,74,102,138,40,76,190,54,178,328,60,114,190,26,36,138,46,150,328,A,6,8,,40,5,,,,,7,5,,,,,,A. O'Brien,N. Godwin,O099,G288,USA,RSA,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS035,R64,01:35:00,,F,3,K148,"6-3,6-0,7-6(10)",P. Korda,M. Rosset,,,CZE,SUI,6-3,6-0,7-6(10),,,01:35:00,293,/en/stats/leaderboard?page=serve,7,8,64,65.0,102,82,53.0,65.0,54,20.0,37.0,5,14,201,/en/stats/leaderboard?page=serve,13,4,49,52.0,107,75,39.0,52.0,25,14.0,55.0,55,6,11.0,13,72,73,102,50,54,107,61,127,209,50,53,107,28,29,102,39,82,209,A,10,8,,83,6,,,,,,,,,,,,P. Korda,M. Rosset,K148,R214,CZE,SUI,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS036,R64,02:15:00,,F,4,R286,"6-2,6-3,6-7(1),7-6(9)",M. Rios,D. van Scheppingen,,,CHI,NED,6-2,6-3,6-7(1),7-6(9),,02:15:00,280,/en/stats/leaderboard?page=serve,8,13,64,108.0,168,79,85.0,108.0,37,22.0,60.0,9,20,268,/en/stats/leaderboard?page=serve,4,10,64,90.0,140,74,67.0,90.0,48,24.0,50.0,55,6,11.0,21,64,107,168,35,49,140,51,156,308,65,91,140,36,61,168,49,152,308,A,1,7,,90,10,,,,,9,7,,,,,,M. Rios,D. van Scheppingen,R286,S559,CHI,NED,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS037,R64,01:50:00,,F,3,V201,"6-3,6-3,6-3",J. van Lottum,R. Furlan,,,NED,ITA,6-3,6-3,6-3,,,01:50:00,280,/en/stats/leaderboard?page=serve,3,6,58,61.0,105,82,50.0,61.0,45,20.0,44.0,3,14,224,/en/stats/leaderboard?page=serve,4,4,48,45.0,93,69,31.0,45.0,46,22.0,48.0,38,3,8.0,13,67,70,105,43,40,93,56,110,198,57,53,93,33,35,105,44,88,198,A,,,,75,4,,,,,,,,,,,,J. van Lottum,R. Furlan,V201,F192,NED,ITA,,
