event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_dividend_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_divisor_tot_winner,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set4_winner,tiebreak_set4_loser,servicegamesplayed_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,servicegamesplayed_isstatbetter_tot_loser,tiebreak_set5_winner,tiebreak_set5_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS100,R128,03:01:00,,F,5,A190,"6-7(4),3-6,6-4,6-1,6-2",E. Benfele Alvarez,K. Carlsen,,,ESP,DEN,6-7(4),3-6,6-4,6-1,6-2,03:01:00,270,/en/stats/leaderboard?page=serve,13,16,52,88.0,168,86,76.0,88.0,43,34.0,80.0,4,23,251,/en/stats/leaderboard?page=serve,7,14,54,86.0,159,74,64.0,86.0,47,34.0,73.0,42,5,12.0,23,65,110,168,38,61,159,52,171,327,62,98,159,35,58,168,48,156,327,A,,,,57,7,,,4,7,,,,,,,,E. Benfele Alvarez,K. Carlsen,A190,C328,ESP,DEN,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS101,R128,01:31:00,,F,3,S443,"6-2,6-2,6-4",S. Stolle,C. Woodruff,,,AUS,USA,6-2,6-2,6-4,,,01:31:00,301,/en/stats/leaderboard?page=serve,3,9,52,41.0,79,90,37.0,41.0,61,23.0,38.0,1,13,205,/en/stats/leaderboard?page=serve,3,2,56,49.0,87,65,32.0,49.0,32,12.0,38.0,45,5,11.0,13,76,60,79,49,43,87,62,103,166,51,44,87,24,19,79,38,63,166,A,,,,50,2,,,,,,,,,,,,S. Stolle,C. Woodruff,S443,W212,AUS,USA,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS102,R128,02:10:00,,F,3,S351,"7-6(7),7-5,7-6(7)",M. Stich,J. Courier,,,GER,USA,7-6(7),7-5,7-6(7),,,02:10:00,291,/en/stats/leaderboard?page=serve,7,15,58,74.0,128,89,66.0,74.0,48,26.0,54.0,5,18,250,/en/stats/leaderboard?page=serve,8,5,54,71.0,132,73,52.0,71.0,43,26.0,61.0,73,8,11.0,18,72,92,128,41,54,132,56,146,260,59,78,132,28,36,128,44,114,260,A,7,2,,71,7,,,7,0,,,,,,,,M. Stich,J. Courier,S351,C243,GER,USA,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS103,R128,02:40:00,,F,5,G354,"6-3,6-4,4-6,1-6,6-4",J. Gimelstob,G. Kuerten,,,USA,BRA,6-3,6-4,4-6,1-6,6-4,02:40:00,272,/en/stats/leaderboard?page=serve,8,9,64,101.0,157,75,76.0,101.0,46,26.0,56.0,5,23,281,/en/stats/leaderboard?page=serve,6,16,62,111.0,178,83,92.0,111.0,40,27.0,67.0,82,14,17.0,23,65,102,157,33,59,178,48,161,335,67,119,178,35,55,157,52,174,335,A,,,,63,8,,,,,,,,,,,,J. Gimelstob,G. Kuerten,G354,K293,USA,BRA,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS104,R128,01:46:00,,F,3,H336,"7-6(13),6-1,6-4",T. Henman,D. Nestor,,,GBR,CAN,7-6(13),6-1,6-4,,,01:46:00,289,/en/stats/leaderboard?page=serve,7,15,51,64.0,125,88,56.0,64.0,49,30.0,61.0,5,15,247,/en/stats/leaderboard?page=serve,7,10,58,63.0,108,75,47.0,63.0,40,18.0,45.0,20,1,5.0,14,69,86,125,40,43,108,55,129,233,60,65,108,31,39,125,45,104,233,A,,,,83,6,,,13,11,,,,,,,,T. Henman,D. Nestor,H336,N210,GBR,CAN,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS105,R128,02:08:00,,F,4,G319,"6-4,6-2,6-7(4),6-2",J. Golmard,J. Delgado,,,FRA,GBR,6-4,6-2,6-7(4),6-2,,02:08:00,241,/en/stats/leaderboard?page=serve,6,7,63,84.0,133,74,62.0,84.0,35,17.0,49.0,5,19,190,/en/stats/leaderboard?page=serve,3,1,63,76.0,120,62,47.0,76.0,25,11.0,44.0,42,8,19.0,19,59,79,133,52,62,120,56,141,253,48,58,120,41,54,133,44,112,253,A,4,7,,45,11,,,,,,,,,,,,J. Golmard,J. Delgado,G319,D289,FRA,GBR,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS106,R128,02:43:00,,F,4,L257,"6-7(3),6-3,6-4,7-5",T. Larkham,S. Dosedel,,,AUS,CZE,6-7(3),6-3,6-4,7-5,,02:43:00,251,/en/stats/leaderboard?page=serve,8,2,62,106.0,170,65,69.0,106.0,44,28.0,64.0,11,22,241,/en/stats/leaderboard?page=serve,4,2,56,77.0,138,60,46.0,77.0,56,34.0,61.0,50,6,12.0,21,57,97,170,42,58,138,50,155,308,58,80,138,43,73,170,50,153,308,A,,,,79,14,,,3,7,,,,,,,,T. Larkham,S. Dosedel,L257,D198,AUS,CZE,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS107,R128,01:40:00,,F,3,H223,"6-1,6-2,7-6(7)",P. Haarhuis,S. Lareau,,,NED,CAN,6-1,6-2,7-6(7),,,01:40:00,287,/en/stats/leaderboard?page=serve,3,5,66,59.0,90,80,47.0,59.0,55,17.0,31.0,4,13,206,/en/stats/leaderboard?page=serve,5,1,63,63.0,100,65,41.0,63.0,32,12.0,37.0,36,4,11.0,14,71,64,90,47,47,100,58,111,190,53,53,100,29,26,90,42,79,190,A,7,5,,67,6,,,,,,,,,,,,P. Haarhuis,S. Lareau,H223,L226,NED,CAN,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS108,R128,01:34:00,,F,3,C252,"7-5,6-1,6-3",F. Clavet,N. Lapentti,,,ESP,ECU,7-5,6-1,6-3,,,01:34:00,278,/en/stats/leaderboard?page=serve,2,4,66,61.0,92,70,43.0,61.0,55,17.0,31.0,2,14,203,/en/stats/leaderboard?page=serve,5,5,56,57.0,101,70,40.0,57.0,27,12.0,44.0,50,7,14.0,14,65,60,92,49,49,101,56,109,193,51,52,101,35,32,92,44,84,193,A,,,,50,4,,,,,,,,,,,,F. Clavet,N. Lapentti,C252,L290,ESP,ECU,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS109,R128,01:29:00,,F,3,R203,"6-1,6-3,6-3",D. Rikl,D. Vacek,,,CZE,CZE,6-1,6-3,6-3,,,01:29:00,282,/en/stats/leaderboard?page=serve,6,8,54,51.0,95,73,37.0,51.0,61,27.0,44.0,3,13,193,/en/stats/leaderboard?page=serve,11,6,44,45.0,102,76,34.0,45.0,28,16.0,57.0,60,9,15.0,12,67,64,95,51,52,102,59,116,197,49,50,102,33,31,95,41,81,197,A,,,,75,4,,,,,,,,,,,,D. Rikl,D. Vacek,R203,V141,CZE,CZE,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS110,R128,03:10:00,,F,5,P280,"6-1,4-6,2-6,6-2,6-3",A. Pavel,F. Dewulf,,,ROU,BEL,6-1,4-6,2-6,6-2,6-3,03:10:00,290,/en/stats/leaderboard?page=serve,2,9,69,94.0,136,74,70.0,94.0,55,23.0,42.0,4,21,232,/en/stats/leaderboard?page=serve,11,8,51,76.0,148,67,51.0,76.0,46,33.0,72.0,33,3,9.0,21,68,93,136,43,64,148,55,157,284,57,84,148,32,43,136,45,127,284,A,,,,57,7,,,,,,,,,,,,A. Pavel,F. Dewulf,P280,D228,ROU,BEL,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS111,R128,01:47:00,,F,3,K214,"7-6(7),6-2,6-4",R. Krajicek,M. Craca,,,NED,GER,7-6(7),6-2,6-4,,,01:47:00,339,/en/stats/leaderboard?page=serve,1,19,72,73.0,101,92,67.0,73.0,64,18.0,28.0,0,15,252,/en/stats/leaderboard?page=serve,4,1,69,79.0,114,63,50.0,79.0,43,15.0,35.0,73,8,11.0,15,84,85,101,43,49,114,62,134,215,57,65,114,16,16,101,38,81,215,A,,,,,,,,7,5,,,,,,,,R. Krajicek,M. Craca,K214,C439,NED,GER,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS112,R128,02:01:00,,F,3,R237,"7-6(8),7-6(8),6-3",G. Rusedski,M. Philippoussis,,,GBR,AUS,7-6(8),7-6(8),6-3,,,02:01:00,242,/en/stats/leaderboard?page=serve,3,26,61,77.0,127,92,71.0,77.0,66,33.0,50.0,0,17,273,/en/stats/leaderboard?page=serve,13,14,54,79.0,147,82,65.0,79.0,43,29.0,68.0,89,8,9.0,16,82,104,127,36,53,147,57,157,274,64,94,147,18,23,127,43,117,274,A,,,,0,,8,6,8,6,,,,,,,,G. Rusedski,M. Philippoussis,R237,P338,GBR,AUS,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS113,R128,03:07:00,,F,5,S403,"7-6(7),6-7(5),6-3,2-6,6-3",J. Stark,S. Huet,,,USA,FRA,7-6(7),6-7(5),6-3,2-6,6-3,03:07:00,292,/en/stats/leaderboard?page=serve,11,19,61,118.0,192,82,97.0,118.0,49,36.0,74.0,11,25,268,/en/stats/leaderboard?page=serve,8,6,51,89.0,175,80,71.0,89.0,51,44.0,86.0,63,5,8.0,25,69,133,192,34,60,175,53,193,367,66,115,175,31,59,192,47,174,367,A,,,,85,13,5,7,7,5,,,,,,,,J. Stark,S. Huet,S403,H284,USA,FRA,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS114,R128,01:44:00,,F,3,R266,"7-6(7),6-3,6-3",A. Richardson,S. Duran,,,GBR,ESP,7-6(7),6-3,6-3,,,01:44:00,231,/en/stats/leaderboard?page=serve,3,15,65,63.0,97,92,58.0,63.0,62,21.0,34.0,0,15,247,/en/stats/leaderboard?page=serve,7,5,51,56.0,110,77,43.0,56.0,41,22.0,54.0,75,9,12.0,15,81,79,97,41,45,110,60,124,207,59,65,110,19,18,97,40,83,207,A,,,,0,,,,7,5,,,,,,,,A. Richardson,S. Duran,R266,D295,GBR,ESP,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS115,R128,02:24:00,,F,4,V161,"7-5,4-6,7-6(7),7-6(7)",J. Viloca-Puig,M. Goellner,,,ESP,GER,7-5,4-6,7-6(7),7-6(7),,02:24:00,282,/en/stats/leaderboard?page=serve,6,6,62,106.0,171,74,78.0,106.0,55,36.0,65.0,3,23,275,/en/stats/leaderboard?page=serve,17,21,55,103.0,188,89,92.0,103.0,36,31.0,85.0,67,4,6.0,23,67,114,171,35,65,188,50,179,359,65,123,188,33,57,171,50,180,359,A,7,5,,60,5,,,,,7,5,,,,,,J. Viloca-Puig,M. Goellner,V161,G252,ESP,GER,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS116,R128,02:20:00,,F,4,F191,"6-1,7-6(7),3-6,6-4",D. Flach,B. Ellwood,,,USA,AUS,6-1,7-6(7),3-6,6-4,,02:20:00,229,/en/stats/leaderboard?page=serve,9,4,54,61.0,114,69,42.0,61.0,45,24.0,53.0,4,18,209,/en/stats/leaderboard?page=serve,10,8,52,86.0,166,64,55.0,86.0,40,32.0,80.0,63,15,24.0,20,58,66,114,48,79,166,52,145,280,52,87,166,42,48,114,48,135,280,A,,,,40,10,7,4,,,,,,,,,,D. Flach,B. Ellwood,F191,E143,USA,AUS,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS117,R128,01:36:00,,F,3,R186,"6-3,6-4,6-1",G. Raoux,A. Boetsch,,,FRA,FRA,6-3,6-4,6-1,,,01:36:00,204,/en/stats/leaderboard?page=serve,3,4,60,51.0,85,78,40.0,51.0,65,22.0,34.0,0,13,221,/en/stats/leaderboard?page=serve,6,5,57,60.0,106,63,38.0,60.0,41,19.0,46.0,44,4,9.0,13,73,62,85,46,49,106,58,111,191,54,57,106,27,23,85,42,80,191,A,,,,0,,,,,,,,,,,,,G. Raoux,A. Boetsch,R186,B053,FRA,FRA,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS118,R128,02:09:00,,F,3,R016,"7-6(8),6-4,7-6(7)",R. Reneberg,H. Arazi,,,USA,MAR,7-6(8),6-4,7-6(7),,,02:09:00,276,/en/stats/leaderboard?page=serve,3,6,77,97.0,126,74,72.0,97.0,34,10.0,29.0,2,17,261,/en/stats/leaderboard?page=serve,7,6,70,98.0,140,65,64.0,98.0,45,19.0,42.0,73,8,11.0,17,65,82,126,41,57,140,52,139,266,59,83,140,35,44,126,48,127,266,A,7,5,,50,4,,,8,6,,,,,,,,R. Reneberg,H. Arazi,R016,A226,USA,MAR,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS119,R128,02:18:00,,F,4,M605,"7-6(7),6-3,4-6,6-2",C. Moya,S. Bryan,,,ESP,USA,7-6(7),6-3,4-6,6-2,,02:18:00,286,/en/stats/leaderboard?page=serve,1,7,62,80.0,129,76,61.0,80.0,57,28.0,49.0,3,20,214,/en/stats/leaderboard?page=serve,14,2,44,64.0,145,66,42.0,64.0,43,35.0,81.0,58,7,12.0,19,69,89,129,47,68,145,57,157,274,53,77,145,31,40,129,43,117,274,A,,,,50,6,,,7,1,,,,,,,,C. Moya,S. Bryan,M605,B401,ESP,USA,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS120,R128,02:49:00,,F,5,F196,"6-7(5),3-6,6-4,6-0,7-5",W. Ferreira,S. Draper,,,RSA,AUS,6-7(5),3-6,6-4,6-0,7-5,02:49:00,247,/en/stats/leaderboard?page=serve,14,14,55,108.0,195,78,84.0,108.0,38,33.0,87.0,6,25,225,/en/stats/leaderboard?page=serve,11,11,52,105.0,201,73,77.0,105.0,38,36.0,96.0,63,15,24.0,24,60,117,195,44,88,201,52,205,396,56,113,201,40,78,195,48,191,396,A,,,,50,12,,,5,7,,,,,,,,W. Ferreira,S. Draper,F196,D270,RSA,AUS,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS121,R128,02:33:00,,F,4,G108,"3-6,7-5,7-6(7),6-4",R. Gilbert,J. Tarango,,,FRA,USA,3-6,7-5,7-6(7),6-4,,02:33:00,278,/en/stats/leaderboard?page=serve,7,19,53,88.0,166,78,69.0,88.0,50,39.0,78.0,10,21,266,/en/stats/leaderboard?page=serve,11,23,64,114.0,177,76,87.0,114.0,33,21.0,63.0,67,8,12.0,22,65,108,166,39,69,177,52,177,343,61,108,177,35,58,166,48,166,343,A,7,0,,77,13,,,,,,,,,,,,R. Gilbert,J. Tarango,G108,T136,FRA,USA,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS122,R128,02:45:00,,F,4,F041,"6-7(5),6-4,6-3,6-2",J. Frana,M. Damm,,,ARG,CZE,6-7(5),6-4,6-3,6-2,,02:45:00,325,/en/stats/leaderboard?page=serve,2,22,68,98.0,145,85,83.0,98.0,57,27.0,47.0,3,20,246,/en/stats/leaderboard?page=serve,13,17,49,86.0,177,78,67.0,86.0,42,38.0,91.0,71,12,17.0,19,76,110,145,41,72,177,57,182,322,59,105,177,24,35,145,43,140,322,A,,,,75,4,,,5,7,,,,,,,,J. Frana,M. Damm,F041,D214,ARG,CZE,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS123,R128,02:40:00,,F,4,P226,"5-7,6-3,7-5,6-2",C. Pioline,M. Charpentier,,,FRA,ARG,5-7,6-3,7-5,6-2,,02:40:00,292,/en/stats/leaderboard?page=serve,9,12,63,96.0,153,78,75.0,96.0,53,30.0,57.0,8,21,262,/en/stats/leaderboard?page=serve,4,6,62,89.0,144,67,60.0,89.0,51,28.0,55.0,73,11,15.0,20,69,105,153,39,56,144,54,161,297,61,88,144,31,48,153,46,136,297,A,,,,89,9,,,,,,,,,,,,C. Pioline,M. Charpentier,P226,C375,FRA,ARG,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS124,R128,02:45:00,,F,5,F206,"4-6,3-6,6-4,7-6(7),6-4",F. Fetterlein,J. Novak,,,DEN,CZE,4-6,3-6,6-4,7-6(7),6-4,02:45:00,265,/en/stats/leaderboard?page=serve,11,16,62,104.0,169,79,82.0,104.0,43,28.0,65.0,4,25,253,/en/stats/leaderboard?page=serve,5,6,73,132.0,180,70,92.0,132.0,33,16.0,48.0,67,12,18.0,26,65,110,169,40,72,180,52,182,349,60,108,180,35,59,169,48,167,349,A,,,,40,10,,,,,7,3,,,,,,F. Fetterlein,J. Novak,F206,N254,DEN,CZE,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS125,R128,01:55:00,,F,3,S321,"6-2,6-2,7-6(7)",B. Steven,L. Roux,,,NZL,FRA,6-2,6-2,7-6(7),,,01:55:00,276,/en/stats/leaderboard?page=serve,3,4,78,77.0,99,71,55.0,77.0,41,9.0,22.0,5,14,214,/en/stats/leaderboard?page=serve,4,4,68,71.0,104,65,46.0,71.0,24,8.0,33.0,63,10,16.0,14,65,64,99,48,50,104,56,114,203,52,54,104,35,35,99,44,89,203,A,7,0,,71,7,,,,,,,,,,,,B. Steven,L. Roux,S321,R280,NZL,FRA,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS126,R128,01:55:00,,F,3,N250,"7-6(8),6-1,6-4",M. Norman,L. Herrera,,,SWE,MEX,7-6(8),6-1,6-4,,,01:55:00,259,/en/stats/leaderboard?page=serve,6,8,67,88.0,131,75,66.0,88.0,49,21.0,43.0,0,15,252,/en/stats/leaderboard?page=serve,4,1,58,54.0,93,70,38.0,54.0,49,19.0,39.0,67,6,9.0,14,66,87,131,39,36,93,55,123,224,61,57,93,34,44,131,45,101,224,A,,,,,,,,8,6,,,,,,,,M. Norman,L. Herrera,N250,H228,SWE,MEX,,
540,1997,Wimbledon,GS,1997-06-23T00:00:00,1997-07-06T00:00:00,Grass,128,5445815,$,MS127,R128,01:07:00,,F,3,I034,"6-1,6-3,6-3",G. Ivanisevic,D. Pescariu,,,CRO,ROU,6-1,6-3,6-3,,,01:07:00,307,/en/stats/leaderboard?page=serve,7,24,63,59.0,94,93,55.0,59.0,51,18.0,35.0,0,12,197,/en/stats/leaderboard?page=serve,7,1,58,61.0,106,59,36.0,61.0,33,15.0,45.0,57,8,14.0,13,78,73,94,52,55,106,64,128,200,48,51,106,22,21,94,36,72,200,A,,,,,,,,,,,,,,,,,G. Ivanisevic,D. Pescariu,I034,P254,CRO,ROU,,
