event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_isstatbetter_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set4_winner,tiebreak_set4_loser,doublefaults_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_loser,servicegamesplayed_isstatbetter_tot_loser,servicegamesplayed_isstatbetter_tot_winner,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS036,R64,02:34:00,,F,4,P305,"6-4,4-6,7-5,6-3",A. Portas,C. Moya,,,ESP,ESP,6-4,4-6,7-5,6-3,,02:34:00,257,/en/stats/leaderboard?page=serve,,4,66,106.0,161,68,72.0,106.0,44,24.0,55.0,75,12,16,21,234,/en/stats/leaderboard?page=serve,8,4,62,79.0,128,73,58.0,79.0,33,16.0,49.0,50,6,12.0,20,60,96,161,42,54,128,52,150,289,58,74,128,40,65,161,48,139,289,A,,,5,,,,,,,,,,A. Portas,C. Moya,P305,M605,ESP,ESP,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS037,R64,03:00:00,,F,5,D228,"6-4,6-2,3-6,1-6,6-3",F. Dewulf,F. Meligeni,,,BEL,BRA,6-4,6-2,3-6,1-6,6-3,03:00:00,217,/en/stats/leaderboard?page=serve,,2,58,78.0,134,63,49.0,78.0,41,23.0,56.0,38,5,13,21,230,/en/stats/leaderboard?page=serve,5,9,63,113.0,178,62,70.0,113.0,42,27.0,65.0,55,11,20.0,22,54,72,134,46,81,178,49,153,312,54,97,178,46,62,134,51,159,312,A,,,8,,,,,,,,,,F. Dewulf,F. Meligeni,D228,M443,BEL,BRA,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS038,R64,01:38:00,,F,3,C028,"6-2,6-3,6-3",T. Champion,R. Delgado,,,FRA,PAR,6-2,6-3,6-3,,,01:38:00,292,/en/stats/leaderboard?page=serve,False,4,79,59.0,75,75,44.0,59.0,50,8.0,16.0,33,1,3,13,196,/en/stats/leaderboard?page=serve,4,3,61,55.0,90,53,29.0,55.0,37,13.0,35.0,30,3,10.0,13,69,52,75,53,48,90,61,100,165,47,42,90,31,23,75,39,65,165,A,,,,,,,,,,,,,T. Champion,R. Delgado,C028,D316,FRA,PAR,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS039,R64,02:41:00,,F,4,C344,"4-6,6-1,6-1,7-6(10)",A. Corretja,J. Knippschild,,,ESP,GER,4-6,6-1,6-1,7-6(10),,02:41:00,270,/en/stats/leaderboard?page=serve,,2,62,77.0,124,77,59.0,77.0,47,22.0,47.0,60,3,5,18,240,/en/stats/leaderboard?page=serve,3,7,45,57.0,128,77,44.0,57.0,48,34.0,71.0,45,5,11.0,18,65,81,124,39,50,128,52,131,252,61,78,128,35,43,124,48,121,252,A,10,8,6,,,,,,,,,,A. Corretja,J. Knippschild,C344,K260,ESP,GER,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS040,R64,01:34:00,,F,3,K267,"7-5,6-3,6-4",Y. Kafelnikov,G. Raoux,,,RUS,FRA,7-5,6-3,6-4,,,01:34:00,294,/en/stats/leaderboard?page=serve,,6,58,59.0,101,80,47.0,59.0,60,25.0,42.0,0,0,1,16,251,/en/stats/leaderboard?page=serve,7,8,62,58.0,94,84,49.0,58.0,31,11.0,36.0,20,1,5.0,15,71,72,101,36,34,94,54,106,195,64,60,94,29,29,101,46,89,195,A,,,3,,,,,,,,,,Y. Kafelnikov,G. Raoux,K267,R186,RUS,FRA,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS041,R64,02:39:00,,F,4,P226,"2-6,6-3,6-3,7-6(7)",C. Pioline,G. Etlis,,,FRA,ARG,2-6,6-3,6-3,7-6(7),,02:39:00,235,/en/stats/leaderboard?page=serve,,3,65,84.0,129,71,60.0,84.0,33,15.0,45.0,57,8,14,19,234,/en/stats/leaderboard?page=serve,4,7,63,89.0,142,63,56.0,89.0,42,22.0,53.0,63,12,19.0,19,58,75,129,45,64,142,51,139,271,55,78,142,42,54,129,49,132,271,A,7,3,5,,,,,,,,,,C. Pioline,G. Etlis,P226,E138,FRA,ARG,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS042,R64,02:09:00,,F,4,S381,"6-1,6-7(1),6-1,6-2",J. Siemerink,S. Navarro,,,NED,ESP,6-1,6-7(1),6-1,6-2,,02:09:00,277,/en/stats/leaderboard?page=serve,,5,56,67.0,120,82,55.0,67.0,49,26.0,53.0,67,2,3,18,207,/en/stats/leaderboard?page=serve,7,1,55,58.0,106,62,36.0,58.0,40,19.0,48.0,36,4,11.0,16,68,81,120,48,51,106,58,132,226,52,55,106,33,39,120,42,94,226,A,,,9,,,1,7,,,,,,J. Siemerink,S. Navarro,S381,N259,NED,ESP,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS043,R64,02:18:00,,F,4,P338,"6-4,3-6,6-1,6-4",M. Philippoussis,O. Delaitre,,,AUS,FRA,6-4,3-6,6-1,6-4,,02:18:00,302,/en/stats/leaderboard?page=serve,,16,60,77.0,129,87,67.0,77.0,50,26.0,52.0,80,4,5,18,249,/en/stats/leaderboard?page=serve,5,4,61,84.0,138,69,58.0,84.0,43,23.0,54.0,73,11,15.0,18,72,93,129,41,57,138,56,150,267,59,81,138,28,36,129,44,117,267,A,,,5,,,,,,,,,,M. Philippoussis,O. Delaitre,P338,D015,AUS,FRA,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS044,R64,01:47:00,,F,3,M475,"6-4,6-3,6-4",A. Medvedev,J. Viloca-Puig,,,UKR,ESP,6-4,6-3,6-4,,,01:47:00,283,/en/stats/leaderboard?page=serve,,5,54,52.0,97,77,40.0,52.0,58,26.0,45.0,86,6,7,14,229,/en/stats/leaderboard?page=serve,6,3,54,51.0,95,71,36.0,51.0,41,18.0,44.0,29,2,7.0,15,68,66,97,43,41,95,56,107,192,57,54,95,32,31,97,44,85,192,A,,,3,,,,,,,,,,A. Medvedev,J. Viloca-Puig,M475,V161,UKR,ESP,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS045,R64,01:45:00,,F,3,E140,"6-4,6-2,6-2",N. Escude,J. Stark,,,FRA,USA,6-4,6-2,6-2,,,01:45:00,284,/en/stats/leaderboard?page=serve,,2,58,45.0,78,73,33.0,45.0,76,25.0,33.0,,0,,13,214,/en/stats/leaderboard?page=serve,6,3,51,54.0,106,57,31.0,54.0,48,25.0,52.0,55,6,11.0,13,74,58,78,47,50,106,59,108,184,53,56,106,26,20,78,41,76,184,A,,,1,,,,,,,,,,N. Escude,J. Stark,E140,S403,FRA,USA,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS046,R64,02:37:00,,F,4,K293,"6-4,6-2,4-6,7-5",G. Kuerten,J. Bjorkman,,,BRA,SWE,6-4,6-2,4-6,7-5,,02:37:00,252,/en/stats/leaderboard?page=serve,,9,54,79.0,147,72,57.0,79.0,49,33.0,68.0,62,8,13,20,220,/en/stats/leaderboard?page=serve,3,5,50,70.0,139,66,46.0,70.0,42,29.0,69.0,38,5,13.0,20,61,90,147,46,64,139,54,154,286,54,75,139,39,57,147,46,132,286,A,,,7,,,,,,,,,,G. Kuerten,J. Bjorkman,K293,B446,BRA,SWE,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS047,R64,02:27:00,,F,4,M099,"7-5,1-6,6-2,6-1",T. Muster,J. Tarango,,,AUT,USA,7-5,1-6,6-2,6-1,,02:27:00,275,/en/stats/leaderboard?page=serve,,4,72,87.0,121,64,56.0,87.0,59,20.0,34.0,64,7,11,18,235,/en/stats/leaderboard?page=serve,3,2,68,80.0,117,58,46.0,80.0,46,17.0,37.0,54,7,13.0,17,63,76,121,46,54,117,55,130,238,54,63,117,37,45,121,45,108,238,A,,,1,,,,,,,,,,T. Muster,J. Tarango,M099,T136,AUT,USA,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS048,R64,01:54:00,,F,4,K214,"6-2,3-6,6-2,6-3",R. Krajicek,B. Ulihrach,,,NED,CZE,6-2,3-6,6-2,6-3,,01:54:00,300,/en/stats/leaderboard?page=serve,,20,53,64.0,120,95,61.0,64.0,48,27.0,56.0,78,7,9,17,226,/en/stats/leaderboard?page=serve,5,4,57,65.0,115,68,44.0,65.0,38,19.0,50.0,50,6,12.0,17,73,88,120,45,52,115,60,140,235,55,63,115,27,32,120,40,95,235,A,,,4,,,,,,,,,,R. Krajicek,B. Ulihrach,K214,U032,NED,CZE,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS049,R64,01:48:00,,F,3,R255,"6-3,6-4,6-3",P. Rafter,F. Fontang,,,AUS,FRA,6-3,6-4,6-3,,,01:48:00,318,/en/stats/leaderboard?page=serve,,14,68,57.0,84,95,54.0,57.0,52,14.0,27.0,50,1,2,14,231,/en/stats/leaderboard?page=serve,4,2,63,63.0,100,60,38.0,63.0,46,17.0,37.0,58,7,12.0,14,81,68,84,45,45,100,61,113,184,55,55,100,19,16,84,39,71,184,A,,,3,,,,,,,,,,P. Rafter,F. Fontang,R255,F200,AUS,FRA,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS050,R64,02:20:00,,F,3,W035,"7-6(7),6-3,7-5",M. Woodforde,A. Volkov,,,AUS,RUS,7-6(7),6-3,7-5,,,02:20:00,261,/en/stats/leaderboard?page=serve,,11,51,64.0,125,80,51.0,64.0,46,28.0,61.0,67,6,9,16,208,/en/stats/leaderboard?page=serve,12,5,44,65.0,149,65,42.0,65.0,42,35.0,84.0,63,10,16.0,17,63,79,125,48,72,149,55,151,274,52,77,149,37,46,125,45,123,274,A,,,8,7,5,,,,,,,,M. Woodforde,A. Volkov,W035,V037,AUS,RUS,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS051,R64,02:30:00,,F,5,C378,"6-1,4-6,0-6,6-3,6-4",A. Costa,A. Pavel,,,ESP,ROU,6-1,4-6,0-6,6-3,6-4,02:30:00,260,/en/stats/leaderboard?page=serve,,6,70,106.0,151,66,70.0,106.0,47,21.0,45.0,69,11,16,21,255,/en/stats/leaderboard?page=serve,3,8,64,93.0,145,71,66.0,93.0,44,23.0,52.0,40,4,10.0,21,60,91,151,39,56,145,50,147,296,61,89,145,40,60,151,50,149,296,A,,,5,,,,,,,,,,A. Costa,A. Pavel,C378,P280,ESP,ROU,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS052,R64,03:03:00,,F,5,F196,"7-6(7),4-6,6-1,2-6,6-4",W. Ferreira,R. Carretero,,,RSA,ESP,7-6(7),4-6,6-1,2-6,6-4,03:03:00,254,/en/stats/leaderboard?page=serve,,12,58,94.0,162,78,73.0,94.0,41,28.0,68.0,59,10,17,24,242,/en/stats/leaderboard?page=serve,8,4,75,129.0,171,64,82.0,129.0,38,16.0,42.0,46,6,13.0,23,62,101,162,43,73,171,52,174,333,57,98,171,38,61,162,48,159,333,A,,,5,7,4,,,,,,,,W. Ferreira,R. Carretero,F196,C383,RSA,ESP,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS053,R64,01:45:00,,F,3,K148,"6-3,7-5,6-4",P. Korda,C. Costa,,,CZE,ESP,6-3,7-5,6-4,,,01:45:00,223,/en/stats/leaderboard?page=serve,,2,65,68.0,104,71,48.0,68.0,25,9.0,36.0,58,7,12,16,200,/en/stats/leaderboard?page=serve,4,3,64,63.0,98,54,34.0,63.0,37,13.0,35.0,27,3,11.0,15,55,57,104,52,51,98,53,108,202,48,47,98,45,47,104,47,94,202,A,,,8,,,,,,,,,,P. Korda,C. Costa,K148,C179,CZE,ESP,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS054,R64,03:26:00,,F,5,W212,"6-4,5-7,3-6,6-4,6-1",C. Woodruff,N. Lapentti,,,USA,ECU,6-4,5-7,3-6,6-4,6-1,03:26:00,252,/en/stats/leaderboard?page=serve,,9,60,106.0,176,70,74.0,106.0,46,32.0,70.0,68,13,19,24,244,/en/stats/leaderboard?page=serve,4,8,60,105.0,174,62,65.0,105.0,52,36.0,69.0,60,12,20.0,24,60,106,176,42,73,174,51,179,350,58,101,174,40,70,176,49,171,350,A,,,8,,,,,,,,,,C. Woodruff,N. Lapentti,W212,L290,USA,ECU,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS055,R64,02:37:00,,F,4,B518,"6-4,4-6,6-4,7-6(7)",G. Blanco,M. Gustafsson,,,ESP,SWE,6-4,4-6,6-4,7-6(7),,02:37:00,264,/en/stats/leaderboard?page=serve,,11,67,107.0,159,69,74.0,107.0,50,26.0,52.0,57,8,14,21,225,/en/stats/leaderboard?page=serve,11,7,58,88.0,153,68,60.0,88.0,37,24.0,65.0,53,8,15.0,21,63,100,159,45,69,153,54,169,312,55,84,153,37,59,159,46,143,312,A,7,1,4,,,,,,,,,,G. Blanco,M. Gustafsson,B518,G182,ESP,SWE,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS056,R64,03:17:00,,F,5,R286,"6-7(3),6-7(0),6-4,7-6(7),6-0",M. Rios,B. Black,,,CHI,ZIM,6-7(3),6-7(0),6-4,7-6(7),6-0,03:17:00,290,/en/stats/leaderboard?page=serve,,13,58,114.0,195,75,86.0,114.0,57,46.0,81.0,71,5,7,26,261,/en/stats/leaderboard?page=serve,8,14,53,102.0,194,76,78.0,102.0,50,46.0,92.0,67,12,18.0,26,68,132,195,36,70,194,52,202,389,64,124,194,32,63,195,48,187,389,A,7,4,5,3,7,0,7,,,,,,M. Rios,B. Black,R286,B397,CHI,ZIM,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS057,R64,01:46:00,,F,3,B053,"6-3,6-2,6-1",A. Boetsch,M. Ondruska,,,FRA,RSA,6-3,6-2,6-1,,,01:46:00,286,/en/stats/leaderboard?page=serve,,2,65,46.0,71,70,32.0,46.0,68,17.0,25.0,67,4,6,12,180,/en/stats/leaderboard?page=serve,1,0,61,47.0,77,47,22.0,47.0,40,12.0,30.0,50,8,16.0,12,69,49,71,56,43,77,62,92,148,44,34,77,31,22,71,38,56,148,A,,,2,,,,,,,,,,A. Boetsch,M. Ondruska,B053,O098,FRA,RSA,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS058,R64,01:51:00,,F,3,A226,"6-4,7-5,6-2",H. Arazi,T. Woodbridge,,,MAR,AUS,6-4,7-5,6-2,,,01:51:00,270,/en/stats/leaderboard?page=serve,,4,54,54.0,100,69,37.0,54.0,59,27.0,46.0,60,3,5,15,227,/en/stats/leaderboard?page=serve,4,4,61,65.0,106,55,36.0,65.0,51,21.0,41.0,45,5,11.0,15,64,64,100,46,49,106,55,113,206,54,57,106,36,36,100,45,93,206,A,,,2,,,,,,,,,,H. Arazi,T. Woodbridge,A226,W136,MAR,AUS,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS059,R64,01:48:00,,F,4,L206,"6-2,6-4,3-6,6-3",M. Larsson,F. Mantilla,,,SWE,ESP,6-2,6-4,3-6,6-3,,01:48:00,303,/en/stats/leaderboard?page=serve,,12,69,81.0,117,80,65.0,81.0,53,19.0,36.0,67,2,3,18,272,/en/stats/leaderboard?page=serve,2,4,77,91.0,118,68,62.0,91.0,48,13.0,27.0,75,12,16.0,18,72,84,117,36,43,118,54,127,235,64,75,118,28,33,117,46,108,235,A,,,5,,,,,,,,,,M. Larsson,F. Mantilla,L206,M535,SWE,ESP,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS060,R64,01:26:00,,F,3,B350,"6-2,6-3,6-3",S. Bruguera,D. van Scheppingen,,,ESP,NED,6-2,6-3,6-3,,,01:26:00,287,/en/stats/leaderboard?page=serve,,3,66,48.0,73,75,36.0,48.0,60,15.0,25.0,60,3,5,13,186,/en/stats/leaderboard?page=serve,5,0,62,56.0,91,63,35.0,56.0,20,7.0,35.0,36,4,11.0,13,70,51,73,54,49,91,61,100,164,46,42,91,30,22,73,39,64,164,A,,,1,,,,,,,,,,S. Bruguera,D. van Scheppingen,B350,S559,ESP,NED,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS061,R64,02:50:00,,F,4,N233,"5-7,6-4,7-6(7),6-3",D. Norman,S. Stolle,,,BEL,AUS,5-7,6-4,7-6(7),6-3,,02:50:00,300,/en/stats/leaderboard?page=serve,,12,64,94.0,146,79,74.0,94.0,60,31.0,52.0,75,6,8,22,269,/en/stats/leaderboard?page=serve,8,12,54,80.0,147,80,64.0,80.0,46,31.0,67.0,63,5,8.0,21,72,105,146,35,52,147,54,157,293,65,95,147,28,41,146,46,136,293,A,,,5,,,,,7,2,,,,D. Norman,S. Stolle,N233,S443,BEL,AUS,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS062,R64,01:58:00,,F,3,S454,"6-3,6-3,7-6(7)",S. Simian,J. Krocsko,,,FRA,HUN,6-3,6-3,7-6(7),,,01:58:00,287,/en/stats/leaderboard?page=serve,,10,58,67.0,116,78,52.0,67.0,55,27.0,49.0,88,7,8,15,259,/en/stats/leaderboard?page=serve,1,1,84,81.0,96,62,50.0,81.0,40,6.0,15.0,33,2,6.0,15,68,79,116,42,40,96,56,119,212,58,56,96,32,37,116,44,93,212,A,,,7,,,,,7,3,,,,S. Simian,J. Krocsko,S454,K154,FRA,HUN,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS063,R64,02:32:00,,F,4,C274,"6-2,6-3,3-6,6-2",M. Chang,J. Golmard,,,USA,FRA,6-2,6-3,3-6,6-2,,02:32:00,276,/en/stats/leaderboard?page=serve,,10,52,58.0,112,83,48.0,58.0,52,28.0,54.0,70,7,10,17,202,/en/stats/leaderboard?page=serve,13,7,49,71.0,146,62,44.0,71.0,39,29.0,75.0,67,14,21.0,17,68,76,112,50,73,146,58,149,258,50,73,146,32,36,112,42,109,258,A,,,3,,,,,,,,,,M. Chang,J. Golmard,C274,G319,USA,FRA,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS064,R128,01:56:00,,F,3,S402,"6-3,7-5,6-1",P. Sampras,F. Santoro,,,USA,FRA,6-3,7-5,6-1,,,01:56:00,293,/en/stats/leaderboard?page=serve,,5,60,55.0,91,75,41.0,55.0,64,23.0,36.0,,0,,14,239,/en/stats/leaderboard?page=serve,1,6,52,49.0,95,61,30.0,49.0,57,26.0,46.0,55,6,11.0,14,70,64,91,41,39,95,55,103,186,59,56,95,30,27,91,45,83,186,A,,,3,,,,,,,,,,P. Sampras,F. Santoro,S402,S424,USA,FRA,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS065,R128,03:07:00,,F,5,C252,"3-6,6-4,6-7(2),6-1,6-3",F. Clavet,M. Charpentier,,,ESP,ARG,3-6,6-4,6-7(2),6-1,6-3,03:07:00,248,/en/stats/leaderboard?page=serve,,3,65,98.0,150,70,69.0,98.0,40,21.0,52.0,50,6,12,24,224,/en/stats/leaderboard?page=serve,4,2,66,115.0,175,55,63.0,115.0,45,27.0,60.0,61,14,23.0,23,60,90,150,49,85,175,54,175,325,51,90,175,40,60,150,46,150,325,A,,,5,,,,,2,7,,,,F. Clavet,M. Charpentier,C252,C375,ESP,ARG,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS066,R128,03:08:00,,F,5,N250,"6-3,6-2,3-6,4-6,9-7",M. Norman,G. Rusedski,,,SWE,GBR,6-3,6-2,3-6,4-6,9-7,03:08:00,273,/en/stats/leaderboard?page=serve,,1,54,63.0,116,73,46.0,63.0,60,32.0,53.0,75,6,8,18,259,/en/stats/leaderboard?page=serve,10,14,60,89.0,149,82,73.0,89.0,30,18.0,60.0,70,7,10.0,18,67,78,116,39,58,149,51,136,265,61,91,149,33,38,116,49,129,265,A,,,3,,,,,,,,,,M. Norman,G. Rusedski,N250,R237,SWE,GBR,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS067,R128,02:36:00,,F,4,P269,"6-4,3-6,6-3,6-2",L. Paes,G. Stafford,,,IND,RSA,6-4,3-6,6-3,6-2,,02:36:00,242,/en/stats/leaderboard?page=serve,,8,55,71.0,128,75,53.0,71.0,37,21.0,57.0,55,6,11,18,205,/en/stats/leaderboard?page=serve,8,1,61,88.0,144,60,53.0,88.0,36,20.0,56.0,56,10,18.0,18,58,74,128,49,71,144,53,145,272,51,73,144,42,54,128,47,127,272,A,,,5,,,,,,,,,,L. Paes,G. Stafford,P269,S406,IND,RSA,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS068,R128,01:55:00,,F,3,R280,"6-0,6-2,7-6(12)",L. Roux,A. Merinov,,,FRA,RUS,6-0,6-2,7-6(12),,,01:55:00,288,/en/stats/leaderboard?page=serve,False,6,68,65.0,96,65,42.0,65.0,65,20.0,31.0,50,2,4,13,178,/en/stats/leaderboard?page=serve,8,0,57,54.0,95,56,30.0,54.0,27,11.0,41.0,36,4,11.0,13,65,62,96,57,54,95,61,116,191,43,41,95,35,34,96,39,75,191,A,,,,,,,,12,10,,,,L. Roux,A. Merinov,R280,M440,FRA,RUS,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS069,R128,03:35:00,,F,5,L226,"2-6,6-4,6-4,4-6,8-6",S. Lareau,H. Gumy,,,CAN,ARG,2-6,6-4,6-4,4-6,8-6,03:35:00,230,/en/stats/leaderboard?page=serve,,7,57,109.0,192,74,81.0,109.0,35,29.0,83.0,67,16,24,26,251,/en/stats/leaderboard?page=serve,7,11,63,101.0,161,73,74.0,101.0,42,25.0,60.0,43,6,14.0,26,57,110,192,39,62,161,49,172,353,61,99,161,43,82,192,51,181,353,A,,,12,,,,,,,,,,S. Lareau,H. Gumy,L226,G247,CAN,ARG,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS070,R128,02:01:00,,F,4,S331,"6-0,6-4,4-6,6-4",J. Stoltenberg,A. Radulescu,,,AUS,GER,6-0,6-4,4-6,6-4,,02:01:00,285,/en/stats/leaderboard?page=serve,,11,80,93.0,116,76,71.0,93.0,39,9.0,23.0,63,5,8,18,225,/en/stats/leaderboard?page=serve,6,5,71,100.0,141,60,60.0,100.0,34,14.0,41.0,63,12,19.0,18,69,80,116,48,67,141,57,147,257,52,74,141,31,36,116,43,110,257,A,,,4,,,,,,,,,,J. Stoltenberg,A. Radulescu,S331,R284,AUS,GER,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS071,R128,03:00:00,,F,4,R214,"7-5,3-6,7-6(7),6-4",M. Rosset,D. Hrbaty,,,SUI,SVK,7-5,3-6,7-6(7),6-4,,03:00:00,253,/en/stats/leaderboard?page=serve,,10,58,92.0,158,83,76.0,92.0,32,21.0,66.0,56,5,9,21,243,/en/stats/leaderboard?page=serve,9,7,52,85.0,163,74,63.0,85.0,42,33.0,78.0,64,9,14.0,22,61,97,158,41,67,163,51,164,321,59,96,163,39,61,158,49,157,321,A,,,10,,,,,7,2,,,,M. Rosset,D. Hrbaty,R214,H377,SUI,SVK,,
520,1997,Roland Garros,GS,1997-05-26T00:00:00,1997-06-08T00:00:00,Clay,128,5544184,$,MS072,R128,03:24:00,,F,5,M605,"6-3,6-7,5-7,6-3,6-3",C. Moya,A. Martin,,,ESP,ESP,6-3,6-7,5-7,6-3,6-3,03:24:00,0,/en/stats/leaderboard?page=serve,False,0,0,,0,0,,,0,,,0,0,,,0,/en/stats/leaderboard?page=serve,,0,0,,0,0,,,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,,,,,,,,,,False,False,False,C. Moya,A. Martin,M605,M590,ESP,ESP,,
