event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set2_winner,tiebreak_set2_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
410,1998,ATP Masters 1000 Monte-Carlo,1000,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,56,2200000,$,MS031,R32,01:03:00,,F,2,K148,"6-1,6-3",P. Korda,W. Ferreira,,,CZE,RSA,6-1,6-3,,,,01:03:00,240,/en/stats/leaderboard?page=serve,1,3,59,34,58,71,24,34,71,17,24,,0,,8,205,/en/stats/leaderboard?page=serve,2,2,57,26,46,58,15,26,40,8,20,0,0,4,8,71,41,58,50,23,46,62,64,104,50,23,46,29,17,58,38,40,104,A,,,,,,,,,P. Korda,W. Ferreira,K148,F196,CZE,RSA,,
410,1998,ATP Masters 1000 Monte-Carlo,1000,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,56,2200000,$,MS033,R64,00:56:00,,F,2,A092,"6-2,6-1",A. Agassi,T. Martin,,,USA,USA,6-2,6-1,,,,00:56:00,298,/en/stats/leaderboard?page=serve,,3,78,39,50,64,25,39,91,10,11,,0,,8,198,/en/stats/leaderboard?page=serve,2,7,52,24,46,67,16,24,32,7,22,33,2,6,7,70,35,50,50,23,46,60,58,96,50,23,46,30,15,50,40,38,96,A,,,,,,False,,,A. Agassi,T. Martin,A092,M442,USA,USA,,
410,1998,ATP Masters 1000 Monte-Carlo,1000,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,56,2200000,$,MS034,R64,01:04:00,,F,2,S424,"6-2,6-1",F. Santoro,A. Clement,,,FRA,FRA,6-2,6-1,,,,01:04:00,276,/en/stats/leaderboard?page=serve,2,2,57,26,46,69,18,26,65,13,20,88,7,8,7,151,/en/stats/leaderboard?page=serve,2,3,45,22,49,50,11,22,30,8,27,45,5,11,8,67,31,46,61,30,49,64,61,95,39,19,49,33,15,46,36,34,95,A,,,,,,,,,F. Santoro,A. Clement,S424,C487,FRA,FRA,,
410,1998,ATP Masters 1000 Monte-Carlo,1000,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,56,2200000,$,MS035,R64,01:37:00,,F,3,B350,"6-1,1-6,7-5",S. Bruguera,J. Tarango,,,ESP,USA,6-1,1-6,7-5,,,01:37:00,249,/en/stats/leaderboard?page=serve,2,2,53,36,68,64,23,36,63,20,32,20,1,5,13,225,/en/stats/leaderboard?page=serve,8,6,57,50,87,58,29,50,51,19,37,55,6,11,13,63,43,68,45,39,87,53,82,155,55,48,87,37,25,68,47,73,155,A,,,,,,,,,S. Bruguera,J. Tarango,B350,T136,ESP,USA,,
410,1998,ATP Masters 1000 Monte-Carlo,1000,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,56,2200000,$,MS036,R64,01:52:00,,F,3,P226,"6-2,3-6,6-3",C. Pioline,C. Costa,,,FRA,ESP,6-2,3-6,6-3,,,01:52:00,258,/en/stats/leaderboard?page=serve,,2,57,48,84,67,32,48,56,20,36,50,3,6,13,218,/en/stats/leaderboard?page=serve,3,1,51,38,74,58,22,38,50,18,36,38,3,8,13,62,52,84,46,34,74,54,86,158,54,40,74,38,32,84,46,72,158,A,,,,,,False,,,C. Pioline,C. Costa,P226,C179,FRA,ESP,,
410,1998,ATP Masters 1000 Monte-Carlo,1000,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,56,2200000,$,MS037,R64,01:23:00,,F,2,G379,"6-2,6-4",S. Grosjean,N. Lapentti,,,FRA,ECU,6-2,6-4,,,,01:23:00,264,/en/stats/leaderboard?page=serve,,2,64,35,55,66,23,35,55,11,20,33,1,3,9,207,/en/stats/leaderboard?page=serve,3,0,70,47,67,51,24,47,45,9,20,64,9,14,9,62,34,55,51,34,67,56,68,122,49,33,67,38,21,55,44,54,122,A,,,,,,False,,,S. Grosjean,N. Lapentti,G379,L290,FRA,ECU,,
410,1998,ATP Masters 1000 Monte-Carlo,1000,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,56,2200000,$,MS038,R64,00:49:00,,F,2,C252,"6-2,6-1",F. Clavet,A. Portas,,,ESP,ESP,6-2,6-1,,,,00:49:00,276,/en/stats/leaderboard?page=serve,,0,51,19,37,79,15,19,61,11,18,0,0,1,7,143,/en/stats/leaderboard?page=serve,3,2,51,21,41,43,9,21,25,5,20,25,2,8,8,70,26,37,66,27,41,68,53,78,34,14,41,30,11,37,32,25,78,A,,,,,,False,,,F. Clavet,A. Portas,C252,P305,ESP,ESP,,
410,1998,ATP Masters 1000 Monte-Carlo,1000,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,56,2200000,$,MS041,R64,01:59:00,,F,3,B028,"5-7,6-3,6-1",B. Becker,J. Siemerink,,,GER,NED,5-7,6-3,6-1,,,01:59:00,270,/en/stats/leaderboard?page=serve,6,4,48,37,77,84,31,37,55,22,40,50,2,4,14,221,/en/stats/leaderboard?page=serve,9,6,42,39,93,79,31,39,39,21,54,50,5,10,14,69,53,77,44,41,93,55,94,170,56,52,93,31,24,77,45,76,170,A,,,,,,,,,B. Becker,J. Siemerink,B028,S381,GER,NED,,
410,1998,ATP Masters 1000 Monte-Carlo,1000,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,56,2200000,$,MS042,R64,01:59:00,,F,3,N250,"2-6,6-2,7-6(7)",M. Norman,M. Filippini,,,SWE,URU,2-6,6-2,7-6(7),,,01:59:00,249,/en/stats/leaderboard?page=serve,4,7,46,38,83,87,33,38,42,19,45,64,7,11,14,271,/en/stats/leaderboard?page=serve,,2,73,62,85,60,37,62,65,15,23,56,5,9,14,63,52,83,39,33,85,51,85,168,61,52,85,37,31,83,49,83,168,A,7,4,False,,,,,,M. Norman,M. Filippini,N250,F165,SWE,URU,,
410,1998,ATP Masters 1000 Monte-Carlo,1000,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,56,2200000,$,MS043,R64,02:01:00,,F,3,P338,"7-6(11),4-6,6-4",M. Philippoussis,J. Alonso,,,AUS,ESP,7-6(11),4-6,6-4,,,02:01:00,244,/en/stats/leaderboard?page=serve,8,16,64,67,104,75,50,67,35,13,37,14,1,7,16,239,/en/stats/leaderboard?page=serve,4,8,58,66,113,58,38,66,57,27,47,45,5,11,16,61,63,104,42,48,113,51,111,217,58,65,113,39,41,104,49,106,217,A,,,,11,9,,,,M. Philippoussis,J. Alonso,P338,A272,AUS,ESP,,
410,1998,ATP Masters 1000 Monte-Carlo,1000,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,56,2200000,$,MS044,R64,01:03:00,,F,2,B428,"6-0,7-5",A. Berasategui,T. Woodbridge,,,ESP,AUS,6-0,7-5,,,,01:03:00,317,/en/stats/leaderboard?page=serve,1,2,85,39,46,72,28,39,71,5,7,0,0,1,9,186,/en/stats/leaderboard?page=serve,3,0,54,37,68,49,18,37,42,13,31,44,4,9,9,72,33,46,54,37,68,61,70,114,46,31,68,28,13,46,39,44,114,A,,,,,,,,,A. Berasategui,T. Woodbridge,B428,W136,ESP,AUS,,
410,1998,ATP Masters 1000 Monte-Carlo,1000,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,56,2200000,$,MS045,R64,02:00:00,,F,3,V141,"6-3,4-6,6-4",D. Vacek,J. Sanchez,,,CZE,ESP,6-3,4-6,6-4,,,02:00:00,225,/en/stats/leaderboard?page=serve,4,5,48,48,99,79,38,48,31,16,51,44,4,9,15,230,/en/stats/leaderboard?page=serve,4,1,70,60,86,60,36,60,46,12,26,54,7,13,14,55,54,99,44,38,86,50,92,185,56,48,86,45,45,99,50,93,185,A,,,,,,,,,D. Vacek,J. Sanchez,V141,S015,CZE,ESP,,
410,1998,ATP Masters 1000 Monte-Carlo,1000,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,56,2200000,$,MS046,R64,01:46:00,,F,2,D198,"7-6(7),6-4",S. Dosedel,R. Fromberg,,,CZE,AUS,7-6(7),6-4,,,,01:46:00,236,/en/stats/leaderboard?page=serve,5,0,62,56,90,57,32,56,59,20,34,76,13,17,11,210,/en/stats/leaderboard?page=serve,10,8,61,52,85,67,35,52,30,10,33,50,5,10,11,58,52,90,47,40,85,53,92,175,53,45,85,42,38,90,47,83,175,A,,,,7,5,,,,S. Dosedel,R. Fromberg,D198,F164,CZE,AUS,,
410,1998,ATP Masters 1000 Monte-Carlo,1000,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,56,2200000,$,MS049,R64,02:06:00,,F,3,M475,"4-6,6-2,7-6(9)",A. Medvedev,G. Ivanisevic,,,UKR,CRO,4-6,6-2,7-6(9),,,02:06:00,227,/en/stats/leaderboard?page=serve,7,5,52,48,93,67,32,48,44,20,45,38,3,8,15,201,/en/stats/leaderboard?page=serve,16,4,44,55,125,75,41,55,34,24,70,70,14,20,15,56,52,93,48,60,125,51,112,218,52,65,125,44,41,93,49,106,218,A,9,7,,,,,,,A. Medvedev,G. Ivanisevic,M475,I034,UKR,CRO,,
410,1998,ATP Masters 1000 Monte-Carlo,1000,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,56,2200000,$,MS050,R64,01:07:00,,F,2,G254,"6-3,6-1",A. Gaudenzi,B. Steven,,,ITA,NZL,6-3,6-1,,,,01:07:00,281,/en/stats/leaderboard?page=serve,3,1,64,29,45,76,22,29,56,9,16,0,0,1,8,195,/en/stats/leaderboard?page=serve,1,1,63,40,63,43,17,40,52,12,23,44,4,9,8,69,31,45,54,34,63,60,65,108,46,29,63,31,14,45,40,43,108,A,,,,,,,,,A. Gaudenzi,B. Steven,G254,S321,ITA,NZL,,
410,1998,ATP Masters 1000 Monte-Carlo,1000,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,56,2200000,$,MS051,R64,01:24:00,,F,2,B518,"6-2,6-4",G. Blanco,T. Henman,,,ESP,GBR,6-2,6-4,,,,01:24:00,292,/en/stats/leaderboard?page=serve,,1,64,34,53,65,22,34,74,14,19,67,2,3,9,210,/en/stats/leaderboard?page=serve,7,10,45,39,87,72,28,39,35,17,48,76,13,17,9,68,36,53,48,42,87,56,78,140,52,45,87,32,17,53,44,62,140,A,,,,,,False,,,G. Blanco,T. Henman,B518,H336,ESP,GBR,,
410,1998,ATP Masters 1000 Monte-Carlo,1000,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,56,2200000,$,MS052,R64,01:04:00,,F,2,M605,"6-0,6-3",C. Moya,T. Muster,,,ESP,AUT,6-0,6-3,,,,01:04:00,189,/en/stats/leaderboard?page=serve,1,2,50,26,52,73,19,26,65,17,26,,0,,7,187,/en/stats/leaderboard?page=serve,1,0,55,31,56,52,16,31,44,11,25,55,6,11,8,69,36,52,52,29,56,60,65,108,48,27,56,31,16,52,40,43,108,A,,,,,,,,,C. Moya,T. Muster,M605,M099,ESP,AUT,,
410,1998,ATP Masters 1000 Monte-Carlo,1000,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,56,2200000,$,MS053,R64,00:55:00,,F,2,A226,"6-4,6-0",H. Arazi,J. Burillo,,,MAR,ESP,6-4,6-0,,,,00:55:00,278,/en/stats/leaderboard?page=serve,3,7,49,23,47,83,19,23,67,16,24,,0,,8,204,/en/stats/leaderboard?page=serve,2,0,54,30,56,60,18,30,42,11,26,43,3,7,8,74,35,47,48,27,56,60,62,103,52,29,56,26,12,47,40,41,103,A,,,,,,,,,H. Arazi,J. Burillo,A226,B429,MAR,ESP,,
410,1998,ATP Masters 1000 Monte-Carlo,1000,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,56,2200000,$,MS054,R64,02:45:00,,F,3,W035,"5-7,7-6(12),6-3",M. Woodforde,T. Johansson,,,AUS,SWE,5-7,7-6(12),6-3,,,02:45:00,241,/en/stats/leaderboard?page=serve,2,10,55,69,125,74,51,69,36,20,56,67,10,15,16,221,/en/stats/leaderboard?page=serve,6,2,42,48,115,77,37,48,42,28,67,63,10,16,17,57,71,125,43,50,115,50,121,240,57,65,115,43,54,125,50,119,240,A,,,,,,,12,10,M. Woodforde,T. Johansson,W035,J129,AUS,SWE,,
410,1998,ATP Masters 1000 Monte-Carlo,1000,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,56,2200000,$,MS057,R64,01:39:00,,F,2,V161,"6-3,6-4",J. Viloca-Puig,D. Nargiso,,,ESP,ITA,6-3,6-4,,,,01:39:00,247,/en/stats/leaderboard?page=serve,,0,63,44,70,68,30,44,46,12,26,79,11,14,10,187,/en/stats/leaderboard?page=serve,4,2,48,32,66,53,17,32,44,15,34,50,5,10,9,60,42,70,52,34,66,56,76,136,48,32,66,40,28,70,44,60,136,A,,,,,,False,,,J. Viloca-Puig,D. Nargiso,V161,N109,ESP,ITA,,
410,1998,ATP Masters 1000 Monte-Carlo,1000,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,56,2200000,$,MS058,R64,00:50:00,,F,2,U032,"6-1,3-0",B. Ulihrach,M. Rosset,,,CZE,SUI,6-1,3-0,,,,00:50:00,255,/en/stats/leaderboard?page=serve,,3,56,20,36,75,15,20,38,6,16,80,4,5,6,87,/en/stats/leaderboard?page=serve,9,0,33,11,33,36,4,11,27,6,22,38,3,8,5,58,21,36,70,23,33,64,44,69,30,10,33,42,15,36,36,25,69,A,,,,,,False,,,B. Ulihrach,M. Rosset,U032,R214,CZE,SUI,,
410,1998,ATP Masters 1000 Monte-Carlo,1000,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,56,2200000,$,MS059,R64,01:04:00,,F,2,K316,"6-1,6-4",N. Kiefer,F. Mantilla,,,GER,ESP,6-1,6-4,,,,01:04:00,256,/en/stats/leaderboard?page=serve,2,4,59,34,58,68,23,34,50,12,24,60,3,5,9,199,/en/stats/leaderboard?page=serve,,3,80,37,46,46,17,37,33,3,9,38,3,8,8,60,35,58,57,26,46,59,61,104,43,20,46,40,23,58,41,43,104,A,,,False,,,,,,N. Kiefer,F. Mantilla,K316,M535,GER,ESP,,
410,1998,ATP Masters 1000 Monte-Carlo,1000,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,56,2200000,$,MS060,R64,01:10:00,,F,2,C378,"6-1,6-3",A. Costa,T. Enqvist,,,ESP,SWE,6-1,6-3,,,,01:10:00,259,/en/stats/leaderboard?page=serve,3,3,71,44,62,73,32,44,28,5,18,75,3,4,8,179,/en/stats/leaderboard?page=serve,4,3,45,24,53,67,16,24,31,9,29,29,2,7,8,60,37,62,53,28,53,57,65,115,47,25,53,40,25,62,43,50,115,A,,,,,,,,,A. Costa,T. Enqvist,C378,E113,ESP,SWE,,
410,1998,ATP Masters 1000 Monte-Carlo,1000,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,56,2200000,$,MS061,R64,01:28:00,,F,2,G182,"6-3,7-5",M. Gustafsson,K. Alami,,,SWE,MAR,6-3,7-5,,,,01:28:00,273,/en/stats/leaderboard?page=serve,5,0,65,51,78,71,36,51,52,14,27,83,5,6,11,244,/en/stats/leaderboard?page=serve,1,1,60,41,68,66,27,41,48,13,27,40,2,5,10,64,50,78,41,28,68,53,78,146,59,40,68,36,28,78,47,68,146,A,,,,,,,,,M. Gustafsson,K. Alami,G182,A203,SWE,MAR,,
410,1998,ATP Masters 1000 Monte-Carlo,1000,1998-04-20T00:00:00,1998-04-26T00:00:00,Clay,56,2200000,$,MS062,R64,02:08:00,,F,3,F196,"4-6,6-2,6-4",W. Ferreira,S. Schalken,,,RSA,NED,4-6,6-2,6-4,,,02:08:00,240,/en/stats/leaderboard?page=serve,3,3,50,48,96,81,39,48,38,18,48,76,13,17,14,211,/en/stats/leaderboard?page=serve,6,3,54,58,107,66,38,58,37,18,49,54,7,13,14,59,57,96,48,51,107,53,108,203,52,56,107,41,39,96,47,95,203,A,,,,,,,,,W. Ferreira,S. Schalken,F196,S572,RSA,NED,,
