event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_id_winner,player_id_loser
520,2010,Roland Garros,GS,2010-05-24T00:00:00,2010-06-06T00:00:00,Clay,128,7580800,€,MS001,F,02:18:00,,F,3,N409,"6-4,6-2,6-4",R. Nadal,R. Soderling,,,ESP,SWE,6-4,6-2,6-4,,,02:18:00,A,R. Nadal,R. Soderling,ESP,SWE,,,319,/en/stats/leaderboard?page=serve,1,7,77,69,90,74,51,69,62,13,21,100,8,8,14,250,/en/stats/leaderboard?page=serve,4,7,56,51,91,65,33,51,55,22,40,67,8,12,14,71,64,90,40,36,91,55,100,181,60,55,91,29,26,90,45,81,181,,,,,,,,,N409,SA49
520,2010,Roland Garros,GS,2010-05-24T00:00:00,2010-06-06T00:00:00,Clay,128,7580800,€,MS002,SF,03:27:00,,F,5,SA49,"6-3,3-6,5-7,6-3,6-3",R. Soderling,T. Berdych,,,SWE,CZE,6-3,3-6,5-7,6-3,6-3,03:27:00,A,R. Soderling,T. Berdych,SWE,CZE,,,282,/en/stats/leaderboard?page=serve,8,18,63,91,145,76,69,91,50,27,54,67,8,12,24,263,/en/stats/leaderboard?page=serve,5,21,50,75,150,75,56,75,47,35,75,54,7,13,24,66,96,145,39,59,150,53,155,295,61,91,150,34,49,145,47,140,295,,,,,,,,,SA49,BA47
520,2010,Roland Garros,GS,2010-05-24T00:00:00,2010-06-06T00:00:00,Clay,128,7580800,€,MS003,SF,02:09:00,,F,3,N409,"6-2,6-3,7-6(8)",R. Nadal,J. Melzer,,,ESP,AUT,6-2,6-3,7-6(8),,,02:09:00,A,R. Nadal,J. Melzer,ESP,AUT,,,292,/en/stats/leaderboard?page=serve,4,4,76,65,85,75,49,65,55,11,20,33,1,3,15,232,/en/stats/leaderboard?page=serve,2,3,73,72,99,57,41,72,37,10,27,38,3,8,14,71,60,85,48,48,99,59,108,184,52,51,99,29,25,85,41,76,184,8.0,6.0,,,,,,,N409,M762
520,2010,Roland Garros,GS,2010-05-24T00:00:00,2010-06-06T00:00:00,Clay,128,7580800,€,MS004,QF,02:30:00,,F,4,SA49,"3-6,6-3,7-5,6-4",R. Soderling,R. Federer,,,SWE,SUI,3-6,6-3,7-5,6-4,,02:30:00,A,R. Soderling,R. Federer,SWE,SUI,,,291,/en/stats/leaderboard?page=serve,6,14,64,81,126,73,59,81,56,25,45,71,5,7,20,281,/en/stats/leaderboard?page=serve,2,12,64,76,119,74,56,76,53,23,43,56,5,9,20,67,84,126,34,40,119,51,124,245,66,79,119,33,42,126,49,121,245,,,,,,,,,SA49,F324
520,2010,Roland Garros,GS,2010-05-24T00:00:00,2010-06-06T00:00:00,Clay,128,7580800,€,MS005,QF,01:54:00,,F,3,BA47,"6-3,6-1,6-2",T. Berdych,M. Youzhny,,,CZE,RUS,6-3,6-1,6-2,,,01:54:00,A,T. Berdych,M. Youzhny,CZE,RUS,,,308,/en/stats/leaderboard?page=serve,2,8,52,36,69,86,31,36,64,21,33,100,3,3,12,209,/en/stats/leaderboard?page=serve,3,1,65,53,82,58,31,53,38,11,29,50,6,12,12,75,52,69,49,40,82,61,92,151,51,42,82,25,17,69,39,59,151,,,,,,,,,BA47,Y061
520,2010,Roland Garros,GS,2010-05-24T00:00:00,2010-06-06T00:00:00,Clay,128,7580800,€,MS006,QF,04:15:00,,F,5,M762,"3-6,2-6,6-2,7-6(7),6-4",J. Melzer,N. Djokovic,,,AUT,SRB,3-6,2-6,6-2,7-6(7),6-4,04:15:00,A,J. Melzer,N. Djokovic,AUT,SRB,,,264,/en/stats/leaderboard?page=serve,5,9,50,73,145,71,52,73,57,41,72,50,4,8,23,254,/en/stats/leaderboard?page=serve,10,4,64,127,197,67,85,127,46,32,70,83,20,24,24,64,93,145,41,80,197,51,173,342,59,117,197,36,52,145,49,169,342,,,7.0,3.0,,,,,M762,D643
520,2010,Roland Garros,GS,2010-05-24T00:00:00,2010-06-06T00:00:00,Clay,128,7580800,€,MS007,QF,02:35:00,,F,3,N409,"7-6(7),7-6(7),6-4",R. Nadal,N. Almagro,,,ESP,ESP,7-6(7),7-6(7),6-4,,,02:35:00,A,R. Nadal,N. Almagro,ESP,ESP,,,301,/en/stats/leaderboard?page=serve,0,4,73,81,111,73,59,81,57,17,30,50,1,2,17,276,/en/stats/leaderboard?page=serve,1,5,63,71,112,72,51,71,49,20,41,67,4,6,17,68,76,111,37,41,112,52,117,223,63,71,112,32,35,111,48,106,223,,,,,7.0,2.0,7.0,3.0,N409,A479
520,2010,Roland Garros,GS,2010-05-24T00:00:00,2010-06-06T00:00:00,Clay,128,7580800,€,MS008,R16,01:56:00,,F,3,F324,"6-3,7-6(7),6-2",R. Federer,S. Wawrinka,,,SUI,SUI,6-3,7-6(7),6-2,,,01:56:00,A,R. Federer,S. Wawrinka,SUI,SUI,,,301,/en/stats/leaderboard?page=serve,0,7,66,59,89,73,43,59,63,19,30,75,3,4,14,242,/en/stats/leaderboard?page=serve,4,5,55,48,87,79,38,48,41,16,39,38,3,8,15,70,62,89,38,33,87,54,95,176,62,54,87,30,27,89,46,81,176,,,,,,,7.0,5.0,F324,W367
520,2010,Roland Garros,GS,2010-05-24T00:00:00,2010-06-06T00:00:00,Clay,128,7580800,€,MS009,R16,01:41:00,,F,3,SA49,"6-4,6-4,6-2",R. Soderling,M. Cilic,,,SWE,CRO,6-4,6-4,6-2,,,01:41:00,A,R. Soderling,M. Cilic,SWE,CRO,,,281,/en/stats/leaderboard?page=serve,2,6,72,52,72,67,35,52,60,12,20,40,2,5,14,211,/en/stats/leaderboard?page=serve,2,4,58,45,78,62,28,45,39,13,33,50,7,14,14,65,47,72,47,37,78,56,84,150,53,41,78,35,25,72,44,66,150,,,,,,,,,SA49,C977
520,2010,Roland Garros,GS,2010-05-24T00:00:00,2010-06-06T00:00:00,Clay,128,7580800,€,MS010,R16,02:16:00,,F,3,BA47,"6-4,7-5,6-3",T. Berdych,A. Murray,,,CZE,GBR,6-4,7-5,6-3,,,02:16:00,A,T. Berdych,A. Murray,CZE,GBR,,,292,/en/stats/leaderboard?page=serve,2,10,46,38,83,92,35,38,53,24,45,0,0,1,15,243,/en/stats/leaderboard?page=serve,4,14,51,54,105,67,36,54,47,24,51,64,9,14,16,71,59,83,43,45,105,55,104,188,57,60,105,29,24,83,45,84,188,,,,,,,,,BA47,MC10
