event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,settime_tot_winner,settime_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set4_winner,tiebreak_set4_loser,player_id_winner,player_id_loser
520,2015,Roland Garros,GS,2015-05-24T00:00:00,2015-06-07T00:00:00,Clay,128,13008000,€,MS001,F,03:12:00,,F,4,W367,"4-6,6-4,6-3,6-4",S. Wawrinka,N. Djokovic,,,SUI,SRB,4-6,6-4,6-3,6-4,,03:12:00,A,S. Wawrinka,N. Djokovic,SUI,SRB,,,289,/en/stats/leaderboard?page=serve,3,9,67,84,126,76,64,84,50,21,42,80,8,10,20,265,/en/stats/leaderboard?page=serve,0,6,65,83,128,63,52,83,53,24,45,73,11,15,19,67,85,126,41,52,128,54,137,254,59,76,128,33,41,126,46,117,254,03:12:00,03:12:00,,,,,,,,,W367,D643
520,2015,Roland Garros,GS,2015-05-24T00:00:00,2015-06-07T00:00:00,Clay,128,13008000,€,MS002,SF,04:09:00,,F,5,D643,"6-3,6-3,5-7,5-7,6-1",N. Djokovic,A. Murray,,,SRB,GBR,6-3,6-3,5-7,5-7,6-1,04:09:00,A,N. Djokovic,A. Murray,SRB,GBR,,,299,/en/stats/leaderboard?page=serve,2,8,70,98,141,68,67,98,67,29,43,25,1,4,25,271,/en/stats/leaderboard?page=serve,1,12,66,98,149,64,63,98,55,28,51,68,13,19,24,68,96,141,39,58,149,53,154,290,61,91,149,32,45,141,47,136,290,04:09:00,04:09:00,,,,,,,,,D643,MC10
520,2015,Roland Garros,GS,2015-05-24T00:00:00,2015-06-07T00:00:00,Clay,128,13008000,€,MS003,SF,03:46:00,,F,4,W367,"6-3,6-7(1),7-6(7),6-4",S. Wawrinka,J. Tsonga,,,SUI,FRA,6-3,6-7(1),7-6(7),6-4,,03:46:00,A,S. Wawrinka,J. Tsonga,SUI,FRA,,,291,/en/stats/leaderboard?page=serve,6,15,52,82,157,76,62,82,59,44,75,94,16,17,22,288,/en/stats/leaderboard?page=serve,2,8,69,102,147,72,73,102,56,25,45,80,12,15,21,68,106,157,33,49,147,51,155,304,67,98,147,32,51,157,49,149,304,03:46:00,03:46:00,1,7,7,3,,,,,W367,T786
520,2015,Roland Garros,GS,2015-05-24T00:00:00,2015-06-07T00:00:00,Clay,128,13008000,€,MS004,QF,02:26:00,,F,3,D643,"7-5,6-3,6-1",N. Djokovic,R. Nadal,,,SRB,ESP,7-5,6-3,6-1,,,02:26:00,A,N. Djokovic,R. Nadal,SRB,ESP,,,287,/en/stats/leaderboard?page=serve,0,3,63,50,80,76,38,50,60,18,30,60,3,5,14,208,/en/stats/leaderboard?page=serve,2,3,60,56,93,59,33,56,38,14,37,61,11,18,14,70,56,80,49,46,93,59,102,173,51,47,93,30,24,80,41,71,173,02:26:00,02:26:00,,,,,,,,,D643,N409
520,2015,Roland Garros,GS,2015-05-24T00:00:00,2015-06-07T00:00:00,Clay,128,13008000,€,MS005,QF,03:16:00,,F,4,MC10,"7-6(7),6-2,5-7,6-1",A. Murray,D. Ferrer,,,GBR,ESP,7-6(7),6-2,5-7,6-1,,03:16:00,A,A. Murray,D. Ferrer,GBR,ESP,,,260,/en/stats/leaderboard?page=serve,2,9,58,73,126,78,57,73,42,22,53,55,6,11,20,207,/en/stats/leaderboard?page=serve,11,2,56,69,124,68,47,69,35,19,55,50,8,16,19,63,79,126,47,58,124,55,137,250,53,66,124,37,47,126,45,113,250,03:16:00,03:16:00,,,,,7,4,,,MC10,F401
520,2015,Roland Garros,GS,2015-05-24T00:00:00,2015-06-07T00:00:00,Clay,128,13008000,€,MS006,QF,03:45:00,,F,5,T786,"6-1,6-4,4-6,3-6,6-3",J. Tsonga,K. Nishikori,,,FRA,JPN,6-1,6-4,4-6,3-6,6-3,03:45:00,A,J. Tsonga,K. Nishikori,FRA,JPN,,,285,/en/stats/leaderboard?page=serve,1,10,61,72,118,83,60,72,50,23,46,43,3,7,23,247,/en/stats/leaderboard?page=serve,6,5,66,106,160,67,71,106,43,23,54,68,13,19,22,70,83,118,41,66,160,54,149,278,59,94,160,30,35,118,46,129,278,03:45:00,03:45:00,,,,,,,,,T786,N552
520,2015,Roland Garros,GS,2015-05-24T00:00:00,2015-06-07T00:00:00,Clay,128,13008000,€,MS007,QF,02:09:00,,F,3,W367,"6-4,6-3,7-6(7)",S. Wawrinka,R. Federer,,,SUI,SUI,6-4,6-3,7-6(7),,,02:09:00,A,S. Wawrinka,R. Federer,SUI,SUI,,,308,/en/stats/leaderboard?page=serve,0,4,54,50,92,88,44,50,62,26,42,100,4,4,15,275,/en/stats/leaderboard?page=serve,0,7,63,71,112,68,48,71,56,23,41,63,5,8,16,76,70,92,37,41,112,54,111,204,63,71,112,24,22,92,46,93,204,02:09:00,02:09:00,,,7,4,,,,,W367,F324
520,2015,Roland Garros,GS,2015-05-24T00:00:00,2015-06-07T00:00:00,Clay,128,13008000,€,MS008,R16,02:00:00,,F,3,D643,"6-1,6-2,6-3",N. Djokovic,R. Gasquet,,,SRB,FRA,6-1,6-2,6-3,,,02:00:00,A,N. Djokovic,R. Gasquet,SRB,FRA,,,308,/en/stats/leaderboard?page=serve,0,4,76,61,80,69,42,61,68,13,19,89,8,9,12,193,/en/stats/leaderboard?page=serve,1,4,59,55,94,64,35,55,26,10,39,70,16,23,12,69,55,80,52,49,94,60,104,174,48,45,94,31,25,80,40,70,174,02:00:00,02:00:00,,,,,,,,,D643,G628
520,2015,Roland Garros,GS,2015-05-24T00:00:00,2015-06-07T00:00:00,Clay,128,13008000,€,MS009,R16,02:52:00,,F,4,N409,"6-3,6-1,5-7,6-2",R. Nadal,J. Sock,,,ESP,USA,6-3,6-1,5-7,6-2,,02:52:00,A,R. Nadal,J. Sock,ESP,USA,,,269,/en/stats/leaderboard?page=serve,2,1,66,65,98,69,45,65,58,19,33,43,3,7,18,191,/en/stats/leaderboard?page=serve,9,2,46,56,122,55,31,56,47,31,66,57,12,21,18,65,64,98,49,60,122,56,124,220,51,62,122,35,34,98,44,96,220,02:52:00,02:52:00,,,,,,,,,N409,SM25
520,2015,Roland Garros,GS,2015-05-24T00:00:00,2015-06-07T00:00:00,Clay,128,13008000,€,MS010,R16,02:51:00,,F,4,MC10,"6-4,3-6,6-3,6-2",A. Murray,J. Chardy,,,GBR,FRA,6-4,3-6,6-3,6-2,,02:51:00,A,A. Murray,J. Chardy,GBR,FRA,,,258,/en/stats/leaderboard?page=serve,2,4,63,65,104,75,49,65,41,16,39,33,2,6,18,221,/en/stats/leaderboard?page=serve,10,4,61,79,129,65,51,79,40,20,50,56,9,16,18,63,65,104,45,58,129,53,123,233,55,71,129,38,39,104,47,110,233,02:51:00,02:51:00,,,,,,,,,MC10,CA12
