event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
573,2005,Valencia,WS,2005-04-04T00:00:00,2005-04-10T00:00:00,Clay,32,375000,$,MS001,F,02:09:00,,F,3,A511,"6-3,5-7,6-3",I. Andreev,D. Ferrer,,,RUS,ESP,6-3,5-7,6-3,,,02:09:00,232,/en/stats/leaderboard?page=serve,1,1,63,56,89,61,34,56,48,16,33,45,5,11,15,205,/en/stats/leaderboard?page=serve,5,1,65,64,99,55,35,64,43,15,35,38,5,13,15,56,50,89,49,49,99,53,99,188,51,50,99,44,39,89,47,89,188,A,,,,,I. Andreev,D. Ferrer,A511,F401,RUS,ESP,,
573,2005,Valencia,WS,2005-04-04T00:00:00,2005-04-10T00:00:00,Clay,32,375000,$,MS002,SF,01:32:00,,F,2,F401,"6-3,6-3",D. Ferrer,A. Costa,,,ESP,ESP,6-3,6-3,,,,01:32:00,303,/en/stats/leaderboard?page=serve,0,2,69,35,51,69,24,35,75,12,16,67,2,3,9,218,/en/stats/leaderboard?page=serve,2,0,76,57,75,56,32,57,33,6,18,73,11,15,9,71,36,51,49,37,75,58,73,126,51,38,75,29,15,51,42,53,126,A,,,,,D. Ferrer,A. Costa,F401,C378,ESP,ESP,,
573,2005,Valencia,WS,2005-04-04T00:00:00,2005-04-10T00:00:00,Clay,32,375000,$,MS003,SF,01:48:00,,F,2,A511,"7-6(7),6-2",I. Andreev,I. Navarro,,,RUS,ESP,7-6(7),6-2,,,,01:48:00,282,/en/stats/leaderboard?page=serve,1,0,79,54,68,67,36,54,57,8,14,50,2,4,10,223,/en/stats/leaderboard?page=serve,4,5,54,45,83,58,26,45,50,19,38,73,11,15,10,65,44,68,46,38,83,54,82,151,54,45,83,35,24,68,46,69,151,A,7.0,3.0,,,I. Andreev,I. Navarro,A511,N309,RUS,ESP,,
573,2005,Valencia,WS,2005-04-04T00:00:00,2005-04-10T00:00:00,Clay,32,375000,$,MS004,QF,02:33:00,,F,3,C378,"6-7(4),7-5,6-1",A. Costa,F. Verdasco,,,ESP,ESP,6-7(4),7-5,6-1,,,02:33:00,307,/en/stats/leaderboard?page=serve,3,3,66,56,85,79,44,56,69,20,29,0,0,1,16,256,/en/stats/leaderboard?page=serve,3,2,72,81,113,65,53,81,47,15,32,64,7,11,15,75,64,85,40,45,113,55,109,198,60,68,113,25,21,85,45,89,198,A,4.0,7.0,,,A. Costa,F. Verdasco,C378,V306,ESP,ESP,,
573,2005,Valencia,WS,2005-04-04T00:00:00,2005-04-10T00:00:00,Clay,32,375000,$,MS005,QF,01:11:00,,F,2,F401,"6-1,6-4",D. Ferrer,A. Martin,,,ESP,ESP,6-1,6-4,,,,01:11:00,293,/en/stats/leaderboard?page=serve,0,0,66,39,59,59,23,39,80,16,20,67,2,3,9,202,/en/stats/leaderboard?page=serve,5,0,56,25,45,56,14,25,45,9,20,33,2,6,8,66,39,59,49,22,45,59,61,104,51,23,45,34,20,59,41,43,104,A,,,,,D. Ferrer,A. Martin,F401,M590,ESP,ESP,,
573,2005,Valencia,WS,2005-04-04T00:00:00,2005-04-10T00:00:00,Clay,32,375000,$,MS006,QF,01:40:00,,F,2,A511,"7-5,6-2",I. Andreev,R. Nadal,,,RUS,ESP,7-5,6-2,,,,01:40:00,237,/en/stats/leaderboard?page=serve,0,0,54,34,63,68,23,34,45,13,29,67,6,9,10,197,/en/stats/leaderboard?page=serve,3,1,69,48,70,54,26,48,36,8,22,54,7,13,10,57,36,63,51,36,70,54,72,133,49,34,70,43,27,63,46,61,133,A,,,,,I. Andreev,R. Nadal,A511,N409,RUS,ESP,,
573,2005,Valencia,WS,2005-04-04T00:00:00,2005-04-10T00:00:00,Clay,32,375000,$,MS007,QF,02:23:00,,F,3,N309,"6-7(5),6-4,6-4",I. Navarro,F. Gonzalez,,,ESP,CHI,6-7(5),6-4,6-4,,,02:23:00,296,/en/stats/leaderboard?page=serve,3,7,50,49,98,73,36,49,69,34,49,100,3,3,16,284,/en/stats/leaderboard?page=serve,4,2,70,76,109,68,52,76,61,20,33,75,6,8,16,71,70,98,34,37,109,52,107,207,66,72,109,29,28,98,48,100,207,A,5.0,7.0,,,I. Navarro,F. Gonzalez,N309,G415,ESP,CHI,,
573,2005,Valencia,WS,2005-04-04T00:00:00,2005-04-10T00:00:00,Clay,32,375000,$,MS008,R16,01:26:00,,F,2,C378,"6-4,6-2",A. Costa,S. Koubek,,,ESP,AUT,6-4,6-2,,,,01:26:00,296,/en/stats/leaderboard?page=serve,2,0,73,48,66,75,36,48,50,9,18,100,5,5,9,242,/en/stats/leaderboard?page=serve,0,0,68,38,56,58,22,38,50,9,18,40,2,5,9,68,45,66,45,25,56,57,70,122,55,31,56,32,21,66,43,52,122,A,,,,,A. Costa,S. Koubek,C378,K310,ESP,AUT,,
573,2005,Valencia,WS,2005-04-04T00:00:00,2005-04-10T00:00:00,Clay,32,375000,$,MS009,R16,00:42:00,,F,2,V306,"6-2,6-0",F. Verdasco,F. Luzzi,,,ESP,ITA,6-2,6-0,,,,00:42:00,320,/en/stats/leaderboard?page=serve,2,4,76,26,34,92,24,26,50,4,8,0,0,0,7,155,/en/stats/leaderboard?page=serve,3,1,59,23,39,57,13,23,13,2,16,17,1,6,7,82,28,34,62,24,39,71,52,73,38,15,39,18,6,34,29,21,73,A,,,,,F. Verdasco,F. Luzzi,V306,L395,ESP,ITA,,
573,2005,Valencia,WS,2005-04-04T00:00:00,2005-04-10T00:00:00,Clay,32,375000,$,MS010,R16,00:51:00,,F,2,M590,"6-2,6-0",A. Martin,G. Kuerten,,,ESP,BRA,6-2,6-0,,,,00:51:00,302,/en/stats/leaderboard?page=serve,1,3,47,18,38,78,14,18,75,15,20,0,0,0,7,152,/en/stats/leaderboard?page=serve,4,1,50,17,34,65,11,17,12,2,17,0,0,5,7,76,29,38,62,21,34,69,50,72,38,13,34,24,9,38,31,22,72,A,,,,,A. Martin,G. Kuerten,M590,K293,ESP,BRA,,
573,2005,Valencia,WS,2005-04-04T00:00:00,2005-04-10T00:00:00,Clay,32,375000,$,MS011,R16,01:27:00,,F,2,F401,"6-3,6-4",D. Ferrer,I. Labadze,,,ESP,GEO,6-3,6-4,,,,01:27:00,307,/en/stats/leaderboard?page=serve,0,3,76,41,54,71,29,41,69,9,13,80,4,5,9,223,/en/stats/leaderboard?page=serve,3,0,61,45,74,64,29,45,41,12,29,50,4,8,10,70,38,54,45,33,74,55,71,128,55,41,74,30,16,54,45,57,128,A,,,,,D. Ferrer,I. Labadze,F401,L439,ESP,GEO,,
573,2005,Valencia,WS,2005-04-04T00:00:00,2005-04-10T00:00:00,Clay,32,375000,$,MS012,R16,01:20:00,,F,2,A511,"7-5,6-1",I. Andreev,P. Starace,,,RUS,ITA,7-5,6-1,,,,01:20:00,286,/en/stats/leaderboard?page=serve,0,2,57,31,54,74,23,31,65,15,23,75,3,4,9,224,/en/stats/leaderboard?page=serve,0,2,68,49,72,47,23,49,57,13,23,55,6,11,10,70,38,54,50,36,72,59,74,126,50,36,72,30,16,54,41,52,126,A,,,,,I. Andreev,P. Starace,A511,S843,RUS,ITA,,
573,2005,Valencia,WS,2005-04-04T00:00:00,2005-04-10T00:00:00,Clay,32,375000,$,MS013,R16,01:24:00,,F,2,N409,"6-1,6-4",R. Nadal,G. Garcia-Lopez,,,ESP,ESP,6-1,6-4,,,,01:24:00,282,/en/stats/leaderboard?page=serve,0,5,72,54,75,69,37,54,48,10,21,86,6,7,9,203,/en/stats/leaderboard?page=serve,1,0,67,32,48,56,18,32,31,5,16,0,0,4,8,63,47,75,52,25,48,59,72,123,48,23,48,37,28,75,41,51,123,A,,,,,R. Nadal,G. Garcia-Lopez,N409,G476,ESP,ESP,,
573,2005,Valencia,WS,2005-04-04T00:00:00,2005-04-10T00:00:00,Clay,32,375000,$,MS014,R16,01:53:00,,F,3,N309,"1-6,6-4,6-3",I. Navarro,A. Dupuis,,,ESP,FRA,1-6,6-4,6-3,,,01:53:00,231,/en/stats/leaderboard?page=serve,5,5,74,63,85,60,38,63,36,8,22,55,6,11,13,233,/en/stats/leaderboard?page=serve,2,8,55,43,78,60,26,43,51,18,35,38,3,8,13,54,46,85,44,34,78,49,80,163,56,44,78,46,39,85,51,83,163,A,,,,,I. Navarro,A. Dupuis,N309,D272,ESP,FRA,,
573,2005,Valencia,WS,2005-04-04T00:00:00,2005-04-10T00:00:00,Clay,32,375000,$,MS015,R16,01:07:00,,F,2,G415,"6-4,6-1",F. Gonzalez,F. Mantilla,,,CHI,ESP,6-4,6-1,,,,01:07:00,311,/en/stats/leaderboard?page=serve,1,2,45,18,40,83,15,18,82,18,22,0,0,0,8,211,/en/stats/leaderboard?page=serve,2,1,50,29,58,59,17,29,48,14,29,50,4,8,9,83,33,40,47,27,58,61,60,98,53,31,58,18,7,40,39,38,98,A,,,,,F. Gonzalez,F. Mantilla,G415,M535,CHI,ESP,,
573,2005,Valencia,WS,2005-04-04T00:00:00,2005-04-10T00:00:00,Clay,32,375000,$,MS016,R32,02:08:00,,F,3,C378,"7-6(7),1-6,6-3",A. Costa,N. Davydenko,,,ESP,RUS,7-6(7),1-6,6-3,,,02:08:00,286,/en/stats/leaderboard?page=serve,0,1,76,64,84,63,40,64,75,15,20,33,2,6,14,281,/en/stats/leaderboard?page=serve,3,2,74,59,80,63,37,59,67,14,21,40,2,5,14,65,55,84,36,29,80,51,84,164,64,51,80,35,29,84,49,80,164,A,7.0,2.0,,,A. Costa,N. Davydenko,C378,D402,ESP,RUS,,
573,2005,Valencia,WS,2005-04-04T00:00:00,2005-04-10T00:00:00,Clay,32,375000,$,MS017,R32,01:11:00,,F,2,K310,"6-1,6-3",S. Koubek,I. Matos Gil,,,AUT,ESP,6-1,6-3,,,,01:11:00,304,/en/stats/leaderboard?page=serve,1,3,62,37,60,62,23,37,78,18,23,100,5,5,8,213,/en/stats/leaderboard?page=serve,1,1,69,41,59,61,25,41,33,6,18,50,4,8,8,68,41,60,47,28,59,58,69,119,53,31,59,32,19,60,42,50,119,A,,,,,S. Koubek,I. Matos Gil,K310,M934,AUT,ESP,,
573,2005,Valencia,WS,2005-04-04T00:00:00,2005-04-10T00:00:00,Clay,32,375000,$,MS018,R32,02:22:00,,F,2,L395,"7-6(7),7-6(10)",F. Luzzi,A. Corretja,,,ITA,ESP,7-6(7),7-6(10),,,,02:22:00,239,/en/stats/leaderboard?page=serve,1,6,59,57,97,74,42,57,35,14,40,67,8,12,12,236,/en/stats/leaderboard?page=serve,2,0,85,72,85,64,46,72,23,3,13,56,5,9,12,58,56,97,42,36,85,51,92,182,58,49,85,42,41,97,49,90,182,A,7.0,5.0,10.0,8.0,F. Luzzi,A. Corretja,L395,C344,ITA,ESP,,
573,2005,Valencia,WS,2005-04-04T00:00:00,2005-04-10T00:00:00,Clay,32,375000,$,MS019,R32,01:10:00,,F,2,V306,"6-1,6-1",F. Verdasco,M. Berrer,,,ESP,GER,6-1,6-1,,,,01:10:00,325,/en/stats/leaderboard?page=serve,1,4,74,32,43,75,24,32,73,8,11,100,2,2,7,177,/en/stats/leaderboard?page=serve,2,0,67,29,43,48,14,29,36,5,14,17,1,6,7,74,32,43,56,24,43,65,56,86,44,19,43,26,11,43,35,30,86,A,,,,,F. Verdasco,M. Berrer,V306,B678,ESP,GER,,
573,2005,Valencia,WS,2005-04-04T00:00:00,2005-04-10T00:00:00,Clay,32,375000,$,MS020,R32,01:06:00,,F,2,K293,"6-2,6-4",G. Kuerten,O. Rochus,,,BRA,BEL,6-2,6-4,,,,01:06:00,288,/en/stats/leaderboard?page=serve,0,6,56,28,50,79,22,28,59,13,22,80,4,5,9,213,/en/stats/leaderboard?page=serve,2,2,58,33,57,67,22,33,33,8,24,50,4,8,9,70,35,50,47,27,57,58,62,107,53,30,57,30,15,50,42,45,107,A,,,,,G. Kuerten,O. Rochus,K293,R397,BRA,BEL,,
573,2005,Valencia,WS,2005-04-04T00:00:00,2005-04-10T00:00:00,Clay,32,375000,$,MS021,R32,02:27:00,,F,3,M590,"6-7(5),6-4,6-2",A. Martin,A. Montanes,,,ESP,ESP,6-7(5),6-4,6-2,,,02:27:00,267,/en/stats/leaderboard?page=serve,3,3,58,66,113,68,45,66,55,26,47,87,13,15,15,243,/en/stats/leaderboard?page=serve,1,2,64,65,101,65,42,65,47,17,36,44,4,9,15,63,71,113,42,42,101,53,113,214,58,59,101,37,42,113,47,101,214,A,5.0,7.0,,,A. Martin,A. Montanes,M590,M824,ESP,ESP,,
573,2005,Valencia,WS,2005-04-04T00:00:00,2005-04-10T00:00:00,Clay,32,375000,$,MS022,R32,01:26:00,,F,2,L439,"7-6(7),6-2",I. Labadze,I. Karlovic,,,GEO,CRO,7-6(7),6-2,,,,01:26:00,311,/en/stats/leaderboard?page=serve,3,4,73,58,79,66,38,58,71,15,21,100,3,3,10,248,/en/stats/leaderboard?page=serve,8,10,48,32,67,78,25,32,40,14,35,60,3,5,10,67,53,79,42,28,67,55,81,146,58,39,67,33,26,79,45,65,146,A,7.0,3.0,,,I. Labadze,I. Karlovic,L439,K336,GEO,CRO,,
573,2005,Valencia,WS,2005-04-04T00:00:00,2005-04-10T00:00:00,Clay,32,375000,$,MS023,R32,01:26:00,,F,2,F401,"6-4,6-1",D. Ferrer,J. Benneteau,,,ESP,FRA,6-4,6-1,,,,01:26:00,244,/en/stats/leaderboard?page=serve,1,2,64,34,53,71,24,34,42,8,19,40,2,5,9,163,/en/stats/leaderboard?page=serve,3,1,51,33,65,48,16,33,41,13,32,45,5,11,8,60,32,53,55,36,65,58,68,118,45,29,65,40,21,53,42,50,118,A,,,,,D. Ferrer,J. Benneteau,F401,B747,ESP,FRA,,
573,2005,Valencia,WS,2005-04-04T00:00:00,2005-04-10T00:00:00,Clay,32,375000,$,MS024,R32,01:35:00,,F,2,A511,"6-4,7-5",I. Andreev,F. Vicente,,,RUS,ESP,6-4,7-5,,,,01:35:00,247,/en/stats/leaderboard?page=serve,3,2,68,47,69,72,34,47,36,8,22,57,4,7,11,216,/en/stats/leaderboard?page=serve,2,1,60,45,75,56,25,45,47,14,30,44,4,9,11,61,42,69,48,36,75,54,78,144,52,39,75,39,27,69,46,66,144,A,,,,,I. Andreev,F. Vicente,A511,V195,RUS,ESP,,
573,2005,Valencia,WS,2005-04-04T00:00:00,2005-04-10T00:00:00,Clay,32,375000,$,MS025,R32,01:37:00,,F,2,S843,"7-5,7-5",P. Starace,A. Calatrava,,,ITA,ESP,7-5,7-5,,,,01:37:00,259,/en/stats/leaderboard?page=serve,1,2,80,53,66,72,38,53,31,4,13,50,3,6,12,223,/en/stats/leaderboard?page=serve,1,3,66,50,76,70,35,50,27,7,26,44,4,9,12,64,42,66,45,34,76,54,76,142,55,42,76,36,24,66,46,66,142,A,,,,,P. Starace,A. Calatrava,S843,C361,ITA,ESP,,
573,2005,Valencia,WS,2005-04-04T00:00:00,2005-04-10T00:00:00,Clay,32,375000,$,MS026,R32,01:14:00,,F,2,G476,"6-4,6-2",G. Garcia-Lopez,P. Kohlschreiber,,,ESP,GER,6-4,6-2,,,,01:14:00,298,/en/stats/leaderboard?page=serve,2,1,60,35,58,69,24,35,70,16,23,100,4,4,9,234,/en/stats/leaderboard?page=serve,2,1,50,27,54,67,18,27,52,14,27,40,2,5,9,69,40,58,41,22,54,55,62,112,59,32,54,31,18,58,45,50,112,A,,,,,G. Garcia-Lopez,P. Kohlschreiber,G476,K435,ESP,GER,,
573,2005,Valencia,WS,2005-04-04T00:00:00,2005-04-10T00:00:00,Clay,32,375000,$,MS027,R32,00:58:00,,F,2,N409,"6-2,6-1",R. Nadal,J. Ferrero,,,ESP,ESP,6-2,6-1,,,,00:58:00,320,/en/stats/leaderboard?page=serve,0,3,64,23,36,91,21,23,62,8,13,0,0,0,7,185,/en/stats/leaderboard?page=serve,1,0,63,30,48,53,16,30,33,6,18,38,3,8,8,81,29,36,54,26,48,65,55,84,46,22,48,19,7,36,35,29,84,A,,,,,R. Nadal,J. Ferrero,N409,F316,ESP,ESP,,
