event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
438,2005,Moscow,WS,2005-10-10T00:00:00,2005-10-16T00:00:00,Carpet,32,975000,$,MS001,F,03:14:00,,F,3,A511,"5-7,7-6(7),6-2",I. Andreev,N. Kiefer,,,RUS,GER,5-7,7-6(7),6-2,,,03:14:00,7.0,3.0,259,/en/stats/leaderboard?page=serve,1,9,68,75,111,69,52,75,39,14,36,64,7,11,16,244,/en/stats/leaderboard?page=serve,5,11,61,58,95,71,41,58,38,14,37,38,3,8,16,59,66,111,42,40,95,51,106,206,58,55,95,41,45,111,49,100,206,A,,,I. Andreev,N. Kiefer,A511,K316,RUS,GER,,
438,2005,Moscow,WS,2005-10-10T00:00:00,2005-10-16T00:00:00,Carpet,32,975000,$,MS002,SF,02:35:00,,F,3,A511,"5-7,7-5,6-2",I. Andreev,D. Tursunov,,,RUS,RUS,5-7,7-5,6-2,,,02:35:00,,,266,/en/stats/leaderboard?page=serve,1,7,58,62,106,76,47,62,45,20,44,40,2,5,16,239,/en/stats/leaderboard?page=serve,6,8,60,69,115,68,47,69,41,19,46,69,11,16,16,63,67,106,43,49,115,52,116,221,57,66,115,37,39,106,48,105,221,A,,,I. Andreev,D. Tursunov,A511,T315,RUS,RUS,,
438,2005,Moscow,WS,2005-10-10T00:00:00,2005-10-16T00:00:00,Carpet,32,975000,$,MS003,SF,01:20:00,,F,2,K316,"6-2,6-4",N. Kiefer,I. Kunitsyn,,,GER,RUS,6-2,6-4,,,,01:20:00,,,269,/en/stats/leaderboard?page=serve,4,10,47,22,47,95,21,22,44,11,25,33,1,3,9,190,/en/stats/leaderboard?page=serve,1,0,49,28,57,50,14,28,48,14,29,29,2,7,9,68,32,47,51,29,57,59,61,104,49,28,57,32,15,47,41,43,104,A,,,N. Kiefer,I. Kunitsyn,K316,K403,GER,RUS,,
438,2005,Moscow,WS,2005-10-10T00:00:00,2005-10-16T00:00:00,Carpet,32,975000,$,MS004,QF,01:06:00,,F,2,A511,"6-4,6-1",I. Andreev,D. Bracciali,,,RUS,ITA,6-4,6-1,,,,01:06:00,,,311,/en/stats/leaderboard?page=serve,0,6,69,33,48,76,25,33,60,9,15,100,2,2,8,217,/en/stats/leaderboard?page=serve,2,2,47,24,51,71,17,24,44,12,27,33,2,6,9,71,34,48,43,22,51,57,56,99,57,29,51,29,14,48,43,43,99,A,,,I. Andreev,D. Bracciali,A511,B570,RUS,ITA,,
438,2005,Moscow,WS,2005-10-10T00:00:00,2005-10-16T00:00:00,Carpet,32,975000,$,MS005,QF,01:40:00,,F,3,T315,"6-2,4-6,6-2",D. Tursunov,M. Youzhny,,,RUS,RUS,6-2,4-6,6-2,,,01:40:00,,,307,/en/stats/leaderboard?page=serve,1,5,73,53,73,83,44,53,55,11,20,83,5,6,13,259,/en/stats/leaderboard?page=serve,1,4,63,44,70,66,29,44,58,15,26,50,4,8,13,75,55,73,37,26,70,57,81,143,63,44,70,25,18,73,43,62,143,A,,,D. Tursunov,M. Youzhny,T315,Y061,RUS,RUS,,
438,2005,Moscow,WS,2005-10-10T00:00:00,2005-10-16T00:00:00,Carpet,32,975000,$,MS006,QF,01:10:00,,F,2,K316,"6-3,6-4",N. Kiefer,M. Mirnyi,,,GER,BLR,6-3,6-4,,,,01:10:00,,,313,/en/stats/leaderboard?page=serve,1,5,57,31,54,87,27,31,65,15,23,100,1,1,10,262,/en/stats/leaderboard?page=serve,1,6,67,30,45,80,24,30,33,5,15,0,0,2,9,78,42,54,36,16,45,59,58,99,64,29,45,22,12,54,41,41,99,A,,,N. Kiefer,M. Mirnyi,K316,M595,GER,BLR,,
438,2005,Moscow,WS,2005-10-10T00:00:00,2005-10-16T00:00:00,Carpet,32,975000,$,MS007,QF,01:06:00,,F,2,K403,"6-3,6-2",I. Kunitsyn,A. Pavel,,,RUS,ROU,6-3,6-2,,,,01:06:00,,,291,/en/stats/leaderboard?page=serve,0,2,51,28,55,79,22,28,59,16,27,100,3,3,8,218,/en/stats/leaderboard?page=serve,2,3,62,33,53,70,23,33,30,6,20,33,2,6,9,69,38,55,45,24,53,57,62,108,55,29,53,31,17,55,43,46,108,A,,,I. Kunitsyn,A. Pavel,K403,P280,RUS,ROU,,
438,2005,Moscow,WS,2005-10-10T00:00:00,2005-10-16T00:00:00,Carpet,32,975000,$,MS008,R16,01:37:00,,F,2,B570,"6-3,7-6(8)",D. Bracciali,J. Hernych,,,ITA,CZE,6-3,7-6(8),,,,01:37:00,8.0,6.0,262,/en/stats/leaderboard?page=serve,1,3,70,46,66,70,32,46,40,8,20,33,1,3,10,243,/en/stats/leaderboard?page=serve,1,2,75,63,84,52,33,63,52,11,21,60,6,10,11,61,40,66,48,40,84,53,80,150,52,44,84,39,26,66,47,70,150,A,,,D. Bracciali,J. Hernych,B570,H442,ITA,CZE,,
438,2005,Moscow,WS,2005-10-10T00:00:00,2005-10-16T00:00:00,Carpet,32,975000,$,MS009,R16,01:08:00,,F,2,A511,"6-2,6-4",I. Andreev,A. Clement,,,RUS,FRA,6-2,6-4,,,,01:08:00,,,298,/en/stats/leaderboard?page=serve,0,10,73,36,49,81,29,36,46,6,13,75,3,4,9,220,/en/stats/leaderboard?page=serve,3,1,58,28,48,64,18,28,45,9,20,33,2,6,9,71,35,49,44,21,48,58,56,97,56,27,48,29,14,49,42,41,97,A,,,I. Andreev,A. Clement,A511,C487,RUS,FRA,,
438,2005,Moscow,WS,2005-10-10T00:00:00,2005-10-16T00:00:00,Carpet,32,975000,$,MS010,R16,02:16:00,,F,3,Y061,"7-5,4-6,6-3",M. Youzhny,P. Goldstein,,,RUS,USA,7-5,4-6,6-3,,,02:16:00,,,248,/en/stats/leaderboard?page=serve,1,5,60,58,96,69,40,58,47,18,38,44,4,9,16,232,/en/stats/leaderboard?page=serve,4,5,68,68,100,56,38,68,47,15,32,50,6,12,15,60,58,96,47,47,100,54,105,196,53,53,100,40,38,96,46,91,196,A,,,M. Youzhny,P. Goldstein,Y061,G333,RUS,USA,,
