event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_winner,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
73,1997,Tashkent,GP,1997-09-08T00:00:00,1997-09-14T00:00:00,Hard,32,328000,$,MS001,F,01:29:00,,F,2,H336,"7-6(7),6-4",T. Henman,M. Rosset,,,GBR,SUI,7-6(7),6-4,,,,01:29:00,7,2,274,/en/stats/leaderboard?page=serve,5,7,47,37,78,84,31,37,51,21,41,75,3,4,11,268,/en/stats/leaderboard?page=serve,5,9,67,44,66,80,35,44,36,8,22,33,1,3,11,67,52,78,35,23,66,52,75,144,65,43,66,33,26,78,48,69,144,A,,,,,,T. Henman,M. Rosset,H336,R214,GBR,SUI,,
73,1997,Tashkent,GP,1997-09-08T00:00:00,1997-09-14T00:00:00,Hard,32,328000,$,MS002,SF,01:56:00,,F,3,R214,"3-6,7-6(7),6-2",M. Rosset,Y. Kafelnikov,,,SUI,RUS,3-6,7-6(7),6-2,,,01:56:00,,,288,/en/stats/leaderboard?page=serve,5,14,61,66,108,76,50,66,50,21,42,89,8,9,14,279,/en/stats/leaderboard?page=serve,6,13,55,54,98,74,40,54,57,25,44,67,4,6,15,66,71,108,34,33,98,50,104,206,66,65,98,34,37,108,50,102,206,A,7,5,,,,M. Rosset,Y. Kafelnikov,R214,K267,SUI,RUS,,
73,1997,Tashkent,GP,1997-09-08T00:00:00,1997-09-14T00:00:00,Hard,32,328000,$,MS003,SF,01:34:00,,F,2,H336,"6-3,7-5",T. Henman,F. Clavet,,,GBR,ESP,6-3,7-5,,,,01:34:00,,,286,/en/stats/leaderboard?page=serve,6,9,51,35,68,94,33,35,48,16,33,,0,,11,261,/en/stats/leaderboard?page=serve,2,0,64,45,70,67,30,45,52,13,25,71,5,7,10,72,49,68,39,27,70,55,76,138,61,43,70,28,19,68,45,62,138,A,,,,,,T. Henman,F. Clavet,H336,C252,GBR,ESP,,
73,1997,Tashkent,GP,1997-09-08T00:00:00,1997-09-14T00:00:00,Hard,32,328000,$,MS004,QF,01:05:00,,F,2,K267,"6-4,6-4",Y. Kafelnikov,A. Stoliarov,,,RUS,RUS,6-4,6-4,,,,01:05:00,,,242,/en/stats/leaderboard?page=serve,5,8,37,19,52,74,14,19,58,19,33,0,0,3,10,195,/en/stats/leaderboard?page=serve,2,4,30,15,50,67,10,15,46,16,35,0,0,5,10,63,33,52,48,24,50,56,57,102,52,26,50,37,19,52,44,45,102,A,,,,,,Y. Kafelnikov,A. Stoliarov,K267,S688,RUS,RUS,,
73,1997,Tashkent,GP,1997-09-08T00:00:00,1997-09-14T00:00:00,Hard,32,328000,$,MS005,QF,00:59:00,,F,2,R214,"6-2,6-4",M. Rosset,H. Arazi,,,SUI,MAR,6-2,6-4,,,,00:59:00,,,284,/en/stats/leaderboard?page=serve,4,11,49,24,49,92,22,24,48,12,25,0,0,1,9,219,/en/stats/leaderboard?page=serve,2,1,61,30,49,57,17,30,47,9,19,50,4,8,9,69,34,49,47,23,49,58,57,98,53,26,49,31,15,49,42,41,98,A,,,,,,M. Rosset,H. Arazi,R214,A226,SUI,MAR,,
73,1997,Tashkent,GP,1997-09-08T00:00:00,1997-09-14T00:00:00,Hard,32,328000,$,MS006,QF,00:50:00,,F,2,C252,"6-1,6-2",F. Clavet,J. Sanchez,,,ESP,ESP,6-1,6-2,,,,00:50:00,,,284,/en/stats/leaderboard?page=serve,1,0,56,19,34,84,16,19,60,9,15,0,0,1,7,143,/en/stats/leaderboard?page=serve,13,1,51,23,45,61,14,23,18,4,22,14,1,7,8,74,25,34,60,27,45,66,52,79,40,18,45,26,9,34,34,27,79,A,,,,,,F. Clavet,J. Sanchez,C252,S015,ESP,ESP,,
73,1997,Tashkent,GP,1997-09-08T00:00:00,1997-09-14T00:00:00,Hard,32,328000,$,MS007,QF,01:13:00,,F,2,H336,"6-3,6-4",T. Henman,V. Spadea,,,GBR,USA,6-3,6-4,,,,01:13:00,,,276,/en/stats/leaderboard?page=serve,7,10,48,30,63,90,27,30,45,15,33,75,3,4,10,238,/en/stats/leaderboard?page=serve,1,1,49,24,49,63,15,24,60,15,25,40,2,5,9,67,42,63,39,19,49,54,61,112,61,30,49,33,21,63,46,51,112,A,,,,,,T. Henman,V. Spadea,H336,S544,GBR,USA,,
73,1997,Tashkent,GP,1997-09-08T00:00:00,1997-09-14T00:00:00,Hard,32,328000,$,MS008,R16,00:55:00,,F,2,K267,"6-1,6-4",Y. Kafelnikov,N. Welgreen,,,RUS,ISR,6-1,6-4,,,,00:55:00,,,267,/en/stats/leaderboard?page=serve,3,4,47,27,57,74,20,27,57,17,30,0,0,1,9,194,/en/stats/leaderboard?page=serve,5,3,52,27,52,70,19,27,24,6,25,33,2,6,8,65,37,57,52,27,52,59,64,109,48,25,52,35,20,57,41,45,109,A,,,,,,Y. Kafelnikov,N. Welgreen,K267,W208,RUS,ISR,,
73,1997,Tashkent,GP,1997-09-08T00:00:00,1997-09-14T00:00:00,Hard,32,328000,$,MS009,R16,01:42:00,,F,3,S688,"3-6,6-3,6-3",A. Stoliarov,O. Ogorodov,,,RUS,UZB,3-6,6-3,6-3,,,01:42:00,,,253,/en/stats/leaderboard?page=serve,2,6,37,35,94,69,24,35,58,34,59,83,10,12,14,250,/en/stats/leaderboard?page=serve,4,10,54,50,93,72,36,50,42,18,43,70,7,10,13,62,58,94,42,39,93,52,97,187,58,54,93,38,36,94,48,90,187,A,,,,,,A. Stoliarov,O. Ogorodov,S688,O127,RUS,UZB,,
73,1997,Tashkent,GP,1997-09-08T00:00:00,1997-09-14T00:00:00,Hard,32,328000,$,MS010,R16,02:12:00,,F,3,R214,"6-3,6-7(6),6-2",M. Rosset,V. Santopadre,,,SUI,ITA,6-3,6-7(6),6-2,,,02:12:00,,,272,/en/stats/leaderboard?page=serve,11,9,48,47,98,85,40,47,49,25,51,83,5,6,14,248,/en/stats/leaderboard?page=serve,3,7,58,60,103,62,37,60,58,25,43,55,6,11,15,66,65,98,40,41,103,53,106,201,60,62,103,34,33,98,47,95,201,A,6,8,,,,M. Rosset,V. Santopadre,R214,S413,SUI,ITA,,
73,1997,Tashkent,GP,1997-09-08T00:00:00,1997-09-14T00:00:00,Hard,32,328000,$,MS011,R16,01:51:00,,F,3,A226,"3-6,6-3,7-6(7)",H. Arazi,S. Koubek,,,MAR,AUT,3-6,6-3,7-6(7),,,01:51:00,,,265,/en/stats/leaderboard?page=serve,4,2,52,61,117,75,46,61,54,30,56,71,5,7,15,264,/en/stats/leaderboard?page=serve,9,4,56,54,97,74,40,54,53,23,43,71,5,7,15,65,76,117,35,34,97,51,110,214,65,63,97,35,41,117,49,104,214,A,,,7,4,,H. Arazi,S. Koubek,A226,K310,MAR,AUT,,
73,1997,Tashkent,GP,1997-09-08T00:00:00,1997-09-14T00:00:00,Hard,32,328000,$,MS012,R16,01:53:00,,F,3,C252,"3-6,6-4,6-3",F. Clavet,E. Erlich,,,ESP,ISR,3-6,6-4,6-3,,,01:53:00,,,274,/en/stats/leaderboard?page=serve,1,2,62,55,89,73,40,55,53,18,34,80,8,10,14,254,/en/stats/leaderboard?page=serve,5,6,55,47,86,74,35,47,46,18,39,70,7,10,14,65,58,89,38,33,86,52,91,175,62,53,86,35,31,89,48,84,175,A,,,,,,F. Clavet,E. Erlich,C252,E135,ESP,ISR,,
73,1997,Tashkent,GP,1997-09-08T00:00:00,1997-09-14T00:00:00,Hard,32,328000,$,MS013,R16,01:22:00,,F,2,S015,"7-6(7),6-3",J. Sanchez,A. Pavel,,,ESP,ROU,7-6(7),6-3,,,,01:22:00,7,4,297,/en/stats/leaderboard?page=serve,4,2,77,56,73,73,41,56,59,10,17,83,5,6,11,267,/en/stats/leaderboard?page=serve,2,3,66,46,70,70,32,46,50,12,24,50,2,4,10,70,51,73,37,26,70,54,77,143,63,44,70,30,22,73,46,66,143,A,,,,,,J. Sanchez,A. Pavel,S015,P280,ESP,ROU,,
73,1997,Tashkent,GP,1997-09-08T00:00:00,1997-09-14T00:00:00,Hard,32,328000,$,MS014,R16,02:31:00,,F,3,S544,"7-5,6-7(4),6-3",V. Spadea,E. Ran,,,USA,ISR,7-5,6-7(4),6-3,,,02:31:00,,,269,/en/stats/leaderboard?page=serve,3,4,53,55,104,75,41,55,53,26,49,82,9,11,16,233,/en/stats/leaderboard?page=serve,4,5,45,53,118,74,39,53,43,28,65,58,7,12,17,64,67,104,43,51,118,53,118,222,57,67,118,36,37,104,47,104,222,A,4,7,,,,V. Spadea,E. Ran,S544,R243,USA,ISR,,
73,1997,Tashkent,GP,1997-09-08T00:00:00,1997-09-14T00:00:00,Hard,32,328000,$,MS015,R16,01:25:00,,F,2,H336,"6-3,6-3",T. Henman,A. Volkov,,,GBR,RUS,6-3,6-3,,,,01:25:00,,,273,/en/stats/leaderboard?page=serve,7,10,52,30,58,80,24,30,50,14,28,67,2,3,9,195,/en/stats/leaderboard?page=serve,7,1,44,39,89,54,21,39,48,24,50,69,9,13,9,66,38,58,49,44,89,56,82,147,51,45,89,34,20,58,44,65,147,A,,,,,,T. Henman,A. Volkov,H336,V037,GBR,RUS,,
