event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
425,1996,Barcelona,GP,1996-04-15T00:00:00,1996-04-21T00:00:00,Clay,56,800000,$,MS011,R16,00:42:00,,F,2,M605,"6-2,1-0",C. Moya,A. Costa,,,ESP,ESP,6-2,1-0,,,,00:42:00,228,/en/stats/leaderboard?page=serve,2,0,62,21,34,62,13,21,46,6,13,67,4,6,5,148,/en/stats/leaderboard?page=serve,1,3,67,24,36,42,10,24,17,2,12,43,3,7,5,56,19,34,67,24,36,61,43,70,33,12,36,44,15,34,39,27,70,A,,,,,,,,,C. Moya,A. Costa,M605,C378,ESP,ESP,,
425,1996,Barcelona,GP,1996-04-15T00:00:00,1996-04-21T00:00:00,Clay,56,800000,$,MS012,R16,01:33:00,,F,3,R286,"1-6,6-1,6-4",M. Rios,I. Truyol,,,CHI,ESP,1-6,6-1,6-4,,,01:33:00,243,/en/stats/leaderboard?page=serve,3,4,60,45,75,73,33,45,43,13,30,50,4,8,12,216,/en/stats/leaderboard?page=serve,2,4,54,43,79,58,25,43,44,16,36,44,4,9,12,61,46,75,48,38,79,55,84,154,52,41,79,39,29,75,45,70,154,A,,,,,,,,,M. Rios,I. Truyol,R286,T206,CHI,ESP,,
425,1996,Barcelona,GP,1996-04-15T00:00:00,1996-04-21T00:00:00,Clay,56,800000,$,MS013,R16,01:48:00,,F,3,L206,"6-1,5-7,6-3",M. Larsson,S. Bruguera,,,SWE,ESP,6-1,5-7,6-3,,,01:48:00,256,/en/stats/leaderboard?page=serve,2,6,58,57,98,70,40,57,46,19,41,57,4,7,14,214,/en/stats/leaderboard?page=serve,2,6,43,39,90,67,26,39,43,22,51,40,4,10,14,60,59,98,47,42,90,54,101,188,53,48,90,40,39,98,46,87,188,A,,,,,,,,,M. Larsson,S. Bruguera,L206,B350,SWE,ESP,,
425,1996,Barcelona,GP,1996-04-15T00:00:00,1996-04-21T00:00:00,Clay,56,800000,$,MS014,R16,01:03:00,,F,2,M442,"6-0,6-4",T. Martin,C. Ruud,,,USA,NOR,6-0,6-4,,,,01:03:00,279,/en/stats/leaderboard?page=serve,1,9,66,31,47,87,27,31,31,5,16,75,3,4,8,188,/en/stats/leaderboard?page=serve,2,1,64,36,56,58,21,36,30,6,20,44,4,9,8,68,32,47,52,29,56,59,61,103,48,27,56,32,15,47,41,42,103,A,,,,,,,,,T. Martin,C. Ruud,M442,R219,USA,NOR,,
425,1996,Barcelona,GP,1996-04-15T00:00:00,1996-04-21T00:00:00,Clay,56,800000,$,MS015,R16,01:19:00,,F,2,C243,"6-4,6-3",J. Courier,R. Carretero,,,USA,ESP,6-4,6-3,,,,01:19:00,281,/en/stats/leaderboard?page=serve,3,4,50,30,60,80,24,30,60,18,30,50,1,2,10,223,/en/stats/leaderboard?page=serve,5,0,77,44,57,70,31,44,15,2,13,57,4,7,9,70,42,60,42,24,57,56,66,117,58,33,57,30,18,60,44,51,117,A,,,,,,,,,J. Courier,R. Carretero,C243,C383,USA,ESP,,
425,1996,Barcelona,GP,1996-04-15T00:00:00,1996-04-21T00:00:00,Clay,56,800000,$,MS016,R32,01:05:00,,F,2,M099,"6-1,6-3",T. Muster,A. Corretja,,,AUT,ESP,6-1,6-3,,,,01:05:00,214,/en/stats/leaderboard?page=serve,6,1,61,30,49,70,21,30,26,5,19,40,2,5,8,118,/en/stats/leaderboard?page=serve,3,2,33,15,45,47,7,15,27,8,30,30,3,10,8,53,26,49,67,30,45,60,56,94,33,15,45,47,23,49,40,38,94,A,,,,,,,,,T. Muster,A. Corretja,M099,C344,AUT,ESP,,
425,1996,Barcelona,GP,1996-04-15T00:00:00,1996-04-21T00:00:00,Clay,56,800000,$,MS017,R32,01:04:00,,F,2,U032,"6-0,7-5",B. Ulihrach,V. Sendin,,,CZE,ESP,6-0,7-5,,,,01:04:00,283,/en/stats/leaderboard?page=serve,1,0,69,31,45,74,23,31,64,9,14,33,1,3,9,171,/en/stats/leaderboard?page=serve,4,0,73,35,48,46,16,35,23,3,13,14,1,7,9,71,32,45,60,29,48,66,61,93,40,19,48,29,13,45,34,32,93,A,,,,,,,,,B. Ulihrach,V. Sendin,U032,S614,CZE,ESP,,
425,1996,Barcelona,GP,1996-04-15T00:00:00,1996-04-21T00:00:00,Clay,56,800000,$,MS018,R32,02:07:00,,F,3,F192,"4-6,6-2,7-5",R. Furlan,F. Maggi,,,ITA,ITA,4-6,6-2,7-5,,,02:07:00,250,/en/stats/leaderboard?page=serve,3,2,63,60,95,72,43,60,43,15,35,43,3,7,15,235,/en/stats/leaderboard?page=serve,2,0,81,74,91,61,45,74,35,6,17,14,1,7,15,61,58,95,44,40,91,53,98,186,56,51,91,39,37,95,47,88,186,A,,,,,,,,,R. Furlan,F. Maggi,F192,M548,ITA,ITA,,
425,1996,Barcelona,GP,1996-04-15T00:00:00,1996-04-21T00:00:00,Clay,56,800000,$,MS019,R32,01:53:00,,F,2,R177,"7-6(7),7-6(8)",F. Roig,A. Medvedev,,,ESP,UKR,7-6(7),7-6(8),,,,01:53:00,257,/en/stats/leaderboard?page=serve,4,3,48,46,95,74,34,46,53,26,49,50,2,4,12,266,/en/stats/leaderboard?page=serve,5,11,56,59,105,71,42,59,50,23,46,80,8,10,12,63,60,95,38,40,105,50,100,200,62,65,105,37,35,95,50,100,200,A,7,5,,,,,8,6,F. Roig,A. Medvedev,R177,M475,ESP,UKR,,
425,1996,Barcelona,GP,1996-04-15T00:00:00,1996-04-21T00:00:00,Clay,56,800000,$,MS020,R32,01:41:00,,F,3,B429,"3-6,6-1,7-5",J. Burillo,Y. Kafelnikov,,,ESP,RUS,3-6,6-1,7-5,,,01:41:00,276,/en/stats/leaderboard?page=serve,4,12,52,45,87,71,32,45,60,25,42,71,5,7,14,241,/en/stats/leaderboard?page=serve,6,5,54,49,90,71,35,49,46,19,41,71,10,14,14,66,57,87,40,36,90,53,93,177,60,54,90,34,30,87,47,84,177,A,,,,,,,,,J. Burillo,Y. Kafelnikov,B429,K267,ESP,RUS,,
425,1996,Barcelona,GP,1996-04-15T00:00:00,1996-04-21T00:00:00,Clay,56,800000,$,MS021,R32,02:09:00,,F,3,B428,"6-7(5),7-6(7),6-2",A. Berasategui,H. Davids,,,ESP,NED,6-7(5),7-6(7),6-2,,,02:09:00,298,/en/stats/leaderboard?page=serve,2,1,81,83,102,72,60,83,53,10,19,67,2,3,16,261,/en/stats/leaderboard?page=serve,3,9,53,64,120,67,43,64,54,30,56,73,8,11,16,69,70,102,39,47,120,53,117,222,61,73,120,31,32,102,47,105,222,A,5,7,,,,,7,1,A. Berasategui,H. Davids,B428,D170,ESP,NED,,
425,1996,Barcelona,GP,1996-04-15T00:00:00,1996-04-21T00:00:00,Clay,56,800000,$,MS022,R32,02:41:00,,F,3,C378,"6-7(8),7-6(9),6-3",A. Costa,S. Schalken,,,ESP,NED,6-7(8),7-6(9),6-3,,,02:41:00,244,/en/stats/leaderboard?page=serve,4,2,79,103,131,65,67,103,32,9,28,44,4,9,17,220,/en/stats/leaderboard?page=serve,10,5,55,77,141,69,53,77,39,25,64,57,8,14,16,58,76,131,45,63,141,51,139,272,55,78,141,42,55,131,49,133,272,A,8,10,,,,,9,7,A. Costa,S. Schalken,C378,S572,ESP,NED,,
425,1996,Barcelona,GP,1996-04-15T00:00:00,1996-04-21T00:00:00,Clay,56,800000,$,MS023,R32,01:00:00,,F,2,M605,"6-1,6-4",C. Moya,M. Rosset,,,ESP,SUI,6-1,6-4,,,,01:00:00,271,/en/stats/leaderboard?page=serve,,0,64,36,56,81,29,36,60,12,20,,0,,9,219,/en/stats/leaderboard?page=serve,8,3,52,33,63,70,23,33,40,12,30,70,7,10,8,73,41,56,44,28,63,58,69,119,56,35,63,27,15,56,42,50,119,A,,,,,False,,,,C. Moya,M. Rosset,M605,R214,ESP,SUI,,
425,1996,Barcelona,GP,1996-04-15T00:00:00,1996-04-21T00:00:00,Clay,56,800000,$,MS024,R32,01:16:00,,F,2,R286,"6-4,6-3",M. Rios,G. Blanco,,,CHI,ESP,6-4,6-3,,,,01:16:00,240,/en/stats/leaderboard?page=serve,1,5,39,26,66,77,20,26,50,20,40,67,6,9,10,203,/en/stats/leaderboard?page=serve,2,2,67,45,67,51,23,45,41,9,22,44,4,9,9,61,40,66,52,35,67,56,75,133,48,32,67,39,26,66,44,58,133,A,,,,,,,,,M. Rios,G. Blanco,R286,B518,CHI,ESP,,
425,1996,Barcelona,GP,1996-04-15T00:00:00,1996-04-21T00:00:00,Clay,56,800000,$,MS025,R32,01:36:00,,F,2,T206,"7-6(11),7-5",I. Truyol,P. Haarhuis,,,ESP,NED,7-6(11),7-5,,,,01:36:00,283,/en/stats/leaderboard?page=serve,,1,68,47,69,66,31,47,73,16,22,40,2,5,12,248,/en/stats/leaderboard?page=serve,1,5,73,64,88,67,43,64,38,9,24,56,5,9,12,68,47,69,41,36,88,53,83,157,59,52,88,32,22,69,47,74,157,A,11,9,,,False,,,,I. Truyol,P. Haarhuis,T206,H223,ESP,NED,,
425,1996,Barcelona,GP,1996-04-15T00:00:00,1996-04-21T00:00:00,Clay,56,800000,$,MS026,R32,01:56:00,,F,3,L206,"6-3,1-6,7-6(7)",M. Larsson,M. Gustafsson,,,SWE,SWE,6-3,1-6,7-6(7),,,01:56:00,246,/en/stats/leaderboard?page=serve,2,5,63,67,107,64,43,67,45,18,40,67,8,12,14,265,/en/stats/leaderboard?page=serve,6,5,69,62,90,69,43,62,50,14,28,63,5,8,14,57,61,107,37,33,90,48,94,197,63,57,90,43,46,107,52,103,197,A,,,7,5,,,,,M. Larsson,M. Gustafsson,L206,G182,SWE,SWE,,
425,1996,Barcelona,GP,1996-04-15T00:00:00,1996-04-21T00:00:00,Clay,56,800000,$,MS027,R32,01:10:00,,F,2,B350,"6-4,6-3",S. Bruguera,F. Dewulf,,,ESP,BEL,6-4,6-3,,,,01:10:00,263,/en/stats/leaderboard?page=serve,2,10,41,28,68,89,25,28,45,18,40,60,3,5,10,203,/en/stats/leaderboard?page=serve,4,0,39,26,66,73,19,26,40,16,40,50,4,8,9,63,43,68,47,31,66,55,74,134,53,35,66,37,25,68,45,60,134,A,,,,,,,,,S. Bruguera,F. Dewulf,B350,D228,ESP,BEL,,
425,1996,Barcelona,GP,1996-04-15T00:00:00,1996-04-21T00:00:00,Clay,56,800000,$,MS028,R32,01:12:00,,F,2,M442,"6-4,6-1",T. Martin,F. Vicente,,,USA,ESP,6-4,6-1,,,,01:12:00,281,/en/stats/leaderboard?page=serve,,5,62,45,73,76,34,45,50,14,28,91,10,11,9,188,/en/stats/leaderboard?page=serve,1,1,40,23,58,52,12,23,46,16,35,43,3,7,8,66,48,73,52,30,58,60,78,131,48,28,58,34,25,73,40,53,131,A,,,,,False,,,,T. Martin,F. Vicente,M442,V195,USA,ESP,,
425,1996,Barcelona,GP,1996-04-15T00:00:00,1996-04-21T00:00:00,Clay,56,800000,$,MS029,R32,01:48:00,,F,2,R219,"7-6(7),7-5",C. Ruud,J. Viloca-Puig,,,NOR,ESP,7-6(7),7-5,,,,01:48:00,282,/en/stats/leaderboard?page=serve,2,5,63,49,78,78,38,49,55,16,29,80,8,10,12,250,/en/stats/leaderboard?page=serve,,1,51,39,77,62,24,39,61,23,38,50,3,6,12,69,54,78,39,30,77,54,84,155,61,47,77,31,24,78,46,71,155,A,7,3,,,,False,,,C. Ruud,J. Viloca-Puig,R219,V161,NOR,ESP,,
425,1996,Barcelona,GP,1996-04-15T00:00:00,1996-04-21T00:00:00,Clay,56,800000,$,MS030,R32,01:32:00,,F,3,C383,"6-3,1-6,6-3",R. Carretero,J. Novak,,,ESP,CZE,6-3,1-6,6-3,,,01:32:00,252,/en/stats/leaderboard?page=serve,4,1,88,63,72,65,41,63,33,3,9,0,0,4,13,239,/en/stats/leaderboard?page=serve,5,2,73,65,89,57,37,65,46,11,24,60,6,10,12,61,44,72,46,41,89,53,85,161,54,48,89,39,28,72,47,76,161,A,,,,,,,,,R. Carretero,J. Novak,C383,N254,ESP,CZE,,
425,1996,Barcelona,GP,1996-04-15T00:00:00,1996-04-21T00:00:00,Clay,56,800000,$,MS031,R32,01:18:00,,F,2,C243,"6-3,6-3",J. Courier,O. Martinez,,,USA,ESP,6-3,6-3,,,,01:18:00,277,/en/stats/leaderboard?page=serve,1,2,43,22,51,73,16,22,72,21,29,50,1,2,9,220,/en/stats/leaderboard?page=serve,1,1,66,35,53,60,21,35,39,7,18,20,1,5,9,73,37,51,47,25,53,60,62,104,53,28,53,27,14,51,40,42,104,A,,,,,,,,,J. Courier,O. Martinez,C243,M513,USA,ESP,,
