event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,settime_tot_winner,settime_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_id_winner,player_id_loser
9408,2020,Sardinia,250,2020-10-12T00:00:00,2020-10-18T00:00:00,Clay,28,271345,€,MS001,F,02:20:00,,F,2,DB63,"7-6(7),7-5",L. Djere,M. Cecchinato,,,SRB,ITA,7-6(7),7-5,,,,02:20:00,A,L. Djere,M. Cecchinato,SRB,ITA,,,261,/en/stats/leaderboard?page=serve,3,3,67,62,93,61,38,62,58,18,31,73,8,11,12,234,/en/stats/leaderboard?page=serve,3,1,70,67,96,66,44,67,34,10,29,64,7,11,12,60,56,93,44,42,96,52,98,189,56,54,96,40,37,93,48,91,189,7,3,02:20:00,02:20:00,,,DB63,CF01
9408,2020,Sardinia,250,2020-10-12T00:00:00,2020-10-18T00:00:00,Clay,28,271345,€,MS002,SF,00:59:00,,F,2,CF01,"6-1,6-0",M. Cecchinato,D. Petrovic,,,ITA,SRB,6-1,6-0,,,,00:59:00,A,M. Cecchinato,D. Petrovic,ITA,SRB,,,303,/en/stats/leaderboard?page=serve,0,3,65,28,43,75,21,28,60,9,15,0,0,0,7,148,/en/stats/leaderboard?page=serve,2,1,61,28,46,50,14,28,22,4,18,55,6,11,6,70,30,43,61,28,46,65,58,89,39,18,46,30,13,43,35,31,89,,,00:59:00,00:59:00,,,CF01,PE02
9408,2020,Sardinia,250,2020-10-12T00:00:00,2020-10-18T00:00:00,Clay,28,271345,€,MS003,SF,01:40:00,,F,3,DB63,"2-6,6-2,4-1",L. Djere,L. Musetti,,,SRB,ITA,2-6,6-2,4-1,,,01:40:00,A,L. Djere,L. Musetti,SRB,ITA,,,251,/en/stats/leaderboard?page=serve,2,3,57,36,63,69,25,36,52,14,27,50,3,6,11,225,/en/stats/leaderboard?page=serve,1,0,68,43,63,58,25,43,40,8,20,20,1,5,10,62,39,63,48,30,63,55,69,126,52,33,63,38,24,63,45,57,126,,,01:40:00,01:40:00,,,DB63,M0EJ
9408,2020,Sardinia,250,2020-10-12T00:00:00,2020-10-18T00:00:00,Clay,28,271345,€,MS004,QF,01:34:00,,F,2,PE02,"7-6(7),6-1",D. Petrovic,F. Delbonis,,,SRB,ARG,7-6(7),6-1,,,,01:34:00,A,D. Petrovic,F. Delbonis,SRB,ARG,,,284,/en/stats/leaderboard?page=serve,4,8,68,63,92,70,44,63,52,15,29,92,11,12,10,240,/en/stats/leaderboard?page=serve,4,3,64,35,55,71,25,35,40,8,20,0,0,3,9,64,59,92,40,22,55,55,81,147,60,33,55,36,33,92,45,66,147,7,3,01:34:00,01:34:00,,,PE02,D874
9408,2020,Sardinia,250,2020-10-12T00:00:00,2020-10-18T00:00:00,Clay,28,271345,€,MS005,QF,02:12:00,,F,3,CF01,"4-6,6-1,6-1",M. Cecchinato,A. Ramos-Vinolas,,,ITA,ESP,4-6,6-1,6-1,,,02:12:00,A,M. Cecchinato,A. Ramos-Vinolas,ITA,ESP,,,252,/en/stats/leaderboard?page=serve,1,2,80,55,69,75,41,55,21,3,14,50,3,6,12,195,/en/stats/leaderboard?page=serve,2,0,66,71,108,55,39,71,35,13,37,68,15,22,12,64,44,69,52,56,108,56,100,177,48,52,108,36,25,69,44,77,177,,,02:12:00,02:12:00,,,CF01,R772
9408,2020,Sardinia,250,2020-10-12T00:00:00,2020-10-18T00:00:00,Clay,28,271345,€,MS006,QF,01:32:00,,F,2,M0EJ,"6-2,6-4",L. Musetti,Y. Hanfmann,,,ITA,GER,6-2,6-4,,,,01:32:00,A,L. Musetti,Y. Hanfmann,ITA,GER,,,249,/en/stats/leaderboard?page=serve,1,2,63,49,78,67,33,49,41,12,29,82,9,11,9,202,/en/stats/leaderboard?page=serve,1,2,61,33,54,58,19,33,38,8,21,17,1,6,9,58,45,78,50,27,54,55,72,132,50,27,54,42,33,78,45,60,132,,,01:32:00,01:32:00,,,M0EJ,H997
9408,2020,Sardinia,250,2020-10-12T00:00:00,2020-10-18T00:00:00,Clay,28,271345,€,MS007,QF,01:23:00,,F,2,DB63,"6-4,6-4",L. Djere,J. Vesely,,,SRB,CZE,6-4,6-4,,,,01:23:00,A,L. Djere,J. Vesely,SRB,CZE,,,324,/en/stats/leaderboard?page=serve,1,4,70,38,54,76,29,38,75,12,16,0,0,0,10,275,/en/stats/leaderboard?page=serve,1,6,74,42,57,76,32,42,40,6,15,0,0,2,10,76,41,54,33,19,57,54,60,111,67,38,57,24,13,54,46,51,111,,,01:23:00,01:23:00,,,DB63,V708
9408,2020,Sardinia,250,2020-10-12T00:00:00,2020-10-18T00:00:00,Clay,28,271345,€,MS008,R16,01:27:00,,F,2,PE02,"6-1,6-4",D. Petrovic,R. Carballes Baena,,,SRB,ESP,6-1,6-4,,,,01:27:00,A,D. Petrovic,R. Carballes Baena,SRB,ESP,,,226,/en/stats/leaderboard?page=serve,5,4,56,28,50,68,19,28,41,9,22,57,4,7,8,175,/en/stats/leaderboard?page=serve,0,1,68,47,69,43,20,47,41,9,22,50,7,14,9,56,28,50,58,40,69,57,68,119,42,29,69,44,22,50,43,51,119,,,01:27:00,01:27:00,,,PE02,CF59
9408,2020,Sardinia,250,2020-10-12T00:00:00,2020-10-18T00:00:00,Clay,28,271345,€,MS009,R16,02:45:00,,F,3,D874,"5-7,7-6(7),6-4",F. Delbonis,P. Andujar,,,ARG,ESP,5-7,7-6(7),6-4,,,02:45:00,A,F. Delbonis,P. Andujar,ARG,ESP,,,238,/en/stats/leaderboard?page=serve,7,3,65,71,110,66,47,71,41,16,39,62,8,13,17,236,/en/stats/leaderboard?page=serve,10,1,62,64,104,63,40,64,50,20,40,44,4,9,17,57,63,110,42,44,104,50,107,214,58,60,104,43,47,110,50,107,214,,,02:45:00,02:45:00,7,5,D874,A596
9408,2020,Sardinia,250,2020-10-12T00:00:00,2020-10-18T00:00:00,Clay,28,271345,€,MS010,R16,01:20:00,,F,2,R772,"6-0,6-3",A. Ramos-Vinolas,C. Moutet,,,ESP,FRA,6-0,6-3,,,,01:20:00,A,A. Ramos-Vinolas,C. Moutet,ESP,FRA,,,272,/en/stats/leaderboard?page=serve,1,2,67,31,46,77,24,31,40,6,15,0,0,1,8,174,/en/stats/leaderboard?page=serve,3,0,66,33,50,48,16,33,35,6,17,44,4,9,7,65,30,46,56,28,50,60,58,96,44,22,50,35,16,46,40,38,96,,,01:20:00,01:20:00,,,R772,MW02
