event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
807,2006,Acapulco,CS,2006-02-27T00:00:00,2006-03-05T00:00:00,Clay,32,665000,$,MS001,F,02:02:00,,F,2,H390,"7-6(7),6-4",L. Horna,J. Chela,,,PER,ARG,7-6(7),6-4,,,,02:02:00,7.0,5.0,275,/en/stats/leaderboard?page=serve,1,7,62,51,82,65,33,51,61,19,31,67,4,6,11,262,/en/stats/leaderboard?page=serve,2,6,70,49,70,73,36,49,43,9,21,57,4,7,11,63,52,82,36,25,70,51,77,152,64,45,70,37,30,82,49,75,152,A,,,L. Horna,J. Chela,H390,C514,PER,ARG,,
807,2006,Acapulco,CS,2006-02-27T00:00:00,2006-03-05T00:00:00,Clay,32,665000,$,MS002,SF,01:21:00,,F,2,C514,"6-2,6-2",J. Chela,N. Almagro,,,ARG,ESP,6-2,6-2,,,,01:21:00,,,283,/en/stats/leaderboard?page=serve,2,1,60,42,70,67,28,42,57,16,28,100,5,5,8,204,/en/stats/leaderboard?page=serve,0,4,56,27,48,56,15,27,38,8,21,50,4,8,8,63,44,70,52,25,48,58,69,118,48,23,48,37,26,70,42,49,118,A,,,J. Chela,N. Almagro,C514,A479,ARG,ESP,,
807,2006,Acapulco,CS,2006-02-27T00:00:00,2006-03-05T00:00:00,Clay,32,665000,$,MS003,SF,02:36:00,,F,3,H390,"4-6,6-4,6-3",L. Horna,G. Gaudio,,,PER,ARG,4-6,6-4,6-3,,,02:36:00,,,277,/en/stats/leaderboard?page=serve,1,9,67,68,101,75,51,68,42,14,33,80,8,10,14,251,/en/stats/leaderboard?page=serve,7,2,71,68,96,69,47,68,43,12,28,56,5,9,15,64,65,101,39,37,96,52,102,197,61,59,96,36,36,101,48,95,197,A,,,L. Horna,G. Gaudio,H390,G374,PER,ARG,,
807,2006,Acapulco,CS,2006-02-27T00:00:00,2006-03-05T00:00:00,Clay,32,665000,$,MS004,QF,01:40:00,,F,2,C514,"7-5,6-2",J. Chela,A. Di Mauro,,,ARG,ITA,7-5,6-2,,,,01:40:00,,,262,/en/stats/leaderboard?page=serve,3,2,60,35,58,71,25,35,52,12,23,33,1,3,10,210,/en/stats/leaderboard?page=serve,4,4,73,48,66,54,26,48,33,6,18,29,2,7,10,64,37,58,52,34,66,57,71,124,48,32,66,36,21,58,43,53,124,A,,,J. Chela,A. Di Mauro,C514,D330,ARG,ITA,,
807,2006,Acapulco,CS,2006-02-27T00:00:00,2006-03-05T00:00:00,Clay,32,665000,$,MS005,QF,01:04:00,,F,2,A479,"6-4,6-0",N. Almagro,A. Montanes,,,ESP,ESP,6-4,6-0,,,,01:04:00,,,291,/en/stats/leaderboard?page=serve,0,7,59,27,46,70,19,27,68,13,19,67,2,3,8,197,/en/stats/leaderboard?page=serve,4,1,75,40,53,50,20,40,38,5,13,38,3,8,8,70,32,46,53,28,53,61,60,99,47,25,53,30,14,46,39,39,99,A,,,N. Almagro,A. Montanes,A479,M824,ESP,ESP,,
807,2006,Acapulco,CS,2006-02-27T00:00:00,2006-03-05T00:00:00,Clay,32,665000,$,MS006,QF,01:22:00,,F,2,H390,"6-3,6-4",L. Horna,A. Calleri,,,PER,ARG,6-3,6-4,,,,01:22:00,,,319,/en/stats/leaderboard?page=serve,1,3,70,37,53,78,29,37,69,11,16,0,0,0,10,257,/en/stats/leaderboard?page=serve,0,8,62,46,74,74,34,46,36,10,28,82,9,11,9,75,40,53,41,30,74,55,70,127,59,44,74,25,13,53,45,57,127,A,,,L. Horna,A. Calleri,H390,C478,PER,ARG,,
807,2006,Acapulco,CS,2006-02-27T00:00:00,2006-03-05T00:00:00,Clay,32,665000,$,MS007,QF,02:14:00,,F,3,G374,"6-4,2-6,6-3",G. Gaudio,M. Daniel,,,ARG,BRA,6-4,2-6,6-3,,,02:14:00,,,241,/en/stats/leaderboard?page=serve,8,3,62,58,94,71,41,58,42,15,36,67,8,12,14,253,/en/stats/leaderboard?page=serve,1,5,74,62,84,65,40,62,41,9,22,60,6,10,13,60,56,94,42,35,84,51,91,178,58,49,84,40,38,94,49,87,178,A,,,G. Gaudio,M. Daniel,G374,D339,ARG,BRA,,
807,2006,Acapulco,CS,2006-02-27T00:00:00,2006-03-05T00:00:00,Clay,32,665000,$,MS008,R16,01:59:00,,F,3,D330,"1-6,6-3,6-4",A. Di Mauro,B. Pashanski,,,ITA,SRB,1-6,6-3,6-4,,,01:59:00,,,254,/en/stats/leaderboard?page=serve,0,14,60,45,75,71,32,45,40,12,30,33,2,6,13,244,/en/stats/leaderboard?page=serve,1,2,60,50,84,58,29,50,56,19,34,43,3,7,13,59,44,75,43,36,84,50,80,159,57,48,84,41,31,75,50,79,159,A,,,A. Di Mauro,B. Pashanski,D330,P642,ITA,SRB,,
807,2006,Acapulco,CS,2006-02-27T00:00:00,2006-03-05T00:00:00,Clay,32,665000,$,MS009,R16,01:52:00,,F,3,C514,"6-1,2-6,6-2",J. Chela,T. Behrend,,,ARG,GER,6-1,2-6,6-2,,,01:52:00,,,264,/en/stats/leaderboard?page=serve,2,7,58,52,89,75,39,52,43,16,37,85,11,13,12,226,/en/stats/leaderboard?page=serve,3,6,57,41,72,68,28,41,35,11,31,60,6,10,11,62,55,89,46,33,72,55,88,161,54,39,72,38,34,89,45,73,161,A,,,J. Chela,T. Behrend,C514,B545,ARG,GER,,
807,2006,Acapulco,CS,2006-02-27T00:00:00,2006-03-05T00:00:00,Clay,32,665000,$,MS010,R16,02:19:00,,F,3,M824,"2-6,7-6(7),6-4",A. Montanes,C. Moya,,,ESP,ESP,2-6,7-6(7),6-4,,,02:19:00,,,258,/en/stats/leaderboard?page=serve,2,7,66,75,113,68,51,75,39,15,38,77,10,13,15,277,/en/stats/leaderboard?page=serve,2,5,60,55,91,78,43,55,50,18,36,67,4,6,15,58,66,113,33,30,91,47,96,204,67,61,91,42,47,113,53,108,204,A,7.0,5.0,A. Montanes,C. Moya,M824,M605,ESP,ESP,,
