event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set4_winner,tiebreak_set4_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_id_winner,player_id_loser
540,2008,Wimbledon,GS,2008-06-23T00:00:00,2008-07-06T00:00:00,Grass,128,5257000,£,MS001,F,04:48:00,,F,5,N409,"6-4,6-4,6-7(5),6-7(8),9-7",R. Nadal,R. Federer,,,ESP,SUI,6-4,6-4,6-7(5),6-7(8),9-7,04:48:00,A,R. Nadal,R. Federer,ESP,SUI,,,5.0,7.0,8.0,10.0,300,/en/stats/leaderboard?page=serve,3,6,73,160,218,69,111,160,59,34,58,92,12,13,30,303,/en/stats/leaderboard?page=serve,2,25,65,127,195,72,92,127,57,39,68,69,9,13,30,67,145,218,33,64,195,51,209,413,67,131,195,33,73,218,49,204,413,,,,,N409,F324
540,2008,Wimbledon,GS,2008-06-23T00:00:00,2008-07-06T00:00:00,Grass,128,5257000,£,MS002,SF,01:43:00,,F,3,F324,"6-3,7-6(7),6-4",R. Federer,M. Safin,,,SUI,RUS,6-3,7-6(7),6-4,,,01:43:00,A,R. Federer,M. Safin,SUI,RUS,,,,,,,339,/en/stats/leaderboard?page=serve,0,15,67,60,90,77,46,60,80,24,30,100,2,2,16,295,/en/stats/leaderboard?page=serve,0,13,67,62,93,74,46,62,55,17,31,60,3,5,15,78,70,90,32,30,93,55,100,183,68,63,93,22,20,90,45,83,183,7.0,3.0,,,F324,S741
540,2008,Wimbledon,GS,2008-06-23T00:00:00,2008-07-06T00:00:00,Grass,128,5257000,£,MS003,SF,02:02:00,,F,3,N409,"6-1,7-6(7),6-4",R. Nadal,R. Schuettler,,,ESP,GER,6-1,7-6(7),6-4,,,02:02:00,A,R. Nadal,R. Schuettler,ESP,GER,,,,,,,326,/en/stats/leaderboard?page=serve,1,6,80,60,75,82,49,60,67,10,15,50,1,2,14,246,/en/stats/leaderboard?page=serve,0,3,67,60,89,65,39,60,45,13,29,58,7,12,15,79,59,75,42,37,89,59,96,164,58,52,89,21,16,75,41,68,164,7.0,3.0,,,N409,S636
540,2008,Wimbledon,GS,2008-06-23T00:00:00,2008-07-06T00:00:00,Grass,128,5257000,£,MS004,QF,01:42:00,,F,3,F324,"6-1,7-5,6-4",R. Federer,M. Ancic,,,SUI,CRO,6-1,7-5,6-4,,,01:42:00,A,R. Federer,M. Ancic,SUI,CRO,,,,,,,354,/en/stats/leaderboard?page=serve,0,15,69,49,71,88,43,49,82,18,22,0,0,0,15,256,/en/stats/leaderboard?page=serve,2,9,61,58,95,71,41,58,46,17,37,60,6,10,14,86,61,71,39,37,95,59,98,166,61,58,95,14,10,71,41,68,166,,,,,F324,A385
540,2008,Wimbledon,GS,2008-06-23T00:00:00,2008-07-06T00:00:00,Grass,128,5257000,£,MS005,QF,02:40:00,,F,4,S741,"3-6,7-5,7-6(7),6-3",M. Safin,F. Lopez,,,RUS,ESP,3-6,7-5,7-6(7),6-3,,02:40:00,A,M. Safin,F. Lopez,RUS,ESP,,,7.0,1.0,,,292,/en/stats/leaderboard?page=serve,3,18,57,69,122,77,53,69,58,31,53,63,5,8,20,265,/en/stats/leaderboard?page=serve,6,17,58,74,127,77,57,74,42,22,53,38,3,8,22,69,84,122,38,48,127,53,132,249,62,79,127,31,38,122,47,117,249,,,,,S741,L397
540,2008,Wimbledon,GS,2008-06-23T00:00:00,2008-07-06T00:00:00,Grass,128,5257000,£,MS006,QF,05:12:00,,F,5,S636,"6-3,5-7,7-6(8),6-7(7),8-6",R. Schuettler,A. Clement,,,GER,FRA,6-3,5-7,7-6(8),6-7(7),8-6,05:12:00,A,R. Schuettler,A. Clement,GER,FRA,,,8.0,6.0,7.0,9.0,260,/en/stats/leaderboard?page=serve,7,13,57,116,202,68,79,116,53,46,86,53,8,15,30,248,/en/stats/leaderboard?page=serve,5,9,55,118,214,63,74,118,54,52,96,58,11,19,29,62,125,202,41,88,214,51,213,416,59,126,214,38,77,202,49,203,416,,,,,S636,C487
540,2008,Wimbledon,GS,2008-06-23T00:00:00,2008-07-06T00:00:00,Grass,128,5257000,£,MS007,QF,01:55:00,,F,3,N409,"6-3,6-2,6-4",R. Nadal,A. Murray,,,ESP,GBR,6-3,6-2,6-4,,,01:55:00,A,R. Nadal,A. Murray,ESP,GBR,,,,,,,333,/en/stats/leaderboard?page=serve,1,4,62,41,66,88,36,41,80,20,25,0,0,0,14,230,/en/stats/leaderboard?page=serve,2,5,51,46,91,67,31,46,40,18,45,60,6,10,13,85,56,66,46,42,91,62,98,157,54,49,91,15,10,66,38,59,157,,,,,N409,MC10
540,2008,Wimbledon,GS,2008-06-23T00:00:00,2008-07-06T00:00:00,Grass,128,5257000,£,MS008,R16,01:50:00,,F,3,F324,"7-6(9),6-2,6-4",R. Federer,L. Hewitt,,,SUI,AUS,7-6(9),6-2,6-4,,,01:50:00,A,R. Federer,L. Hewitt,SUI,AUS,,,,,,,317,/en/stats/leaderboard?page=serve,3,21,61,60,98,85,51,60,53,20,38,100,8,8,15,275,/en/stats/leaderboard?page=serve,1,8,62,54,87,78,42,54,48,16,33,0,0,3,15,72,71,98,33,29,87,54,100,185,67,58,87,28,27,98,46,85,185,,,9.0,7.0,F324,H432
540,2008,Wimbledon,GS,2008-06-23T00:00:00,2008-07-06T00:00:00,Grass,128,5257000,£,MS009,R16,03:50:00,,F,5,A385,"3-6,4-6,6-3,6-4,13-11",M. Ancic,F. Verdasco,,,CRO,ESP,3-6,4-6,6-3,6-4,13-11,03:50:00,A,M. Ancic,F. Verdasco,CRO,ESP,,,,,,,283,/en/stats/leaderboard?page=serve,6,15,61,111,183,77,86,111,49,35,72,56,5,9,31,276,/en/stats/leaderboard?page=serve,14,10,71,122,172,74,90,122,52,26,50,38,3,8,31,66,121,183,33,56,172,50,177,355,67,116,172,34,62,183,50,178,355,,,,,A385,V306
540,2008,Wimbledon,GS,2008-06-23T00:00:00,2008-07-06T00:00:00,Grass,128,5257000,£,MS010,R16,02:41:00,,F,4,S741,"6-4,6-3,5-7,6-1",M. Safin,S. Wawrinka,,,RUS,SUI,6-4,6-3,5-7,6-1,,02:41:00,A,M. Safin,S. Wawrinka,RUS,SUI,,,,,,,266,/en/stats/leaderboard?page=serve,5,6,52,66,126,74,49,66,55,33,60,79,11,14,19,222,/en/stats/leaderboard?page=serve,8,8,55,63,114,63,40,63,41,21,51,46,6,13,19,65,82,126,46,53,114,56,135,240,54,61,114,35,44,126,44,105,240,,,,,S741,W367
