event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set1_winner,tiebreak_set1_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
468,2007,Estoril,WS,2007-04-29T00:00:00,2007-05-06T00:00:00,Clay,32,600000,$,MS001,F,02:11:00,,F,3,D643,"7-6(9),0-6,6-1",N. Djokovic,R. Gasquet,,,SRB,FRA,7-6(9),0-6,6-1,,,02:11:00,A,N. Djokovic,R. Gasquet,SRB,FRA,,,9.0,7.0,227,/en/stats/leaderboard?page=serve,4,3,63,60,96,65,39,60,39,14,36,58,7,12,13,241,/en/stats/leaderboard?page=serve,5,4,61,42,69,74,31,42,41,11,27,33,2,6,12,55,53,96,39,27,69,48,80,165,61,42,69,45,43,96,52,85,165,,,,,D643,G628
468,2007,Estoril,WS,2007-04-29T00:00:00,2007-05-06T00:00:00,Clay,32,600000,$,MS002,SF,00:17:00,,F,1,G628,3-1,R. Gasquet,P. Mathieu,,,FRA,FRA,3-1,,,,,00:17:00,A,R. Gasquet,P. Mathieu,FRA,FRA,,,,,221,/en/stats/leaderboard?page=serve,0,0,71,10,14,50,5,10,50,2,4,50,1,2,2,106,/en/stats/leaderboard?page=serve,1,0,58,7,12,29,2,7,20,1,5,0,0,2,2,50,7,14,75,9,12,62,16,26,25,3,12,50,7,14,38,10,26,,,,,G628,M850
468,2007,Estoril,WS,2007-04-29T00:00:00,2007-05-06T00:00:00,Clay,32,600000,$,MS003,SF,01:19:00,,F,2,D643,"7-5,6-1",N. Djokovic,T. Robredo,,,SRB,ESP,7-5,6-1,,,,01:19:00,A,N. Djokovic,T. Robredo,SRB,ESP,,,,,275,/en/stats/leaderboard?page=serve,4,1,55,32,58,75,24,32,58,15,26,50,1,2,10,236,/en/stats/leaderboard?page=serve,0,0,78,47,60,57,27,47,46,6,13,60,6,10,9,67,39,58,45,27,60,56,66,118,55,33,60,33,19,58,44,52,118,,,,,D643,R419
468,2007,Estoril,WS,2007-04-29T00:00:00,2007-05-06T00:00:00,Clay,32,600000,$,MS004,QF,01:21:00,,F,2,G628,"6-3,6-4",R. Gasquet,V. Spadea,,,FRA,USA,6-3,6-4,,,,01:21:00,A,R. Gasquet,V. Spadea,FRA,USA,,,,,284,/en/stats/leaderboard?page=serve,0,2,65,33,51,70,23,33,67,12,18,0,0,2,10,216,/en/stats/leaderboard?page=serve,1,0,58,36,62,50,18,36,54,14,26,50,4,8,9,69,35,51,48,30,62,58,65,113,52,32,62,31,16,51,42,48,113,,,,,G628,S544
468,2007,Estoril,WS,2007-04-29T00:00:00,2007-05-06T00:00:00,Clay,32,600000,$,MS005,QF,02:12:00,,F,3,M850,"6-4,4-6,6-1",P. Mathieu,J. Monaco,,,FRA,ARG,6-4,4-6,6-1,,,02:12:00,A,P. Mathieu,J. Monaco,FRA,ARG,,,,,216,/en/stats/leaderboard?page=serve,3,1,53,43,81,63,27,43,45,17,38,25,2,8,14,184,/en/stats/leaderboard?page=serve,4,1,64,65,101,60,39,65,25,9,36,50,8,16,13,54,44,81,52,53,101,53,97,182,48,48,101,46,37,81,47,85,182,,,,,M850,MA21
468,2007,Estoril,WS,2007-04-29T00:00:00,2007-05-06T00:00:00,Clay,32,600000,$,MS006,QF,02:43:00,,F,3,D643,"6-4,1-6,7-5",N. Djokovic,G. Garcia-Lopez,,,SRB,ESP,6-4,1-6,7-5,,,02:43:00,A,N. Djokovic,G. Garcia-Lopez,SRB,ESP,,,,,224,/en/stats/leaderboard?page=serve,4,5,56,61,109,57,35,61,50,24,48,50,6,12,15,228,/en/stats/leaderboard?page=serve,2,4,57,59,104,58,34,59,47,21,45,67,10,15,14,54,59,109,47,49,104,51,108,213,53,55,104,46,50,109,49,105,213,,,,,D643,G476
468,2007,Estoril,WS,2007-04-29T00:00:00,2007-05-06T00:00:00,Clay,32,600000,$,MS007,QF,02:30:00,,F,3,R419,"7-5,6-7(5),6-3",T. Robredo,A. Calleri,,,ESP,ARG,7-5,6-7(5),6-3,,,02:30:00,A,T. Robredo,A. Calleri,ESP,ARG,,,,,272,/en/stats/leaderboard?page=serve,1,1,83,101,122,61,62,101,52,11,21,71,10,14,17,221,/en/stats/leaderboard?page=serve,6,3,59,71,121,63,45,71,40,20,50,63,10,16,16,60,73,122,46,56,121,53,129,243,54,65,121,40,49,122,47,114,243,5.0,7.0,,,R419,C478
468,2007,Estoril,WS,2007-04-29T00:00:00,2007-05-06T00:00:00,Clay,32,600000,$,MS008,R16,01:57:00,,F,3,S544,"2-6,6-3,6-4",V. Spadea,O. Patience,,,USA,FRA,2-6,6-3,6-4,,,01:57:00,A,V. Spadea,O. Patience,USA,FRA,,,,,252,/en/stats/leaderboard?page=serve,0,1,59,51,87,65,33,51,56,20,36,64,7,11,14,242,/en/stats/leaderboard?page=serve,4,3,63,60,96,67,40,60,44,16,36,73,11,15,13,61,53,87,42,40,96,51,93,183,58,56,96,39,34,87,49,90,183,,,,,S544,P488
468,2007,Estoril,WS,2007-04-29T00:00:00,2007-05-06T00:00:00,Clay,32,600000,$,MS009,R16,01:05:00,,F,2,G628,"6-1,6-2",R. Gasquet,F. Gil,,,FRA,POR,6-1,6-2,,,,01:05:00,A,R. Gasquet,F. Gil,FRA,POR,,,,,319,/en/stats/leaderboard?page=serve,0,2,65,28,43,79,22,28,73,11,15,0,0,0,8,200,/en/stats/leaderboard?page=serve,1,0,62,28,45,50,14,28,47,8,17,50,4,8,7,77,33,43,51,23,45,64,56,88,49,22,45,23,10,43,36,32,88,,,,,G628,G717
468,2007,Estoril,WS,2007-04-29T00:00:00,2007-05-06T00:00:00,Clay,32,600000,$,MS010,R16,01:10:00,,F,2,M850,"6-2,6-1",P. Mathieu,I. Kunitsyn,,,FRA,RUS,6-2,6-1,,,,01:10:00,A,P. Mathieu,I. Kunitsyn,FRA,RUS,,,,,279,/en/stats/leaderboard?page=serve,1,1,54,25,46,76,19,25,62,13,21,0,0,1,8,171,/en/stats/leaderboard?page=serve,0,0,61,28,46,43,12,28,39,7,18,29,2,7,7,70,32,46,59,27,46,64,59,92,41,19,46,30,14,46,36,33,92,,,,,M850,K403
