event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,settime_tot_winner,settime_tot_loser,player_id_winner,player_id_loser
424,2023,Dallas,250,2023-02-06T00:00:00,2023-02-12T00:00:00,Hard,28,737170,$,MS001,F,02:59:00,,F,3,WB32,"6-7(4),7-6(7),7-6(14)",Y. Wu,J. Isner,,,CHN,USA,6-7(4),7-6(7),7-6(14),,,02:59:00,A,Y. Wu,J. Isner,CHN,USA,,,320,/en/stats/leaderboard?page=serve,2,7,68,87,128,79,69,87,68,28,41,100,3,3,18,371,/en/stats/leaderboard?page=serve,1,44,75,89,118,81,72,89,72,21,29,100,2,2,18,76,97,128,21,25,118,50,122,246,79,93,118,24,31,128,50,124,246,4,7,7,3,14,12,02:59:00,02:59:00,WB32,I186
424,2023,Dallas,250,2023-02-06T00:00:00,2023-02-12T00:00:00,Hard,28,737170,$,MS002,SF,02:33:00,,F,3,WB32,"6-7(3),7-5,6-4",Y. Wu,T. Fritz,,,CHN,USA,6-7(3),7-5,6-4,,,02:33:00,A,Y. Wu,T. Fritz,CHN,USA,,,300,/en/stats/leaderboard?page=serve,0,6,59,72,122,71,51,72,64,32,50,100,9,9,17,313,/en/stats/leaderboard?page=serve,2,20,60,58,96,81,47,58,66,25,38,50,2,4,17,68,83,122,25,24,96,49,107,218,75,72,96,32,39,122,51,111,218,3,7,,,,,02:33:00,02:33:00,WB32,FB98
424,2023,Dallas,250,2023-02-06T00:00:00,2023-02-12T00:00:00,Hard,28,737170,$,MS003,SF,02:31:00,,F,3,I186,"3-6,7-5,7-6(7)",J. Isner,J. Wolf,,,USA,USA,3-6,7-5,7-6(7),,,02:31:00,A,J. Isner,J. Wolf,USA,USA,,,327,/en/stats/leaderboard?page=serve,2,31,70,71,102,80,57,71,55,17,31,88,7,8,16,309,/en/stats/leaderboard?page=serve,4,14,64,65,101,80,52,65,61,22,36,75,3,4,17,73,74,102,27,27,101,50,101,203,73,74,101,27,28,102,50,102,203,,,,,7,4,02:31:00,02:31:00,I186,W09G
424,2023,Dallas,250,2023-02-06T00:00:00,2023-02-12T00:00:00,Hard,28,737170,$,MS004,QF,01:51:00,,F,3,FB98,"7-6(9),3-6,6-3",T. Fritz,M. Giron,,,USA,USA,7-6(9),3-6,6-3,,,01:51:00,A,T. Fritz,M. Giron,USA,USA,,,302,/en/stats/leaderboard?page=serve,2,9,66,55,83,82,45,55,54,15,28,0,0,1,15,299,/en/stats/leaderboard?page=serve,1,6,65,57,88,75,43,57,61,19,31,50,1,2,15,72,60,83,30,26,88,50,86,171,70,62,88,28,23,83,50,85,171,9,7,,,,,01:51:00,01:51:00,FB98,GC88
424,2023,Dallas,250,2023-02-06T00:00:00,2023-02-12T00:00:00,Hard,28,737170,$,MS005,QF,01:14:00,,F,2,WB32,"6-3,6-4",Y. Wu,A. Mannarino,,,CHN,FRA,6-3,6-4,,,,01:14:00,A,Y. Wu,A. Mannarino,CHN,FRA,,,303,/en/stats/leaderboard?page=serve,0,6,70,37,53,81,30,37,56,9,16,75,3,4,10,243,/en/stats/leaderboard?page=serve,0,4,74,35,47,66,23,35,33,4,12,0,0,3,9,74,39,53,43,20,47,59,59,100,57,27,47,26,14,53,41,41,100,,,,,,,01:14:00,01:14:00,WB32,ME82
424,2023,Dallas,250,2023-02-06T00:00:00,2023-02-12T00:00:00,Hard,28,737170,$,MS006,QF,01:48:00,,F,2,I186,"7-6(10),7-5",J. Isner,E. Gomez,,,USA,ECU,7-6(10),7-5,,,,01:48:00,A,J. Isner,E. Gomez,USA,ECU,,,349,/en/stats/leaderboard?page=serve,1,23,69,49,71,90,44,49,68,15,22,100,4,4,12,298,/en/stats/leaderboard?page=serve,3,12,66,52,79,88,46,52,44,12,27,80,4,5,12,83,59,71,27,21,79,53,80,150,73,58,79,17,12,71,47,70,150,10,8,,,,,01:48:00,01:48:00,I186,GA36
424,2023,Dallas,250,2023-02-06T00:00:00,2023-02-12T00:00:00,Hard,28,737170,$,MS007,QF,02:06:00,,F,3,W09G,"4-6,6-3,6-4",J. Wolf,F. Tiafoe,,,USA,USA,4-6,6-3,6-4,,,02:06:00,A,J. Wolf,F. Tiafoe,USA,USA,,,284,/en/stats/leaderboard?page=serve,2,11,60,57,95,82,47,57,47,18,38,82,9,11,15,277,/en/stats/leaderboard?page=serve,0,14,69,60,87,75,45,60,41,11,27,63,5,8,14,68,65,95,36,31,87,53,96,182,64,56,87,32,30,95,47,86,182,,,,,,,02:06:00,02:06:00,W09G,TD51
424,2023,Dallas,250,2023-02-06T00:00:00,2023-02-12T00:00:00,Hard,28,737170,$,MS008,R16,01:36:00,,F,2,FB98,"7-6(7),6-4",T. Fritz,J. Sock,,,USA,USA,7-6(7),6-4,,,,01:36:00,A,T. Fritz,J. Sock,USA,USA,,,319,/en/stats/leaderboard?page=serve,1,10,67,43,64,91,39,43,52,11,21,0,0,0,11,282,/en/stats/leaderboard?page=serve,2,8,58,46,79,76,35,46,52,17,33,86,6,7,11,78,50,64,34,27,79,54,77,143,66,52,79,22,14,64,46,66,143,7,5,,,,,01:36:00,01:36:00,FB98,SM25
424,2023,Dallas,250,2023-02-06T00:00:00,2023-02-12T00:00:00,Hard,28,737170,$,MS009,R16,01:07:00,,F,2,GC88,"6-4,6-3",M. Giron,O. Otte,,,USA,GER,6-4,6-3,,,,01:07:00,A,M. Giron,O. Otte,USA,GER,,,321,/en/stats/leaderboard?page=serve,1,5,67,32,48,81,26,32,69,11,16,100,3,3,9,243,/en/stats/leaderboard?page=serve,2,7,60,38,63,68,26,38,40,10,25,50,3,6,10,77,37,48,43,27,63,58,64,111,57,36,63,23,11,48,42,47,111,,,,,,,01:07:00,01:07:00,GC88,O449
424,2023,Dallas,250,2023-02-06T00:00:00,2023-02-12T00:00:00,Hard,28,737170,$,MS010,R16,01:34:00,,F,2,WB32,"7-6(7),6-4",Y. Wu,D. Shapovalov,,,CHN,CAN,7-6(7),6-4,,,,01:34:00,A,Y. Wu,D. Shapovalov,CHN,CAN,,,277,/en/stats/leaderboard?page=serve,0,2,63,48,76,67,32,48,64,18,28,60,3,5,11,249,/en/stats/leaderboard?page=serve,8,8,62,41,66,71,29,41,44,11,25,50,3,6,11,66,50,76,39,26,66,54,76,142,61,40,66,34,26,76,46,66,142,7,1,,,,,01:34:00,01:34:00,WB32,SU55
