event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
408,2005,Milan,WS,2005-01-31T00:00:00,2005-02-06T00:00:00,Carpet,32,355000,$,MS001,F,01:57:00,,F,3,SA49,"6-3,6-7(2),7-6(7)",R. Soderling,R. Stepanek,,,SWE,CZE,6-3,6-7(2),7-6(7),,,01:57:00,2.0,7.0,7.0,5.0,337,/en/stats/leaderboard?page=serve,1,18,63,60,96,88,53,60,69,25,36,0,0,0,17,307,/en/stats/leaderboard?page=serve,8,15,69,72,104,82,59,72,56,18,32,75,3,4,16,81,78,96,26,27,104,53,105,200,74,77,104,19,18,96,48,95,200,A,,,R. Soderling,R. Stepanek,SA49,S694,SWE,CZE,,
408,2005,Milan,WS,2005-01-31T00:00:00,2005-02-06T00:00:00,Carpet,32,355000,$,MS002,SF,01:55:00,,F,3,SA49,"6-7(5),6-3,6-4",R. Soderling,M. Mirnyi,,,SWE,BLR,6-7(5),6-3,6-4,,,01:55:00,,,,,304,/en/stats/leaderboard?page=serve,5,12,67,67,100,82,55,67,48,16,33,100,4,4,16,302,/en/stats/leaderboard?page=serve,3,14,69,61,89,79,48,61,57,16,28,67,4,6,15,71,71,100,28,25,89,51,96,189,72,64,89,29,29,100,49,93,189,A,5.0,7.0,R. Soderling,M. Mirnyi,SA49,M595,SWE,BLR,,
408,2005,Milan,WS,2005-01-31T00:00:00,2005-02-06T00:00:00,Carpet,32,355000,$,MS003,SF,01:05:00,,F,2,S694,"6-4,6-2",R. Stepanek,I. Ljubicic,,,CZE,CRO,6-4,6-2,,,,01:05:00,,,,,319,/en/stats/leaderboard?page=serve,2,5,73,36,49,81,29,36,62,8,13,0,0,0,9,239,/en/stats/leaderboard?page=serve,4,2,58,33,57,67,22,33,50,12,24,73,8,11,9,76,37,49,40,23,57,57,60,106,60,34,57,24,12,49,43,46,106,A,,,R. Stepanek,I. Ljubicic,S694,L360,CZE,CRO,,
408,2005,Milan,WS,2005-01-31T00:00:00,2005-02-06T00:00:00,Carpet,32,355000,$,MS004,QF,01:02:00,,F,2,M595,"6-3,6-2",M. Mirnyi,T. Behrend,,,BLR,GER,6-3,6-2,,,,01:02:00,,,,,330,/en/stats/leaderboard?page=serve,3,10,69,31,45,90,28,31,64,9,14,100,2,2,9,234,/en/stats/leaderboard?page=serve,2,6,64,35,55,69,24,35,35,7,20,50,3,6,8,82,37,45,44,24,55,61,61,100,56,31,55,18,8,45,39,39,100,A,,,M. Mirnyi,T. Behrend,M595,B545,BLR,GER,,
408,2005,Milan,WS,2005-01-31T00:00:00,2005-02-06T00:00:00,Carpet,32,355000,$,MS005,QF,00:57:00,,F,2,SA49,"6-3,6-2",R. Soderling,S. Stakhovsky,,,SWE,UKR,6-3,6-2,,,,00:57:00,,,,,306,/en/stats/leaderboard?page=serve,1,9,60,33,55,79,26,33,59,13,22,0,0,0,9,228,/en/stats/leaderboard?page=serve,2,5,63,38,60,68,26,38,32,7,22,67,6,9,8,71,39,55,45,27,60,57,66,115,55,33,60,29,16,55,43,49,115,A,,,R. Soderling,S. Stakhovsky,SA49,SC77,SWE,UKR,,
408,2005,Milan,WS,2005-01-31T00:00:00,2005-02-06T00:00:00,Carpet,32,355000,$,MS006,QF,02:18:00,,F,3,S694,"7-6(7),4-6,6-3",R. Stepanek,R. Schuettler,,,CZE,GER,7-6(7),4-6,6-3,,,02:18:00,,,,,282,/en/stats/leaderboard?page=serve,6,11,73,82,112,74,61,82,43,13,30,80,8,10,16,268,/en/stats/leaderboard?page=serve,7,6,58,53,91,83,44,53,42,16,38,75,6,8,15,66,74,112,34,31,91,52,105,203,66,60,91,34,38,112,48,98,203,A,7.0,4.0,R. Stepanek,R. Schuettler,S694,S636,CZE,GER,,
408,2005,Milan,WS,2005-01-31T00:00:00,2005-02-06T00:00:00,Carpet,32,355000,$,MS007,QF,01:58:00,,F,3,L360,"6-7(4),6-0,6-2",I. Ljubicic,K. Beck,,,CRO,SVK,6-7(4),6-0,6-2,,,01:58:00,,,,,291,/en/stats/leaderboard?page=serve,6,21,60,54,90,74,40,54,50,18,36,88,7,8,13,219,/en/stats/leaderboard?page=serve,3,7,59,51,87,67,34,51,36,13,36,57,8,14,13,64,58,90,46,40,87,55,98,177,54,47,87,36,32,90,45,79,177,A,4.0,7.0,I. Ljubicic,K. Beck,L360,B804,CRO,SVK,,
408,2005,Milan,WS,2005-01-31T00:00:00,2005-02-06T00:00:00,Carpet,32,355000,$,MS008,R16,01:26:00,,F,2,B545,"7-5,7-6(7)",T. Behrend,A. Pavel,,,GER,ROU,7-5,7-6(7),,,,01:26:00,7.0,3.0,,,298,/en/stats/leaderboard?page=serve,4,4,54,44,82,91,40,44,53,20,38,100,5,5,12,315,/en/stats/leaderboard?page=serve,1,11,68,42,62,86,36,42,60,12,20,0,0,1,12,73,60,82,23,14,62,51,74,144,77,48,62,27,22,82,49,70,144,A,,,T. Behrend,A. Pavel,B545,P280,GER,ROU,,
408,2005,Milan,WS,2005-01-31T00:00:00,2005-02-06T00:00:00,Carpet,32,355000,$,MS009,R16,01:35:00,,F,2,M595,"7-6(7),7-6(7)",M. Mirnyi,G. Muller,,,BLR,LUX,7-6(7),7-6(7),,,,01:35:00,7.0,4.0,,,310,/en/stats/leaderboard?page=serve,3,15,67,49,73,86,42,49,54,13,24,50,1,2,12,279,/en/stats/leaderboard?page=serve,5,14,63,59,94,73,43,59,43,15,35,88,7,8,12,75,55,73,38,36,94,54,91,167,62,58,94,25,18,73,46,76,167,A,7.0,1.0,M. Mirnyi,G. Muller,M595,MA30,BLR,LUX,,
408,2005,Milan,WS,2005-01-31T00:00:00,2005-02-06T00:00:00,Carpet,32,355000,$,MS010,R16,01:42:00,,F,3,SC77,"6-4,4-6,7-6(7)",S. Stakhovsky,M. Ancic,,,UKR,CRO,6-4,4-6,7-6(7),,,01:42:00,,,7.0,3.0,317,/en/stats/leaderboard?page=serve,2,13,66,61,92,82,50,61,65,20,31,67,2,3,16,344,/en/stats/leaderboard?page=serve,0,13,71,53,75,85,45,53,82,18,22,0,0,1,16,76,70,92,16,12,75,49,82,167,84,63,75,24,22,92,51,85,167,A,,,S. Stakhovsky,M. Ancic,SC77,A385,UKR,CRO,,
