event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
301,1997,Auckland,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS011,R16,02:19:00,,F,3,G352,"5-7,6-2,7-6(7)",J. Gambill,C. Woodruff,,,USA,USA,5-7,6-2,7-6(7),,,02:19:00,,,250,/en/stats/leaderboard?page=serve,8,6,53,64,121,69,44,64,49,28,57,70,7,10,16,240,/en/stats/leaderboard?page=serve,7,5,53,62,116,71,44,62,43,23,54,60,6,10,16,60,72,121,42,49,116,51,121,237,58,67,116,40,49,121,49,116,237,A,,,,,7,2,J. Gambill,C. Woodruff,G352,W212,USA,USA,,
301,1997,Auckland,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS012,R16,01:09:00,,F,2,G247,"6-3,6-1",H. Gumy,N. Kulti,,,ARG,SWE,6-3,6-1,,,,01:09:00,,,279,/en/stats/leaderboard?page=serve,4,6,69,38,55,68,26,38,53,9,17,80,4,5,8,169,/en/stats/leaderboard?page=serve,3,3,45,22,49,50,11,22,37,10,27,29,2,7,8,64,35,55,57,28,49,61,63,104,43,21,49,36,20,55,39,41,104,A,,,,,,,H. Gumy,N. Kulti,G247,K181,ARG,SWE,,
301,1997,Auckland,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS013,R16,01:09:00,,F,2,C328,"6-3,6-3",K. Carlsen,A. Berasategui,,,DEN,ESP,6-3,6-3,,,,01:09:00,,,279,/en/stats/leaderboard?page=serve,4,10,61,36,59,81,29,36,43,10,23,86,6,7,9,212,/en/stats/leaderboard?page=serve,1,0,78,47,60,57,27,47,23,3,13,60,6,10,9,66,39,59,50,30,60,58,69,119,50,30,60,34,20,59,42,50,119,A,,,,,,,K. Carlsen,A. Berasategui,C328,B428,DEN,ESP,,
301,1997,Auckland,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS014,R16,01:21:00,,F,2,R284,"7-6(7),6-4",A. Radulescu,T. Johansson,,,GER,SWE,7-6(7),6-4,,,,01:21:00,7,5,298,/en/stats/leaderboard?page=serve,1,6,58,38,65,89,34,38,56,15,27,50,1,2,11,277,/en/stats/leaderboard?page=serve,2,8,55,35,64,83,29,35,52,15,29,0,0,2,11,75,49,65,31,20,64,53,69,129,69,44,64,25,16,65,47,60,129,A,,,,,,,A. Radulescu,T. Johansson,R284,J129,GER,SWE,,
301,1997,Auckland,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS015,R16,01:07:00,,F,2,N254,"6-4,6-2",J. Novak,C. Mamiit,,,CZE,PHI,6-4,6-2,,,,01:07:00,,,275,/en/stats/leaderboard?page=serve,1,0,65,33,51,79,26,33,44,8,18,0,0,1,9,223,/en/stats/leaderboard?page=serve,2,3,54,30,56,67,20,30,46,12,26,60,6,10,9,67,34,51,43,24,56,54,58,107,57,32,56,33,17,51,46,49,107,A,,,,,,,J. Novak,C. Mamiit,N254,M614,CZE,PHI,,
301,1997,Auckland,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS016,R32,01:00:00,,F,2,R286,"6-2,6-3",M. Rios,K. Alami,,,CHI,MAR,6-2,6-3,,,,01:00:00,,,274,/en/stats/leaderboard?page=serve,,4,47,27,58,67,18,27,68,21,31,50,1,2,9,211,/en/stats/leaderboard?page=serve,2,2,57,26,46,54,14,26,50,10,20,20,1,5,8,67,39,58,48,22,46,59,61,104,52,24,46,33,19,58,41,43,104,A,,,,False,,,M. Rios,K. Alami,R286,A203,CHI,MAR,,
301,1997,Auckland,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS017,R32,01:23:00,,F,3,T136,"4-6,6-2,6-1",J. Tarango,S. Downs,,,USA,NZL,4-6,6-2,6-1,,,01:23:00,,,297,/en/stats/leaderboard?page=serve,4,7,74,59,80,76,45,59,52,11,21,0,0,1,13,252,/en/stats/leaderboard?page=serve,2,9,77,68,88,57,39,68,45,9,20,56,5,9,12,70,56,80,45,40,88,57,96,168,55,48,88,30,24,80,43,72,168,A,,,,,,,J. Tarango,S. Downs,T136,D279,USA,NZL,,
301,1997,Auckland,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS018,R32,00:52:00,,F,2,O098,"6-1,6-1",M. Ondruska,D. Caldwell,,,RSA,USA,6-1,6-1,,,,00:52:00,,,291,/en/stats/leaderboard?page=serve,,10,60,26,43,77,20,26,59,10,17,,0,,7,173,/en/stats/leaderboard?page=serve,2,0,84,37,44,49,18,37,14,1,7,0,0,5,7,70,30,43,57,25,44,63,55,87,43,19,44,30,13,43,37,32,87,A,,,,False,,,M. Ondruska,D. Caldwell,O098,C407,RSA,USA,,
301,1997,Auckland,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS019,R32,00:47:00,,F,2,K237,"6-1,6-1",K. Kucera,M. Damm,,,SVK,CZE,6-1,6-1,,,,00:47:00,,,226,/en/stats/leaderboard?page=serve,,2,77,30,39,80,24,30,67,6,9,0,0,,7,165,/en/stats/leaderboard?page=serve,4,0,50,21,42,62,13,21,29,6,21,50,5,10,7,77,30,39,55,23,42,65,53,81,45,19,42,23,9,39,35,28,81,A,,,,False,,,K. Kucera,M. Damm,K237,D214,SVK,CZE,,
301,1997,Auckland,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS020,R32,02:47:00,,F,3,R219,"6-7(5),7-6(7),6-4",C. Ruud,A. Corretja,,,NOR,ESP,6-7(5),7-6(7),6-4,,,02:47:00,5,7,281,/en/stats/leaderboard?page=serve,4,5,57,66,116,77,51,66,52,26,50,75,3,4,17,275,/en/stats/leaderboard?page=serve,5,8,62,78,125,69,54,78,53,25,47,80,8,10,17,66,77,116,37,46,125,51,123,241,63,79,125,34,39,116,49,118,241,A,,7,5,,,,C. Ruud,A. Corretja,R219,C344,NOR,ESP,,
301,1997,Auckland,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS021,R32,01:17:00,,F,2,B446,"6-4,6-2",J. Bjorkman,C. Costa,,,SWE,ESP,6-4,6-2,,,,01:17:00,,,276,/en/stats/leaderboard?page=serve,,2,59,37,63,73,27,37,54,14,26,80,4,5,9,201,/en/stats/leaderboard?page=serve,7,2,45,30,67,63,19,30,43,16,37,60,6,10,9,65,41,63,48,32,67,56,73,130,52,35,67,35,22,63,44,57,130,A,,,,False,,,J. Bjorkman,C. Costa,B446,C179,SWE,ESP,,
301,1997,Auckland,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS022,R32,01:18:00,,F,2,G352,"6-2,7-6(9)",J. Gambill,S. Schalken,,,USA,NED,6-2,7-6(9),,,,01:18:00,,,276,/en/stats/leaderboard?page=serve,2,9,66,44,67,75,33,44,48,11,23,33,1,3,10,219,/en/stats/leaderboard?page=serve,7,3,48,32,67,69,22,32,46,16,35,50,4,8,10,66,44,67,43,29,67,54,73,134,57,38,67,34,23,67,46,61,134,A,,9,7,,,,J. Gambill,S. Schalken,G352,S572,USA,NED,,
301,1997,Auckland,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS023,R32,01:30:00,,F,2,W212,"7-5,6-4",C. Woodruff,B. Karbacher,,,USA,GER,7-5,6-4,,,,01:30:00,,,268,/en/stats/leaderboard?page=serve,6,2,60,52,86,75,39,52,47,16,34,91,10,11,11,253,/en/stats/leaderboard?page=serve,,1,47,27,58,59,16,27,74,23,31,25,1,4,11,64,55,86,33,19,58,51,74,144,67,39,58,36,31,86,49,70,144,A,False,,,,,,C. Woodruff,B. Karbacher,W212,K190,USA,GER,,
301,1997,Auckland,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS024,R32,01:17:00,,F,2,G247,"7-5,6-2",H. Gumy,T. Carbonell,,,ARG,ESP,7-5,6-2,,,,01:17:00,,,241,/en/stats/leaderboard?page=serve,6,2,56,35,62,63,22,35,56,15,27,50,3,6,10,175,/en/stats/leaderboard?page=serve,8,0,61,34,56,50,17,34,32,7,22,45,5,11,10,60,37,62,57,32,56,58,69,118,43,24,56,40,25,62,42,49,118,A,,,,,,,H. Gumy,T. Carbonell,G247,C216,ARG,ESP,,
301,1997,Auckland,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS025,R32,01:06:00,,F,2,K181,"6-4,6-3",N. Kulti,J. Stark,,,SWE,USA,6-4,6-3,,,,01:06:00,,,308,/en/stats/leaderboard?page=serve,1,6,76,41,54,83,34,41,54,7,13,,0,,10,255,/en/stats/leaderboard?page=serve,2,9,53,29,55,76,22,29,42,11,26,50,2,4,9,76,41,54,40,22,55,58,63,109,60,33,55,24,13,54,42,46,109,A,,,,,,,N. Kulti,J. Stark,K181,S403,SWE,USA,,
301,1997,Auckland,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS026,R32,01:54:00,,F,3,C328,"4-6,6-1,6-3",K. Carlsen,A. Hunt,,,DEN,NZL,4-6,6-1,6-3,,,01:54:00,,,267,/en/stats/leaderboard?page=serve,6,6,53,42,80,67,28,42,63,24,38,67,4,6,13,225,/en/stats/leaderboard?page=serve,8,9,49,45,91,71,32,45,43,20,46,55,6,11,13,65,52,80,43,39,91,53,91,171,57,52,91,35,28,80,47,80,171,A,,,,,,,K. Carlsen,A. Hunt,C328,H297,DEN,NZL,,
301,1997,Auckland,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS027,R32,01:35:00,,F,3,B428,"6-4,3-6,7-6",A. Berasategui,R. Carretero,,,ESP,ESP,6-4,3-6,7-6,,,01:35:00,,,237,/en/stats/leaderboard?page=serve,6,3,70,64,92,61,39,64,43,12,28,38,3,8,15,226,/en/stats/leaderboard?page=serve,9,1,61,51,84,61,31,51,48,16,33,50,5,10,14,55,51,92,44,37,84,50,88,176,56,47,84,45,41,92,50,88,176,A,,,,,,,A. Berasategui,R. Carretero,B428,C383,ESP,ESP,,
301,1997,Auckland,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS028,R32,01:39:00,,F,3,R284,"2-6,6-3,7-6(7)",A. Radulescu,G. Rusedski,,,GER,GBR,2-6,6-3,7-6(7),,,01:39:00,,,256,/en/stats/leaderboard?page=serve,3,7,57,54,94,69,37,54,53,21,40,50,4,8,15,268,/en/stats/leaderboard?page=serve,9,14,56,45,81,73,33,45,56,20,36,40,2,5,14,62,58,94,35,28,81,49,86,175,65,53,81,38,36,94,51,89,175,A,,,,,7,5,A. Radulescu,G. Rusedski,R284,R237,GER,GBR,,
301,1997,Auckland,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS029,R32,00:59:00,,F,2,J129,"6-2,6-1",T. Johansson,T. Larkham,,,SWE,AUS,6-2,6-1,,,,00:59:00,,,213,/en/stats/leaderboard?page=serve,1,6,53,21,40,81,17,21,74,14,19,0,0,,7,186,/en/stats/leaderboard?page=serve,2,2,65,37,57,49,18,37,35,7,20,44,4,9,8,78,31,40,56,32,57,65,63,97,44,25,57,23,9,40,35,34,97,A,,,,,,,T. Johansson,T. Larkham,J129,L257,SWE,AUS,,
301,1997,Auckland,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS030,R32,02:23:00,,F,3,N254,"3-6,7-6(7),7-6(7)",J. Novak,S. Draper,,,CZE,AUS,3-6,7-6(7),7-6(7),,,02:23:00,,,257,/en/stats/leaderboard?page=serve,4,1,63,85,136,61,52,85,61,31,51,78,14,18,16,271,/en/stats/leaderboard?page=serve,1,16,61,76,125,70,53,76,43,21,49,75,9,12,17,61,83,136,41,51,125,51,134,261,59,74,125,39,53,136,49,127,261,A,,7,1,,7,3,J. Novak,S. Draper,N254,D270,CZE,AUS,,
301,1997,Auckland,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS031,R32,02:23:00,,F,3,M614,"5-7,6-4,6-3",C. Mamiit,B. Steven,,,PHI,NZL,5-7,6-4,6-3,,,02:23:00,,,263,/en/stats/leaderboard?page=serve,2,5,63,73,115,68,50,73,48,20,42,73,8,11,16,243,/en/stats/leaderboard?page=serve,4,0,66,67,101,67,45,67,41,14,34,50,4,8,15,61,70,115,42,42,101,52,112,216,58,59,101,39,45,115,48,104,216,A,,,,,,,C. Mamiit,B. Steven,M614,S321,PHI,NZL,,
