event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_winner,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
317,1996,Amsterdam,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Clay,32,475000,$,MS011,R16,00:49:00,,F,2,C252,"6-4,2-1",F. Clavet,J. Burillo,,,ESP,ESP,6-4,2-1,,,,00:49:00,280,/en/stats/leaderboard?page=serve,2,6,61,22,36,73,16,22,57,8,14,0,0,1,7,215,/en/stats/leaderboard?page=serve,,0,51,22,43,59,13,22,48,10,21,50,3,6,7,67,24,36,47,20,43,56,44,79,53,23,43,33,12,36,44,35,79,A,,,,,,False,,,F. Clavet,J. Burillo,C252,B429,ESP,ESP,,
317,1996,Amsterdam,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Clay,32,475000,$,MS012,R16,00:53:00,,F,2,M605,"6-0,6-2",C. Moya,A. Volkov,,,ESP,RUS,6-0,6-2,,,,00:53:00,242,/en/stats/leaderboard?page=serve,1,2,71,34,48,71,24,34,57,8,14,,0,,7,164,/en/stats/leaderboard?page=serve,3,1,57,28,49,57,16,28,24,5,21,58,7,12,7,67,32,48,57,28,49,62,60,97,43,21,49,33,16,48,38,37,97,A,,,,,,,,,C. Moya,A. Volkov,M605,V037,ESP,RUS,,
317,1996,Amsterdam,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Clay,32,475000,$,MS013,R16,01:59:00,,F,3,S559,"6-7(1),6-3,7-6(7)",D. van Scheppingen,A. Berasategui,,,NED,ESP,6-7(1),6-3,7-6(7),,,01:59:00,287,/en/stats/leaderboard?page=serve,4,9,54,61,113,79,48,61,56,29,52,80,4,5,16,268,/en/stats/leaderboard?page=serve,4,2,63,69,110,71,49,69,54,22,41,40,2,5,17,68,77,113,35,39,110,52,116,223,65,71,110,32,36,113,48,107,223,A,,,,1,7,,7,2,D. van Scheppingen,A. Berasategui,S559,B428,NED,ESP,,
317,1996,Amsterdam,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Clay,32,475000,$,MS014,R16,01:05:00,,F,2,G247,"6-1,6-2",H. Gumy,B. Ulihrach,,,ARG,CZE,6-1,6-2,,,,01:05:00,270,/en/stats/leaderboard?page=serve,1,4,63,35,56,74,26,35,43,9,21,67,2,3,8,157,/en/stats/leaderboard?page=serve,1,1,50,24,48,50,12,24,29,7,24,17,1,6,7,63,35,56,60,29,48,62,64,104,40,19,48,38,21,56,38,40,104,A,,,,,,,,,H. Gumy,B. Ulihrach,G247,U032,ARG,CZE,,
317,1996,Amsterdam,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Clay,32,475000,$,MS015,R16,02:23:00,,F,3,E121,"6-7(7),7-6(7),7-5",Y. El Aynaoui,A. Costa,,,MAR,ESP,6-7(7),7-6(7),7-5,,,02:23:00,283,/en/stats/leaderboard?page=serve,3,7,61,68,111,74,50,68,56,24,43,33,1,3,18,289,/en/stats/leaderboard?page=serve,,3,80,99,123,65,64,99,58,14,24,50,3,6,18,67,74,111,37,45,123,51,119,234,63,78,123,33,37,111,49,115,234,A,,7,5,7,9,False,,,Y. El Aynaoui,A. Costa,E121,C378,MAR,ESP,,
317,1996,Amsterdam,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Clay,32,475000,$,MS016,R32,01:19:00,,F,2,R286,"7-5,6-2",M. Rios,S. Noszaly,,,CHI,HUN,7-5,6-2,,,,01:19:00,213,/en/stats/leaderboard?page=serve,2,8,46,23,50,91,21,23,70,19,27,0,0,,10,227,/en/stats/leaderboard?page=serve,15,9,53,41,78,78,32,41,32,12,37,67,6,9,10,80,40,50,44,34,78,58,74,128,56,44,78,20,10,50,42,54,128,A,,,,,,,,,M. Rios,S. Noszaly,R286,N112,CHI,HUN,,
317,1996,Amsterdam,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Clay,32,475000,$,MS017,R32,01:10:00,,F,2,V166,"6-2,6-4",A. Voinea,F. Fetterlein,,,ROU,DEN,6-2,6-4,,,,01:10:00,286,/en/stats/leaderboard?page=serve,1,5,61,34,56,56,19,34,77,17,22,75,3,4,9,212,/en/stats/leaderboard?page=serve,1,3,65,36,55,64,23,36,26,5,19,50,4,8,9,64,36,56,49,27,55,57,63,111,51,28,55,36,20,56,43,48,111,A,,,,,,,,,A. Voinea,F. Fetterlein,V166,F206,ROU,DEN,,
317,1996,Amsterdam,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Clay,32,475000,$,MS018,R32,01:06:00,,F,2,D198,"6-4,6-4",S. Dosedel,P. Wessels,,,CZE,NED,6-4,6-4,,,,01:06:00,264,/en/stats/leaderboard?page=serve,,1,67,42,63,64,27,42,52,11,21,50,2,4,10,229,/en/stats/leaderboard?page=serve,1,10,64,39,61,69,27,39,27,6,22,50,4,8,10,60,38,63,46,28,61,53,66,124,54,33,61,40,25,63,47,58,124,A,False,,,,,,,,S. Dosedel,P. Wessels,D198,W254,CZE,NED,,
317,1996,Amsterdam,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Clay,32,475000,$,MS019,R32,01:16:00,,F,2,C179,"6-2,6-3",C. Costa,D. Rikl,,,ESP,CZE,6-2,6-3,,,,01:16:00,244,/en/stats/leaderboard?page=serve,1,6,62,37,60,59,22,37,52,12,23,40,2,5,9,170,/en/stats/leaderboard?page=serve,3,1,66,40,61,43,17,40,38,8,21,63,10,16,8,57,34,60,59,36,61,58,70,121,41,25,61,43,26,60,42,51,121,A,,,,,,,,,C. Costa,D. Rikl,C179,R203,ESP,CZE,,
317,1996,Amsterdam,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Clay,32,475000,$,MS020,R32,01:05:00,,F,2,M535,"6-3,6-1",F. Mantilla,J. van Lottum,,,ESP,NED,6-3,6-1,,,,01:05:00,281,/en/stats/leaderboard?page=serve,1,2,68,32,47,78,25,32,47,7,15,0,0,1,8,182,/en/stats/leaderboard?page=serve,2,2,50,23,46,52,12,23,43,10,23,38,3,8,8,68,32,47,52,24,46,60,56,93,48,22,46,32,15,47,40,37,93,A,,,,,,,,,F. Mantilla,J. van Lottum,M535,V201,ESP,NED,,
317,1996,Amsterdam,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Clay,32,475000,$,MS021,R32,01:40:00,,F,2,S315,"6-4,6-4",G. Schaller,J. Sanchez,,,AUT,ESP,6-4,6-4,,,,01:40:00,277,/en/stats/leaderboard?page=serve,2,1,73,46,63,74,34,46,41,7,17,80,4,5,10,227,/en/stats/leaderboard?page=serve,4,1,50,41,82,61,25,41,49,20,41,63,5,8,10,65,41,63,45,37,82,54,78,145,55,45,82,35,22,63,46,67,145,A,,,,,,,,,G. Schaller,J. Sanchez,S315,S015,AUT,ESP,,
317,1996,Amsterdam,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Clay,32,475000,$,MS022,R32,01:58:00,,F,3,B429,"7-6(7),4-6,6-3",J. Burillo,S. Noteboom,,,ESP,NED,7-6(7),4-6,6-3,,,01:58:00,271,/en/stats/leaderboard?page=serve,2,4,83,102,123,67,68,102,38,8,21,77,10,13,16,273,/en/stats/leaderboard?page=serve,8,11,68,66,97,74,49,66,48,15,31,70,7,10,15,62,76,123,34,33,97,50,109,220,66,64,97,38,47,123,50,111,220,A,,,,7,4,,,,J. Burillo,S. Noteboom,B429,N243,ESP,NED,,
317,1996,Amsterdam,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Clay,32,475000,$,MS023,R32,01:30:00,,F,2,C252,"7-6(7),6-3",F. Clavet,C. Ruud,,,ESP,NOR,7-6(7),6-3,,,,01:30:00,250,/en/stats/leaderboard?page=serve,2,2,60,41,68,68,28,41,52,14,27,67,6,9,10,212,/en/stats/leaderboard?page=serve,2,4,60,44,73,68,30,44,28,8,29,38,3,8,11,62,42,68,48,35,73,55,77,141,52,38,73,38,26,68,45,64,141,A,,,,7,3,,,,F. Clavet,C. Ruud,C252,R219,ESP,NOR,,
317,1996,Amsterdam,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Clay,32,475000,$,MS024,R32,01:16:00,,F,2,M605,"6-2,6-2",C. Moya,G. Doyle,,,ESP,AUS,6-2,6-2,,,,01:16:00,260,/en/stats/leaderboard?page=serve,2,1,67,26,39,88,23,26,31,4,13,33,1,3,8,154,/en/stats/leaderboard?page=serve,5,0,63,34,54,41,14,34,30,6,20,25,2,8,8,69,27,39,63,34,54,66,61,93,37,20,54,31,12,39,34,32,93,A,,,,,,,,,C. Moya,G. Doyle,M605,D227,ESP,AUS,,
317,1996,Amsterdam,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Clay,32,475000,$,MS025,R32,01:28:00,,F,3,V037,"2-6,6-2,6-4",A. Volkov,G. Blanco,,,RUS,ESP,2-6,6-2,6-4,,,01:28:00,272,/en/stats/leaderboard?page=serve,6,14,52,41,79,73,30,41,55,21,38,60,3,5,13,268,/en/stats/leaderboard?page=serve,1,8,65,60,93,65,39,60,55,18,33,57,4,7,13,65,51,79,39,36,93,51,87,172,61,57,93,35,28,79,49,85,172,A,,,,,,,,,A. Volkov,G. Blanco,V037,B518,RUS,ESP,,
317,1996,Amsterdam,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Clay,32,475000,$,MS026,R32,01:12:00,,F,2,S559,"7-6(7),6-1",D. van Scheppingen,R. Agenor,,,NED,HAI,7-6(7),6-1,,,,01:12:00,288,/en/stats/leaderboard?page=serve,2,4,50,27,54,89,24,27,59,16,27,0,0,1,9,232,/en/stats/leaderboard?page=serve,3,5,65,44,68,59,26,44,46,11,24,50,4,8,10,74,40,54,46,31,68,58,71,122,54,37,68,26,14,54,42,51,122,A,,,,7,5,,,,D. van Scheppingen,R. Agenor,S559,A006,NED,HAI,,
317,1996,Amsterdam,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Clay,32,475000,$,MS027,R32,01:52:00,,F,3,B428,"6-4,4-6,6-1",A. Berasategui,M. Filippini,,,ESP,URU,6-4,4-6,6-1,,,01:52:00,270,/en/stats/leaderboard?page=serve,4,1,74,64,87,64,41,64,57,13,23,77,10,13,14,217,/en/stats/leaderboard?page=serve,3,2,56,60,107,65,39,60,36,17,47,72,13,18,13,62,54,87,48,51,107,54,105,194,52,56,107,38,33,87,46,89,194,A,,,,,,,,,A. Berasategui,M. Filippini,B428,F165,ESP,URU,,
317,1996,Amsterdam,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Clay,32,475000,$,MS028,R32,01:59:00,,F,3,U032,"7-5,4-6,6-0",B. Ulihrach,S. Schalken,,,CZE,NED,7-5,4-6,6-0,,,01:59:00,253,/en/stats/leaderboard?page=serve,6,3,59,62,105,66,41,62,53,23,43,79,11,14,14,201,/en/stats/leaderboard?page=serve,9,3,49,47,95,70,33,47,31,15,48,63,10,16,14,61,64,105,49,47,95,56,111,200,51,48,95,39,41,105,45,89,200,A,,,,,,,,,B. Ulihrach,S. Schalken,U032,S572,CZE,NED,,
317,1996,Amsterdam,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Clay,32,475000,$,MS029,R32,00:55:00,,F,2,G247,"6-2,6-3",H. Gumy,R. Carretero,,,ARG,ESP,6-2,6-3,,,,00:55:00,289,/en/stats/leaderboard?page=serve,2,0,61,27,44,89,24,27,53,9,17,50,1,2,9,211,/en/stats/leaderboard?page=serve,4,0,71,32,45,63,20,32,31,4,13,43,3,7,8,75,33,44,47,21,45,61,54,89,53,24,45,25,11,44,39,35,89,A,,,,,,,,,H. Gumy,R. Carretero,G247,C383,ARG,ESP,,
317,1996,Amsterdam,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Clay,32,475000,$,MS030,R32,01:32:00,,F,3,E121,"4-6,6-4,6-1",Y. El Aynaoui,F. Dewulf,,,MAR,BEL,4-6,6-4,6-1,,,01:32:00,253,/en/stats/leaderboard?page=serve,4,3,64,56,87,70,39,56,42,13,31,67,6,9,14,231,/en/stats/leaderboard?page=serve,3,2,68,55,81,65,36,55,38,10,26,44,4,9,13,60,52,87,43,35,81,52,87,168,57,46,81,40,35,87,48,81,168,A,,,,,,,,,Y. El Aynaoui,F. Dewulf,E121,D228,MAR,BEL,,
