event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
423,1997,Los Angeles,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Hard,32,303000,$,MS001,F,01:27:00,,F,2,C243,"6-4,6-4",J. Courier,T. Enqvist,,,USA,SWE,6-4,6-4,,,,01:27:00,265,/en/stats/leaderboard?page=serve,3,5,58,31,53,84,26,31,41,9,22,33,1,3,10,220,/en/stats/leaderboard?page=serve,4,5,50,34,68,65,22,34,44,15,34,20,1,5,10,66,35,53,46,31,68,55,66,121,54,37,68,34,18,53,45,55,121,A,,,,,,,,,J. Courier,T. Enqvist,C243,E113,USA,SWE,,
423,1997,Los Angeles,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Hard,32,303000,$,MS002,SF,01:12:00,,F,2,C243,"6-3,6-4",J. Courier,G. Ivanisevic,,,USA,CRO,6-3,6-4,,,,01:12:00,233,/en/stats/leaderboard?page=serve,1,4,60,29,48,86,25,29,84,16,19,0,0,,10,250,/en/stats/leaderboard?page=serve,3,6,46,28,61,79,22,28,45,15,33,75,6,8,9,85,41,48,39,24,61,60,65,109,61,37,61,15,7,48,40,44,109,A,,,,,,,,,J. Courier,G. Ivanisevic,C243,I034,USA,CRO,,
423,1997,Los Angeles,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Hard,32,303000,$,MS003,SF,01:02:00,,F,2,E113,"6-4,6-1",T. Enqvist,G. Raoux,,,SWE,FRA,6-4,6-1,,,,01:02:00,277,/en/stats/leaderboard?page=serve,2,2,63,34,54,76,26,34,50,10,20,0,0,1,9,203,/en/stats/leaderboard?page=serve,1,1,58,26,45,58,15,26,37,7,19,50,4,8,8,67,36,54,51,23,45,60,59,99,49,22,45,33,18,54,40,40,99,A,,,,,,,,,T. Enqvist,G. Raoux,E113,R186,SWE,FRA,,
423,1997,Los Angeles,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Hard,32,303000,$,MS004,QF,01:12:00,,F,2,I034,"7-6(7),6-2",G. Ivanisevic,B. Black,,,CRO,ZIM,7-6(7),6-2,,,,01:12:00,275,/en/stats/leaderboard?page=serve,4,20,49,32,65,88,28,32,42,14,33,67,4,6,10,236,/en/stats/leaderboard?page=serve,5,6,73,53,73,57,30,53,45,9,20,50,4,8,10,65,42,65,47,34,73,55,76,138,53,39,73,35,23,65,45,62,138,A,7,3,,,,,,,G. Ivanisevic,B. Black,I034,B397,CRO,ZIM,,
423,1997,Los Angeles,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Hard,32,303000,$,MS005,QF,01:57:00,,F,2,C243,"7-6(7),7-5",J. Courier,R. Krajicek,,,USA,NED,7-6(7),7-5,,,,01:57:00,292,/en/stats/leaderboard?page=serve,2,4,71,65,92,72,47,65,56,15,27,83,5,6,12,267,/en/stats/leaderboard?page=serve,5,13,46,39,84,74,29,39,56,25,45,75,6,8,12,67,62,92,36,30,84,52,92,176,64,54,84,33,30,92,48,84,176,A,7,5,,,,,,,J. Courier,R. Krajicek,C243,K214,USA,NED,,
423,1997,Los Angeles,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Hard,32,303000,$,MS006,QF,01:35:00,,F,2,R186,"7-6(7),6-4",G. Raoux,M. Philippoussis,,,FRA,AUS,7-6(7),6-4,,,,01:35:00,280,/en/stats/leaderboard?page=serve,4,6,70,55,79,80,44,55,38,9,24,75,3,4,11,261,/en/stats/leaderboard?page=serve,6,12,53,42,80,74,31,42,47,18,38,33,1,3,11,67,53,79,39,31,80,53,84,159,61,49,80,33,26,79,47,75,159,A,7,5,,,,,,,G. Raoux,M. Philippoussis,R186,P338,FRA,AUS,,
423,1997,Los Angeles,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Hard,32,303000,$,MS007,QF,01:17:00,,F,2,E113,"6-3,7-5",T. Enqvist,K. Carlsen,,,SWE,DEN,6-3,7-5,,,,01:17:00,288,/en/stats/leaderboard?page=serve,3,5,65,44,68,73,32,44,67,16,24,,0,,11,260,/en/stats/leaderboard?page=serve,4,8,49,28,57,86,24,28,41,12,29,60,3,5,10,71,48,68,37,21,57,55,69,125,63,36,57,29,20,68,45,56,125,A,,,,,,,,,T. Enqvist,K. Carlsen,E113,C328,SWE,DEN,,
423,1997,Los Angeles,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Hard,32,303000,$,MS008,R16,01:21:00,,F,2,I034,"7-5,7-6(7)",G. Ivanisevic,O. Delaitre,,,CRO,FRA,7-5,7-6(7),,,,01:21:00,277,/en/stats/leaderboard?page=serve,9,12,47,38,81,89,34,38,47,20,43,80,4,5,12,260,/en/stats/leaderboard?page=serve,7,6,46,33,71,82,27,33,50,19,38,50,2,4,12,67,54,81,35,25,71,52,79,152,65,46,71,33,27,81,48,73,152,A,,,7,2,,,,,G. Ivanisevic,O. Delaitre,I034,D015,CRO,FRA,,
423,1997,Los Angeles,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Hard,32,303000,$,MS009,R16,01:32:00,,F,2,B397,"6-2,7-6(7)",B. Black,J. Gimelstob,,,ZIM,USA,6-2,7-6(7),,,,01:32:00,257,/en/stats/leaderboard?page=serve,2,5,51,40,78,70,28,40,53,20,38,85,11,13,10,208,/en/stats/leaderboard?page=serve,11,6,46,34,74,74,25,34,33,13,40,43,3,7,10,62,48,78,49,36,74,55,84,152,51,38,74,38,30,78,45,68,152,A,,,7,1,,,,,B. Black,J. Gimelstob,B397,G354,ZIM,USA,,
423,1997,Los Angeles,GP,1997-07-21T00:00:00,1997-07-27T00:00:00,Hard,32,303000,$,MS010,R16,02:15:00,,F,3,K214,"7-5,5-7,7-6(7)",R. Krajicek,G. Weiner,,,NED,USA,7-5,5-7,7-6(7),,,02:15:00,295,/en/stats/leaderboard?page=serve,5,24,53,64,121,77,49,64,58,33,57,71,5,7,18,279,/en/stats/leaderboard?page=serve,8,3,62,71,115,68,48,71,66,29,44,71,5,7,18,68,82,121,33,38,115,51,120,236,67,77,115,32,39,121,49,116,236,A,,,,,7,5,,,R. Krajicek,G. Weiner,K214,W217,NED,USA,,
