event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set3_winner,tiebreak_set3_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
891,2004,Chennai,WS,2004-01-05T00:00:00,2004-01-11T00:00:00,Hard,32,355000,$,MS001,F,01:55:00,,F,3,M605,"6-4,3-6,7-6(7)",C. Moya,P. Srichaphan,,,ESP,THA,6-4,3-6,7-6(7),,,01:55:00,7.0,5.0,283,/en/stats/leaderboard?page=serve,4,8,53,49,93,82,40,49,57,25,44,0,0,2,16,303,/en/stats/leaderboard?page=serve,2,9,71,64,90,78,50,64,54,14,26,0,0,1,15,70,65,93,29,26,90,50,91,183,71,64,90,30,28,93,50,92,183,A,,,,,C. Moya,P. Srichaphan,M605,S675,ESP,THA,,
891,2004,Chennai,WS,2004-01-05T00:00:00,2004-01-11T00:00:00,Hard,32,355000,$,MS002,SF,01:00:00,,F,2,M605,"6-3,6-4",C. Moya,S. Schalken,,,ESP,NED,6-3,6-4,,,,01:00:00,,,350,/en/stats/leaderboard?page=serve,1,14,71,32,45,97,31,32,69,9,13,0,0,0,10,291,/en/stats/leaderboard?page=serve,0,0,75,42,56,60,25,42,79,11,14,50,2,4,9,89,40,45,36,20,56,59,60,101,64,36,56,11,5,45,41,41,101,A,,,,,C. Moya,S. Schalken,M605,S572,ESP,NED,,
891,2004,Chennai,WS,2004-01-05T00:00:00,2004-01-11T00:00:00,Hard,32,355000,$,MS003,SF,02:13:00,,F,3,S675,"1-6,7-6(12),7-5",P. Srichaphan,T. Robredo,,,THA,ESP,1-6,7-6(12),7-5,,,02:13:00,,,285,/en/stats/leaderboard?page=serve,3,4,63,62,98,79,49,62,56,20,36,80,8,10,15,289,/en/stats/leaderboard?page=serve,2,5,56,60,107,80,48,60,57,27,47,80,4,5,16,70,69,98,30,32,107,49,101,205,70,75,107,30,29,98,51,104,205,A,12.0,10.0,,,P. Srichaphan,T. Robredo,S675,R419,THA,ESP,,
891,2004,Chennai,WS,2004-01-05T00:00:00,2004-01-11T00:00:00,Hard,32,355000,$,MS004,QF,01:09:00,,F,2,M605,"6-4,6-4",C. Moya,T. Ascione,,,ESP,FRA,6-4,6-4,,,,01:09:00,,,335,/en/stats/leaderboard?page=serve,1,7,51,23,45,96,22,23,82,18,22,0,0,0,10,266,/en/stats/leaderboard?page=serve,1,2,65,51,79,63,32,51,57,16,28,71,5,7,10,89,40,45,39,31,79,57,71,124,61,48,79,11,5,45,43,53,124,A,,,,,C. Moya,T. Ascione,M605,A356,ESP,FRA,,
891,2004,Chennai,WS,2004-01-05T00:00:00,2004-01-11T00:00:00,Hard,32,355000,$,MS005,QF,02:32:00,,F,3,S572,"6-2,5-7,7-6(8)",S. Schalken,F. Mantilla,,,NED,ESP,6-2,5-7,7-6(8),,,02:32:00,8.0,6.0,314,/en/stats/leaderboard?page=serve,0,4,80,76,95,75,57,76,68,13,19,33,1,3,16,251,/en/stats/leaderboard?page=serve,4,2,47,49,104,65,32,49,60,33,55,40,2,5,16,74,70,95,38,39,104,55,109,199,63,65,104,26,25,95,45,90,199,A,,,,,S. Schalken,F. Mantilla,S572,M535,NED,ESP,,
891,2004,Chennai,WS,2004-01-05T00:00:00,2004-01-11T00:00:00,Hard,32,355000,$,MS006,QF,01:35:00,,F,2,R419,"6-4,7-6(7)",T. Robredo,J. Lisnard,,,ESP,MON,6-4,7-6(7),,,,01:35:00,,,234,/en/stats/leaderboard?page=serve,3,1,64,44,69,77,34,44,32,8,25,33,2,6,11,199,/en/stats/leaderboard?page=serve,6,2,48,44,92,66,29,44,35,17,48,72,13,18,11,61,42,69,50,46,92,55,88,161,50,46,92,39,27,69,45,73,161,A,7.0,2.0,,,T. Robredo,J. Lisnard,R419,L386,ESP,MON,,
891,2004,Chennai,WS,2004-01-05T00:00:00,2004-01-11T00:00:00,Hard,32,355000,$,MS007,QF,01:21:00,,F,2,S675,"6-3,7-6(7)",P. Srichaphan,I. Andreev,,,THA,RUS,6-3,7-6(7),,,,01:21:00,,,290,/en/stats/leaderboard?page=serve,2,5,65,45,69,82,37,45,50,12,24,75,3,4,11,265,/en/stats/leaderboard?page=serve,3,2,54,31,57,74,23,31,58,15,26,0,0,2,10,71,49,69,33,19,57,54,68,126,67,38,57,29,20,69,46,58,126,A,7.0,2.0,,,P. Srichaphan,I. Andreev,S675,A511,THA,RUS,,
891,2004,Chennai,WS,2004-01-05T00:00:00,2004-01-11T00:00:00,Hard,32,355000,$,MS008,R16,02:19:00,,F,3,M605,"3-6,7-6(9),6-4",C. Moya,P. Goldstein,,,ESP,USA,3-6,7-6(9),6-4,,,02:19:00,,,285,/en/stats/leaderboard?page=serve,2,18,49,45,91,82,37,45,52,24,46,33,1,3,15,268,/en/stats/leaderboard?page=serve,5,8,61,81,133,75,61,81,42,22,52,88,14,16,16,67,61,91,38,50,133,50,111,224,62,83,133,33,30,91,50,113,224,A,9.0,7.0,,,C. Moya,P. Goldstein,M605,G333,ESP,USA,,
891,2004,Chennai,WS,2004-01-05T00:00:00,2004-01-11T00:00:00,Hard,32,355000,$,MS009,R16,01:22:00,,F,3,A356,"3-6,6-1,6-2",T. Ascione,P. Amritraj,,,FRA,IND,3-6,6-1,6-2,,,01:22:00,,,306,/en/stats/leaderboard?page=serve,0,7,71,44,62,73,32,44,72,13,18,50,2,4,12,231,/en/stats/leaderboard?page=serve,2,3,65,49,75,53,26,49,54,14,26,50,5,10,12,73,45,62,47,35,75,58,80,137,53,40,75,27,17,62,42,57,137,A,,,,,T. Ascione,P. Amritraj,A356,A487,FRA,IND,,
891,2004,Chennai,WS,2004-01-05T00:00:00,2004-01-11T00:00:00,Hard,32,355000,$,MS010,R16,01:23:00,,F,2,S572,"6-3,6-3",S. Schalken,J. Knowle,,,NED,AUT,6-3,6-3,,,,01:23:00,,,292,/en/stats/leaderboard?page=serve,0,2,73,35,48,71,25,35,69,9,13,60,3,5,9,186,/en/stats/leaderboard?page=serve,5,1,52,34,66,50,17,34,44,14,32,44,4,9,9,71,34,48,53,35,66,61,69,114,47,31,66,29,14,48,39,45,114,A,,,,,S. Schalken,J. Knowle,S572,K263,NED,AUT,,
891,2004,Chennai,WS,2004-01-05T00:00:00,2004-01-11T00:00:00,Hard,32,355000,$,MS011,R16,02:32:00,,F,3,M535,"6-7(3),6-4,6-4",F. Mantilla,J. van Lottum,,,ESP,NED,6-7(3),6-4,6-4,,,02:32:00,,,262,/en/stats/leaderboard?page=serve,4,10,65,73,113,68,50,73,48,19,40,73,11,15,16,240,/en/stats/leaderboard?page=serve,3,10,61,69,114,70,48,69,40,18,45,63,10,16,16,61,69,113,42,48,114,52,117,227,58,66,114,39,44,113,48,110,227,A,,,3.0,7.0,F. Mantilla,J. van Lottum,M535,V201,ESP,NED,,
891,2004,Chennai,WS,2004-01-05T00:00:00,2004-01-11T00:00:00,Hard,32,355000,$,MS012,R16,01:30:00,,F,2,L386,"7-5,6-3",J. Lisnard,A. Dupuis,,,MON,FRA,7-5,6-3,,,,01:30:00,,,270,/en/stats/leaderboard?page=serve,1,4,50,41,82,78,32,41,49,20,41,88,7,8,11,234,/en/stats/leaderboard?page=serve,3,3,43,26,60,62,16,26,59,20,34,25,1,4,10,63,52,82,40,24,60,54,76,142,60,36,60,37,30,82,46,66,142,A,,,,,J. Lisnard,A. Dupuis,L386,D272,MON,FRA,,
891,2004,Chennai,WS,2004-01-05T00:00:00,2004-01-11T00:00:00,Hard,32,355000,$,MS013,R16,00:56:00,,F,2,R419,"6-2,6-2",T. Robredo,K. Carlsen,,,ESP,DEN,6-2,6-2,,,,00:56:00,,,325,/en/stats/leaderboard?page=serve,1,4,63,25,40,92,23,25,67,10,15,0,0,0,8,206,/en/stats/leaderboard?page=serve,3,4,57,26,46,58,15,26,40,8,20,20,1,5,8,83,33,40,50,23,46,65,56,86,50,23,46,18,7,40,35,30,86,A,,,,,T. Robredo,K. Carlsen,R419,C328,ESP,DEN,,
891,2004,Chennai,WS,2004-01-05T00:00:00,2004-01-11T00:00:00,Hard,32,355000,$,MS014,R16,01:06:00,,F,2,A511,"6-2,6-3",I. Andreev,D. Ferrer,,,RUS,ESP,6-2,6-3,,,,01:06:00,,,248,/en/stats/leaderboard?page=serve,0,4,57,33,58,76,25,33,36,9,25,67,4,6,8,183,/en/stats/leaderboard?page=serve,4,0,60,35,58,46,16,35,48,11,23,25,2,8,9,59,34,58,53,31,58,56,65,116,47,27,58,41,24,58,44,51,116,A,,,,,I. Andreev,D. Ferrer,A511,F401,RUS,ESP,,
891,2004,Chennai,WS,2004-01-05T00:00:00,2004-01-11T00:00:00,Hard,32,355000,$,MS015,R16,00:51:00,,F,2,S675,"6-2,6-2",P. Srichaphan,H. Levy,,,THA,ISR,6-2,6-2,,,,00:51:00,,,320,/en/stats/leaderboard?page=serve,1,3,56,22,39,86,19,22,76,13,17,0,0,0,8,205,/en/stats/leaderboard?page=serve,1,1,58,28,48,57,16,28,40,8,20,60,6,10,8,82,32,39,50,24,48,64,56,87,50,24,48,18,7,39,36,31,87,A,,,,,P. Srichaphan,H. Levy,S675,L336,THA,ISR,,
891,2004,Chennai,WS,2004-01-05T00:00:00,2004-01-11T00:00:00,Hard,32,355000,$,MS016,R32,00:59:00,,F,2,M605,"6-3,6-4",C. Moya,N. Okun,,,ESP,ISR,6-3,6-4,,,,00:59:00,,,311,/en/stats/leaderboard?page=serve,2,9,71,36,51,83,30,36,60,9,15,50,1,2,10,257,/en/stats/leaderboard?page=serve,1,1,72,38,53,66,25,38,53,8,15,40,2,5,9,76,39,51,38,20,53,57,59,104,62,33,53,24,12,51,43,45,104,A,,,,,C. Moya,N. Okun,M605,O133,ESP,ISR,,
