event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
338,1997,Sydney,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS001,F,00:54:00,,F,2,H336,"6-3,6-1",T. Henman,C. Moya,,,GBR,ESP,6-3,6-1,,,,00:54:00,272,/en/stats/leaderboard?page=serve,0,2,57,29,51,76,22,29,50,11,22,75,3,4,8,204,/en/stats/leaderboard?page=serve,0,0,76,39,51,49,19,39,42,5,12,44,4,9,8,65,33,51,53,27,51,59,60,102,47,24,51,35,18,51,41,42,102,A,,,,,,,T. Henman,C. Moya,H336,M605,GBR,ESP,,
338,1997,Sydney,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS002,SF,01:35:00,,F,3,H336,"4-6,7-6(7),6-1",T. Henman,G. Ivanisevic,,,GBR,CRO,4-6,7-6(7),6-1,,,01:35:00,280,/en/stats/leaderboard?page=serve,5,10,59,50,85,80,40,50,51,18,35,75,6,8,14,248,/en/stats/leaderboard?page=serve,3,10,48,46,96,72,33,46,48,24,50,0,0,4,15,68,58,85,41,39,96,54,97,181,59,57,96,32,27,85,46,84,181,A,7,1,,,,,T. Henman,G. Ivanisevic,H336,I034,GBR,CRO,,
338,1997,Sydney,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS003,SF,01:51:00,,F,3,M605,"3-6,6-3,7-6(8)",C. Moya,A. Costa,,,ESP,ESP,3-6,6-3,7-6(8),,,01:51:00,267,/en/stats/leaderboard?page=serve,3,4,57,58,101,71,41,58,58,25,43,40,2,5,15,257,/en/stats/leaderboard?page=serve,6,0,73,75,103,71,53,75,39,11,28,75,9,12,15,65,66,101,38,39,103,51,105,204,62,64,103,35,35,101,49,99,204,A,,,8,6,,,C. Moya,A. Costa,M605,C378,ESP,ESP,,
338,1997,Sydney,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS004,QF,01:06:00,,F,2,I034,"6-4,6-2",G. Ivanisevic,S. Stolle,,,CRO,AUS,6-4,6-2,,,,01:06:00,313,/en/stats/leaderboard?page=serve,1,9,57,32,56,81,26,32,67,16,24,100,3,3,9,257,/en/stats/leaderboard?page=serve,2,5,63,33,52,67,22,33,58,11,19,40,2,5,9,75,42,56,37,19,52,56,61,108,63,33,52,25,14,56,44,47,108,A,,,,,,,G. Ivanisevic,S. Stolle,I034,S443,CRO,AUS,,
338,1997,Sydney,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS005,QF,01:50:00,,F,3,H336,"1-6,7-6(7),6-4",T. Henman,A. O'Brien,,,GBR,USA,1-6,7-6(7),6-4,,,01:50:00,256,/en/stats/leaderboard?page=serve,3,6,45,40,89,73,29,40,57,28,49,50,3,6,14,279,/en/stats/leaderboard?page=serve,3,2,66,63,95,75,47,63,53,17,32,78,7,9,15,64,57,89,33,31,95,48,88,184,67,64,95,36,32,89,52,96,184,A,7,3,,,,,T. Henman,A. O'Brien,H336,O099,GBR,USA,,
338,1997,Sydney,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS006,QF,01:00:00,,F,2,C378,"6-4,6-2",A. Costa,B. Black,,,ESP,ZIM,6-4,6-2,,,,01:00:00,309,/en/stats/leaderboard?page=serve,1,2,65,33,51,82,27,33,61,11,18,0,0,0,9,244,/en/stats/leaderboard?page=serve,0,0,72,44,61,59,26,44,47,8,17,63,5,8,9,75,38,51,44,27,61,58,65,112,56,34,61,25,13,51,42,47,112,A,,,,,,,A. Costa,B. Black,C378,B397,ESP,ZIM,,
338,1997,Sydney,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS007,QF,01:22:00,,F,2,M605,"7-6(8),6-3",C. Moya,P. Rafter,,,ESP,AUS,7-6(8),6-3,,,,01:22:00,309,/en/stats/leaderboard?page=serve,1,5,72,52,72,83,43,52,50,10,20,100,2,2,11,284,/en/stats/leaderboard?page=serve,2,2,54,34,63,88,30,34,52,15,29,0,0,1,10,74,53,72,29,18,63,53,71,135,71,45,63,26,19,72,47,64,135,A,,,,,8,6,C. Moya,P. Rafter,M605,R255,ESP,AUS,,
338,1997,Sydney,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS008,R16,01:20:00,,F,3,I034,"6-4,0-6,6-4",G. Ivanisevic,J. Sanchez,,,CRO,ESP,6-4,0-6,6-4,,,01:20:00,251,/en/stats/leaderboard?page=serve,10,11,49,38,78,82,31,38,43,17,40,67,6,9,13,275,/en/stats/leaderboard?page=serve,6,9,55,42,76,74,31,42,59,20,34,71,5,7,13,62,48,78,33,25,76,47,73,154,67,51,76,38,30,78,53,81,154,A,,,,,,,G. Ivanisevic,J. Sanchez,I034,S015,CRO,ESP,,
338,1997,Sydney,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS009,R16,00:51:00,,F,2,S443,"6-2,6-1",S. Stolle,A. Voinea,,,AUS,ROU,6-2,6-1,,,,00:51:00,302,/en/stats/leaderboard?page=serve,2,8,65,26,40,88,23,26,43,6,14,100,3,3,7,186,/en/stats/leaderboard?page=serve,0,0,70,31,44,48,15,31,31,4,13,17,1,6,8,73,29,40,57,25,44,64,54,84,43,19,44,28,11,40,36,30,84,A,,,,,,,S. Stolle,A. Voinea,S443,V166,AUS,ROU,,
338,1997,Sydney,GP,1997-01-06T00:00:00,1997-01-12T00:00:00,Hard,32,303000,$,MS010,R16,02:25:00,,F,3,O099,"6-4,6-7(4),6-4",A. O'Brien,M. Tillstrom,,,USA,SWE,6-4,6-7(4),6-4,,,02:25:00,284,/en/stats/leaderboard?page=serve,2,2,64,77,120,69,53,77,58,25,43,86,6,7,16,268,/en/stats/leaderboard?page=serve,1,0,64,70,110,64,45,70,60,24,40,73,8,11,16,65,78,120,37,41,110,52,119,230,63,69,110,35,42,120,48,111,230,A,4,7,,,,,A. O'Brien,M. Tillstrom,O099,T166,USA,SWE,,
